ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.2,B13_2..99,B13_2..77,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BF,BFA,Burkina Faso,Centre,2020-12-24,2020-12-21,100,1,85941.436035214,1,85941.436035214,24,85,3842457.987649701,45,4,7,89,3,13,84,3,2,95,3,34,63,4,27,69,3,24,73,4,9,87,3,6,91,3,7,90,3,7,90,3,7,90,1,22,77,3,4,93,3,9,88,93,1,6,0,87,2,5,6,98,0,1,1,66,1,15,18,73,1,10,16,76,2,9,13,91,1,6,2,94,1,2,3,93,0,4,3,93,1,3,3,93,2,4,1,78,2,9,11,96,1,3,0,91,2,5,2,15,0,11,74,90,0,7,3,16,2,17,65,83,0,8,9,92,1,5,2,92,0,1,7,0,99,0,1,26,1,19,54,100,17,0,21,28,15,19,43,0,26,15,16,43,5,25,11,16,43,4,25,15,13,43,7,26,12,12,43,6,12,11,28,81,8,2,9,81,5,6,8,81,9,4,6,81,6,6,7,81,7,4,8,81,9,1,9,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,25,0,57,18,25,1,38,36,25,2,31,42,25,1,42,32,25,1,34,40,25,1,11,63,25,1,47,27,53,0,19,15,5,8,26,0,1,22,23,28,26,1,69,4,28,1,13,58,28,21,20,16,11,2,2,28,0,28,15,13,16,29,2,25,26,17,1,31,0,3,60,6,35,2,1,59,3,43,2,44,11,62,1,30,7,69,2,17,12,58,2,22,18,66,2,20,12,89,2,6,3,37,1,0,1,4,21,36,37,2,0,1,8,12,40,38,0,29,12,10,11,38,0,12,12,11,27,38,23,10,14,15,68,6,21,5,68,12,5,15,68,8,17,7,39,0,42,19,81,0,10,9,90,1,4,0,1,0,0,0,4,50,0,3,7,3,3,3,0,6,0,0,3,3,8,0,2,9,54,0,39,7,0,0,54,0,1,17,19,7,2,0,0,55,0,38,4,3,55,0,4,22,12,5,2,4.94,4.577718886528708,2.4444444444444446,1.6666666666666667,9.21875,6.3992659609294,3.6888888888888887,2.0540671652095313
BF,BFA,Burkina Faso,Centre,2020-12-25,2020-12-21,100,3,162474.0471887719,2,141709.9921421848,30,89,4545033.229605444,42,2,8,90,1,15,84,2,1,97,2,33,65,2,28,70,2,17,81,2,10,88,2,8,90,2,6,92,2,5,93,2,6,92,1,22,77,2,3,95,2,8,90,92,1,5,2,85,2,2,11,99,0,1,0,67,3,12,18,72,1,8,19,83,1,3,13,90,1,8,1,92,0,4,4,94,1,2,3,95,1,1,3,94,1,3,2,78,2,8,12,97,1,2,0,92,1,3,4,11,0,14,75,87,0,7,6,12,2,15,71,85,0,8,7,92,1,5,2,92,1,1,6,0,99,0,1,22,2,18,58,100,13,0,15,31,20,21,19,3,29,21,28,19,9,32,17,23,19,6,35,21,19,19,11,33,19,18,19,11,13,15,42,82,9,1,8,82,6,5,7,82,9,3,6,82,7,6,5,82,9,2,7,82,10,2,6,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,0,58,23,19,2,40,39,19,3,30,48,19,2,45,34,19,2,34,45,19,2,13,66,21,0,51,28,49,0,20,16,5,10,23,0,2,21,23,31,23,0,72,5,25,2,15,58,25,24,25,14,8,3,1,25,0,29,14,16,16,28,2,23,27,18,2,30,0,2,62,6,34,3,1,59,3,42,2,47,9,60,1,33,6,70,2,18,10,55,3,24,18,66,2,23,9,87,2,9,2,36,2,0,1,7,19,35,36,1,0,1,10,13,39,38,0,28,13,12,9,38,1,9,19,11,22,38,23,12,16,11,67,4,21,8,67,10,3,20,67,6,15,12,41,0,37,22,78,0,12,10,88,1,3,0,1,0,1,0,6,52,0,2,5,4,4,5,0,8,0,0,5,3,5,0,1,6,56,0,37,7,0,0,56,0,4,17,15,6,2,0,0,58,0,37,3,2,58,0,8,18,9,5,2,4.803921568627451,4.911291511784399,2.3636363636363638,1.747725795010606,9.454545454545455,6.736518523553678,3.619047619047619,2.083060377008426
BF,BFA,Burkina Faso,Centre,2020-12-26,2020-12-22,100,2,76532.6111535579,1,55768.5561069708,25,93,4765096.717648863,43,3,7,90,2,16,82,3,0,97,3,30,67,3,21,76,3,14,83,3,11,86,3,6,91,3,8,89,3,6,91,3,3,94,2,22,76,3,5,92,3,6,91,93,2,3,2,84,1,3,12,100,0,0,0,70,2,11,17,79,1,5,15,86,0,3,11,89,1,7,3,94,0,4,2,92,1,2,5,94,1,2,3,97,0,2,1,78,1,8,13,95,1,2,2,94,0,1,5,6,1,14,79,87,0,4,9,8,1,15,76,85,0,9,6,91,1,7,1,91,1,1,7,0,99,1,0,18,1,15,66,100,10,0,20,24,20,26,18,5,25,22,30,18,14,27,17,24,18,8,33,16,25,18,14,32,15,21,18,14,12,12,44,85,8,1,6,85,5,4,6,85,7,5,3,85,8,2,5,85,8,1,6,85,9,2,4,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,21,0,50,29,21,1,35,43,21,1,28,50,21,1,44,34,21,1,39,39,21,1,11,67,23,0,48,29,52,1,16,14,8,9,26,1,2,19,19,33,26,1,70,3,28,1,15,56,28,25,24,11,7,3,2,28,0,24,19,17,12,30,2,22,26,17,3,33,0,1,61,5,36,2,2,57,3,50,3,41,6,65,2,28,5,72,3,19,6,56,4,22,18,61,3,26,10,89,2,6,3,37,1,0,0,8,18,36,37,0,1,0,9,14,39,40,0,28,13,13,6,40,1,14,16,12,17,40,25,13,15,7,64,5,21,10,64,7,8,21,64,5,18,13,43,0,32,25,75,0,14,11,86,1,3,0,0,0,1,0,9,54,0,2,5,2,4,4,0,11,0,0,3,2,6,0,1,6,56,1,33,10,0,0,56,0,7,23,9,2,3,0,0,57,0,39,2,2,57,0,11,18,9,2,3,4.862745098039215,4.591381525611381,1.9090909090909092,1.300349603340998,9.352941176470589,7.109031187206689,3.3488372093023258,2.022300916450799
BF,BFA,Burkina Faso,Centre,2020-12-27,2020-12-24,100,4,118009.6841597358,1,55768.5561069708,18,87,4496362.6873542005,40,3,6,91,2,20,78,3,2,95,3,32,65,3,18,79,3,15,82,3,12,85,3,6,91,3,6,91,3,6,91,3,5,92,2,23,75,3,7,90,3,10,87,94,2,0,4,80,1,6,13,98,0,0,2,68,2,14,16,82,1,3,14,85,0,5,10,88,1,7,4,94,0,3,3,94,1,1,4,94,1,2,3,95,0,2,3,77,1,7,15,93,1,2,4,90,0,2,8,11,2,10,77,90,0,2,8,14,1,14,71,86,0,8,6,92,1,6,1,92,1,1,6,0,99,1,0,23,1,12,64,100,16,0,20,23,21,20,22,7,21,21,29,22,17,23,15,23,22,10,28,16,24,22,14,28,14,22,22,15,12,11,40,88,8,1,3,88,7,2,3,88,7,4,1,88,8,1,3,88,8,1,3,88,9,1,2,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,27,0,39,34,27,1,37,35,27,1,25,47,27,1,42,30,27,1,35,37,27,2,8,63,30,0,39,31,61,1,13,14,4,7,32,1,2,12,20,33,32,1,63,4,33,1,12,54,33,23,26,7,6,3,2,33,0,19,17,20,11,35,3,20,21,17,4,36,0,0,60,4,40,2,1,56,1,62,3,29,6,64,2,29,5,76,3,15,6,59,4,19,18,66,3,21,10,92,2,4,2,41,1,1,0,8,16,33,41,0,2,0,7,13,37,44,2,26,13,10,5,44,1,13,14,12,16,44,22,11,14,9,68,4,20,8,68,6,8,18,68,7,14,11,47,0,24,29,71,1,11,17,89,0,2,0,0,0,1,0,8,65,0,1,3,1,4,4,0,9,1,0,3,0,4,0,0,5,58,1,31,10,0,0,58,0,8,21,9,1,3,0,0,60,1,34,4,1,60,1,14,13,8,2,2,5.127659574468085,4.716377668971573,1.7777777777777777,1.2018504251546631,7.705882352941177,6.60821074102975,3,1.9867985355975657
BF,BFA,Burkina Faso,Centre,2020-12-28,2020-12-24,100,4,118009.6841597358,1,55768.5561069708,17,87,4441947.533328369,39,3,6,91,2,20,78,3,2,95,4,33,63,3,16,81,3,16,81,3,11,86,3,6,91,3,6,91,3,6,91,3,5,92,2,22,76,3,7,90,3,10,87,94,2,0,4,80,1,6,13,98,0,0,2,67,2,14,17,84,1,2,13,84,0,5,11,89,1,6,4,94,0,3,3,94,1,1,4,94,1,2,3,95,0,2,3,78,1,7,14,93,1,2,4,90,0,2,8,11,2,9,78,91,0,1,8,14,1,14,71,86,0,7,7,93,1,6,0,93,1,1,5,0,99,1,0,22,1,13,64,100,16,0,21,22,20,21,22,7,21,19,31,22,16,23,15,24,22,9,29,16,24,22,13,28,15,22,22,14,12,11,41,87,8,1,4,87,7,2,4,87,7,4,2,87,8,1,4,87,8,2,3,87,9,1,3,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,28,0,39,33,28,1,36,35,28,1,24,47,28,1,41,30,28,1,35,36,28,2,8,62,31,0,38,31,62,1,13,13,4,7,33,1,1,12,19,34,33,1,62,4,34,1,11,54,34,24,25,7,6,3,1,34,0,19,16,20,11,36,3,21,21,15,4,37,0,0,59,4,41,2,1,55,1,62,3,30,5,65,2,28,5,77,3,15,5,60,4,19,17,66,3,21,10,92,2,4,2,42,1,1,0,8,15,33,42,0,2,0,7,12,37,45,2,25,13,10,5,45,1,14,13,12,15,45,22,11,13,9,68,4,20,8,68,6,9,17,68,7,15,10,48,0,25,27,73,1,10,16,90,0,2,0,0,0,1,0,7,66,0,1,3,1,3,4,0,9,1,0,3,0,4,0,0,5,59,1,30,10,0,0,59,0,8,20,9,1,3,0,0,61,1,33,4,1,61,1,14,12,8,2,2,5.173913043478261,4.757704151402285,1.875,1.246423454758225,7.515151515151515,6.614950926316518,3,2.013468165642073
BF,BFA,Burkina Faso,Centre,2020-12-30,2020-12-25,100,5,142439.8935591185,2,81040.4899669803,14,85,4367045.708409253,37,2,7,91,1,18,81,2,4,94,3,36,61,2,16,82,2,17,81,3,8,89,2,4,94,2,3,95,2,9,89,2,5,93,2,20,78,2,7,91,2,10,88,93,2,2,3,82,0,8,10,96,0,1,3,64,0,17,19,84,0,8,8,83,0,8,9,92,1,4,3,96,0,2,2,97,0,1,2,91,1,5,3,95,0,2,3,80,0,10,10,93,1,2,4,90,0,3,7,13,2,8,77,92,0,3,5,16,0,15,69,85,0,5,10,95,0,4,1,95,0,1,4,0,99,1,0,21,1,21,57,100,18,0,25,23,15,19,25,9,22,21,23,25,13,23,21,18,25,9,28,17,21,25,11,27,19,18,25,11,13,13,38,79,11,2,8,79,9,6,6,79,7,9,5,79,11,1,9,79,11,2,8,79,11,2,8,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,32,1,35,32,32,1,36,31,32,1,28,39,32,1,36,31,32,1,31,36,32,2,6,60,34,1,35,30,65,1,11,9,6,8,37,1,2,7,18,35,37,1,58,4,38,1,15,46,38,23,25,9,3,1,1,38,0,17,19,19,7,40,2,20,20,15,3,41,0,0,55,4,46,0,1,52,1,66,2,28,4,65,2,29,4,73,2,17,8,65,2,20,13,70,2,22,6,94,1,3,2,47,1,1,0,9,15,27,47,0,2,0,6,15,30,51,2,21,11,10,5,51,0,15,10,8,16,51,19,10,10,10,71,4,19,6,71,6,8,15,71,7,12,10,52,0,23,25,75,1,6,18,94,0,2,0,0,0,0,0,4,72,0,1,3,2,4,1,0,5,1,0,3,1,2,0,0,5,62,1,27,10,0,0,62,1,6,18,6,1,6,0,0,63,1,31,5,0,63,1,12,13,7,2,2,4.931818181818182,4.515594309298983,1.8571428571428572,0.8997354108424372,6.933333333333333,6.329641997466521,3.138888888888889,1.9295118224607677
BF,BFA,Burkina Faso,Centre,2020-12-31,2020-12-26,100,4,86671.33745214771,1,25271.933860009503,19,85,4548251.560561039,38,3,6,91,2,19,79,3,4,93,3,38,59,2,18,80,3,15,82,4,7,89,3,5,92,3,3,94,3,10,87,3,4,93,3,19,78,3,7,90,3,10,87,94,2,2,2,81,0,8,11,96,0,1,3,62,0,18,20,82,0,9,9,85,0,8,7,93,1,4,2,95,0,3,2,97,0,1,2,90,1,7,2,96,0,2,2,81,0,11,8,93,1,2,4,90,0,2,8,13,2,9,76,91,0,4,5,16,0,16,68,84,0,5,11,95,0,4,1,95,0,1,4,0,99,1,0,21,0,21,58,100,17,0,25,25,18,15,24,11,24,20,21,24,18,23,18,17,24,10,27,19,20,24,14,26,19,17,24,13,12,11,40,79,10,3,8,79,9,5,7,79,6,9,6,79,10,2,9,79,10,2,9,79,10,1,10,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,31,1,38,30,31,2,40,27,31,1,32,36,31,1,39,29,31,1,32,36,31,2,7,60,33,1,38,28,62,1,14,9,7,7,35,1,3,6,24,31,35,1,60,4,36,0,15,49,36,22,23,13,4,1,1,36,0,19,18,18,9,36,1,22,21,16,4,37,0,1,58,4,41,0,1,57,1,63,3,28,6,61,4,30,5,69,3,20,8,62,3,22,13,69,4,23,4,93,1,4,2,43,0,2,0,11,14,30,43,0,2,1,7,14,33,48,2,25,11,8,6,48,0,18,7,8,19,48,23,10,8,11,67,6,21,6,67,11,8,14,67,9,16,8,49,0,25,26,74,1,7,18,95,0,2,0,0,0,0,0,3,71,0,0,3,1,5,1,0,5,1,0,2,2,2,0,0,7,61,0,29,10,0,0,61,1,5,17,7,2,6,1,0,62,1,34,3,0,62,1,11,11,11,2,2,4.488888888888889,3.6904189354586716,2.111111111111111,1.3642254619787417,7.000000000000001,6.082762530298219,3.3428571428571434,1.9088471596729784
BF,BFA,Burkina Faso,Centre,2021-01-01,2020-12-26,100,4,86671.33745214771,1,25271.933860009503,27,86,4716388.485864285,39,3,4,93,2,24,74,3,4,93,3,37,60,2,22,76,3,14,83,4,5,91,3,5,92,3,3,94,3,9,88,3,6,91,3,16,81,3,4,93,3,11,86,96,0,2,2,76,0,9,15,96,0,1,3,63,0,16,21,78,0,9,13,86,0,7,7,95,0,3,2,95,0,3,2,97,0,1,2,91,0,6,3,94,0,2,4,84,0,7,9,96,0,2,2,89,0,2,9,13,1,12,74,89,0,5,6,17,0,17,66,83,0,5,12,95,0,4,1,95,0,0,5,0,100,0,0,22,0,20,58,100,18,0,24,26,15,17,23,13,23,20,21,23,18,24,19,16,23,11,26,20,20,23,15,24,21,17,23,14,11,10,42,80,9,3,8,80,9,4,7,80,5,9,6,80,9,2,9,80,9,2,9,80,9,1,10,90,2,8,90,2,8,90,2,0,8,90,2,0,8,90,2,1,7,90,2,2,6,90,2,0,8,98,0,0,2,98,0,1,1,98,0,0,2,98,0,1,1,98,0,0,2,31,1,44,24,31,2,42,25,31,1,35,33,31,1,42,26,31,1,32,36,31,2,11,56,33,1,38,28,62,1,14,8,7,8,35,1,3,7,25,29,35,0,61,4,36,0,14,50,36,23,25,11,4,1,0,36,0,19,18,16,11,36,1,18,24,17,4,36,0,1,60,3,40,0,1,58,1,57,3,34,6,59,4,32,5,66,3,22,9,59,3,24,14,69,4,24,3,89,1,8,2,42,0,2,0,13,13,30,42,0,1,2,9,13,33,46,2,26,11,8,7,46,0,15,9,9,21,46,22,11,8,13,68,4,23,5,68,11,7,14,68,7,18,7,48,0,29,23,77,1,7,15,95,0,2,0,0,0,0,0,3,67,0,0,3,2,4,1,1,5,1,0,3,3,2,0,0,8,60,0,33,7,0,0,60,1,3,16,9,4,6,1,0,61,2,33,3,1,61,1,11,11,13,2,1,4.391304347826087,4.090521623186761,2.3636363636363638,1.5015143870590966,7.787878787878788,6.112270321643872,3.257142857142857,1.8995797854642849
BF,BFA,Burkina Faso,Centre,2021-01-02,2020-12-26,100,4,86671.33745214771,1,25271.933860009503,27,86,4842166.878381618,39,3,4,93,2,24,74,3,4,93,3,37,60,2,24,74,3,14,83,4,5,91,3,5,92,3,3,94,3,9,88,3,6,91,3,16,81,3,4,93,3,11,86,96,0,2,2,76,0,9,15,96,0,1,3,63,0,16,21,76,0,10,14,86,0,7,7,95,0,3,2,95,0,3,2,97,0,1,2,91,0,6,3,94,0,2,4,84,0,7,9,96,0,2,2,89,0,2,9,13,1,12,74,89,0,5,6,17,0,17,66,83,0,5,12,95,0,4,1,95,0,0,5,0,100,0,0,22,0,21,57,100,18,0,23,27,15,17,23,13,23,19,22,23,18,25,18,16,23,12,27,19,19,23,15,22,22,18,23,15,10,11,41,79,10,3,8,79,9,5,7,79,6,9,6,79,10,2,9,79,10,2,9,79,10,1,10,88,2,10,88,2,10,88,2,0,10,88,2,0,10,88,2,1,9,88,2,2,8,88,2,0,10,98,0,0,2,98,0,1,1,98,0,0,2,98,0,1,1,98,0,0,2,30,2,43,25,30,2,42,26,30,1,35,34,30,1,44,25,30,1,32,37,30,2,11,57,33,1,39,27,61,1,15,8,7,8,35,1,3,8,24,29,35,0,61,4,36,0,13,51,36,23,25,11,4,1,0,36,0,20,18,15,11,36,1,18,25,17,3,36,0,1,60,3,40,0,1,58,1,58,3,33,6,59,4,32,5,66,3,22,9,57,3,26,14,69,4,24,3,89,1,8,2,42,0,2,0,13,12,31,42,0,1,2,9,13,33,46,2,25,12,8,7,46,0,15,9,9,21,46,22,12,8,12,68,4,23,5,68,11,7,14,68,7,18,7,49,0,28,23,77,1,7,15,95,0,2,0,0,0,0,0,3,68,0,0,3,2,4,1,1,4,1,0,3,3,2,0,0,8,60,0,33,7,0,0,60,1,3,16,9,4,6,1,0,61,2,33,3,1,61,1,11,11,13,2,1,4.361702127659575,4.050901842235894,2.3636363636363638,1.5015143870590966,7.787878787878788,6.112270321643872,3.257142857142857,1.8995797854642849
BF,BFA,Burkina Faso,Centre,2021-01-03,2020-12-27,100,4,90653.0909365973,2,49113.4238528666,24,88,4973136.758151941,40,1,4,95,1,21,78,1,4,95,1,38,61,0,22,78,1,12,87,2,5,93,1,3,96,1,2,97,1,10,89,1,6,93,1,17,82,1,2,97,1,14,85,96,0,3,1,79,0,8,13,96,0,1,3,62,0,17,21,78,0,12,10,88,0,5,7,95,0,3,2,97,0,2,1,98,0,0,2,90,0,7,3,94,0,2,4,83,0,9,8,98,0,1,1,86,0,3,11,11,1,11,77,90,0,5,5,15,0,15,70,85,0,5,10,95,0,4,1,95,0,0,5,0,100,0,0,20,0,22,58,100,15,0,21,29,17,18,20,11,28,16,25,20,16,29,15,20,20,11,30,18,21,20,13,25,21,21,20,13,9,12,46,78,11,3,8,78,10,5,7,78,7,8,7,78,10,3,9,78,11,2,9,78,11,2,9,88,2,10,88,2,10,88,2,0,10,88,2,0,10,88,2,1,9,88,2,2,8,88,2,0,10,98,0,0,2,98,0,1,1,98,0,0,2,98,0,1,1,98,0,0,2,25,2,48,25,25,2,44,29,25,1,40,34,25,1,47,27,25,1,34,40,25,2,12,61,28,2,39,31,61,0,15,10,6,8,30,1,4,9,25,31,30,0,66,4,32,0,14,54,32,22,26,15,5,0,0,32,0,23,19,12,14,32,1,17,27,20,3,32,0,2,63,3,39,0,1,58,2,53,3,37,7,57,3,33,7,61,2,28,9,54,2,30,14,67,3,27,3,88,1,10,1,41,0,2,1,14,15,27,41,0,1,3,10,15,30,45,2,28,10,8,7,45,0,17,11,6,21,45,24,13,7,11,65,4,25,6,65,12,7,16,65,8,20,7,48,0,29,23,77,1,6,16,96,0,2,0,0,0,0,0,2,68,0,1,3,2,5,1,1,2,1,0,4,4,1,0,0,7,59,0,35,6,0,0,59,1,4,13,11,5,6,1,0,60,2,33,4,1,60,1,10,10,15,2,2,4.854166666666667,4.302347619086699,2.625,1.597989808656935,8.428571428571429,5.796985597429644,3.5555555555555554,2.144020848038889
