ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GT,GTM,Guatemala,-99,2021-01-02,2020-12-27,100,1,43685.06083017,0,0,14,88,2862786.478047225,51,6,2,92,5,7,88,4,2,94,4,6,90,4,13,83,5,2,93,4,9,87,4,3,93,4,0,96,5,1,94,5,2,93,4,9,87,5,1,94,5,11,84,98,0,2,0,93,0,4,3,98,0,1,1,94,0,3,3,87,0,4,9,98,1,0,1,91,1,6,2,97,0,2,1,100,0,0,0,99,0,1,0,98,0,1,1,91,0,3,6,99,0,1,0,89,1,7,3,12,0,7,81,94,0,2,4,15,3,16,66,84,0,6,10,94,1,5,0,94,4,2,0,96,0,3,1,25,6,5,64,100,0,0,0,0,19,1,36,22,8,14,24,10,39,14,13,24,18,36,13,9,24,15,40,13,8,24,16,37,15,8,24,18,14,10,34,96,3,1,0,96,1,1,2,96,2,0,2,96,4,0,0,96,2,0,2,96,3,0,1,87,3,0,10,87,3,0,10,87,3,0,10,87,4,2,7,87,2,2,9,87,2,5,6,87,3,1,9,94,3,0,3,94,3,0,3,94,2,0,4,94,1,3,2,94,3,0,3,25,6,20,49,25,2,50,23,25,3,26,46,25,2,30,43,25,3,14,58,25,2,17,56,27,0,34,39,66,0,20,10,2,2,28,2,0,5,17,48,28,1,69,2,28,1,9,62,28,0,57,5,2,1,0,7,28,0,29,22,9,12,28,4,33,20,8,7,28,2,9,46,15,33,3,12,39,13,81,0,19,0,52,0,47,1,75,0,25,0,71,1,23,5,87,1,9,3,83,1,15,1,34,2,0,2,7,16,39,34,2,2,4,6,13,39,36,0,29,17,8,10,36,0,14,12,18,20,36,0,18,19,10,17,64,7,26,3,64,16,14,6,64,10,22,4,37,1,30,32,68,0,12,20,88,1,2,0,2,1,2,0,4,58,0,4,5,6,1,1,1,2,2,0,2,2,0,2,2,12,44,1,19,35,0,1,44,0,4,13,14,12,9,2,2,49,1,25,15,10,49,0,11,17,13,7,3,3,1.9466570535691503,2.75,1.5,11.533333333333333,5.582440000898923,2.9791666666666665,1.2963054429487055
GT,GTM,Guatemala,Escuintla,2021-01-02,2020-12-23,100,2,56471.7592389957,0,0,46,89,2582220.5636492386,62,2,4,94,1,12,87,1,4,95,1,12,87,0,20,80,1,18,81,1,16,83,0,3,97,2,5,93,0,4,96,1,7,92,0,19,81,1,8,91,1,14,85,96,0,3,1,88,0,5,7,96,0,0,4,88,0,7,5,80,2,11,7,82,1,9,8,84,1,7,8,97,0,2,1,95,0,3,2,96,0,3,1,93,1,6,0,81,1,11,7,92,1,4,3,86,1,10,3,11,0,14,75,86,0,5,9,12,3,22,63,78,0,4,18,96,0,4,0,96,0,4,0,100,0,0,0,19,2,10,69,100,0,0,0,0,12,0,35,28,12,13,13,3,46,22,16,13,8,41,22,16,13,5,52,15,15,13,6,41,24,16,13,8,8,23,48,90,4,5,1,90,6,3,1,90,3,4,3,90,6,1,3,90,7,1,2,90,6,2,2,92,0,0,8,92,0,0,8,92,0,1,7,92,0,1,7,92,1,2,5,92,0,4,4,92,0,1,7,96,0,2,2,96,0,2,2,96,0,1,3,96,0,2,2,96,0,1,3,17,2,24,57,17,1,55,27,17,3,26,54,17,2,42,39,17,2,15,66,17,1,11,71,18,0,50,32,50,0,28,9,6,7,20,2,0,7,35,36,20,0,80,0,21,1,11,67,21,1,57,12,2,3,0,4,21,0,24,17,13,25,22,2,22,33,17,4,25,0,13,49,13,29,1,12,45,13,76,3,20,1,45,4,49,2,75,2,22,1,59,2,32,7,85,2,12,1,89,2,9,0,31,0,2,1,10,15,41,31,1,5,2,8,20,33,32,1,29,19,8,11,32,0,18,10,13,27,32,0,27,22,9,10,52,4,36,8,52,12,20,16,52,7,30,11,34,0,30,36,64,0,12,24,88,0,3,1,1,1,0,1,5,58,0,2,3,3,3,1,1,1,4,0,2,1,2,0,3,16,37,0,37,24,0,2,37,0,22,26,7,5,2,1,0,37,0,21,32,10,37,0,13,18,19,9,4,2.9285714285714284,2.0998589632413953,3.909090909090909,3.207944683268259,12.867924528301886,5.452725979689343,3,1.5040927770477501
GT,GTM,Guatemala,Guatemala,2021-01-02,2021-01-01,100,0,0,0,0,45,95,1422379.7624161576,51,1,0,99,1,5,94,1,2,97,2,8,90,1,20,79,1,10,89,2,17,81,2,2,96,2,6,92,2,2,96,2,4,94,1,18,81,1,3,96,1,16,83,100,0,0,0,95,0,2,3,98,1,1,0,92,3,1,4,80,2,6,12,90,1,2,7,83,2,7,8,98,0,0,2,94,2,1,3,98,1,1,0,96,0,1,3,82,2,4,12,97,1,1,1,84,2,6,8,5,0,12,83,88,0,4,8,5,2,27,66,73,0,8,19,92,0,8,0,92,4,4,0,96,0,2,2,15,0,7,78,100,0,0,0,0,5,0,43,34,14,4,9,8,47,25,11,9,10,50,21,10,9,8,54,20,9,9,5,47,24,15,9,6,11,16,58,93,2,1,4,93,3,2,2,93,2,3,2,93,2,3,2,93,2,1,4,93,3,1,3,12,4,1,83,12,3,2,83,12,4,6,78,12,4,1,83,12,5,9,74,12,4,24,60,12,4,7,77,68,6,5,21,68,7,4,21,68,5,5,22,68,6,8,18,68,6,4,22,17,2,23,58,17,2,59,22,17,2,30,51,17,3,46,34,17,2,11,70,17,2,11,70,21,1,50,28,50,0,29,15,5,1,23,1,2,6,28,40,23,0,77,0,24,1,10,65,24,1,67,5,0,0,0,3,24,1,21,18,20,16,25,2,27,39,4,3,27,4,10,54,5,30,4,9,49,8,79,1,18,2,43,1,55,1,72,1,27,0,56,1,34,9,89,0,10,1,90,0,9,1,31,2,1,1,5,14,46,31,1,1,6,3,15,43,36,0,23,31,5,5,36,0,7,20,14,23,36,0,14,23,16,11,64,5,24,7,64,7,15,14,64,10,13,13,39,1,39,21,79,0,9,12,92,1,4,0,1,1,0,0,1,54,1,3,5,0,3,1,4,7,6,0,3,3,1,0,0,9,48,0,32,20,0,0,48,0,11,13,12,11,3,2,0,49,2,41,4,4,49,1,10,12,18,7,3,2.577777777777778,1.9941834611609022,3.75,2.70100991213556,14.625,5.1265890115765105,3.1428571428571432,1.7440374613713627
GT,GTM,Guatemala,Huehuetenango,2021-01-02,2020-12-22,100,1,50902.214771874,0,0,52,93,4649250.333778998,59,2,4,94,2,7,91,1,3,96,2,13,85,2,13,85,1,7,92,2,14,84,2,2,96,2,3,95,2,3,95,2,13,85,2,15,83,2,9,89,2,15,83,96,0,2,2,93,1,5,1,97,0,1,2,87,1,5,7,87,1,8,4,93,0,5,2,86,1,6,7,98,0,0,2,97,0,1,2,97,0,1,2,87,1,7,5,85,1,10,4,91,1,5,3,85,1,10,4,6,1,23,70,77,0,8,15,8,1,28,63,72,0,5,23,95,0,5,0,95,0,5,0,100,0,0,0,14,4,16,66,100,0,0,0,0,12,0,44,24,11,9,14,3,53,19,11,14,7,49,20,10,14,6,50,17,13,14,5,45,19,17,14,5,10,22,49,85,9,2,4,85,7,5,3,85,7,5,3,85,9,2,4,85,9,2,4,85,8,5,2,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,1,3,96,0,1,3,96,0,1,3,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,15,2,27,56,15,2,63,20,15,2,37,46,15,2,42,41,15,2,19,64,15,3,13,69,21,0,46,33,54,0,28,8,7,3,21,0,1,5,26,47,21,0,78,1,23,1,10,66,23,0,57,12,2,2,1,3,23,0,20,24,21,12,23,0,23,37,15,2,25,2,10,55,8,32,1,19,37,11,75,0,24,1,39,1,58,2,64,1,33,2,60,0,24,16,83,2,12,3,88,0,12,0,33,0,0,2,13,15,37,33,0,0,3,9,17,38,35,0,27,27,7,4,35,0,5,25,19,16,35,0,18,26,11,10,56,6,30,8,56,13,18,13,56,11,23,10,36,0,35,29,71,0,15,14,86,1,2,1,0,0,0,0,10,51,0,4,4,4,7,0,1,6,0,0,2,4,2,0,3,12,40,0,36,23,0,1,40,0,15,20,16,4,4,1,0,41,1,24,21,13,41,0,9,6,19,21,4,2.1315789473684212,1.4174787787453669,2.3181818181818183,1.3232846447693145,14.557692307692308,5.2146605609775,3.140350877192982,1.7262531316949774
GT,GTM,Guatemala,Quezaltenango,2021-01-02,2020-12-27,100,2,43986.9179790791,0,0,41,90,2175479.466147163,64,2,3,95,1,13,86,3,1,96,3,9,88,2,24,74,3,9,88,1,12,87,1,4,95,3,9,88,2,5,93,1,10,89,1,23,76,2,3,95,1,19,80,97,0,3,0,87,0,6,7,99,0,0,1,91,0,4,5,76,0,12,12,91,0,2,7,88,0,7,5,96,0,3,1,91,0,7,2,95,0,5,0,90,0,6,4,77,0,10,13,97,0,3,0,81,1,12,6,10,0,15,75,86,0,7,7,12,2,18,68,82,0,7,11,93,3,4,0,93,2,4,1,98,0,1,1,21,3,4,72,100,0,0,0,0,13,0,41,30,12,4,15,0,46,24,15,15,4,47,21,13,15,4,52,16,13,15,5,51,14,15,15,5,8,19,53,96,1,1,2,96,2,0,2,96,1,2,1,96,2,1,1,96,1,2,1,96,2,1,1,78,1,1,20,78,1,0,21,78,2,0,20,78,2,1,19,78,3,7,12,78,1,11,10,78,1,5,16,89,0,1,10,89,0,1,10,89,0,2,9,89,0,6,5,89,0,5,6,18,1,24,57,18,0,62,20,18,2,32,48,18,1,33,48,18,1,11,70,18,0,15,67,18,0,42,40,58,0,30,7,4,1,18,0,0,4,21,57,18,0,81,1,18,1,11,70,18,1,71,5,0,0,0,5,18,1,28,28,13,12,19,3,34,36,5,3,22,0,9,58,11,25,2,15,52,6,76,1,23,0,38,3,58,1,68,1,29,2,67,1,25,7,89,1,8,2,85,1,13,1,25,0,1,0,7,25,42,25,0,1,2,9,19,44,28,1,22,28,11,10,28,0,9,16,25,22,28,0,22,19,19,12,59,2,36,3,59,14,14,13,59,11,17,13,29,0,38,33,67,0,15,18,87,0,2,0,1,2,1,0,7,49,1,1,1,0,12,3,0,6,2,0,3,4,4,1,2,11,34,1,36,29,0,0,34,1,17,13,18,10,6,1,0,36,0,44,15,5,36,0,3,13,22,15,11,2.8666666666666667,1.8537431419599741,3,3.0276503540974917,13.93103448275862,5.337264129191564,2.8360655737704916,1.5511321442616515
GT,GTM,Guatemala,Sacatep<c3><a9>quez,2021-01-02,2020-12-24,100,0,0,0,0,47,96,1382320.5750246388,61,1,3,96,1,8,91,0,1,99,1,14,85,1,21,78,0,17,83,0,15,85,1,0,99,1,7,92,0,3,97,0,12,88,1,29,70,1,4,95,1,19,80,97,0,1,2,92,0,4,4,99,0,1,0,86,0,5,9,79,1,11,9,83,1,9,7,85,2,6,7,100,0,0,0,93,0,6,1,97,1,1,1,88,2,7,3,71,1,12,16,96,0,0,4,81,2,10,7,4,0,16,80,85,0,7,8,6,1,24,69,76,0,2,22,98,0,2,0,98,0,2,0,100,0,0,0,9,2,12,77,100,0,0,0,0,9,1,47,25,8,10,13,3,47,25,12,13,7,46,24,10,13,6,55,14,12,13,6,46,23,12,13,7,13,21,46,88,6,2,4,88,6,3,3,88,2,6,4,88,5,0,7,88,7,1,4,88,7,1,4,85,0,0,15,85,1,0,14,85,1,1,13,85,1,1,13,85,1,2,12,85,1,7,7,85,1,2,12,92,1,1,6,92,0,3,5,92,0,2,6,92,0,2,6,92,0,3,5,17,2,23,58,17,1,63,19,17,3,32,48,17,3,46,34,17,2,21,60,17,2,24,57,18,0,49,33,51,0,32,4,7,6,21,0,0,7,30,42,21,0,79,0,23,1,4,72,23,0,66,10,0,0,0,1,23,0,14,23,22,18,25,1,20,43,7,4,25,1,9,57,8,28,2,12,51,7,77,0,23,0,37,0,62,1,68,1,29,2,54,0,35,11,79,0,15,6,76,0,24,0,30,0,0,1,7,15,47,30,0,0,3,9,13,45,32,0,29,22,7,10,32,0,11,16,22,19,32,0,20,29,9,10,51,5,33,11,51,11,18,20,51,9,27,13,32,1,30,37,63,1,18,18,85,1,3,1,0,2,1,0,7,55,0,4,8,1,7,0,0,2,4,0,3,1,5,3,0,7,35,1,32,32,0,0,35,1,17,19,12,5,6,5,0,38,2,15,41,4,38,1,14,9,19,10,9,2.2,1.4452988925785866,3.214285714285715,2.8870685539427074,14.75,5.502192545432916,3.2295081967213113,1.9095675131902756
GT,GTM,Guatemala,San Marcos,2021-01-02,2020-12-21,100,2,52719.5427639817,0,0,29,90,3442677.439434799,61,4,2,94,4,12,84,3,2,95,5,13,82,5,23,72,5,12,83,4,19,77,4,8,88,4,4,92,4,2,94,5,8,87,5,17,78,5,6,89,4,15,81,98,0,1,1,88,2,5,5,98,0,1,1,87,0,6,7,77,2,11,10,88,0,10,2,81,1,11,7,92,0,4,4,96,1,3,0,98,1,0,1,92,0,5,3,83,1,8,8,94,1,3,2,85,2,7,6,10,0,17,73,84,0,5,11,13,2,18,67,82,0,7,11,93,1,6,0,93,5,2,0,95,0,4,1,22,0,13,65,100,0,0,0,0,16,0,46,22,9,7,17,5,39,19,20,17,6,50,19,8,17,4,51,16,12,17,5,46,22,10,17,6,8,12,57,87,6,5,2,87,6,2,5,87,2,7,4,87,6,0,7,87,6,2,5,87,2,7,4,93,0,0,7,93,0,0,7,93,0,0,7,93,0,0,7,93,0,2,5,93,0,3,4,93,0,2,5,97,1,0,2,97,0,1,2,97,1,0,2,97,0,1,2,97,0,1,2,18,3,28,51,18,0,60,22,18,2,29,51,18,3,35,44,18,3,14,65,18,1,15,66,20,1,49,30,51,0,28,14,3,4,20,0,1,7,24,48,20,0,78,2,20,2,8,70,20,0,62,11,1,2,1,3,20,0,23,22,21,14,21,1,34,30,13,1,25,0,7,60,8,28,3,17,45,7,72,0,20,8,41,0,57,2,72,0,27,1,66,0,27,7,86,0,14,0,85,0,15,0,29,0,0,3,5,13,50,29,1,1,5,5,14,45,32,2,29,20,9,8,32,0,12,19,12,25,32,0,21,21,14,12,58,3,37,2,58,11,17,14,58,10,21,11,32,0,27,41,59,0,14,27,86,1,2,0,1,2,0,1,7,59,0,7,1,3,8,0,0,3,0,0,3,2,1,0,1,12,36,0,41,23,0,0,36,0,17,19,15,8,4,1,0,39,2,20,24,15,39,1,9,19,15,11,6,2.739130434782609,1.718329713655362,2.090909090909091,1.044465935734187,13.62962962962963,5.217157095787359,3.2807017543859645,1.8003410982853887
GT,GTM,Guatemala,-99,2021-01-03,2020-12-30,100,1,43685.06083017,0,0,11,84,2755136.4536397075,42,9,1,90,10,6,84,7,3,90,7,6,87,7,14,79,9,8,83,9,9,82,5,4,91,10,1,89,7,1,92,10,4,86,9,10,81,10,2,88,11,6,83,99,0,1,0,94,0,3,3,97,0,2,1,94,0,4,2,86,0,6,8,92,1,5,2,91,2,4,3,96,1,2,1,99,0,1,0,99,0,1,0,96,0,3,1,90,0,3,7,98,0,2,0,94,1,5,0,16,0,6,78,95,0,4,1,19,3,10,68,90,1,4,5,96,1,3,0,96,2,2,0,98,0,2,0,28,6,5,61,100,0,0,0,0,23,2,35,23,5,12,31,11,37,14,7,31,17,32,12,8,31,19,36,7,7,31,19,36,9,5,31,20,11,11,27,96,4,0,0,96,1,2,1,96,3,0,1,96,3,1,0,96,3,0,1,96,4,0,0,87,3,0,10,87,3,0,10,87,3,0,10,87,4,2,7,87,2,2,9,87,2,5,6,87,3,1,9,94,3,0,3,94,3,0,3,94,2,0,4,94,1,3,2,94,3,0,3,32,9,12,47,32,5,39,24,32,7,22,39,32,5,22,41,32,7,12,49,32,5,15,48,33,0,24,43,76,1,12,8,0,3,34,2,0,9,15,40,34,3,63,0,36,2,6,56,36,0,46,4,1,3,0,10,36,2,27,19,8,8,37,4,28,16,8,7,38,1,9,42,10,43,3,11,33,10,89,0,11,0,62,0,37,1,79,0,21,0,79,1,15,5,89,1,7,3,85,1,13,1,44,1,0,0,5,11,39,44,1,0,3,6,8,38,47,0,16,19,6,12,47,0,12,10,14,17,47,0,14,17,9,13,69,4,24,3,69,13,11,7,69,8,19,4,47,1,22,30,70,0,15,15,86,0,3,0,2,1,1,1,6,64,0,3,2,6,0,0,2,2,3,0,2,0,1,2,4,9,55,1,20,23,0,1,55,0,3,12,12,9,8,0,1,58,3,17,14,8,58,2,11,16,7,4,2,3.05,2.0894471693929497,2.25,1.2583057392117916,9.303030303030303,4.3480228875091065,2.8,1.2319281873646408
GT,GTM,Guatemala,Chimaltenango,2021-01-03,2020-12-21,100,1,24570.2169243987,0,0,9,94,3586479.830322337,74,1,3,96,1,10,89,2,5,93,1,12,87,1,15,84,1,11,88,1,14,85,1,3,96,1,4,95,2,2,96,1,10,89,1,16,83,2,3,95,1,22,77,97,1,1,1,90,1,4,5,95,0,2,3,88,0,3,9,85,0,7,8,89,0,5,6,86,0,8,6,97,0,2,1,96,0,2,2,98,0,1,1,90,0,6,4,84,0,6,10,97,0,3,0,78,0,9,13,6,0,5,89,96,0,0,4,7,0,18,75,82,0,3,15,97,0,3,0,97,1,2,0,99,0,1,0,11,1,8,80,100,0,0,0,0,9,0,55,22,12,2,12,2,56,24,6,12,4,65,13,6,12,3,64,15,6,12,3,55,21,9,12,5,13,21,49,92,2,3,3,92,2,4,2,92,1,1,6,92,1,4,3,92,1,2,5,92,1,3,4,94,0,0,6,94,0,2,4,94,0,1,5,94,0,1,5,94,0,3,3,94,0,4,2,94,0,2,4,96,0,1,3,96,0,1,3,96,0,2,2,96,0,2,2,96,0,1,3,14,2,35,49,14,1,68,17,14,2,37,47,14,2,45,39,14,2,17,67,14,2,20,64,16,0,46,38,54,0,26,10,3,7,16,0,2,6,19,57,16,0,82,2,17,2,8,73,17,0,74,4,0,2,1,2,17,0,23,23,24,13,17,1,37,33,8,4,20,0,11,58,11,21,2,13,56,8,65,2,32,1,33,1,66,0,63,1,35,1,56,0,36,8,83,0,14,3,81,1,17,1,21,1,2,3,8,24,41,21,1,1,2,13,19,43,21,1,33,21,12,12,21,0,10,18,29,22,21,0,24,27,18,10,49,1,42,8,49,14,24,13,49,12,28,11,21,0,47,32,68,0,11,21,89,1,1,0,3,1,0,1,4,43,0,4,4,4,8,1,1,2,1,0,0,3,3,4,2,20,24,0,46,29,0,1,24,0,18,27,20,6,3,1,1,25,2,12,54,7,25,2,8,18,25,12,10,2.2325581395348837,1.3244443453464798,1.7500000000000002,1.707825127659933,13.085714285714287,5.481835239985208,3.1857142857142855,1.7960734721008116
GT,GTM,Guatemala,Escuintla,2021-01-03,2020-12-25,100,2,56471.7592389957,0,0,40,88,2265223.5471025747,63,2,4,94,1,12,87,1,3,96,1,14,85,0,17,83,1,15,84,1,14,85,0,2,98,2,3,95,0,3,97,1,9,90,0,18,82,1,7,92,1,14,85,96,0,3,1,88,0,5,7,97,0,0,3,86,0,7,7,83,2,11,4,85,1,8,6,86,1,6,7,98,0,1,1,97,0,3,0,97,0,2,1,91,1,6,2,82,1,10,7,93,1,3,3,86,1,8,5,12,0,13,75,87,1,4,8,14,2,18,66,82,0,2,16,98,0,2,0,98,0,2,0,100,0,0,0,18,2,12,68,100,0,0,0,0,15,0,39,25,9,12,16,5,46,21,12,16,8,42,21,13,16,4,56,12,12,16,5,46,20,13,16,6,10,23,45,89,5,5,1,89,6,4,1,89,4,4,3,89,7,1,3,89,8,1,2,89,7,2,2,92,0,0,8,92,0,0,8,92,0,1,7,92,0,1,7,92,1,2,5,92,0,4,4,92,0,1,7,96,0,2,2,96,0,2,2,96,0,1,3,96,0,2,2,96,0,1,3,19,2,23,56,19,0,52,29,19,2,27,52,19,1,39,41,19,1,15,65,19,1,9,71,20,0,51,29,49,0,29,11,4,7,21,1,0,8,34,36,21,0,79,0,22,1,8,69,22,1,58,12,1,2,0,4,22,0,22,19,14,23,23,2,22,36,14,3,26,0,13,51,10,30,0,12,45,13,77,2,20,1,48,3,47,2,74,2,23,1,62,1,28,9,85,1,13,1,91,0,9,0,31,0,2,0,11,17,39,31,1,5,2,8,19,34,33,1,31,16,9,10,33,0,16,10,14,27,33,0,23,20,12,12,57,3,34,6,57,14,16,13,57,9,24,10,34,0,32,34,66,0,8,26,92,0,1,1,1,1,0,1,3,60,0,3,3,4,2,1,0,1,3,0,2,1,2,0,3,15,35,0,39,24,0,2,35,0,23,27,6,6,3,0,0,35,2,25,30,8,35,2,12,18,18,10,5,2.7804878048780486,2.079810028848202,3.7000000000000006,3.1640339933558095,12.758620689655173,5.0343045821175085,3.0317460317460316,1.5446917843548447
