ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AE,ARE,United Arab Emirates,Sharjah,2020-12-28,2020-12-24,100,0,0,0,0,24,98,3020160.1477683666,62,0,2,98,1,9,90,1,1,98,1,10,89,1,7,92,1,11,88,1,8,91,1,2,97,1,3,96,1,0,99,1,4,95,0,17,83,1,3,96,1,13,86,98,0,0,2,91,1,2,6,99,0,1,0,90,0,4,6,93,0,1,6,89,0,2,9,92,0,3,5,98,0,1,1,97,0,1,2,100,0,0,0,96,0,3,1,83,1,5,11,97,0,1,2,87,0,7,6,2,0,12,86,89,0,3,8,4,3,65,28,36,0,23,41,77,0,1,22,0,77,10,13,0,91,0,3,6,0,32,0,3,65,100,10,0,23,32,26,9,15,2,38,33,12,15,4,35,32,14,15,3,43,25,14,15,2,42,26,15,15,4,20,17,44,97,1,0,2,97,1,0,2,97,1,0,2,97,1,0,2,97,0,1,2,97,1,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,2,49,30,19,0,58,23,19,1,40,40,19,2,42,37,19,2,12,67,19,2,12,67,20,0,24,56,76,14,8,1,1,20,0,1,8,32,39,20,0,80,0,21,0,13,66,21,0,71,7,1,0,0,0,21,0,31,19,18,11,21,0,22,46,10,1,21,0,4,69,6,24,0,5,64,7,51,0,45,4,42,0,57,1,60,0,37,3,58,0,33,9,88,0,11,1,88,0,11,1,26,0,0,1,6,18,49,26,0,2,6,11,17,38,31,1,20,21,16,11,31,0,8,9,17,35,31,0,16,18,20,15,66,2,29,3,66,10,13,11,66,8,14,12,32,0,39,29,71,0,16,13,86,0,3,3,4,0,0,0,4,47,0,2,9,7,5,0,3,8,5,0,1,2,0,0,3,8,38,1,45,16,0,0,38,0,1,23,18,15,5,0,0,38,3,53,5,1,38,2,18,23,15,2,2,2.864864864864865,2.5073465629598926,2.5,1.0690449676496976,14.086206896551722,4.725015484087209,3.0701754385964914,1.5219776739821942
AE,ARE,United Arab Emirates,Abu Dhabi,2020-12-30,2020-12-27,100,0,0,0,0,8,96,1923977.4573137749,63,2,1,97,1,4,95,1,2,97,2,16,82,1,11,88,3,9,88,1,2,97,1,1,98,2,3,95,1,1,98,1,2,97,1,11,88,1,2,97,1,14,85,99,0,0,1,96,1,1,2,98,0,0,2,84,1,6,9,89,1,3,7,91,0,2,7,98,0,2,0,99,0,0,1,97,0,1,2,99,0,0,1,98,0,1,1,89,0,4,7,98,0,0,2,86,0,7,7,3,1,4,92,96,0,2,2,4,1,83,12,17,0,55,28,45,0,1,54,0,45,15,40,0,85,1,4,10,0,61,0,7,32,100,9,1,38,25,15,12,12,3,43,21,21,12,6,41,25,16,12,5,40,23,20,12,4,48,21,15,12,4,19,23,42,95,1,0,4,95,1,1,3,95,1,1,3,95,0,4,1,95,1,1,3,95,1,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,0,40,43,17,2,54,27,17,3,40,40,17,3,35,45,17,3,5,75,17,3,10,70,20,0,25,55,75,18,2,2,3,21,0,0,5,25,49,21,0,79,0,23,0,29,48,23,0,65,9,0,1,0,2,23,0,40,11,16,10,23,0,28,31,15,3,27,0,13,56,4,29,0,17,48,6,61,1,37,1,47,1,52,0,61,1,35,3,65,0,29,6,95,0,4,1,90,0,9,1,32,0,0,1,7,11,49,32,0,0,4,13,10,41,33,1,18,17,22,9,33,0,3,7,14,43,33,0,13,14,21,19,73,1,20,6,73,3,10,14,73,4,11,12,33,0,41,26,74,0,9,17,91,0,6,1,0,0,0,0,2,50,0,0,0,5,3,3,2,12,1,0,2,5,1,2,1,13,35,1,44,19,0,1,35,0,2,22,24,12,4,0,1,36,2,46,5,11,36,2,17,17,18,2,8,2.7142857142857144,2.584699647716841,3,0,15.246031746031747,4.394711829402704,3.1,1.6641789343167785
AE,ARE,United Arab Emirates,Ajman,2020-12-30,2020-12-21,100,0,0,0,0,16,96,2395016.961152618,69,5,1,94,4,10,86,3,2,95,5,10,85,3,14,83,5,11,84,4,8,88,5,2,93,5,3,92,5,0,95,5,3,92,3,13,84,5,1,94,3,11,86,99,0,1,0,90,0,2,8,98,0,1,1,90,0,3,7,86,0,3,11,89,0,3,8,92,0,1,7,98,0,2,0,97,0,0,3,100,0,0,0,97,0,2,1,87,0,3,10,99,0,1,0,89,0,4,7,4,0,8,88,94,0,4,2,6,1,59,34,41,0,30,29,70,0,1,28,1,70,11,19,0,89,0,2,8,1,37,1,5,57,100,8,2,34,26,16,14,16,3,35,32,14,16,2,43,27,12,16,3,45,27,9,16,4,49,23,8,16,5,18,26,35,95,1,1,3,95,1,1,3,95,1,1,3,95,0,2,3,95,1,0,4,95,1,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,2,42,43,13,1,67,19,13,2,53,32,13,2,44,41,13,3,9,75,13,2,11,74,15,0,41,44,59,28,6,3,4,16,0,2,8,36,38,16,2,82,0,18,1,16,65,18,0,66,15,0,0,0,1,18,0,32,20,15,15,19,1,29,34,14,3,20,0,4,71,5,24,0,7,60,9,59,0,40,1,34,0,66,0,48,1,50,1,57,0,33,10,91,0,8,1,90,0,10,0,26,2,0,2,10,16,44,26,1,1,3,9,21,39,27,1,26,14,19,13,27,1,5,7,14,46,27,1,15,15,26,16,71,3,23,3,71,9,7,13,71,7,10,12,29,0,39,32,68,0,12,20,88,0,4,1,0,0,0,1,6,49,0,0,5,11,5,1,2,1,5,0,0,9,2,1,1,8,31,3,52,14,0,0,31,1,2,22,30,8,5,1,0,31,3,54,9,3,31,1,26,25,11,3,3,2.289473684210526,2.312222456529205,2.1666666666666665,1.4719601443879744,15.924242424242424,3.292465085665502,3.424242424242424,1.8651508997365012
AE,ARE,United Arab Emirates,Dubai,2020-12-30,2020-12-30,136,0,0,0,0,38,131,2415140.3383644065,89,3,2,131,3,8,125,3,2,131,2,19,115,2,22,112,2,19,115,2,4,130,3,4,129,3,3,130,3,1,132,2,4,130,3,16,117,3,4,129,3,14,119,134,0,0,2,128,0,3,5,134,0,2,0,117,3,3,13,114,1,5,16,117,1,7,11,132,1,1,2,132,1,2,1,133,0,2,1,135,0,0,1,132,0,2,2,120,0,5,11,132,1,1,2,122,0,10,4,5,0,20,111,116,0,7,13,5,2,91,38,45,0,36,55,100,0,2,33,1,100,20,16,0,116,0,2,16,2,43,1,12,80,136,9,0,49,38,32,8,16,1,54,41,24,16,5,61,40,14,16,4,61,37,18,16,4,58,39,19,16,4,23,30,63,126,4,1,5,126,2,2,6,126,3,1,6,126,3,3,4,126,4,1,5,126,4,1,5,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,18,0,54,64,18,1,80,37,18,2,70,46,18,1,63,54,18,1,19,98,18,1,34,83,20,0,49,67,87,30,15,1,3,20,0,0,5,41,70,20,1,113,2,24,2,21,89,24,0,104,7,0,0,0,1,24,0,38,21,30,23,24,2,35,52,16,7,28,0,8,95,5,32,0,11,85,8,82,0,52,2,56,0,80,0,66,0,67,3,73,0,55,8,117,0,17,2,102,0,34,0,32,2,3,1,19,24,55,32,0,2,1,18,29,54,36,0,36,37,20,7,36,0,7,11,18,64,36,0,20,20,26,34,97,1,32,6,97,7,15,17,97,9,14,16,37,1,65,33,103,0,16,17,124,0,3,1,2,0,0,0,6,60,0,1,4,9,2,0,9,6,1,0,1,9,3,2,5,24,44,3,54,34,0,1,44,0,7,46,19,17,1,2,0,47,3,75,7,4,47,1,29,31,16,3,9,2.425925925925926,1.711248599121241,1.9473684210526316,1.26814318375447,15.363636363636363,4.715301134157704,3.1744186046511627,1.610201744503693
AE,ARE,United Arab Emirates,Sharjah,2020-12-30,2020-12-25,100,1,44572.8465621066,0,0,13,94,3338762.097094904,56,0,2,98,1,12,87,1,1,98,1,14,85,1,8,91,1,14,85,1,9,90,1,2,97,1,3,96,1,1,98,1,4,95,0,16,84,1,3,96,1,14,85,98,0,0,2,88,1,3,8,99,0,1,0,86,0,4,10,92,0,2,6,86,0,4,10,91,0,4,5,98,0,1,1,97,0,1,2,99,0,1,0,96,0,3,1,84,1,6,9,97,0,1,2,86,0,7,7,6,0,8,86,93,0,3,4,8,2,65,25,36,0,25,39,75,0,1,24,0,75,11,14,0,90,0,4,6,0,37,0,3,60,100,15,0,24,29,21,11,19,0,37,32,12,19,3,33,30,15,19,1,46,22,12,19,1,42,22,16,19,4,21,16,40,97,1,0,2,97,1,0,2,97,1,0,2,97,1,1,1,97,0,1,2,97,1,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,23,2,44,31,23,1,50,26,23,1,37,39,23,2,36,39,23,2,9,66,23,2,10,65,25,0,21,54,79,13,6,0,2,25,0,1,8,32,34,25,0,75,0,26,0,14,60,26,0,65,7,1,0,0,1,26,0,30,19,15,10,26,1,18,46,9,0,26,0,4,64,6,31,0,6,56,7,56,0,41,3,51,0,48,1,64,0,34,2,64,0,27,9,91,0,9,0,90,0,10,0,33,0,0,2,9,15,41,33,0,1,7,11,11,37,38,0,20,18,14,10,38,0,6,9,17,30,38,0,16,16,17,13,68,2,27,3,68,10,11,11,68,8,11,13,39,0,31,30,70,0,16,14,84,0,3,2,4,0,0,1,6,53,0,1,8,7,4,0,3,6,5,0,1,4,0,0,1,7,43,1,42,14,0,0,43,0,1,22,17,13,3,1,0,44,3,45,7,1,44,2,19,20,13,1,1,3,2.621410855206576,2,1.4142135623730951,14.592592592592593,4.4234304049988875,2.9019607843137254,1.3000754125939666
AE,ARE,United Arab Emirates,Abu Dhabi,2020-12-31,2020-12-30,100,0,0,0,0,7,99,2222201.910051287,71,1,1,98,2,2,96,1,3,96,1,12,87,2,9,89,3,9,88,2,4,94,2,2,96,2,3,95,2,1,97,2,1,97,2,12,86,2,3,95,2,14,84,99,0,0,1,98,0,0,2,97,0,0,3,88,1,3,8,91,1,2,6,91,0,5,4,96,0,4,0,98,0,0,2,97,0,0,3,99,0,1,0,99,0,0,1,88,0,5,7,97,0,0,3,86,0,5,9,0,1,4,95,96,0,2,2,1,0,89,10,11,0,53,36,47,0,3,50,0,47,15,37,1,85,1,4,9,1,55,0,9,36,100,5,1,44,21,18,11,10,6,42,26,16,10,8,38,28,16,10,7,40,31,12,10,6,47,25,12,10,7,15,28,40,92,2,2,4,92,3,1,4,92,3,3,2,92,1,5,2,92,2,4,2,92,3,0,5,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,0,39,47,14,2,53,31,14,2,42,42,14,1,41,44,14,2,7,77,14,2,18,66,18,0,27,55,73,19,4,2,2,19,1,0,5,25,50,19,0,81,0,19,1,26,54,19,0,70,6,0,0,0,5,19,0,33,14,15,19,19,0,24,37,16,4,20,1,13,58,8,22,0,13,56,9,62,2,35,1,48,2,49,1,58,2,39,1,60,1,35,4,94,0,6,0,83,0,14,3,25,0,0,5,6,18,46,25,0,1,3,11,20,40,27,1,16,22,21,13,27,0,2,8,17,46,27,0,12,19,19,23,69,3,20,8,69,3,12,16,69,5,12,14,27,1,36,36,64,0,18,18,82,1,4,2,1,0,0,0,10,47,0,0,1,8,6,5,3,6,2,0,3,7,1,1,1,9,29,2,45,22,0,2,29,0,2,24,25,15,4,0,1,29,1,52,10,8,29,0,23,18,18,4,8,2.310810810810811,1.8384449624288133,2,1,14.579710144927539,5.097305508222974,2.8529411764705883,1.5765511753281103
AE,ARE,United Arab Emirates,Ajman,2020-12-31,2020-12-22,100,0,0,0,0,17,97,2378102.9311630707,66,5,0,95,4,9,87,3,2,95,5,11,84,3,12,85,5,11,84,4,7,89,5,2,93,5,2,93,5,0,95,5,2,93,3,16,81,5,1,94,3,9,88,100,0,0,0,91,0,2,7,98,0,1,1,89,0,3,8,88,0,3,9,89,0,3,8,93,0,1,6,98,0,2,0,98,0,1,1,100,0,0,0,98,0,2,0,84,0,4,12,99,0,1,0,91,0,4,5,3,0,9,88,93,0,4,3,5,1,57,37,43,0,29,28,71,0,1,28,0,71,8,21,0,92,0,2,6,0,35,4,6,55,100,9,2,31,26,16,16,14,3,33,36,14,14,2,43,25,16,14,3,44,27,12,14,3,47,26,10,14,4,17,27,38,95,1,1,3,95,1,1,3,95,1,1,3,95,0,2,3,95,1,0,4,95,1,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,2,39,44,15,1,60,24,15,2,49,34,15,2,40,43,15,3,8,74,15,2,10,73,18,0,38,44,62,24,7,3,4,19,0,2,8,33,38,19,1,80,0,21,1,16,62,21,0,63,15,0,0,0,1,21,0,31,17,15,16,22,1,30,30,15,2,23,0,4,69,4,27,0,6,59,8,62,0,37,1,41,0,59,0,52,1,46,1,61,0,32,7,92,0,7,1,91,0,9,0,29,2,0,1,10,14,44,29,1,1,2,9,19,39,30,1,24,13,17,15,30,1,5,7,13,44,30,1,12,17,26,14,72,2,22,4,72,9,9,10,72,8,10,10,32,1,40,27,73,0,11,16,89,0,4,1,0,0,0,1,5,49,0,0,5,10,4,1,2,1,5,0,0,9,2,2,1,9,34,3,52,11,0,0,34,1,3,20,26,9,6,1,0,34,4,49,10,3,34,2,21,28,8,3,4,2.3157894736842106,2.2910550285119706,2,1.4142135623730951,16.129032258064516,3.385038784521213,3.4516129032258065,1.9305772461720705
AE,ARE,United Arab Emirates,Dubai,2020-12-31,2020-12-31,102,0,0,0,0,20,96,1838548.9456935122,65,0,0,102,0,15,87,0,3,99,0,18,84,0,13,89,0,14,88,0,7,95,0,4,98,0,4,98,0,2,100,0,5,97,0,17,85,0,4,98,0,15,87,102,0,0,0,87,0,2,13,99,1,2,0,84,0,3,15,89,1,4,8,88,1,4,9,95,0,2,5,98,0,0,4,98,0,2,2,100,0,2,0,97,0,2,3,85,1,6,10,98,1,1,2,87,0,7,8,5,1,11,85,92,0,5,5,6,2,60,34,42,1,18,41,84,0,0,17,1,84,6,11,1,96,0,2,3,1,29,2,5,66,102,8,2,39,28,17,8,18,0,38,32,14,18,1,45,27,11,18,3,45,24,12,18,4,47,23,10,18,3,16,24,41,97,0,1,4,97,0,0,5,97,0,2,3,97,0,1,4,97,0,0,5,97,0,0,5,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,21,0,36,45,21,0,60,21,21,0,50,31,21,0,46,35,21,1,16,64,21,0,23,58,21,0,48,33,54,34,7,4,3,22,0,0,3,31,46,22,1,79,0,22,0,14,66,22,0,66,12,0,1,0,1,22,0,26,17,19,18,23,0,20,36,18,5,23,0,7,70,2,26,1,12,61,2,66,0,35,1,42,1,58,1,52,1,48,1,56,0,40,6,86,0,15,1,79,0,23,0,28,1,1,1,10,10,51,28,0,2,4,13,12,43,31,1,21,26,16,7,31,1,3,9,17,41,31,0,14,21,19,17,69,2,24,7,69,8,5,20,69,8,10,15,33,0,38,31,71,0,14,17,91,2,2,0,3,0,0,1,3,54,0,0,3,6,2,3,4,2,3,0,1,4,0,2,5,13,37,1,35,29,0,0,37,0,4,25,16,9,8,2,1,37,1,59,4,1,37,0,23,18,16,5,3,3.380952380952381,3.0995859751246315,2.125,1.246423454758225,15.032786885245901,5.199253834653438,3.5161290322580645,1.6961087140755402
AE,ARE,United Arab Emirates,Sharjah,2020-12-31,2020-12-26,100,1,44572.8465621066,0,0,17,92,3398095.819806354,61,0,2,98,0,11,89,0,3,97,0,12,88,0,8,92,0,10,90,0,8,92,0,3,97,0,5,95,0,1,99,0,5,95,0,11,89,1,2,97,0,10,90,98,0,0,2,89,1,3,7,97,0,2,1,88,0,3,9,92,0,1,7,90,0,4,6,92,0,2,6,97,0,1,2,95,0,1,4,99,0,1,0,95,0,3,2,89,1,2,8,98,0,0,2,90,0,4,6,8,0,9,83,91,0,4,5,9,3,62,26,38,0,23,39,77,0,2,21,0,77,10,13,0,90,0,4,6,0,35,0,3,62,100,13,0,24,30,25,8,17,0,40,29,14,17,4,39,26,14,17,3,50,20,10,17,3,45,25,10,17,7,16,18,42,97,1,0,2,97,1,0,2,97,1,0,2,97,1,1,1,97,0,1,2,97,1,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,22,2,40,36,22,1,48,29,22,1,31,46,22,2,32,44,22,2,6,70,22,2,8,68,23,1,22,54,78,14,6,0,2,24,0,1,5,33,37,24,1,75,0,25,0,15,60,25,0,66,6,0,0,0,3,25,0,33,19,13,10,25,1,24,38,12,0,25,0,4,64,7,29,4,6,56,5,60,1,37,2,53,1,46,0,70,1,29,0,68,1,25,6,94,0,6,0,92,1,7,0,31,0,0,2,10,12,45,31,1,0,7,12,14,35,33,0,18,21,15,13,33,1,7,8,20,31,33,0,18,16,18,15,66,2,30,2,66,14,8,12,66,13,6,15,35,0,31,34,66,0,17,17,83,1,3,2,3,1,0,1,6,52,1,1,7,9,3,0,2,5,3,0,1,6,0,0,2,8,38,1,44,17,0,0,38,0,2,26,15,14,3,2,0,39,3,51,6,1,39,2,20,20,16,1,2,2.933333333333333,2.5452231571200645,2.142857142857143,1.4638501094227998,14.883333333333331,3.51795234483996,2.909090909090909,1.5186827537037833
AE,ARE,United Arab Emirates,-99,2021-01-01,2020-12-21,100,1,47429.2879093639,0,0,6,90,2585265.91193412,48,3,8,89,3,6,91,4,1,95,3,7,90,4,8,88,4,5,91,4,5,91,4,0,96,3,2,95,4,0,96,3,3,94,2,9,89,3,3,94,4,3,93,92,1,4,3,94,0,1,5,99,0,0,1,93,1,3,3,92,0,2,6,95,0,2,3,95,0,4,1,100,0,0,0,98,0,1,1,100,0,0,0,97,0,1,2,91,0,5,4,97,1,1,1,97,0,0,3,8,2,4,86,97,0,2,1,10,3,61,26,39,1,30,30,70,0,0,30,0,70,7,23,0,93,0,2,5,0,45,1,9,45,100,14,1,35,26,15,9,24,3,34,21,18,24,6,38,16,16,24,7,35,22,12,24,6,38,18,14,24,7,20,14,35,92,2,3,3,92,0,5,3,92,2,4,2,92,2,1,5,92,2,2,4,92,3,2,3,95,1,0,4,95,1,0,4,95,1,0,4,95,1,0,4,95,0,2,3,95,1,1,3,95,1,1,3,97,0,2,1,97,0,0,3,97,1,0,2,97,1,1,1,97,2,0,1,26,1,31,42,26,3,39,32,26,3,30,41,26,3,22,49,26,4,7,63,26,2,11,61,28,0,23,49,77,13,5,3,2,28,0,2,7,30,33,28,1,69,2,32,1,6,61,32,1,52,8,2,0,0,5,32,0,33,12,11,12,32,0,26,27,12,3,33,1,13,50,3,34,1,9,53,3,69,1,29,1,61,1,36,2,70,2,27,1,78,1,19,2,93,1,6,0,89,0,10,1,37,1,2,1,5,11,43,37,1,3,1,7,17,34,41,2,10,17,14,16,41,1,5,7,10,36,41,1,9,14,11,24,78,1,16,5,78,5,6,11,78,4,8,10,43,1,31,25,75,0,7,18,94,0,1,0,1,0,0,0,4,63,1,0,5,4,3,2,3,3,0,0,0,1,0,2,5,8,52,0,37,10,0,1,52,0,2,15,14,10,4,3,0,52,1,34,7,6,52,0,16,15,6,3,8,2.380952380952381,2.2243244025139517,2,0,14.255319148936172,5.036683195647806,3.2,1.8781034921624333
