ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CZ,CZE,Czech Republic,Prague,2020-12-21,2020-12-21,133,1,4130.67359573911,1,4130.67359573911,40,131,581209.218917188,114,0,2,131,0,15,118,0,4,129,0,48,85,0,37,96,0,11,122,0,23,110,1,5,127,0,8,125,0,2,131,0,17,116,0,31,102,0,6,127,0,30,103,131,0,1,1,118,0,2,13,129,0,0,4,85,0,4,44,96,1,11,25,122,0,4,7,110,1,12,10,128,0,3,2,125,0,4,4,131,0,2,0,116,1,7,9,102,1,6,24,127,0,6,0,103,0,11,19,2,0,18,113,115,0,5,13,2,0,51,80,82,1,22,28,111,4,18,0,111,2,20,0,131,0,2,0,25,2,14,92,133,0,0,0,0,0,2,0,52,45,20,14,117,1,6,6,3,117,1,4,7,4,117,0,6,6,4,117,0,4,6,6,117,1,0,6,9,0,119,2,8,4,119,2,5,7,119,4,4,6,119,4,5,5,119,4,1,9,119,4,1,9,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,7,5,38,83,7,2,79,45,7,5,32,89,7,2,66,58,7,5,11,110,7,2,58,66,7,0,73,53,60,0,53,10,6,4,7,0,1,6,43,76,7,0,126,0,9,0,30,94,9,0,70,43,8,1,2,0,9,0,22,32,55,15,9,0,22,57,36,9,10,0,17,106,0,12,1,15,104,1,95,3,27,8,54,3,76,0,101,3,28,1,67,3,22,41,122,1,8,2,75,1,57,0,13,2,1,3,10,31,73,13,0,1,1,14,38,66,15,0,26,56,24,12,15,0,1,2,13,102,15,0,6,13,26,73,114,0,16,3,114,2,4,13,114,2,3,14,15,0,74,44,89,0,19,25,114,1,3,1,1,3,3,1,6,40,0,0,7,3,10,2,9,6,4,0,4,16,9,2,2,19,18,2,50,63,0,0,18,0,11,27,32,18,13,11,3,19,2,106,3,3,19,2,36,47,25,3,1,6.2405063291139244,7.7595519132350805,2.3125,1.7017148213885114,15.046728971962617,3.6429906270631123,2.225225225225225,1.1175027735144325
CZ,CZE,Czech Republic,<c3><9a>steck<c3><bd>,2020-12-22,2020-12-21,100,1,11056.757332596299,0,0,40,96,1099101.5744941814,79,4,2,94,4,13,83,3,9,88,2,29,69,3,24,73,1,13,86,3,11,86,4,4,92,3,6,91,4,8,88,3,9,88,2,19,79,3,7,90,2,19,79,99,0,1,0,87,0,7,6,92,0,2,6,72,1,9,18,77,1,6,16,88,1,6,5,90,0,7,3,96,0,3,1,94,1,2,3,93,0,4,3,92,0,7,1,82,1,4,13,94,0,3,3,82,0,8,10,4,0,20,76,80,0,10,10,5,0,29,66,71,0,10,19,90,1,8,1,90,1,9,0,99,0,1,0,17,1,14,68,100,0,0,0,0,0,8,0,24,23,26,19,44,6,13,25,12,44,9,14,19,14,44,10,4,29,13,44,11,5,24,16,44,11,0,22,23,0,86,4,1,9,86,4,2,8,86,3,5,6,86,3,4,7,86,3,3,8,86,4,1,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,3,38,51,8,2,73,17,8,3,16,73,8,3,44,45,8,3,7,82,8,2,16,74,9,0,45,46,55,0,35,7,3,0,9,0,1,6,35,49,9,0,91,0,10,0,23,67,10,0,53,28,5,0,1,3,10,2,19,22,27,20,10,2,22,43,18,5,10,1,12,74,3,10,1,11,75,3,63,0,33,4,27,1,70,2,84,1,13,2,57,1,20,22,93,1,4,2,84,1,15,0,14,0,2,0,10,13,61,14,0,1,2,7,16,60,14,2,18,34,19,13,14,2,1,5,18,60,14,1,8,14,23,40,78,1,19,2,78,9,1,12,78,7,5,10,15,0,44,41,59,1,15,25,85,0,3,0,3,0,2,0,7,41,1,2,4,3,5,3,5,5,8,0,1,5,3,0,5,9,18,3,27,48,0,4,18,2,9,10,14,17,16,10,4,20,0,24,41,15,20,2,19,32,19,4,4,8.319148936170214,9.585102532800175,2.111111111111111,1.2313975269103985,12.404109589041095,4.340264916267093,1.7922077922077921,1.1278491679865514
CZ,CZE,Czech Republic,Jihomoravsk<c3><bd>,2020-12-22,2020-12-21,100,1,9086.15168519245,1,9086.15168519245,42,93,879287.9559367883,71,2,3,95,2,14,84,3,4,93,2,19,79,2,27,71,3,8,89,1,8,91,3,3,94,3,5,92,3,3,94,3,5,92,1,16,83,3,3,94,2,21,77,97,1,1,1,87,1,3,9,96,0,3,1,82,1,4,13,74,0,4,22,93,1,5,1,93,0,3,4,97,0,3,0,95,0,3,2,97,1,2,0,95,1,2,2,85,1,3,11,97,0,2,1,79,0,8,13,7,0,16,77,84,0,3,13,8,1,32,59,68,1,11,20,89,3,8,0,89,1,10,0,99,0,1,0,21,1,4,74,100,0,0,0,0,0,9,0,27,30,16,18,24,4,21,38,13,24,6,27,32,11,24,11,13,33,19,24,9,14,37,16,24,12,6,25,33,0,96,0,1,3,96,0,1,3,96,0,1,3,96,0,2,2,96,0,0,4,96,0,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,0,35,51,14,0,54,32,14,1,12,73,14,0,43,43,14,1,5,80,14,0,24,62,14,0,44,42,56,0,28,9,5,2,15,1,0,3,31,50,15,1,84,0,17,0,18,65,17,0,42,26,2,6,2,5,17,0,19,18,31,15,18,2,12,45,14,9,19,0,7,74,0,21,0,10,68,1,65,1,22,12,46,1,53,0,88,1,9,2,57,1,18,24,95,1,4,0,76,1,22,1,21,1,0,0,5,16,57,21,1,0,0,4,10,64,24,1,16,33,17,9,24,0,0,3,10,63,24,0,3,9,21,43,89,1,7,3,89,5,4,2,89,4,5,2,25,1,44,30,70,0,10,20,92,1,0,0,2,0,1,1,3,48,0,1,4,5,4,0,2,4,5,0,5,5,6,2,0,9,28,2,27,43,0,0,28,1,4,18,15,17,11,4,2,29,2,32,18,19,29,1,19,23,13,15,0,6.536585365853659,6.607183821325126,2.7333333333333334,1.486446705914413,13.695671641791044,4.213932239707978,2.0739130434782607,1.3407254592321458
CZ,CZE,Czech Republic,Moravskoslezsk<c3><bd>,2020-12-22,2020-12-21,100,0,0,0,0,35,98,753421.9217563049,80,2,1,97,1,9,90,2,6,92,2,30,68,2,25,73,2,12,86,2,6,92,2,4,94,1,3,96,2,4,94,2,3,95,2,17,81,2,1,97,2,17,81,99,0,0,1,91,1,4,4,94,1,1,4,71,2,5,22,76,0,5,19,88,2,3,7,95,0,3,2,96,1,1,2,97,0,2,1,96,0,4,0,97,0,2,1,83,1,8,8,99,0,0,1,84,2,3,11,2,0,19,79,83,0,5,12,5,0,37,58,63,0,17,20,83,3,14,0,83,3,13,1,97,0,3,0,22,0,8,70,100,0,0,0,0,0,6,0,28,27,19,20,11,6,37,32,14,11,9,34,31,15,11,11,17,32,29,11,12,18,32,27,11,11,9,20,49,0,92,1,3,4,92,2,0,6,92,2,1,5,92,2,0,6,92,2,1,5,92,2,1,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,5,28,57,10,1,58,31,10,4,21,65,10,2,49,39,10,4,7,79,10,3,19,68,12,1,47,40,53,0,33,8,1,5,13,1,0,7,32,47,13,1,85,1,14,0,14,72,14,0,47,32,2,3,0,2,14,0,22,21,26,17,14,0,13,43,18,12,14,0,15,70,1,14,0,12,73,1,73,0,20,7,42,0,58,0,79,0,21,0,52,0,26,22,93,1,3,3,81,1,18,0,15,0,1,2,3,16,63,15,0,0,0,3,16,66,19,0,18,36,19,8,19,0,2,3,11,65,19,0,3,5,19,54,92,1,7,0,92,2,1,5,92,1,2,5,19,0,41,40,60,0,9,31,91,0,0,0,0,0,2,1,6,50,0,2,6,1,6,4,3,4,5,0,0,6,3,2,0,8,19,0,27,53,0,1,19,0,10,9,12,15,19,9,7,20,3,26,33,18,20,4,25,22,18,6,5,4.904761904761905,5.327377627027427,2.5,1.509230856356236,13.200000000000001,4.496995994324764,1.972972972972973,1.3646513225495536
CZ,CZE,Czech Republic,Prague,2020-12-22,2020-12-22,133,1,4138.1521828002005,0,0,42,128,629593.6423776206,115,2,1,130,2,12,119,2,6,125,2,39,92,1,28,104,1,15,117,1,13,119,2,5,126,2,7,124,2,3,128,2,10,121,1,16,116,2,6,125,3,23,107,132,0,0,1,121,0,6,6,127,0,4,2,94,0,11,28,105,0,7,21,118,0,6,9,120,0,5,8,128,0,2,3,126,0,5,2,130,0,2,1,123,0,4,6,117,0,2,14,127,0,4,2,110,0,7,16,5,0,21,107,112,0,8,13,5,2,53,73,80,0,18,35,115,5,12,1,115,3,15,0,130,0,3,0,26,0,12,95,133,0,0,0,0,0,6,0,47,44,23,13,6,4,47,64,12,6,3,53,58,13,6,6,28,70,23,6,6,29,61,31,6,9,8,49,61,0,121,5,4,3,121,5,1,6,121,4,3,5,121,5,2,5,121,6,1,5,121,6,3,3,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,7,0,49,77,7,0,95,31,7,2,33,91,7,1,71,54,7,3,8,115,7,1,65,60,8,0,74,51,59,0,66,6,1,1,8,0,0,16,53,56,8,0,124,1,9,1,24,99,9,0,72,36,8,3,2,3,9,1,26,35,42,20,10,0,23,72,20,8,10,0,13,108,2,11,0,10,108,4,85,1,41,6,39,0,92,2,100,0,31,2,62,0,30,41,125,0,6,2,68,0,64,1,11,0,1,5,9,23,84,11,0,1,4,14,27,76,12,0,18,59,32,12,12,0,3,6,16,96,12,0,9,15,33,64,109,3,19,2,109,9,5,10,109,8,8,8,12,0,83,38,95,0,13,25,120,0,2,0,4,2,0,0,5,39,0,1,9,5,9,2,9,8,2,0,3,17,4,3,2,20,15,2,57,59,0,0,15,0,10,34,19,28,12,12,3,17,4,106,2,4,17,2,35,46,22,7,4,5.582089552238806,7.969923108505831,2.235294117647059,1.5218989685876771,14.55,4.159630144108947,2.144144144144144,1.2638098738399686
CZ,CZE,Czech Republic,St<c5><99>edo<c4><8d>esk<c3><bd>,2020-12-22,2020-12-22,101,2,15031.88976978381,2,15031.88976978381,31,98,1012714.6027726873,83,2,5,94,1,16,84,1,5,95,2,34,65,2,28,71,1,12,88,2,8,91,2,7,92,2,3,96,2,2,97,2,8,91,2,16,83,2,6,93,2,19,80,96,0,3,2,85,0,2,14,96,0,4,1,67,0,10,24,73,0,5,23,89,0,9,3,93,0,1,7,94,0,4,3,98,0,2,1,99,0,2,0,93,0,5,3,85,0,9,7,95,1,4,1,82,0,11,8,2,1,15,83,86,0,8,7,2,0,31,68,70,0,14,17,87,3,11,0,87,1,13,0,100,0,1,0,16,1,13,71,101,0,0,0,0,0,2,0,35,17,23,24,6,10,31,34,20,6,10,35,29,21,6,11,21,38,25,6,11,21,39,24,6,12,7,35,41,0,88,5,1,7,88,4,2,7,88,4,5,4,88,4,3,6,88,4,4,5,88,5,3,5,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,101,0,0,0,6,0,41,54,6,2,63,30,6,3,19,73,6,2,52,41,6,2,10,83,6,1,26,68,7,0,47,47,54,0,32,10,5,0,8,0,0,6,36,51,8,0,93,0,9,0,16,76,9,0,47,36,4,2,0,3,9,1,20,22,29,20,10,0,19,44,19,9,10,0,17,73,1,10,1,12,75,3,60,0,32,9,38,1,60,2,82,0,17,2,49,0,33,19,91,0,9,1,75,0,25,1,11,0,1,5,9,11,64,11,0,1,3,12,15,59,12,0,16,44,15,14,12,0,2,1,16,70,12,0,6,10,25,48,85,1,13,2,85,3,5,8,85,1,8,7,12,0,58,31,70,0,15,16,86,0,2,0,2,2,4,1,4,28,0,2,12,1,8,1,1,3,9,1,2,10,5,1,2,15,13,2,39,46,0,1,13,1,9,14,20,18,14,11,1,15,1,7,34,44,15,1,18,33,25,7,2,8.803921568627452,9.035529000214957,2.142857142857143,1.0994504121565505,13.311764705882354,4.437379421962222,2.3176470588235296,1.2555757994781893
CZ,CZE,Czech Republic,<c3><9a>steck<c3><bd>,2020-12-23,2020-12-22,100,0,0,0,0,43,97,1032408.9930192756,80,3,0,97,3,15,82,2,6,92,2,28,70,2,27,71,1,7,92,2,6,92,3,4,93,2,4,94,3,4,93,2,4,94,1,16,83,2,3,95,1,22,77,100,0,0,0,85,0,8,7,94,0,3,3,72,0,8,20,73,0,8,19,93,0,3,4,94,0,4,2,96,0,4,0,96,1,2,1,96,0,1,3,96,0,1,3,84,1,5,10,97,0,3,0,78,0,10,12,3,0,17,80,83,0,8,9,4,1,36,59,64,0,19,17,81,4,14,1,81,0,19,0,100,0,0,0,25,0,10,65,100,0,0,0,0,0,6,0,27,26,20,21,7,9,21,43,20,7,13,19,38,23,7,16,10,38,29,7,17,12,39,25,7,17,0,30,46,0,90,4,1,5,90,3,3,4,90,3,6,1,90,3,5,2,90,5,1,4,90,5,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,1,33,58,8,1,71,20,8,2,14,76,8,3,47,42,8,3,7,82,8,3,15,74,8,1,44,47,56,0,31,8,2,3,8,0,1,6,34,51,8,0,92,0,9,0,19,72,9,0,48,31,5,3,1,3,9,2,17,28,28,16,9,2,20,42,19,8,9,0,13,74,4,9,0,14,73,4,67,0,25,8,29,1,67,3,86,1,11,2,53,1,18,28,93,1,4,2,85,1,14,0,13,0,1,0,8,10,68,13,0,0,1,7,10,69,13,1,15,31,20,20,13,2,2,4,19,60,13,1,8,15,21,42,77,2,18,3,77,6,2,15,77,6,5,12,14,0,48,38,62,1,21,16,79,0,4,0,1,0,5,0,11,31,1,0,7,6,9,4,3,5,10,1,1,3,4,0,4,11,18,3,34,43,0,2,18,2,7,15,16,17,17,6,2,19,1,25,37,18,19,2,21,29,21,4,4,8.755555555555556,10.196156931001806,2.857142857142857,1.7032612545052803,12.513698630136986,4.55062007583378,2.116883116883117,1.111826685353361
CZ,CZE,Czech Republic,Jiho<c4><8d>esk<c3><bd>,2020-12-23,2020-12-21,100,1,32739.4940627112,1,32739.4940627112,38,98,800209.4064493977,67,0,1,99,1,9,90,0,5,95,0,27,73,0,23,77,1,11,88,1,12,87,1,5,94,1,4,95,0,1,99,1,11,88,0,17,83,0,4,96,0,14,86,99,0,1,0,91,0,2,7,95,1,0,4,73,1,7,19,77,1,5,17,89,0,4,7,88,0,4,8,95,0,3,2,96,0,3,1,99,0,1,0,89,0,6,5,83,1,5,11,96,0,3,1,86,1,6,7,2,0,18,80,83,0,5,12,3,0,33,64,67,1,15,17,85,3,11,1,85,2,13,0,98,0,2,0,20,4,2,74,100,0,0,0,0,0,5,0,20,26,23,26,23,7,21,31,18,23,8,29,21,19,23,13,13,21,30,23,10,12,26,29,23,9,2,15,51,0,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,1,1,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,3,27,57,13,1,70,16,13,5,18,64,13,3,50,34,13,4,3,80,13,3,12,72,14,0,46,40,54,1,36,3,5,1,15,1,4,8,28,44,15,0,85,0,15,1,15,69,15,1,39,33,5,3,1,3,15,0,21,22,24,18,16,0,14,44,23,3,17,0,6,76,1,19,3,4,73,1,73,0,22,5,31,1,68,0,82,1,16,1,51,2,21,26,97,0,1,2,88,0,12,0,20,0,2,0,14,14,50,20,1,2,1,6,14,56,21,0,11,35,25,8,21,1,2,2,21,53,21,0,7,17,17,38,77,3,17,3,77,4,3,16,77,2,6,15,23,0,45,32,68,0,10,22,92,0,1,0,1,2,2,0,2,48,0,3,5,1,4,1,2,2,10,0,2,5,5,0,3,9,30,2,28,40,0,0,30,0,9,17,13,8,8,11,4,31,3,16,34,16,31,2,13,25,25,2,2,9.322222222222223,10.936363216537773,2.4285714285714284,1.650840611711114,13.365079365079366,4.037332188868908,2.196969696969697,1.0701501975056797
CZ,CZE,Czech Republic,Jihomoravsk<c3><bd>,2020-12-23,2020-12-22,100,0,0,0,0,34,93,778360.5587100595,79,2,2,96,2,14,84,3,4,93,2,31,67,2,28,70,3,16,81,2,6,92,3,2,95,3,4,93,3,1,96,2,10,88,2,20,78,3,1,96,2,17,81,98,0,0,2,86,0,7,7,96,0,1,3,69,1,4,26,72,2,4,22,84,1,5,10,94,0,2,4,98,0,2,0,96,0,1,3,99,0,1,0,90,0,2,8,80,0,8,12,99,0,0,1,83,1,5,11,7,0,17,76,83,0,7,10,8,0,28,64,72,2,13,13,87,4,9,0,87,3,10,0,97,0,3,0,23,0,14,63,100,0,0,0,0,0,9,0,27,16,25,23,9,5,22,39,25,9,3,29,33,26,9,8,13,33,37,9,8,11,40,32,9,9,3,33,46,0,87,2,6,5,87,3,3,7,87,3,4,6,87,2,2,9,87,3,0,10,87,3,1,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,1,27,61,11,0,58,31,11,1,15,73,11,1,39,49,11,4,5,80,11,2,21,66,11,0,47,42,53,0,28,12,4,3,12,0,0,5,23,60,12,0,88,0,13,1,19,67,13,0,38,37,5,5,0,2,13,0,21,16,36,14,13,0,14,45,14,14,14,0,12,74,0,14,1,6,76,3,73,0,19,8,42,1,57,0,85,0,14,1,61,0,16,23,95,0,4,1,79,0,21,0,14,3,0,0,3,20,60,14,1,0,0,4,13,68,17,1,16,37,24,5,17,0,1,3,13,66,17,0,3,12,27,41,85,1,11,3,85,8,2,5,85,7,3,5,17,0,59,24,76,0,8,16,93,0,0,0,0,3,0,3,1,36,0,1,13,5,3,3,2,6,5,0,3,7,2,2,4,8,21,2,33,42,0,2,21,0,9,18,16,14,13,9,0,21,3,28,24,24,21,2,17,24,26,5,5,5.955555555555556,7.603693945455828,2.0625,1.3889444433333777,13.6027397260274,3.755513450719996,2.3289473684210527,1.3602760297796115
CZ,CZE,Czech Republic,Kr<c3><a1>lov<c3><a9>hradeck<c3><bd>,2020-12-23,2020-12-22,100,1,7387.69461969573,1,7387.69461969573,46,99,835336.320581673,82,1,1,98,1,13,86,1,6,93,1,25,74,1,22,77,1,7,92,0,6,94,0,4,96,0,4,96,1,1,98,1,8,91,1,12,87,1,1,98,1,22,77,99,0,1,0,87,0,6,7,94,0,1,5,75,1,7,17,78,2,4,16,93,1,1,5,94,1,3,2,96,0,3,1,96,0,1,3,99,0,1,0,92,0,4,4,88,0,4,8,99,0,0,1,78,2,10,10,1,0,18,81,84,0,4,12,3,1,40,56,60,0,13,27,87,6,7,0,87,2,11,0,98,0,2,0,17,2,6,75,100,0,0,0,0,0,5,0,28,24,22,21,7,10,22,42,19,7,9,25,43,16,7,10,15,45,23,7,11,15,44,23,7,13,2,30,48,0,95,1,2,2,95,2,1,2,95,1,3,1,95,1,1,3,95,2,1,2,95,2,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,6,28,58,8,1,73,18,8,6,26,60,8,3,41,48,8,6,4,82,8,6,14,72,10,0,52,38,48,0,40,10,0,2,11,0,0,5,34,50,11,0,88,1,13,3,12,72,13,1,41,31,5,4,1,4,13,1,26,18,31,11,13,2,18,41,19,7,13,1,17,69,0,15,1,15,69,0,72,0,18,10,27,1,71,1,74,0,25,1,59,2,16,23,96,0,2,2,86,0,13,1,15,2,0,3,9,16,55,15,2,0,2,8,13,60,17,1,13,39,20,10,17,1,3,1,10,68,17,1,5,11,20,46,84,1,12,3,84,6,1,9,84,5,4,7,18,0,48,34,66,0,8,26,92,0,2,0,1,1,2,2,0,44,0,1,4,0,6,2,3,3,13,0,4,5,3,2,5,5,18,2,33,47,0,0,18,1,2,6,23,17,12,18,3,18,6,18,37,21,18,4,18,23,26,9,2,7.871794871794871,8.590629801002237,3,2.1483446221182985,13.619718309859156,3.6737143414226217,2.189189189189189,1.4398979765577922
