ISO2,ISO_3,country_agg,date,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,first_date,day_count,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
IN,IND,India,2021-07-11,781366479.204879,1937,5821,1748,6602,0,100,3018,880,646,2194,2061,748,1314,703,42,7630864.20979028,21,8,16,5,11,1897275.20341627,1754,2927,97196.9631796514,54,29,12,23,6,75,41,25,32,9,108,61,29,47,14,411,273,0,0,0,62,30,22,17,11,35,44,29,27,14,72,9,12,7,12,9,10,11,5,2,15,11,8,5,4,2,5,4,4,5,1,1,5,6,3,26,28,21,31,19,33,30,16,16,42,30,26,9,13,3,11,6,12,11,1,2,17,12,10,2021-07-11,3018,1,0.0331345261762757,0.00638574955283823,0.0139165009940358,0.00417936543392915,0.00976605013508575,6.89523518327575e-06,0.00364479787939033,0.00214996947792065,0.00242815023924106,3.4508856861228e-06,0.0180458312957581,0.00083686575871018
IN,IND,India,2021-07-12,773076538.738208,1841,6500.5,1818,5713,0,107,2859,831,613,2077,1985,667,1302,640,43,9548909.48714721,23,16,18,5,14,2452305.52298499,1829,2779,92282.3234288525,45,23,17,18,4,87,48,29,35,12,109,63,30,49,12,351,246,0,0,0,59,32,20,23,9,27,55,36,40,14,69,7,10,10,10,9,12,9,5,6,7,11,6,6,6,7,6,6,6,6,4,3,3,6,4,30,35,19,24,28,36,33,16,18,37,36,19,18,18,11,14,13,16,17,8,7,17,19,9,2021-07-12,2859,1,0.037425673312347,0.0069573357400761,0.0150402238544946,0.0044614641852976,0.0123518293579736,7.78580670882046e-06,0.00489681706890521,0.00255877448334273,0.00317213807443642,3.96390255587138e-06,0.0198196136815965,0.000899268595897682
IN,IND,India,2021-07-13,785577092.043104,1898,5439.3,1600,5922.3,0,102,2945,865,634,2120,2077,656,1296,731,55,12233813.7747293,20,20,14,5,24,6369345.04694431,1615,2842,94374.3660254764,54,23,15,16,5,89,40,30,28,10,119,66,37,49,14,344,254,0,0,0,51,31,15,14,14,20,49,26,28,17,71,6,8,3,6,4,11,6,3,4,6,5,7,3,5,2,3,2,5,4,1,3,4,4,4,37,41,28,31,30,40,29,18,25,43,30,29,14,16,8,9,12,18,9,4,9,17,13,7,2021-07-13,2945,1,0.034634974533107,0.006604024230796,0.0186757215619694,0.00488934191080121,0.0155730276488995,8.65828675651945e-06,0.00814940577249575,0.0032470691811231,0.0081078548642236,6.27103022813689e-06,0.0171126977379009,0.000827431726943949
IN,IND,India,2021-07-14,754010756.267842,1863,6000.3,1472,6000,0,99,2884,850,608,2088,2033,661,1298,695,37,7490353.83277483,22,11,17,3,13,3168860.40530067,1482,2792,92714.0147583146,35,17,10,12,3,78,43,23,29,11,110,65,30,45,18,353,255,0,0,0,62,38,14,15,20,28,54,23,26,24,61,7,11,7,10,10,13,8,7,5,9,10,6,6,4,3,5,6,9,6,3,3,4,5,3,22,24,19,20,21,36,21,18,13,27,22,16,11,10,7,9,11,17,11,8,5,12,12,9,2021-07-14,2884,1,0.0343273231622746,0.00664485340159795,0.0128294036061026,0.00410723736764071,0.00993401456213986,7.07870455708578e-06,0.00450762829403606,0.00244480080193132,0.00420267267934706,4.61750720645258e-06,0.0159846383943491,0.000807286601236176
IN,IND,India,2021-07-15,755661269.072196,1918,5078,1120,6137,0,96,2964,861,601,2160,2055,708,1267,749,50,13790185.1582978,20,17,15,5,19,5614190.81809492,1129,2862,95038.5065323411,56,26,19,16,9,91,46,29,28,18,102,55,32,36,18,370,256,0,0,0,51,29,19,20,9,26,42,28,29,12,67,6,10,3,10,6,17,7,6,3,10,9,6,3,6,2,6,4,9,4,3,2,5,6,3,27,29,21,28,24,33,27,16,13,37,26,25,7,11,8,8,9,13,9,7,4,14,9,8,2021-07-15,2964,1,0.0323886639676113,0.00637317702820247,0.0168690958164642,0.00463618297638375,0.0182491623200821,9.54347668109727e-06,0.00641025641025641,0.00287309669194221,0.00742950717189469,6.12273118873831e-06,0.0118793954281658,0.000688811575207357
IN,IND,India,2021-07-16,764733590.992819,1855,5665.3,1305,5931,0,87,2924,837,640,2072,2062,643,1315,709,46,10525903.7101207,21,14,16,5,20,4136387.36986659,1317,2822,93710.2255186116,52,20,17,14,6,76,35,26,23,10,105,54,36,38,14,346,248,0,0,0,48,30,13,24,6,22,35,22,29,6,56,8,4,5,9,6,16,8,4,6,7,16,4,5,3,2,6,3,7,5,2,3,4,8,2,28,23,13,25,22,36,24,17,16,31,32,19,9,7,3,9,6,10,8,3,5,9,11,3,2021-07-16,2924,1,0.0297537619699042,0.00615844876672095,0.0157318741450068,0.00451030954982822,0.0137641445780555,8.25767933518807e-06,0.00683994528043776,0.00298741352211387,0.00540892595615749,5.19841329054926e-06,0.0140539625501001,0.000753668854621795
IN,IND,India,2021-07-17,763382602.592811,1928,6180.45,1795.2,5962,0,103,2970,876,660,2132,2113,631,1310,761,51,10788741.6663416,24,16,15,8,20,3073487.17440846,1807,2880,95636.2329885193,55,24,16,14,8,92,48,27,30,16,105,63,24,47,15,364,263,0,0,0,49,27,17,18,8,23,47,24,34,11,73,9,12,4,7,9,12,6,7,5,12,9,10,5,5,2,3,3,5,2,2,2,4,5,4,37,38,22,30,39,40,32,28,23,45,36,36,19,13,7,13,15,17,12,10,12,18,17,14,2021-07-17,2970,1,0.0346801346801347,0.00658030275832664,0.0171717171717172,0.00467213682334201,0.0141328105064196,8.37337297624952e-06,0.00673400673400673,0.00294130067673416,0.0040261425449957,4.49205955005675e-06,0.0188945125036127,0.000862904151321781
IN,IND,India,2021-07-18,765604662.252172,2006,6169.2,1782.4,6333,0,93,3072,890,672,2223,2190,671,1395,757,48,13222877.0824026,22,14,14,8,18,3609079.11505138,1793.4,2975,98790.9003961267,31,10,11,5,5,89,47,31,31,16,113,69,27,52,16,386,264,0,0,0,57,35,11,24,9,33,46,21,31,13,65,9,12,6,6,9,12,8,6,3,7,12,6,5,5,2,3,4,6,4,4,0,3,8,3,24,25,19,16,20,29,25,13,17,27,27,21,9,8,5,8,7,10,7,4,3,9,12,7,2021-07-18,3072,1,0.0302734375,0.00605888905097171,0.015625,0.00438558755788186,0.017271155381297,9.22833504521851e-06,0.005859375,0.00269890155096966,0.00471402447372066,4.85194271856285e-06,0.0181534938218896,0.000832513969356794
IN,IND,India,2021-07-19,773804757.046285,1831,5991.5,1552.5,5772,0,96,2938,820,586,2167,2071,659,1278,763,46,9542868.43900622,22,15,14,6,22,5550217.8066985,1561.5,2836,94175.123873417,50,17,22,13,3,84,38,33,28,7,105,53,32,41,9,376,271,0,0,0,46,28,10,23,4,23,40,26,30,8,71,8,13,7,7,10,11,11,8,8,9,9,10,4,5,3,2,4,4,5,4,4,2,4,5,31,36,26,33,28,42,30,28,26,38,30,30,10,10,5,8,9,13,7,7,8,9,9,7,2021-07-19,2938,1,0.0326752893124575,0.00642862447136878,0.0156569094622192,0.00448898820204553,0.0123323982595204,7.77609518439231e-06,0.00748808713410483,0.00311727778127154,0.00717263334989619,5.94577648155907e-06,0.0165808117449237,0.000815553064820604
IN,IND,India,2021-07-20,744632932.986761,1909,5175.5,1602,5980.3,0,106,2930,827,672,2085,2114,632,1326,747,41,11261801.9476779,18,11,14,4,16,5707204.92073958,1612,2838,94241.5379241034,54,19,20,12,7,85,36,30,22,13,109,57,34,37,19,381,277,0,0,0,49,30,13,17,10,18,47,27,27,17,69,4,8,1,4,8,5,6,1,2,7,7,3,1,3,0,2,4,4,4,1,1,2,4,1,29,41,24,25,37,40,32,20,21,44,28,25,8,12,8,7,13,15,10,5,9,15,10,8,2021-07-20,2930,1,0.0361774744027304,0.00676132698378398,0.0139931740614335,0.00425316625777518,0.0151239643706144,8.76598208859513e-06,0.00546075085324232,0.00266840303250128,0.00766445407920341,6.26392946153205e-06,0.0171049840177503,0.00082783124007789
IN,IND,India,2021-07-21,776543135.695742,1903,5679,1277,6287,0,100,2923,828,618,2113,2124,589,1303,766,54,12694157.6495537,35,10,29,5,26,5568989.71621786,1285,2837,94208.3308987602,52,26,14,18,8,92,60,20,46,11,126,88,23,63,20,425,318,0,0,0,64,37,14,18,14,34,50,22,27,17,67,10,15,5,20,15,23,18,8,8,13,15,11,5,9,2,12,10,15,9,3,6,8,8,6,31,30,19,38,33,46,34,21,20,32,32,28,15,15,7,17,15,24,15,7,11,14,14,12,2021-07-21,2923,1,0.0342114266164899,0.00658961902835471,0.0184741703729045,0.00488165431028298,0.0163470090276188,8.91877911363984e-06,0.00889497092028738,0.00340381375979121,0.00717151367416098,5.93482378637041e-06,0.0136399826612034,0.000740675663546457
IN,IND,India,2021-07-22,725429038.964516,1663,5080.1,1552,5292,0,85,2561,764,579,1828,1843,549,1125,687,37,11738507.5804773,24,7,16,8,11,4349098.24699114,1559,2479,82320.2158258818,36,17,13,13,4,71,40,23,22,18,87,51,23,32,18,324,239,0,0,0,39,25,11,13,11,22,37,24,21,14,63,8,11,3,6,8,9,6,2,5,10,8,8,7,7,1,4,4,7,4,1,2,7,5,4,28,31,23,19,29,28,26,17,19,31,28,27,13,13,5,7,10,13,8,5,5,11,9,10,2021-07-22,2561,1,0.0331901600937134,0.00693774776750093,0.0144474814525576,0.00462146066173644,0.0161814691030745,9.18157309982299e-06,0.0042951971885982,0.00253279567614074,0.00599520837103389,5.61755072726738e-06,0.0189382399494371,0.000931135366225527
IN,IND,India,2021-07-23,769640812.498785,1640,4984,1304,5034,0,90,2600,796,510,1907,1857,538,1195,637,46,11561528.9320268,27,11,22,4,22,6359836.86855669,1313,2505,83183.5984848059,41,18,10,13,5,82,51,17,41,10,111,63,23,48,14,332,246,0,0,0,46,32,9,18,14,26,50,17,30,18,67,6,12,2,5,10,9,6,6,6,8,8,6,5,10,2,3,8,7,5,5,4,5,7,5,28,31,19,19,26,31,25,18,19,33,27,22,16,19,12,9,15,16,15,11,9,15,15,11,2021-07-23,2600,1,0.0346153846153846,0.00702661542158226,0.0176923076923077,0.00506730950613819,0.0150219800513048,8.59371420131767e-06,0.00846153846153846,0.00352079603107724,0.00826338308113919,6.39559808657131e-06,0.0157843616279696,0.000847008718975584
IN,IND,India,2021-07-24,750664956.838425,1793,5659,1589,5896.8,0,95,2807,835,631,1991,2038,575,1211,796,47,12228689.1484912,25,10,17,7,23,5468717.6542696,1595,2710,89991.0386801692,51,27,11,14,9,88,51,20,35,14,137,85,24,59,24,364,269,0,0,0,52,36,12,20,16,19,50,20,30,19,60,8,7,3,7,4,13,9,4,4,6,10,6,5,4,2,6,3,9,6,3,3,5,7,4,27,32,19,31,23,46,32,22,17,36,35,23,10,14,8,15,9,19,14,7,7,18,18,8,2021-07-24,2807,1,0.0338439615247595,0.00668946086437959,0.0167438546490916,0.0047466580048298,0.0162904755804704,9.05576908146505e-06,0.00819380121125757,0.00333490145754986,0.00728516444580307,6.08354823345446e-06,0.0177239870035135,0.000862076764261636
IN,IND,India,2021-07-25,759348204.153173,1819,4799,1382,5689.1,0,117,2829,821,611,2040,2032,586,1248,750,54,11860617.8949327,28,12,23,4,27,4795653.4421704,1393,2725,90489.1440603178,57,30,12,24,6,93,53,21,42,10,107,70,20,56,14,367,251,0,0,0,64,29,23,19,10,25,49,32,34,15,70,9,11,3,12,9,10,9,7,6,10,9,7,4,4,2,3,0,3,5,2,2,4,3,3,30,36,28,39,34,35,29,25,20,41,36,30,11,16,9,14,10,14,15,8,8,22,14,14,2021-07-25,2829,1,0.0413573700954401,0.00733730281939633,0.0190880169671262,0.00504228098576019,0.0156194718444876,8.8194659008532e-06,0.0095440084835631,0.003582734430704,0.00631548664491611,5.63449862385016e-06,0.0153941117961229,0.000802155163335928
IN,IND,India,2021-07-26,740368323.551719,1807,6068.12,1125,5700,0,100,2760,844,615,1935,2026,522,1200,792,49,10056137.928252,29,10,20,9,21,3256731.00948212,1132,2652,88065.0312102616,33,14,4,10,4,84,50,15,35,14,115,76,18,61,14,347,260,0,0,0,59,39,12,26,11,27,49,17,33,14,62,9,10,5,10,12,13,9,5,7,5,16,9,5,5,2,7,6,8,6,2,4,3,8,7,27,30,22,28,32,36,30,18,23,27,36,30,9,8,5,11,11,14,8,2,6,10,11,12,2021-07-26,2760,1,0.036231884057971,0.00697148482294429,0.0177536231884058,0.00492659959403961,0.0135826150422136,8.33769936007982e-06,0.00760869565217391,0.00324182921248284,0.00439879841679183,4.76687663224725e-06,0.0128541372715496,0.000743975229312509
IN,IND,India,2021-07-27,770220318.313538,1845,6277.7,1579,5980,0,100,2892,846,614,2088,2128,570,1257,831,41,10656478.6998629,23,10,15,6,21,6599763.04505037,1591,2792,92714.0147583146,44,24,9,16,4,96,55,26,32,20,113,69,28,41,25,365,282,0,0,0,60,45,7,29,13,25,57,20,37,15,61,9,9,4,9,11,8,6,3,9,8,13,9,7,7,3,8,10,6,5,3,6,7,11,4,29,33,21,28,32,32,26,16,22,31,35,23,12,11,6,15,15,12,7,5,10,14,16,6,2021-07-27,2892,1,0.0345781466113416,0.00665899003621087,0.0141770401106501,0.00430864978335738,0.0138356239721073,8.24925323251653e-06,0.00726141078838174,0.00309440320130851,0.00856866910431694,6.50921491825118e-06,0.017160296683812,0.000835947761873996
IN,IND,India,2021-07-28,774856741.292,1975,4820.8,1456,5970,0,95,3076,845,641,2248,2296,581,1395,878,45,12320121.2057245,25,13,18,6,17,5584776.17227309,1460,2996,99488.2479283347,44,18,13,11,5,78,40,26,28,11,106,63,25,48,13,351,279,0,0,0,50,39,7,23,13,23,56,19,35,17,64,4,5,2,6,5,7,4,3,3,8,5,3,4,4,2,3,4,6,3,1,2,6,3,2,26,29,15,24,29,30,28,18,18,40,28,19,13,13,4,8,13,16,14,3,8,18,10,6,2021-07-28,3076,1,0.0308842652795839,0.00611380221562585,0.014629388816645,0.00424294907614478,0.01589986967808,8.80752348993568e-06,0.00552665799739922,0.0026198884092754,0.00720749510801314,5.95605646286767e-06,0.0146751001289288,0.000747209638221342
