ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
PS,PSE,Palestine,2021-07-01,2021-06-30,59,4542403.2349235,99,290,139,585,0,4,137,62,42,80,70,58,15,55,2,84261.2893715136,1,1,0,1,2,84261.2893715136,139,131,5449.46146387745,0,0,0,0,0,8,3,5,0,3,9,3,5,1,2,16,7,0,0,0,2,1,1,0,1,1,2,2,0,2,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0.0291970802919708,0.0281918162732201,0.0145985401459854,0.0200839495772856,0.0185499360170592,0.000124082507313101,0.0145985401459854,0.0200839495772856,0.0185499360170592,0.000124082507313101,0.0255071076144646,0.00418592307761532
PS,PSE,Palestine,2021-07-02,2021-07-01,79,4453207.8782328,102,286,190,575,0,3,138,65,29,99,72,58,13,59,2,57692.2069090062,1,1,0,1,2,57692.2069090062,190,132,5491.06040634979,0,0,0,0,0,5,1,4,0,1,6,2,4,0,2,18,12,0,0,0,2,2,0,0,2,1,2,1,0,2,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,2,1,1,0,2,2,0,0,0,0,0,0,1,0,0,0,1,1,2,0.0217391304347826,0.024330832729013,0.0144927536231884,0.0199394839136082,0.0129552018424751,0.000105027282971891,0.0144927536231884,0.0199394839136082,0.0129552018424751,0.000105027282971891,0.0346016954722054,0.00483417019087711
PS,PSE,Palestine,2021-07-03,2021-07-02,79,4718023.30731724,122,378,132,636,0,7,158,75,38,106,87,62,24,63,2,61884.2362469891,1,1,1,0,1,33059.2398000063,132,150,6239.84137085204,2,2,0,1,1,6,2,4,1,1,11,7,4,2,5,22,17,0,0,0,5,3,2,0,3,3,4,2,1,3,5,0,0,0,2,1,1,1,1,1,1,2,1,0,0,0,1,1,1,1,1,1,1,2,1,1,0,1,3,1,3,1,3,2,2,3,2,1,0,1,2,1,2,1,2,2,2,3,2,2,0.0443037974683544,0.0320848456398617,0.0126582278481013,0.0174317005825738,0.0131165600964735,0.000102662292364356,0.00632911392405063,0.0123655172261724,0.00700701070059029,7.52675069838051e-05,0.0211543839265862,0.00357041425259744
PS,PSE,Palestine,2021-07-04,2021-07-03,70,4609570.56521216,116,330,264,608,0,10,149,66,49,86,84,58,30,54,4,91989.047125892,2,2,1,1,3,63164.0506789092,264,145,6031.84665849031,2,2,0,1,1,12,7,5,4,3,15,11,4,6,5,24,16,0,0,0,6,2,4,0,2,3,4,5,1,3,7,0,1,1,3,2,2,1,2,2,1,2,1,0,0,0,1,1,1,0,1,1,1,1,0,3,3,3,6,3,6,3,5,5,2,4,3,2,1,2,3,2,3,1,3,3,2,2,1,2,0.0671140939597315,0.0401768689580227,0.0268456375838926,0.0259527082849045,0.0199560991256152,0.000127666939843788,0.0201342281879195,0.0225530739355564,0.013702805887299,0.000106127151752729,0.0437676908825921,0.00516275443976899
PS,PSE,Palestine,2021-07-05,2021-07-04,78,4537814.6833722,118,268,357,621,0,7,148,70,53,86,72,69,23,48,5,122037.095250827,2,3,1,1,5,122037.095250827,358,146,6073.44560096265,3,1,2,0,1,15,9,6,4,5,16,11,5,5,6,19,12,0,0,0,2,0,2,0,0,1,2,5,0,2,6,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,4,3,2,3,3,3,2,1,1,2,1,2,1,1,1,1,1,0,0,2,0.0472972972972973,0.0341990541034302,0.0337837837837838,0.0291077434734052,0.0268933625028815,0.000148842680756789,0.0337837837837838,0.0291077434734052,0.0268933625028815,0.000148842680756789,0.0589451233321751,0.00592327550622584
PS,PSE,Palestine,2021-07-06,2021-07-05,76,4513151.44273082,121,386,169,590,0,5,154,81,48,99,80,67,21,56,3,88137.0847214839,2,1,1,1,2,58873.0445719178,170,150,6239.84137085204,5,2,3,0,2,11,6,5,2,4,14,8,6,3,5,13,9,0,0,0,0,0,0,0,0,0,2,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2,3,0,0,0,5,2,0,0,1,1,1,2,1,0,0,0,2,0,0,2,0.0324675324675325,0.0279927229678181,0.0194805194805195,0.0218281088481725,0.0195289446498507,0.000127662961088253,0.012987012987013,0.0178814940107662,0.0130447748804757,0.000104682758257401,0.0272442823296944,0.00403925153419726
PS,PSE,Palestine,2021-07-07,2021-07-06,75,4590190.82721847,126,443,189,594,0,4,151,71,41,102,87,60,27,58,3,158114.001235295,1,2,0,1,2,128849.961085729,189,148,6156.64348590735,3,1,2,0,1,6,2,4,1,1,8,3,5,2,1,14,11,0,0,0,2,1,1,1,0,1,2,2,1,1,3,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2,3,1,1,0,3,2,1,0,1,0,1,1,1,0,0,0,1,0,0,2,0.0264900662251656,0.0256136418814925,0.0198675496688742,0.0222573858716028,0.0344460627426917,0.000166836390125317,0.0132450331125828,0.0182343716434986,0.0280707199190254,0.000151104301981779,0.0306985454708599,0.00430888020243017
PS,PSE,Palestine,2021-07-08,2021-07-07,62,4400147.26961699,109,438,291,544,0,7,137,63,43,86,75,56,29,46,3,175427.961085729,1,2,0,1,2,128849.961085729,291,135,5615.85723376684,3,0,3,0,0,6,3,3,2,1,7,4,3,2,2,15,10,0,0,0,5,3,1,3,0,3,3,3,3,0,5,1,2,2,2,1,3,2,2,1,1,2,2,0,1,1,1,0,1,1,1,1,0,1,1,2,3,2,4,3,4,4,3,2,3,3,2,0,1,1,1,0,1,1,1,1,0,1,1,2,0.0510948905109489,0.0368712563883457,0.0218978102189781,0.0245064422603697,0.0398686567372549,0.000182808173871727,0.0145985401459854,0.0200839495772856,0.0292831019487547,0.000157532193253517,0.05181755658785,0.00579728273708404
PS,PSE,Palestine,2021-07-09,2021-07-08,84,3940461.77747817,106,334,270,544,0,8,146,69,50,88,84,54,33,51,1,46578,1,0,0,1,0,0,270,143,5948.64877354561,3,0,3,0,0,8,4,4,3,1,9,5,4,3,2,18,10,0,0,0,6,3,2,3,0,4,3,4,3,0,6,0,2,1,1,0,4,1,2,1,1,1,2,0,1,1,1,0,2,1,1,1,0,1,2,1,3,1,3,2,5,3,3,2,3,2,2,0,1,1,1,0,2,1,1,1,0,1,2,2,0.0547945205479452,0.036915040058923,0.00684931506849315,0.0133783578498663,0.0118204420269264,0.000106711032715108,0,0,0,0,0.0453884588380346,0.00528962623432775
PS,PSE,Palestine,2021-07-10,2021-07-09,69,4084674.24237694,111,251,122,573,0,9,153,74,48,96,92,54,29,63,5,239049.815224423,2,2,2,0,3,147034.222940315,122,148,6156.64348590735,5,1,3,1,0,7,2,4,2,0,12,4,6,3,1,20,13,0,0,0,4,1,3,1,0,2,2,5,1,1,7,0,1,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,3,2,3,3,7,1,4,1,4,3,2,0,0,0,0,0,2,0,1,0,0,0,1,2,0.0588235294117647,0.0372832227481666,0.0326797385620915,0.0281725919266557,0.0585235935694386,0.000227635289943097,0.0196078431372549,0.0219693496914309,0.0359965603657915,0.000180650501428434,0.0198159923145233,0.00348127079748354
