ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
PT,PRT,Portugal,2021-07-01,2021-07-01,1220,8102951.98901365,1050,1730.95,176.2,2951,0,6,1220,402,105,1074,847,353,412,415,6,32330.0925624225,1,5,0,1,3,22136.9549531515,176.2,1209,43895.6848064077,6,4,1,1,3,18,9,9,3,6,21,12,8,4,8,212,151,0,0,0,2,1,1,0,1,2,2,2,1,1,6,2,1,0,1,1,1,0,0,2,0,2,0,1,0,0,1,0,0,0,0,1,0,1,0,3,4,1,4,4,4,2,1,3,2,4,3,1,1,0,2,1,1,1,0,1,0,2,1,1,0.00491803278688525,0.0039254849221744,0.00491803278688525,0.0039254849221744,0.00398991535507764,4.34050406424299e-05,0.00245901639344262,0.00277916455028843,0.00273196175704432,3.59393084609901e-05,0.00401406199213183,0.000591501455626453
PT,PRT,Portugal,2021-07-02,2021-07-02,1137,7758928.1889925,966,1848,182,2690,0,8,1137,378,108,994,773,342,357,397,4,19126.9882913684,1,3,1,0,4,19126.9882913684,182,1120,40664.3233938599,11,5,5,1,4,28,13,14,5,7,35,17,16,6,10,197,133,0,0,0,6,0,6,0,0,6,1,7,0,1,8,2,4,1,5,5,3,2,1,3,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,6,6,4,2,2,4,6,6,3,0,1,1,1,0,1,0,1,1,1,1,0,1,0.00703605980650836,0.00485846813229281,0.00351802990325418,0.0034415362199577,0.00246515856642463,3.48926288875718e-05,0.00351802990325418,0.0034415362199577,0.00246515856642463,3.48926288875718e-05,0.0044756677305857,0.000648778089003779
PT,PRT,Portugal,2021-07-03,2021-07-03,1309,8009285.80889736,1120,2456,177,3093,0,14,1309,429,117,1155,900,392,422,463,8,50381.1926257345,1,6,0,1,6,41432.9652635539,178,1295,47018.1239241506,10,4,6,3,1,28,16,10,10,6,27,17,9,9,8,237,146,0,0,0,13,3,9,1,2,11,4,9,2,2,12,4,6,4,10,6,6,6,3,6,6,8,5,0,1,0,2,1,1,1,0,1,2,2,0,4,6,4,10,7,6,6,3,6,7,9,5,0,1,0,2,2,1,1,0,1,3,3,0,1,0.0106951871657754,0.00557233892115099,0.00611153552330023,0.00422203921676221,0.00629034770737824,5.47543055962036e-05,0.00458365164247517,0.00365920258649286,0.00517311608702074,4.96822280359597e-05,0.00378577418969649,0.000555097364557337
PT,PRT,Portugal,2021-07-04,2021-07-04,1327,8097855.04213326,1142,2503.5,164,3061,0,17,1327,418,118,1162,944,361,433,485,6,28346.1420549115,2,4,0,2,4,18171.1861079852,167,1319,47889.5022825904,12,3,9,0,3,26,13,13,6,7,26,14,11,6,8,241,156,0,0,0,15,1,14,0,1,6,1,16,0,1,8,1,2,2,3,3,3,3,0,1,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,5,4,4,3,1,2,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012810851544838,0.00605064698169594,0.00452147701582517,0.00360968031202592,0.00350045066346904,4.06783778141016e-05,0.00301431801055011,0.00294952189563314,0.00224395052929946,3.25898165457983e-05,0.00348719431274421,0.000527967810710885
PT,PRT,Portugal,2021-07-05,2021-07-05,1354,7966189.68918541,1145,2120.5,161,3073,0,13,1354,441,120,1185,934,386,467,447,7,40580.2989872195,3,4,1,1,6,36244.0195772023,161,1330,48288.8840302087,6,4,2,2,2,31,14,17,7,6,38,20,17,8,11,237,154,0,0,0,10,3,7,3,0,8,6,7,6,0,11,3,5,3,4,6,3,1,2,2,4,4,2,1,1,1,0,1,0,0,0,0,0,1,0,4,7,3,5,9,4,2,3,3,6,6,2,2,3,1,1,4,1,1,1,1,2,3,0,1,0.00960118168389956,0.00519405040148979,0.0051698670605613,0.00381990807940346,0.0050940663693095,4.94363136825932e-05,0.00443131462333826,0.00353786018533778,0.00454973092423418,4.67331881611588e-05,0.0033341006576023,0.000514148602640271
PT,PRT,Portugal,2021-07-06,2021-07-06,1303,8235296.05441634,1104,2496,242,3077,0,10,1303,435,115,1151,916,359,428,471,6,35729.0413328813,2,4,1,1,3,17898.7177904307,244,1285,46655.0496081339,9,5,4,2,3,22,9,13,3,6,28,13,15,5,8,245,164,0,0,0,7,2,5,1,1,7,4,6,3,1,10,3,5,3,6,6,6,5,5,3,4,4,4,1,2,1,2,2,2,1,1,1,2,1,1,3,7,3,7,8,6,5,5,3,6,5,4,1,3,1,3,3,2,1,1,1,3,2,1,1,0.00767459708365311,0.00473838920136993,0.00460475825019187,0.00367601335644902,0.00433852542723353,4.48885325310778e-05,0.00230237912509593,0.00260233840456412,0.00217341522055326,3.18058766354915e-05,0.00522987333738598,0.000654494070019785
PT,PRT,Portugal,2021-07-07,2021-07-07,1304,8046569.67336751,1119,2509.8,164,3101,0,13,1304,448,108,1165,935,350,417,495,8,41663.8760205494,3,5,1,2,5,24089.593147355,166,1293,46945.5090609472,10,6,4,2,3,30,19,11,5,13,38,27,11,9,18,237,146,0,0,0,11,5,6,2,2,10,6,7,2,3,12,1,8,1,5,6,5,4,2,3,4,7,2,0,3,0,2,3,1,0,0,2,3,2,0,2,10,2,6,7,7,5,3,3,6,9,2,0,4,0,3,3,2,0,1,2,4,3,0,1,0.00996932515337423,0.00539220632146858,0.00613496932515337,0.00423817805288935,0.00517784319428044,4.95895165916989e-05,0.00383435582822086,0.0033544496816118,0.0029937717717261,3.77486116307852e-05,0.00353601448403701,0.000536956230154218
PT,PRT,Portugal,2021-07-08,2021-07-08,1197,8057008.32038197,1023,2168.1,173,2861.4,0,12,1197,383,101,1058,863,311,365,474,7,96950.6983067851,1,6,0,1,4,22192.8516017629,174,1184,42987.9990163662,12,5,6,2,3,26,13,12,6,7,36,21,14,10,11,213,140,0,0,0,8,2,6,2,0,7,4,7,3,1,11,4,4,0,3,3,5,1,1,4,4,5,3,0,2,0,0,1,1,0,0,0,1,1,0,5,6,1,6,6,8,1,3,5,8,7,4,1,3,1,1,2,3,0,2,1,3,2,1,1,0.0100250626566416,0.0056436057023294,0.00584795321637427,0.0043194590999183,0.0120330890141353,7.52871659751747e-05,0.00334168755221387,0.00326931737761086,0.00275447793017927,3.61894415050184e-05,0.00404764129481243,0.000600198308483522
PT,PRT,Portugal,2021-07-09,2021-07-09,1175,7991668.28174,989,2086,152,2722,0,11,1175,378,103,1036,855,303,343,495,1,10607.5446529452,1,0,1,0,1,10607.5446529452,155,1165,42298.1578159347,10,4,4,1,3,24,15,7,7,8,25,16,6,7,9,231,151,0,0,0,11,3,7,1,2,8,3,7,1,2,8,0,4,0,3,5,3,0,0,0,3,2,1,0,1,0,1,1,0,0,0,0,1,0,0,0,4,0,3,5,3,0,0,0,3,2,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0.00936170212765957,0.00550635394134014,0.000851063829787234,0.00166734449343356,0.00132732544432333,2.52423427776191e-05,0.000851063829787234,0.00166734449343356,0.00132732544432333,2.52423427776191e-05,0.0036644621894528,0.000575831339378234
PT,PRT,Portugal,2021-07-10,2021-07-10,1285,8382241.96321385,1095,2283.2,206,3346,0,10,1285,404,100,1151,972,293,412,545,8,35919.3527515862,4,4,1,3,5,19478.7125652217,206,1278,46400.8975869223,11,6,5,5,1,25,15,10,7,8,30,18,12,9,8,241,174,0,0,0,9,4,5,3,1,7,4,6,3,1,8,4,6,0,6,4,5,3,0,3,2,5,3,2,2,0,2,0,2,1,0,1,1,2,1,5,7,1,7,5,6,4,1,3,3,6,4,2,2,0,2,0,2,1,0,1,1,2,1,1,0.00778210116731518,0.00480450325449825,0.00622568093385214,0.00430064744376754,0.00428517250029541,4.42200914374361e-05,0.00389105058365759,0.00340395167984759,0.0023238070018386,3.25958887546806e-05,0.00443956929096258,0.000604907728124883
