ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
BN,BRN,Brunei,2021-08-18,2021-06-12,3,6641294.22003225,54,362,51,313,0,15,100,38,10,81,50,33,26,21,3,90090.2768065617,1,2,0,1,3,90090.2768065617,52,94,1536.09756097561,4,2,2,1,1,5,3,2,2,1,8,4,4,3,1,23,16,0,0,0,4,2,1,1,1,4,5,6,3,2,14,0,1,1,1,1,3,0,2,1,1,2,0,0,0,1,1,0,2,0,2,1,0,1,0,3,6,5,9,4,10,3,9,3,2,8,3,0,1,2,4,0,4,1,5,2,0,2,2,51,0.15,0.0699847125905723,0.03,0.0334344809563718,0.0135651687490099,8.79768748063498e-05,0.03,0.0334344809563718,0.0135651687490099,8.79768748063498e-05,0.0338520165131788,0.00904383830830827
BN,BRN,Brunei,2021-08-19,2021-06-13,2,7072354.66171828,54,362,51,312,0,16,100,39,10,82,49,35,25,21,3,90090.2768065617,1,2,0,1,3,90090.2768065617,52,94,1536.09756097561,4,2,2,1,1,5,3,2,2,1,8,4,4,3,1,23,15,0,0,0,5,2,2,1,1,5,5,7,3,2,15,0,1,2,1,2,3,1,3,1,1,3,0,0,0,1,1,0,2,0,2,1,0,1,0,3,6,6,9,5,10,4,10,3,2,9,3,0,1,2,4,0,4,1,5,2,0,2,2,51,0.16,0.0718534665483364,0.03,0.0334344809563718,0.01273837089848,8.26492942268816e-05,0.03,0.0334344809563718,0.01273837089848,8.26492942268816e-05,0.0338520165131788,0.00904383830830827
BN,BRN,Brunei,2021-08-20,2021-06-14,1,7112763.77180579,54,364,51,312,0,16,100,40,11,82,49,36,25,21,3,90090.2768065617,1,2,0,1,3,90090.2768065617,52,94,1536.09756097561,4,2,2,1,1,5,3,2,2,1,8,4,4,3,1,23,15,0,0,0,5,2,2,1,1,5,5,7,3,2,15,0,1,2,1,2,3,1,3,1,1,3,0,0,0,1,1,0,2,0,2,1,0,1,0,3,6,6,9,5,10,4,10,3,2,9,3,0,1,2,4,0,4,1,5,2,0,2,2,51,0.16,0.0718534665483364,0.03,0.0334344809563718,0.012666001528642,8.21827581282616e-05,0.03,0.0334344809563718,0.012666001528642,8.21827581282616e-05,0.0338520165131788,0.00904383830830827
BN,BRN,Brunei,2021-08-21,2021-06-14,1,7274625.45109613,55,364,51,362,0,16,101,40,11,83,50,36,26,21,3,90090.2768065617,1,2,0,1,3,90090.2768065617,52,95,1552.43902439024,4,2,2,1,1,5,3,2,2,1,8,4,4,3,1,23,15,0,0,0,5,2,2,1,1,5,5,7,3,2,15,0,1,2,1,2,3,1,3,1,1,3,0,0,0,1,1,0,2,0,2,1,0,1,0,3,6,6,9,5,10,4,10,3,2,9,3,0,1,2,4,0,4,1,5,2,0,2,2,52,0.158415841584158,0.0712090979836722,0.0297029702970297,0.0331085145091172,0.0123841807955882,8.03656446634853e-05,0.0297029702970297,0.0331085145091172,0.0123841807955882,8.03656446634853e-05,0.0334956794972506,0.0089502900876267
BN,BRN,Brunei,2021-08-22,2021-06-15,2,7507974.46153086,56,344,48,362,0,16,101,40,10,84,52,34,26,23,4,292276.316480079,2,2,0,2,3,90090.2768065617,49,95,1552.43902439024,4,3,1,1,2,5,3,2,2,1,8,5,3,3,2,23,16,0,0,0,5,3,1,1,2,5,6,6,3,3,15,1,1,3,2,3,3,2,3,1,1,2,1,1,0,2,2,1,3,1,2,1,1,1,1,4,6,7,10,6,10,5,10,3,2,8,4,1,1,3,5,1,5,2,5,2,1,2,3,52,0.158415841584158,0.0712090979836722,0.0396039603960396,0.0380348662281565,0.0389287840518951,0.000138356606731412,0.0297029702970297,0.0331085145091172,0.0119992785361969,7.7883040160567e-05,0.0315632364493323,0.00869695481278223
BN,BRN,Brunei,2021-08-23,2021-06-23,4,7445619.45948871,55,347,51,297,0,17,100,39,10,82,49,34,24,22,4,292276.316480079,2,2,0,2,3,90090.2768065617,52,93,1519.75609756098,4,3,1,1,2,4,2,2,1,1,7,4,3,2,2,23,15,0,0,0,5,3,1,1,2,5,5,7,2,3,16,1,1,3,2,3,3,2,3,1,1,2,1,1,0,2,2,1,3,1,2,1,1,1,1,4,6,8,10,7,10,5,10,5,2,9,4,1,0,3,4,1,4,1,4,2,1,2,2,49,0.17,0.0736226758274882,0.04,0.0384072934108425,0.0392548018429281,0.000139491639584742,0.03,0.0334344809563718,0.0120997691725637,7.85312950073271e-05,0.0342160166907399,0.00913936174905242
BN,BRN,Brunei,2021-08-24,2021-06-26,4,7553845.92341283,54,343,51,290,0,17,100,36,10,83,51,34,25,23,4,292276.316480079,2,2,0,2,3,90090.2768065617,52,94,1536.09756097561,4,3,1,1,2,4,2,2,1,1,7,4,3,2,2,23,16,0,0,0,5,4,1,2,2,4,6,7,3,3,15,1,0,3,2,2,3,2,3,1,1,2,1,1,0,2,2,1,3,1,2,1,1,1,1,4,5,8,10,6,10,5,10,5,2,9,4,1,0,3,4,1,4,1,4,2,1,2,2,47,0.17,0.0736226758274882,0.04,0.0384072934108425,0.0386923852357354,0.000137533334533087,0.03,0.0334344809563718,0.011926411753691,7.74129423588171e-05,0.0338520165131788,0.00904383830830827
BN,BRN,Brunei,2021-08-25,2021-06-27,2,7610585.81508268,55,337,54,291,0,16,100,35,10,84,51,35,25,23,4,292276.316480079,2,2,0,2,3,90090.2768065617,55,94,1536.09756097561,4,3,1,1,2,4,2,2,1,1,7,4,3,2,2,24,17,0,0,0,5,4,1,2,2,4,6,7,3,3,14,1,0,3,2,2,3,2,3,1,1,2,1,1,0,2,2,1,3,1,2,1,1,1,1,4,4,8,10,6,10,4,9,5,2,9,4,1,0,3,4,1,4,1,4,2,1,2,2,47,0.16,0.0718534665483364,0.04,0.0384072934108425,0.0384039183817946,0.000136528449726187,0.03,0.0334344809563718,0.0118374956929098,7.68392557409947e-05,0.0358050174658622,0.0092916548660912
BN,BRN,Brunei,2021-08-26,2021-06-27,1,7621522.04254201,55,337,55,291,0,16,101,35,10,85,52,35,25,24,4,292276.316480079,2,2,0,2,3,90090.2768065617,56,95,1552.43902439024,4,3,1,1,2,4,2,2,1,1,7,4,3,2,2,24,17,0,0,0,5,4,1,2,2,4,6,7,3,3,14,1,0,3,2,2,3,2,3,1,1,2,1,1,0,2,2,1,3,1,2,1,1,1,1,4,4,8,10,6,10,4,9,5,2,9,4,1,0,3,4,1,4,1,4,2,1,2,2,48,0.158415841584158,0.0712090979836722,0.0396039603960396,0.0380348662281565,0.0383488120678053,0.000136336449521733,0.0297029702970297,0.0331085145091172,0.0118205099065113,7.67296574841677e-05,0.0360722702278083,0.00927576613054751
BN,BRN,Brunei,2021-08-27,2021-06-27,1,7751263.11787373,56,337,55,301,0,16,102,35,10,86,52,35,25,24,4,292276.316480079,2,2,0,2,3,90090.2768065617,56,96,1568.78048780488,4,3,1,1,2,4,2,2,1,1,7,4,3,2,2,24,17,0,0,0,5,4,1,2,2,4,6,7,3,3,14,1,0,3,2,2,3,2,3,1,1,2,1,1,0,2,2,1,3,1,2,1,1,1,1,4,4,8,10,6,10,4,9,5,2,9,4,1,0,3,4,1,4,1,4,2,1,2,2,49,0.156862745098039,0.0705760016076312,0.0392156862745098,0.0376695877073438,0.0377069275078684,0.000134099174388648,0.0294117647058824,0.032788840416564,0.0116226575509766,7.54529046085484e-05,0.0356965174129353,0.00918093247308914
