ISO2,ISO_3,country_agg,date,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,first_date,day_count,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
IE,IRL,Ireland,2021-07-14,3151568.93554252,306,1379.12,54,915,0,3,363,135,26,329,311,46,67,241,5,35871.2404967772,3,1,0,3,4,33268.875640361,54,359,9773.92116797017,4,1,2,0,1,14,9,4,2,7,16,12,4,2,10,22,17,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,2,1,2,0,3,1,3,0,1,1,1,1,1,0,0,0,1,0,1,2021-07-14,363,1,0.00826446280991736,0.00931322362591377,0.0137741046831956,0.0119898753742109,0.0113820262956115,0.000117113976894089,0.0110192837465565,0.0107390378588197,0.0105562900005657,0.000112832935689419,0.00552490643949143,0.00146951185644346
IE,IRL,Ireland,2021-07-15,3247554.1481933,312,1139,59,958,0,2,373,134,23,336,316,46,55,258,1,4038.7906059525,1,0,0,1,1,4038.7906059525,60,364,9910.04820373577,7,4,2,2,2,11,9,2,3,6,15,13,1,6,7,27,20,0,0,0,1,1,0,0,1,1,2,0,0,2,2,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2021-07-15,373,1,0.00536193029490617,0.00741117035098013,0.00268096514745308,0.00524754671229462,0.00124364072826911,3.83307341590519e-05,0.00268096514745308,0.00524754671229462,0.00124364072826911,3.83307341590519e-05,0.00605446096391155,0.00152731720377266
IE,IRL,Ireland,2021-07-16,3469041.49204093,333,1178,121,1140,0,5,394,140,37,345,345,43,60,275,3,31546.7720624702,3,0,2,1,2,12109.7051104382,121,387,10536.2325682575,6,4,2,4,0,17,13,3,6,7,17,13,3,6,7,44,39,0,0,0,5,4,1,3,1,4,4,1,3,1,4,2,4,2,4,4,4,3,1,2,3,3,2,2,3,2,3,3,3,3,1,2,2,2,2,2,4,2,4,4,4,3,1,2,3,3,2,2,3,2,3,3,3,3,1,2,2,2,2,2021-07-16,394,1,0.0126903553299492,0.0110525773034689,0.00761421319796954,0.00858326980625217,0.00909380073281003,9.98923737308574e-05,0.0050761421319797,0.00701716663312829,0.00349079281358313,6.20648969034496e-05,0.0114841808223308,0.00203445102541621
IE,IRL,Ireland,2021-07-17,3452550.36294606,303,1199,35,999,0,3,353,125,37,305,303,44,57,239,1,20465.8010419745,0,1,0,0,1,20465.8010419745,35,351,9556.11791074521,2,2,0,0,2,15,13,2,2,11,18,16,2,4,12,41,33,0,0,0,2,1,1,0,1,2,2,1,0,2,3,0,2,1,2,1,1,2,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,2,1,3,2,2,3,2,0,2,2,0,0,1,0,2,2,1,2,1,0,2,1,0,2021-07-17,353,1,0.0084985835694051,0.0095759238207451,0.0028328611898017,0.00554443587162508,0.00592773425164784,8.0971357648363e-05,0.0028328611898017,0.00554443587162508,0.00592773425164784,8.0971357648363e-05,0.00366257515100822,0.00121116645891072
IE,IRL,Ireland,2021-07-18,3398026.42729012,372,1197,59,1218,0,1,441,158,35,393,373,60,60,307,4,26556.4057783847,2,1,1,1,3,12299.0173051993,60,436,11870.2775187604,6,4,1,0,4,14,9,4,3,5,19,13,5,3,9,43,36,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-18,441,1,0.00226757369614512,0.00443932095687385,0.0090702947845805,0.00884832204632704,0.00781524403845294,9.36272487901435e-05,0.00680272108843537,0.00767163425065989,0.00361945899137917,6.38512147216703e-05,0.00505464172216469,0.00127574084011874
IE,IRL,Ireland,2021-07-19,3340887.30718407,333,1183,54,1042.1,0,1,384,126,30,344,328,50,59,263,3,20407.9154966028,3,0,0,3,2,10844.9055720379,56,377,10263.9784967263,3,2,1,0,2,9,7,2,0,7,10,9,1,1,8,31,24,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,2021-07-19,384,1,0.00260416666666667,0.00509742261576271,0.0078125,0.0088059125788982,0.00610853154271881,8.35516574261064e-05,0.00520833333333333,0.00719942702160537,0.00324611535046919,6.09948433697828e-05,0.00545597401805363,0.00142507715314414
IE,IRL,Ireland,2021-07-20,3245348.97619098,323,1178,70,975,0,5,370,129,24,339,313,53,49,256,4,35294.5319046211,1,2,0,1,4,35294.5319046211,70,366,9964.49901804201,1,0,0,0,0,10,7,2,1,6,10,7,2,1,6,40,34,0,0,0,2,1,1,0,1,2,2,2,0,2,5,0,0,0,2,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,3,3,2,5,3,4,2,1,2,2,3,3,1,1,1,2,2,1,1,0,0,1,1,0,2021-07-20,370,1,0.0135135135135135,0.0117645938697114,0.0108108108108108,0.0105369772717882,0.0108754196123604,0.000112840732744439,0.0108108108108108,0.0105369772717882,0.0108754196123604,0.000112840732744439,0.00702493922406495,0.00163987525591582
IE,IRL,Ireland,2021-07-21,3289454.11847135,345,1053,125,1005,0,2,397,133,26,359,343,45,56,277,2,14249.7568519244,1,1,0,1,2,14249.7568519244,126,389,10590.6833825638,3,2,1,1,0,15,10,5,2,8,19,16,3,6,9,38,32,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,1,1,2,2,1,0,0,0,1,0,1,1,1,0,1,1,0,2021-07-21,397,1,0.00503778337531486,0.00696427443307319,0.00503778337531486,0.00696427443307319,0.00433195184936837,7.0971710115383e-05,0.00503778337531486,0.00696427443307319,0.00433195184936837,7.0971710115383e-05,0.0118972492565912,0.00206495424523257
IE,IRL,Ireland,2021-07-22,3407549.21031117,339,1239,83,1094,0,3,382,130,30,345,325,50,63,257,2,16823.2405842859,0,2,0,0,2,16823.2405842859,83,377,10263.9784967263,1,1,0,1,0,12,9,3,2,6,12,10,2,3,6,30,24,0,0,0,2,0,2,0,0,2,0,3,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-22,382,1,0.00785340314136126,0.0088518343682162,0.00523560209424084,0.00723702116584896,0.00493704992825316,7.44193822218512e-05,0.00523560209424084,0.00723702116584896,0.00493704992825316,7.44193822218512e-05,0.0080865329196152,0.00173263984304554
IE,IRL,Ireland,2021-07-23,3282249.48651058,319,1032,31,1185,0,6,366,127,39,309,322,35,72,245,0,0,0,0,0,0,0,0,31,356,9692.24494651081,1,0,1,0,0,10,8,2,1,7,10,8,2,1,7,45,41,0,0,0,5,3,2,0,3,3,3,3,0,3,4,1,1,1,3,2,1,3,0,0,1,2,1,1,1,1,2,2,1,2,0,0,0,2,1,1,2,1,4,2,2,3,1,0,2,2,2,1,1,1,2,2,1,2,0,0,0,2,1,2021-07-23,366,1,0.0163934426229508,0.0130092823170794,0,0,0,0,0,0,0,0,0.00319843340434354,0.00112411026222208
IE,IRL,Ireland,2021-07-24,3359278.87620758,329,859,58,970,0,6,373,124,25,338,326,41,45,277,4,40525.4432373574,2,2,1,1,2,28295.2761274511,59,368,10018.9498323483,4,1,3,0,1,13,8,4,1,7,15,8,6,1,7,40,32,0,0,0,5,2,3,1,1,5,2,4,1,1,6,1,3,2,4,3,3,1,4,0,3,3,0,1,2,1,2,1,2,1,2,0,0,1,0,2,4,2,4,4,4,1,4,0,4,4,1,1,2,1,2,1,2,1,2,0,0,1,0,2021-07-24,373,1,0.0160857908847185,0.0127671364692152,0.0107238605898123,0.0104526888332988,0.012063732941133,0.00011674287465177,0.00536193029490617,0.00741117035098013,0.00842302088339708,9.77287216445776e-05,0.00588884074551469,0.00149819853936936
IE,IRL,Ireland,2021-07-25,3414872.86191632,349,1036,52,1154,0,3,405,139,32,366,363,36,66,293,3,24759.1178966209,2,1,0,2,3,24759.1178966209,52,396,10781.2612326356,3,2,1,1,1,12,8,4,2,6,13,9,4,3,6,38,34,0,0,0,1,0,1,0,0,1,2,1,0,2,3,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,1,0,2,2,0,1,1,1,2,2,1,1,1,0,1,1,0,2021-07-25,405,1,0.00740740740740741,0.008351013968176,0.00740740740740741,0.008351013968176,0.00725037765614701,8.99831103671897e-05,0.00740740740740741,0.008351013968176,0.00725037765614701,8.99831103671897e-05,0.00482318338067836,0.00130776683285068
IE,IRL,Ireland,2021-07-26,3252859.95552575,325,857,37,1119,0,2,369,141,32,325,329,30,65,263,1,10724.2446829023,1,0,0,1,1,10724.2446829023,37,359,9773.92116797017,2,1,1,0,1,9,7,2,2,5,11,9,2,2,7,27,21,0,0,0,2,1,1,0,1,2,1,1,0,1,2,0,2,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2021-07-26,369,1,0.00542005420054201,0.00749128934622549,0.002710027100271,0.00530435340117501,0.00329686639742503,6.22943980845482e-05,0.002710027100271,0.00530435340117501,0.00329686639742503,6.22943980845482e-05,0.00378558404187376,0.00121746513264332
IE,IRL,Ireland,2021-07-27,3329618.7635563,323,1178,171,1114,0,9,370,148,29,330,319,41,64,253,0,0,0,0,0,0,0,0,171,366,9964.49901804201,7,4,3,1,2,14,10,3,1,8,12,9,2,1,7,23,18,0,0,0,4,2,2,2,0,3,5,4,2,2,8,0,2,1,2,2,1,2,1,0,1,3,1,0,1,1,2,1,1,1,1,0,1,2,1,0,7,2,5,4,5,3,2,0,6,7,1,0,4,2,4,2,3,1,2,0,4,4,1,2021-07-27,370,1,0.0243243243243243,0.0156971338160064,0,0,0,0,0,0,0,0,0.0171609229616444,0.00254995129438055
IE,IRL,Ireland,2021-07-28,3311900.28130766,324,874,106,1022,0,4,376,125,30,335,332,35,52,276,2,13258.9016858781,2,0,0,2,1,8078.88814619274,106,368,10018.9498323483,6,2,2,0,2,12,7,3,0,6,12,6,4,1,4,45,38,0,0,0,3,2,1,0,1,3,2,1,0,1,4,1,3,1,2,3,2,1,1,2,2,2,1,1,2,1,1,2,1,1,0,1,1,1,1,1,4,1,3,4,3,2,2,3,3,3,2,1,2,1,1,2,1,1,0,1,1,1,1,2021-07-28,376,1,0.0106382978723404,0.0103697381316804,0.00531914893617021,0.00735219678383995,0.00400341210775919,6.80069878269744e-05,0.00265957446808511,0.00520573381438935,0.00243935126663986,5.31271221390249e-05,0.0105799511699078,0.00200340694440063
IE,IRL,Ireland,2021-07-29,3306931.60379234,326,1045,49,1104,0,5,374,133,36,327,334,33,58,272,6,54730.5585391248,5,0,4,1,4,29869.3247743086,49,371,10100.6260538076,4,2,0,2,0,11,10,1,4,6,13,10,1,4,6,32,27,0,0,0,3,3,0,1,2,3,5,0,3,2,5,1,3,1,3,3,2,2,1,1,0,3,3,1,3,1,3,3,2,2,1,1,0,3,3,2,5,2,5,5,4,3,1,3,2,5,5,2,5,2,5,5,4,3,1,3,2,5,5,2021-07-29,374,1,0.0133689839572193,0.0116396218997526,0.0160427807486631,0.0127332780383593,0.0165502541620034,0.000137503548103582,0.0106951871657754,0.0104248915429663,0.00903233823767473,0.000101968333631254,0.00485118444529768,0.00135500798137072
