ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
AF,AFG,Afghanistan,1,2021-01-01,2020-12-27,100,8,358249.772485258,5,232812.062801132,375,91,12,7,5191227.39364545,94,11,75,14,25,63,12,16,70,14,26,63,11,20,66,14,22,67,11,20,66,14,16,72,12,8,77,15,10,76,14,19,65,16,20,65,15,36,64,0,22,13,65,29,69,2,12,17,71,7,4,1,88,65,30,5,68,22,10,45,43,12,53,35,12,46,41,13,40,47,13,63,36,1,25,16,10,11,38,26,67,7,34,19,14,13,12,8,0,31,22,19,26,2,7,12,19,27,35,0,7,14,17,26,32,4,33,27,12,26,2,24,23,17,32,4,89,9,0,2,0,100,0,0,0,0,0,0,0,62,10,20,8,12.2645136485967,15.2782377954827,51.440329218107,99.5311014374589,5.69727891156463,13.0489604087427,0.08,0.0531724899927667,0.0690106106551583,0.000218043610835741,0.05,0.042716424707947,0.0448472095609058,0.000178039842721856,0.0580405509982975,0.00570138130502649
AF,AFG,Afghanistan,2,2021-01-01,2020-12-29,100,7,384118.440469316,4,268073.056848838,180,92,9,2,4815323.92882428,99,9,86,5,12,85,3,4,89,7,13,82,5,21,73,6,18,78,4,13,81,6,4,89,7,6,88,6,8,87,5,10,83,7,14,79,7,36,64,0,21,15,64,27,72,1,9,18,73,2,6,1,91,65,33,2,67,30,3,44,51,5,51,45,4,44,53,3,44,51,5,55,45,0,20,15,10,10,45,25,72,3,28,23,13,7,22,6,1,39,15,20,26,0,2,7,16,21,52,2,5,8,24,18,43,2,37,24,16,19,4,14,26,23,32,5,86,9,0,3,2,0,100,0,0,0,0,0,0,53,20,24,3,20.7901234567901,36.4014144702283,22.9591836734694,24.694439752975,4.02469135802469,3.08288325618276,0.07,0.0500078962992033,0.0797700105220342,0.000241993306206996,0.04,0.0384072934108425,0.0556708252261426,0.000204791001746076,0.0275566442131047,0.00396981551003011
AF,AFG,Afghanistan,3,2021-01-01,2020-12-25,100,6,441816.438589408,1,38365.9733628682,259,91,9,1,3975879.50177729,99,9,84,7,20,75,5,8,87,5,10,84,6,14,81,5,16,80,4,14,80,6,6,87,7,3,90,7,6,88,6,8,85,7,17,80,3,38,62,0,21,17,62,26,71,3,9,16,75,1,8,0,91,63,32,5,68,25,7,41,49,10,56,35,9,39,53,8,39,54,7,58,41,1,18,14,7,19,42,21,77,2,32,25,16,4,19,3,1,28,20,17,34,1,6,7,16,24,44,3,7,9,19,16,49,0,24,29,23,24,0,9,21,24,45,1,82,14,2,1,1,0,0,100,0,0,0,0,0,66,21,10,3,25.7977285018929,38.9667138537124,30.7966706302021,65.425986711077,7.11111111111111,14.6866281140351,0.06,0.046546565661405,0.11112420242915,0.0003089273459558,0.01,0.0195013954179879,0.00964968212585868,9.60909330680277e-05,0.0400866738894908,0.0047831526636744
AF,AFG,Afghanistan,4,2021-01-01,2020-12-15,100,2,52303.2882967444,1,6493.626502095,229,93,6,3,6430826.66021303,96,6,87,7,9,83,8,6,87,7,17,76,7,12,81,7,18,76,6,9,83,8,10,82,8,4,87,9,4,87,9,5,87,8,11,82,7,31,68,1,18,13,69,25,74,1,6,18,76,3,3,0,94,64,32,4,68,25,7,36,53,11,45,48,7,41,50,9,26,65,9,58,42,0,21,13,5,18,43,24,75,1,36,29,12,6,13,4,0,33,20,20,27,0,6,5,16,17,56,0,3,7,17,22,51,0,24,28,18,27,3,9,15,27,49,0,81,12,4,3,0,0,0,0,100,0,0,0,0,50,21,23,6,23.6882716049383,44.9989521292415,36.48,85.7229646399765,5.75963718820862,12.2399444184308,0.02,0.0274394957835608,0.00813321382464565,6.94180577171875e-05,0.01,0.0195013954179879,0.00100976543844208,2.4547403511975e-05,0.0346812055126458,0.00441326408406126
AF,AFG,Afghanistan,5,2021-01-01,2020-12-02,100,3,232814.168620436,3,232814.168620436,81,95,11,0,5271749.25620489,89,4,88,8,14,80,6,6,87,7,10,80,10,7,86,7,13,80,7,7,84,9,8,83,9,6,86,8,3,92,5,6,85,9,13,78,9,19,80,1,8,11,81,21,76,3,11,10,79,0,10,1,89,37,57,6,48,45,7,25,65,10,37,55,8,22,70,8,20,73,7,39,59,2,18,7,5,8,62,15,84,1,59,16,12,3,6,4,0,49,13,19,18,1,4,2,13,15,64,2,3,4,17,21,54,1,30,29,17,20,4,10,19,19,51,1,60,35,1,0,4,0,0,0,0,100,0,0,0,46,23,14,17,27.1683673469388,60.5494126602545,36,43.1166744896637,6.08108108108108,15.9522041698087,0.03,0.0334344809563718,0.0441626028298695,0.000175384035311597,0.03,0.0334344809563718,0.0441626028298695,0.000175384035311597,0.012008895478132,0.00259947211863053
AF,AFG,Afghanistan,1,2021-01-02,2020-12-28,100,8,358249.772485258,5,232812.062801132,280,92,13,7,5271485.73277859,94,11,75,14,23,64,13,17,69,14,27,62,11,20,65,15,25,65,10,23,64,13,16,73,11,8,76,16,9,76,15,18,67,15,22,63,15,36,64,0,22,12,66,29,69,2,13,16,71,7,5,1,87,67,29,4,68,22,10,44,43,13,54,33,13,47,40,13,42,44,14,61,38,1,24,17,9,10,40,24,71,5,35,19,14,15,10,7,0,34,22,17,27,0,6,8,18,28,40,0,8,12,15,27,36,2,35,26,10,28,1,26,22,17,33,2,88,10,0,2,0,100,0,0,0,0,0,0,0,55,9,29,7,11.4644970414201,13.8934249348093,35.7142857142857,72.7328018753018,5.46241211465657,12.6098012298504,0.08,0.0531724899927667,0.0679599245157069,0.000214845029393323,0.05,0.042716424707947,0.0441644110603364,0.000175391843698477,0.0428658909981629,0.00491210144463429
AF,AFG,Afghanistan,2,2021-01-02,2020-12-30,100,6,181461.460774703,3,65416.0771542255,153,93,8,1,4835215.40292318,97,8,88,4,13,86,1,3,92,5,16,80,4,22,74,4,17,80,3,15,81,4,4,91,5,4,92,4,4,93,3,7,88,5,17,78,5,36,64,0,19,17,64,25,74,1,8,17,75,1,6,1,92,64,34,2,67,29,4,39,53,8,49,47,4,43,53,4,46,48,6,59,41,0,22,17,11,9,41,28,70,2,27,25,12,7,21,7,1,37,11,26,26,0,2,8,13,21,54,2,7,8,19,22,42,2,36,25,17,18,4,14,30,22,30,4,88,7,0,3,2,0,100,0,0,0,0,0,0,57,15,24,4,10.8940972222222,13.46894400447,18.192627824019,17.5319493285881,4.09680908599243,3.2681354896425,0.06,0.046546565661405,0.0375291368953281,0.000169401894015249,0.03,0.0334344809563718,0.0135290926469744,0.000102971408719007,0.0231712857791913,0.00362878901204325
AF,AFG,Afghanistan,3,2021-01-02,2020-12-25,100,6,474735.522421665,0,0,187,91,7,0,4034958.63949547,99,9,83,8,21,74,5,8,87,5,10,84,6,15,80,5,17,79,4,16,79,5,5,89,6,2,91,7,6,87,7,8,85,7,17,80,3,38,61,1,21,17,62,26,71,3,7,18,75,0,7,0,93,64,32,4,70,22,8,44,46,10,55,36,9,40,52,8,41,52,7,57,42,1,18,15,6,18,43,21,77,2,35,22,17,5,18,3,0,30,19,18,33,0,5,7,20,22,43,3,7,6,19,19,49,0,28,27,23,22,0,10,21,20,48,1,84,11,2,2,1,0,0,100,0,0,0,0,0,69,17,11,3,26.6439909297052,40.0908696808591,20.7777777777778,25.6065624570823,5.82466918714556,9.31081005651789,0.06,0.046546565661405,0.117655610586637,0.000314379292749006,0,0,0,0,0.0289428880978177,0.00408781788931839
AF,AFG,Afghanistan,4,2021-01-02,2020-12-16,100,3,98510.0309795808,1,6493.626502095,270,92,6,3,6167655.39393973,96,7,85,8,10,81,9,8,84,8,17,75,8,14,79,7,19,75,6,13,79,8,10,81,9,6,85,9,5,85,10,7,85,8,14,79,7,30,68,2,18,12,70,27,71,2,6,20,74,3,3,0,94,61,34,5,65,27,8,34,54,12,43,49,8,37,53,10,25,65,10,55,44,1,20,11,5,18,46,23,76,1,38,28,10,7,12,5,0,35,19,20,26,0,5,5,17,16,57,0,3,7,15,23,52,0,22,29,17,30,2,9,14,26,51,0,80,12,4,4,0,0,0,0,100,0,0,0,0,51,20,23,6,24.6530612244898,46.9071556946196,46.7013888888889,95.5847371637515,5.84467120181406,12.2298362336085,0.03,0.0334344809563718,0.0159720387550147,9.89400072989497e-05,0.01,0.0195013954179879,0.00105285170576741,2.55942789578624e-05,0.0413349663196571,0.00482744395694787
AF,AFG,Afghanistan,5,2021-01-02,2020-12-03,100,3,232814.168620436,3,232814.168620436,84,95,12,0,5256661.35143383,89,4,88,8,16,78,6,7,86,7,11,79,10,9,84,7,15,78,7,8,83,9,8,83,9,7,85,8,3,92,5,6,84,10,14,77,9,20,79,1,8,12,80,22,75,3,12,10,78,0,11,1,88,37,57,6,48,45,7,24,66,10,38,54,8,22,70,8,20,73,7,38,60,2,18,7,5,7,63,15,84,1,59,16,12,3,6,4,0,47,14,20,18,1,4,2,14,15,63,2,3,4,17,22,53,1,31,28,17,20,4,10,19,18,52,1,58,36,1,1,4,0,0,0,0,100,0,0,0,47,22,14,17,24.3333333333333,54.6752866767069,32.8125,39.230887066188,6.06281957633309,15.9553296068795,0.03,0.0334344809563718,0.0442893603098349,0.000175875767462348,0.03,0.0334344809563718,0.0442893603098349,0.000175875767462348,0.0124536693847294,0.0026465769141522
