ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,E7,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C0a_7.NA,I6_1.NA,I6_2.NA,I6_3.NA,I6_4.NA,I6_5.NA,I6_6.NA,I6_7.NA,I6_8.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D10.1,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,D5.1,D5.2,D5.3,D5.4,D5.NA,days_aggregated,p_infected,p_infected_CI,p_rf,p_rf_CI,p_rf_symp,p_rf_symp_CI,p_XGB,p_XGB_CI,p_XGB_symp,p_XGB_symp_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
CA,CAN,Canada,2020-04-23,2020-04-23,1849,28890062.0382725,1739,8808.5,280,4358,0,0,3,5,9,9,1849,850,0,0,0,0,0,0,12,203700.102075948,0,0,0,0,8,150734.640232696,284,1836,48638.8052250685,11,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,1,1,0,2,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,3,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,419,1381,49,829,973,47,102,1699,48,372,1429,48,12,1790,47,59,1743,47,1849,1849,1849,1849,1849,1849,1849,1849,1849,26,78,225,396,1027,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1849,36,117,259,451,889,97,64,184,380,1126,95,0,0,0,0,1849,1,,,0.00162249864791779,0.0018345062681168,0.00270416441319632,0.00236705410428263,0.00486749594375338,0.00317229006074282,0.00486749594375338,0.00317229006074282,0.00648999459167117,0.00366005764482688,0.00705087105060878,3.0511161414139e-05,0.00432666306111412,0.00299167637610849,0.00521752566792721,2.62706134175465e-05,0.00583895921550364,0.000677099873646327
CA,CAN,Canada,2020-04-24,2020-04-24,1888,29716525.2034479,1777,9852.5,306,4503,0,0,1,1,9,9,1888,918,0,0,0,0,0,0,9,86208.8682020909,0,0,0,0,8,75738.6101446521,313,1877,49724.9659081991,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,1398,41,845,998,45,128,1719,41,360,1487,41,8,1839,41,49,1795,44,1888,1888,1888,1888,1888,1888,1888,1888,1888,25,65,208,402,1076,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1888,28,105,284,435,924,112,61,143,379,1201,104,0,0,0,0,1888,1,,,0.000529661016949153,0.00103784155589618,0.000529661016949153,0.00103784155589618,0.00476694915254237,0.00310691771134599,0.00476694915254237,0.00310691771134599,0.00476694915254237,0.00310691771134599,0.00290104134355817,1.9337270336011e-05,0.00423728813559322,0.00293000947119882,0.00254870344450179,1.8128195698873e-05,0.00629462472790534,0.000695143690595886
CA,CAN,Canada,2020-04-25,2020-04-25,2013,28875208.3628106,1867,9365.5,437,4952,0,0,1,2,11,11,2013,977,0,0,0,0,0,0,12,111278.282402558,0,0,0,0,10,93339.5336045521,445,2001,53009.9396815697,15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,526,1436,51,1006,958,49,144,1818,51,460,1499,54,17,1943,53,64,1898,51,2013,2013,2013,2013,2013,2013,2013,2013,2013,31,76,258,385,1124,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,37,104,306,466,960,140,54,164,409,1256,130,0,0,0,0,2013,1,,,0.000496770988574267,0.000973411374784705,0.000993541977148534,0.00137626942518046,0.00546448087431694,0.00322040734011944,0.00546448087431694,0.00322040734011944,0.00596125186289121,0.00336276559963401,0.00385376552107852,2.25990258998251e-05,0.00496770988574267,0.00307130469280963,0.00323251463441446,2.07039261035271e-05,0.0083946520722927,0.000776676592592215
CA,CAN,Canada,2020-04-26,2020-04-26,2021,29206271.419301,1888,10707.75,448,5013,0,0,4,4,10,9,2021,971,0,0,0,0,0,0,17,237155.302349104,0,0,0,0,11,145873.461039957,453,2004,53089.4148535061,22,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,421,1562,38,954,1031,36,154,1828,39,520,1464,37,12,1972,37,64,1920,37,2021,2021,2021,2021,2021,2021,2021,2021,2021,20,75,247,407,1146,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,22,103,275,508,986,127,55,160,379,1313,114,0,0,0,0,2021,1,,,0.00197921820880752,0.00193767780867264,0.00197921820880752,0.00193767780867264,0.0049480455220188,0.00305917735657079,0.00445324096981692,0.00290291195320319,0.00841167738743197,0.00398173121692057,0.00812001295695622,3.25475241221211e-05,0.00544285007422068,0.00320769444497252,0.00499459376192594,2.5566591830828e-05,0.00853277440050902,0.00078239926659493
CA,CAN,Canada,2020-04-27,2020-04-27,2028,29307718.0193771,1869,9638.5,274,4874,0,0,2,2,6,6,2028,935,0,0,0,0,0,0,7,94164.14857958,0,0,0,0,5,64810.4261782291,279,2018,53460.2989892092,20,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,403,1575,50,876,1104,48,105,1872,51,471,1511,46,12,1967,49,65,1913,50,2028,2028,2028,2028,2028,2028,2028,2028,2028,14,69,253,401,1132,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,26,106,274,504,962,156,56,159,389,1277,147,0,0,0,0,2028,1,,,0.000986193293885602,0.0013660949420616,0.000986193293885602,0.0013660949420616,0.0029585798816568,0.00236380891287289,0.0029585798816568,0.00236380891287289,0.00345167652859961,0.00255257400296703,0.00321294713281063,2.04884956928314e-05,0.002465483234714,0.00215838596631019,0.00221137743086579,1.7006220236704e-05,0.0052188260311884,0.00061077687865993
CA,CAN,Canada,2020-04-28,2020-04-28,2059,29253171.0853914,1923,10216.5,310,4981,0,0,2,4,13,12,2059,948,0,0,0,0,0,0,12,179820.395094528,0,0,0,0,8,104819.870872387,321,2040,54043.1169167427,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,1500,43,935,1081,43,119,1896,44,502,1515,42,12,2003,44,68,1950,41,2059,2059,2059,2059,2059,2059,2059,2059,2059,32,64,258,403,1171,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2059,43,109,266,513,996,132,53,159,419,1305,123,0,0,0,0,2059,1,,,0.000971345313258863,0.00134553721731518,0.00194269062651773,0.00190195168255056,0.00631374453618261,0.00342127561462921,0.00582807187955318,0.00328785847703742,0.00582807187955318,0.00328785847703742,0.00614703939513511,2.83240714703581e-05,0.00388538125303545,0.00268714681234561,0.00358319686321914,2.16529698626606e-05,0.00593970182168663,0.000647838244816217
CA,CAN,Canada,2020-04-29,2020-04-29,2135,28913254.6652037,1997,9758.35,334,5157,0,0,0,4,7,7,2135,1010,0,0,0,0,0,0,9,117487.195756123,0,0,0,0,7,93061.7188125293,339,2121,56188.9465590252,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,1585,54,996,1092,47,167,1911,57,522,1565,48,15,2065,55,86,1998,51,2135,2135,2135,2135,2135,2135,2135,2135,2135,26,90,251,430,1197,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2135,46,119,294,508,1029,139,57,180,423,1347,128,0,0,0,0,2135,1,,,0,0,0.00187353629976581,0.00183431109314268,0.00327868852459016,0.00242485684118853,0.00327868852459016,0.00242485684118853,0.00421545667447307,0.00274823683857763,0.00406343724068931,2.31879426075469e-05,0.00327868852459016,0.00242485684118853,0.00321865247929098,2.06460319750546e-05,0.00603321508517496,0.000640299239736506
CA,CAN,Canada,2020-04-30,2020-04-30,1844,28851369.1892665,1713,8793.25,219,4438,0,0,5,5,6,8,1844,878,0,0,0,0,0,0,10,252231.882822705,0,0,0,0,9,214765.675063367,224,1833,48559.3300531321,20,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,3,0,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,2,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,434,1357,53,850,947,47,154,1641,49,454,1343,47,17,1778,49,76,1719,49,1844,1844,1844,1844,1844,1844,1844,1844,1844,20,79,223,378,1022,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1844,47,92,251,457,876,121,46,168,356,1157,117,0,0,0,0,1844,1,,,0.0027114967462039,0.00237346363862935,0.0027114967462039,0.00237346363862935,0.00325379609544469,0.00259929214677019,0.00433839479392625,0.0029997706239942,0.00542299349240781,0.00335201830509288,0.00874245798069582,3.39683855417157e-05,0.00488069414316703,0.00318087062115554,0.00744386422892073,3.13647361023326e-05,0.00461291372337523,0.000602691983451428
CA,CAN,Canada,2020-05-01,2020-05-01,1685,29797216.7920675,1568,8981,265,3932,0,0,3,3,10,8,1685,817,0,0,0,0,0,0,9,172721.138747303,0,0,0,0,7,133917.994032996,271,1667,44161.703872652,14,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,2,0,3,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,415,1238,32,817,837,31,120,1530,35,424,1230,31,20,1632,33,61,1590,34,1685,1685,1685,1685,1685,1685,1685,1685,1685,18,61,203,345,949,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1685,35,80,247,399,815,109,50,127,346,1061,101,0,0,0,0,1685,1,,,0.00178041543026706,0.00201289840762972,0.00178041543026706,0.00201289840762972,0.00593471810089021,0.00366737769176895,0.00474777448071217,0.00328216007270493,0.00534124629080119,0.0034802183700446,0.00579655274358657,2.72572959087623e-05,0.00415430267062315,0.00307109486227177,0.00449431216906968,2.40167219905098e-05,0.00613653858966755,0.000728367027423489
CA,CAN,Canada,2020-05-02,2020-05-02,1406,29263082.4450713,1315,6794.5,199,3288.3,0,0,0,0,1,1,1406,628,0,0,0,0,0,0,9,159373.522297427,0,0,0,0,6,105569.680532535,202,1401,37114.9052942924,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,1024,26,715,672,19,94,1287,25,385,999,22,13,1372,21,60,1326,20,1406,1406,1406,1406,1406,1406,1406,1406,1406,15,53,147,305,795,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1406,23,71,177,361,684,90,34,115,279,899,79,0,0,0,0,1406,1,,,0,0,0,0,0.000711237553342817,0.00139350416825627,0.000711237553342817,0.00139350416825627,0.00640113798008535,0.00416859369931723,0.00544623153068653,2.66655311816534e-05,0.0042674253200569,0.00340729513394327,0.00360760629816411,2.17226510386095e-05,0.00544255733372608,0.000748497501342424
