ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,E7,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C0a_7.NA,I6_1.NA,I6_2.NA,I6_3.NA,I6_4.NA,I6_5.NA,I6_6.NA,I6_7.NA,I6_8.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D10.1,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,D5.1,D5.2,D5.3,D5.4,D5.NA,days_aggregated,p_infected,p_infected_CI,p_rf,p_rf_CI,p_rf_symp,p_rf_symp_CI,p_XGB,p_XGB_CI,p_XGB_symp,p_XGB_symp_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
JP,JPN,Japan,2020-04-24,2020-04-24,557,51455492.9582935,514,2121.3,133,936,0,0,1,0,5,5,557,189,0,0,0,0,0,0,3,305771.701182564,0,0,0,0,1,217925.663404519,138,548,6397.06569133934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,230,315,12,381,165,11,80,465,12,117,429,11,14,532,11,79,466,12,557,557,557,557,557,557,557,557,557,13,23,91,130,261,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,11,23,86,133,264,40,19,65,138,299,36,0,0,0,0,557,1,,,0.00179533213644524,0.00351562621363153,0,0,0.00897666068222621,0.00783285053134181,0.00897666068222621,0.00783285053134181,0.00538599640933573,0.00607828147956824,0.00594245013706123,2.10000706877293e-05,0.00179533213644524,0.00351562621363153,0.00423522642337049,1.77438932248079e-05,0.0215723906332291,0.00356017358270001
JP,JPN,Japan,2020-04-25,2020-04-25,951,77564616.5607074,826,1909.7,144,1574,0,0,0,0,3,3,951,240,0,0,0,0,0,0,3,415267.857583957,0,0,0,0,2,390266.98097713,155,925,10797.9667235199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,578,55,610,286,55,155,739,57,201,691,59,18,876,57,115,779,57,951,951,951,951,951,951,951,951,951,36,38,156,239,360,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951,21,45,122,226,415,122,41,86,220,483,121,0,0,0,0,951,1,,,0,0,0,0,0.00315457413249211,0.00356403624198701,0.00315457413249211,0.00356403624198701,0.00315457413249211,0.00356403624198701,0.00535383111523461,1.6239883404176e-05,0.00210304942166141,0.00291155782381693,0.0050315078998899,1.57459913870152e-05,0.0143545543312689,0.00224353224154873
JP,JPN,Japan,2020-04-26,2020-04-26,684,60783965.4301831,611,1423,203,1256,0,0,1,1,5,5,684,169,0,0,0,0,0,0,4,129513.367020272,0,0,0,0,2,20850.6345833735,211,667,7786.20951847325,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,206,454,24,475,184,25,144,515,25,150,510,24,12,648,24,92,568,24,684,684,684,684,684,684,684,684,684,22,29,101,175,281,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,14,25,102,169,299,75,22,74,150,366,72,0,0,0,0,684,1,,,0.00146198830409357,0.00286334903258803,0.00146198830409357,0.00286334903258803,0.00730994152046784,0.00638386696033375,0.00730994152046784,0.00638386696033375,0.00584795321637427,0.00571410728834936,0.00213071598905525,1.15918615694519e-05,0.00292397660818713,0.00404642153765006,0.000343028534512489,4.65526276780289e-06,0.0270991937090044,0.00360659614704299
JP,JPN,Japan,2020-04-27,2020-04-27,536,60595783.5058484,472,1529,69,902,0,0,0,0,1,1,536,168,0,0,0,0,0,0,7,779677.833086333,0,0,0,0,6,691766.981597551,75,526,6140.24918548265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,306,27,344,166,26,83,424,29,117,391,28,10,497,29,63,446,27,536,536,536,536,536,536,536,536,536,11,19,91,123,230,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,7,22,78,113,252,64,19,53,132,274,58,0,0,0,0,536,1,,,0,0,0,0,0.00186567164179104,0.00365323657904449,0.00186567164179104,0.00365323657904449,0.0130597014925373,0.00961120327317077,0.0128668661081193,2.83759979465867e-05,0.0111940298507463,0.00890665164203797,0.0114160910475031,2.6748064937043e-05,0.0122144880011258,0.00274741365584079
JP,JPN,Japan,2020-04-28,2020-04-28,523,51095357.613155,470,1822.5,110,962,0,0,0,0,4,6,523,154,0,0,0,0,0,0,4,283783.218947015,0,0,0,0,3,223930.4870202,117,514,6000.16745501537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,287,20,347,157,19,87,415,21,129,375,19,19,485,19,89,415,19,523,523,523,523,523,523,523,523,523,11,29,77,124,236,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,9,18,73,135,243,45,18,51,117,292,45,0,0,0,0,523,1,,,0,0,0,0,0.00764818355640535,0.00746636526338035,0.011472275334608,0.00912675630374842,0.00764818355640535,0.00746636526338035,0.0055539922255863,2.03774861919278e-05,0.00573613766730402,0.00647228834107277,0.00438259946658141,1.8112128860569e-05,0.0194994557863886,0.00349865863563289
JP,JPN,Japan,2020-04-29,2020-04-29,646,66518858.1054346,585,1253.5,82,1121,0,0,1,0,3,3,646,169,0,0,0,0,0,0,2,125846.991988214,0,0,0,0,1,68690.9261703833,90,633,7389.31128214927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,242,373,31,422,193,31,113,502,31,111,503,32,17,597,32,99,515,32,646,646,646,646,646,646,646,646,646,15,25,91,161,294,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,10,28,100,148,302,58,28,63,154,346,55,0,0,0,0,646,1,,,0.00154798761609907,0.00303165076938528,0,0,0.00464396284829721,0.00524282579902654,0.00464396284829721,0.00524282579902654,0.00309597523219814,0.0042840767780811,0.00189189946388951,1.04427171658505e-05,0.00154798761609907,0.00303165076938528,0.00103265341779478,7.71842410395193e-06,0.0121797548598903,0.00250094617520662
JP,JPN,Japan,2020-04-30,2020-04-30,544,64088869.7745401,484,1921.5,104,976,0,0,0,0,1,1,544,154,0,0,0,0,0,0,3,255603.096475612,0,0,0,0,3,255603.096475612,108,532,6210.29005071629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,334,20,361,162,21,85,436,23,114,409,21,16,507,21,77,446,21,544,544,544,544,544,544,544,544,544,7,20,72,131,261,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,10,19,76,121,264,54,16,63,128,286,51,0,0,0,0,544,1,,,0,0,0,0,0.00183823529411765,0.00359956198240072,0.00183823529411765,0.00359956198240072,0.00551470588235294,0.00622313183383039,0.00398826032312326,1.54305271244963e-05,0.00551470588235294,0.00622313183383039,0.00398826032312326,1.54305271244963e-05,0.0173904920894224,0.00325116166544536
JP,JPN,Japan,2020-05-01,2020-05-01,950,85140065.0821772,891,2636.1,59,1709,0,0,0,0,1,1,950,283,0,0,0,0,0,0,4,524788.669061494,0,0,0,0,3,476091.934980982,66,934,10903.0280213703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,646,27,680,243,27,188,733,29,277,646,27,14,909,27,127,796,27,950,950,950,950,950,950,950,950,950,9,33,141,205,507,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,10,29,140,221,495,55,22,131,348,397,52,0,0,0,0,950,1,,,0,0,0,0,0.00105263157894737,0.00206203384520217,0.00105263157894737,0.00206203384520217,0.00421052631578947,0.00411754398314516,0.00616382743606043,1.66250797680867e-05,0.00315789473684211,0.00356778191672736,0.00559186717230552,1.58395142609237e-05,0.00605336424621101,0.00145597683264805
JP,JPN,Japan,2020-05-02,2020-05-02,3112,107670689.569063,2935,9817.2,269,5325,0,0,1,0,4,5,3112,910,0,0,0,0,0,0,17,587635.443055322,0,0,0,0,8,175486.608065308,276,3081,35965.9842974754,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,682,2387,43,2279,793,40,646,2422,44,970,2101,41,26,3045,41,361,2711,40,3112,3112,3112,3112,3112,3112,3112,3112,3112,29,83,407,695,1766,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3112,42,88,386,781,1684,131,66,492,1343,1097,114,0,0,0,0,3112,1,,,0.00032133676092545,0.000629707279884078,0,0,0.0012853470437018,0.00125880717388293,0.00160668380462725,0.00140716277350331,0.00546272493573265,0.00258966445550903,0.00545771040760721,1.39160575165351e-05,0.0025706940874036,0.00177907623477463,0.00162984567822188,7.61935802705303e-06,0.00767391760273259,0.000901857424605823
JP,JPN,Japan,2020-05-03,2020-05-03,8131,103874699.124263,7763,26248.8,486,14156,0,0,2,0,11,10,8131,2439,0,0,0,0,0,0,43,337979.507361222,0,0,0,0,29,258671.867993683,510,8064,94134.9228740154,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241,6779,111,5919,2110,102,1801,6202,128,1999,6020,112,68,7953,110,794,7226,111,8131,8131,8131,8131,8131,8131,8131,8131,8131,116,177,1110,1710,4714,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8131,137,218,1107,1948,4413,308,162,1154,3547,3003,265,286,615,650,439,6141,1,,,0.000245972205140819,0.000340851892007673,0,0,0.00135284712827451,0.000798925911128308,0.0012298610257041,0.000761792871935635,0.00528840241052761,0.00157647449354504,0.00325372309340608,1.09515554780478e-05,0.00356659697454188,0.00129576805160278,0.00249022976888953,9.58454478247045e-06,0.00541775554097552,0.000468924321685887
