ISO2,ISO_3,country_agg,region_agg,date,first_date,count,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
BW,BWA,Botswana,North-East,2020-05-04,2020-05-03,100,0,0,0,0,0,0,0,0,0.00270308721012946,0.0012137900847937,0,0,0,0,0,0,0,0,0.00155830705903731,0.000915915226715141,,,,,
BW,BWA,Botswana,North-East,2020-05-05,2020-05-04,100,0,0,0,0,0,0,0,0,0.00156494522691706,0.00092408261656366,0,0,0,0,0,0,0,0,0.00151072096731436,0.000902280356034904,,,,,
BW,BWA,Botswana,North-East,2020-05-06,2020-05-05,100,0,0,0,0,0,0,0,0,0.00203281544939742,0.00106375142858211,0,0,0,0,0,0,0,0,0.00146236618859098,0.000888315660910526,,,,,
BW,BWA,Botswana,North-East,2020-05-07,2020-05-05,100,0,0,0,0,0,0,0,0,0.00159721213881226,0.000943120626376037,0,0,0,0,0,0,0,0,0.00141373480989437,0.000874158626000601,,,,,
BW,BWA,Botswana,North-East,2020-05-08,2020-05-05,100,0,0,0,0,0,0,0,0,0.00132042253521127,0.000862090478344025,0,0,0,0,0,0,0,0,0.00136542973363648,0.000859982482951523,,,,,
BW,BWA,Botswana,North-East,2020-05-09,2020-05-06,100,0,0,0,0,0,0,0,0,0.00102699530516432,0.000760404022294218,0,0,0,0,0,0,0,0,0.00131815595995072,0.000845994788713656,,,,,
BW,BWA,Botswana,North-East,2020-05-10,2020-05-06,100,0,0,0,0,0,0,0,0,0.00102699530516432,0.000760404022294218,0,0,0,0,0,0,0,0,0.00127269480739417,0.000832430874698789,0,0,0,0,-4.76020419405238e-05
BW,BWA,Botswana,North-East,2020-05-11,2020-05-06,100,0,0,0,0,0,0,0,0,0.00102699530516432,0.000760404022294218,0,0,0,0,0,0,0,0,0.00122985746979992,0.000819540838349116,0,0,0,0,-4.68105829190736e-05
BW,BWA,Botswana,North-East,2020-05-12,2020-05-06,100,0,0,0,0,0,0,0,0,0.00102699530516432,0.000760404022294218,0,0,0,0,0,0,0,0,0.00119041869868493,0.000807570003634204,0,0,0,0,-4.53245816510075e-05
BW,BWA,Botswana,North-East,2020-05-13,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00115503820704361,0.000796734847793573,0,0,0,0,-4.31161004751254e-05
BW,BWA,Botswana,North-East,2020-05-15,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.0010980789364645,0.000779052610362423,0,0,0,0,-4.455846619533e-05
BW,BWA,Botswana,North-East,2020-05-16,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00107667666811513,0.000772307111054737,0,0,0,0,-4.02465486392645e-05
BW,BWA,Botswana,North-East,2020-05-17,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00105968784533962,0.000766895991695533,0,0,0,0,-3.55011603424252e-05
BW,BWA,Botswana,North-East,2020-05-18,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00104663467907713,0.000762691770102228,0,0,0,0,-3.05371317871322e-05
BW,BWA,Botswana,North-East,2020-05-19,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00103692701368063,0.000759527628030716,0,0,0,0,-2.55819475007173e-05
BW,BWA,Botswana,North-East,2020-05-20,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.0010299388909752,0.000757220624052892,0,0,0,0,-2.08498860114015e-05
BW,BWA,Botswana,North-East,2020-05-21,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00102506920101177,0.000755590714429795,0,0,0,0,-1.21682892421214e-05
BW,BWA,Botswana,North-East,2020-05-22,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00102178566344322,0.000754475261391596,0,0,0,0,-9.14850077865167e-06
BW,BWA,Botswana,North-East,2020-05-24,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101829510628463,0.000753262196790234,0,0,0,0,-6.89878984249874e-06
BW,BWA,Botswana,North-East,2020-05-25,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101747377324882,0.000752968307336916,0,0,0,0,-4.86015097138424e-06
BW,BWA,Botswana,North-East,2020-05-27,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101669041198413,0.00075268264905412,0,0,0,0,-3.37276694941659e-06
BW,BWA,Botswana,North-East,2020-05-28,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101654610464872,0.000752626629019291,0,0,0,0,-2.23213105441426e-06
BW,BWA,Botswana,North-East,2020-05-29,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101646222777187,0.000752594016944915,0,0,0,0,-1.43449553998335e-06
BW,BWA,Botswana,North-East,2020-05-30,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101642625233981,0.000752578846226985,0,0,0,0,-8.93235183901689e-07
BW,BWA,Botswana,North-East,2020-05-31,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101641243795085,0.000752572281568049,0,0,0,0,-3.137780556288e-07
BW,BWA,Botswana,North-East,2020-06-01,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101640999302731,0.000752570472227829,0,0,0,0,-1.77296703585677e-07
BW,BWA,Botswana,North-East,2020-06-02,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101640870844296,0.000752569521584551,0,0,0,0,-4.69505901954997e-08
BW,BWA,Botswana,North-East,2020-06-03,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101640805199337,0.000752569035785867,0,0,0,0,-2.30087758912558e-08
BW,BWA,Botswana,North-East,2020-06-04,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.0010164074026572,0.000752568555248891,0,0,0,0,-9.13751911216116e-09
BW,BWA,Botswana,North-East,2020-06-05,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101640674811093,0.000752568070853648,0,0,0,0,-3.25070481448607e-09
BW,BWA,Botswana,North-East,2020-06-06,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101640545286146,0.000752567112307696,0,0,0,0,-1.16418156646987e-09
BW,BWA,Botswana,North-East,2020-06-07,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101640296256166,0.000752565269367907,0,0,0,0,-1.17174427470586e-09
BW,BWA,Botswana,North-East,2020-06-08,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101639831942481,0.000752561833226737,0,0,0,0,-1.7315030244744e-09
BW,BWA,Botswana,North-East,2020-06-09,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101638994070651,0.000752555632578373,0,0,0,0,-3.01854781086774e-09
BW,BWA,Botswana,North-East,2020-06-10,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101637534021544,0.000752544827523503,0,0,0,0,-5.34374029296346e-09
BW,BWA,Botswana,North-East,2020-06-12,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101631201086811,0.000752497960807177,0,0,0,0,-1.57895404696258e-08
BW,BWA,Botswana,North-East,2020-06-13,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101625146252849,0.00075245315216827,0,0,0,0,-2.56650554945039e-08
BW,BWA,Botswana,North-East,2020-06-15,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101603440390689,0.000752292518508324,0,0,0,0,-6.1426442461442e-08
BW,BWA,Botswana,North-East,2020-06-17,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101563302147466,0.00075199547649887,0,0,0,0,-1.27549658359024e-07
BW,BWA,Botswana,North-East,2020-06-18,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101534442873076,0.00075178190420054,0,0,0,0,-1.74251995958381e-07
BW,BWA,Botswana,North-East,2020-06-19,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.0010149907742807,0.000751520183158316,0,0,0,0,-2.30760989123214e-07
BW,BWA,Botswana,North-East,2020-06-20,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101456966028922,0.000751208538860524,0,0,0,0,-2.90391763148302e-07
BW,BWA,Botswana,North-East,2020-06-21,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101408212147041,0.000750847737044609,0,0,0,0,-3.61556843013875e-07
BW,BWA,Botswana,North-East,2020-06-22,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101353255323791,0.000750441030524839,0,0,0,0,-4.16975111496801e-07
BW,BWA,Botswana,North-East,2020-06-23,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101292854586754,0.000749994036464783,0,0,0,0,-4.50745934519883e-07
BW,BWA,Botswana,North-East,2020-06-24,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101228114010871,0.000749514925541906,0,0,0,0,-5.10548103674867e-07
BW,BWA,Botswana,North-East,2020-06-25,2020-05-06,100,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486,0,0,0,0,0,0,0,0,0.00101160479910278,0.000749014401165794,0,0,0,0,-5.64329196321234e-07
BW,BWA,Botswana,North-East,2020-06-26,2020-05-06,100,0,0,0,0,0,0,0,0,0.00100603621730382,0.00074489338690477,0,0,0,0,0,0,0,0,0.00101091629988471,0.000748504879136887,0,0,0,0,-6.08893400750727e-07
BW,BWA,Botswana,North-East,2020-06-27,2020-05-06,100,0,0,0,0,0,0,0,0,0.00100603621730382,0.00074489338690477,0,0,0,0,0,0,0,0,0.00101023389032295,0.000747999863742049,0,0,0,0,-6.41371857909094e-07
BW,BWA,Botswana,North-East,2020-06-28,2020-05-06,100,0,0,0,0,0,0,0,0,0.00100603621730382,0.00074489338690477,0,0,0,0,0,0,0,0,0.0010095755161656,0.0007475126356848,0,0,0,0,-6.59506178718808e-07
BW,BWA,Botswana,North-East,2020-06-29,2020-05-06,100,0,0,0,0,0,0,0,0,0.00100603621730382,0.00074489338690477,0,0,0,0,0,0,0,0,0.00100895791496136,0.000747055581543873,0,0,0,0,-6.61771817696812e-07
BW,BWA,Botswana,North-East,2020-06-30,2020-05-06,100,0,0,0,0,0,0,0,0,0.00100603621730382,0.00074489338690477,0,0,0,0,0,0,0,0,0.00100839494260525,0.000746638955337803,0,0,0,0,-6.47699583909823e-07
BW,BWA,Botswana,North-East,2020-07-01,2020-05-06,100,0,0,0,0,0,0,0,0,0.00100603621730382,0.00074489338690477,0,0,0,0,0,0,0,0,0.00100789659566432,0.000746270154999644,0,0,0,0,-6.18033906410349e-07
BW,BWA,Botswana,North-East,2020-07-02,2020-05-06,100,0,0,0,0,0,0,0,0,0.00100603621730382,0.00074489338690477,0,0,0,0,0,0,0,0,0.00100746842679738,0.000745953289759899,0,0,0,0,-5.74645514555873e-07
