ISO2,ISO_3,country_agg,region_agg,date,first_date,count,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
JE,JEY,Jersey,Saint Martin,2020-10-07,2020-05-09,100,0.01,0.0195013954179879,0.00203587359745041,6.292077957147e-05,0.01,0.0195013954179879,0.00203587359745041,6.292077957147e-05,0.00689553990610329,0.00196455822304454,0.01,0.0195013954179879,0.00200220316244677,6.18811916129108e-05,0.01,0.0195013954179879,0.00200220316244677,6.18811916129108e-05,0.00689557778098569,0.0019645635239124,,,,,
JE,JEY,Jersey,Saint Martin,2020-10-08,2020-05-10,100,0.01,0.0195013954179879,0.00201857492449007,6.23866868859626e-05,0.01,0.0195013954179879,0.00201857492449007,6.23866868859626e-05,0.00689553990610329,0.00196455822304454,0.01,0.0195013954179879,0.00199930570215293,6.17917283756258e-05,0.01,0.0195013954179879,0.00199930570215293,6.17917283756258e-05,0.00689562244074658,0.00196456977437381,,,,,
JE,JEY,Jersey,Saint Martin,2020-10-09,2020-05-10,100,0.01,0.0195013954179879,0.00201857492449007,6.23866868859626e-05,0.01,0.0195013954179879,0.00201857492449007,6.23866868859626e-05,0.00689553990610329,0.00196455822304454,0.01,0.0195013954179879,0.00199597991509668,6.16890390694846e-05,0.01,0.0195013954179879,0.00199597991509668,6.16890390694846e-05,0.00689572931286335,0.00196458460117666,,,,,
JE,JEY,Jersey,Saint Martin,2020-10-11,2020-05-11,100,0.01,0.0195013954179879,0.00198971688188246,6.14956805945198e-05,0.01,0.0195013954179879,0.00198971688188246,6.14956805945198e-05,0.00689553990610329,0.00196455822304454,0.01,0.0195013954179879,0.00198755578467792,6.14289260167537e-05,0.01,0.0195013954179879,0.00198755578467792,6.14289260167537e-05,0.00689611225610278,0.00196463788127058,,,,,
JE,JEY,Jersey,Saint Martin,2020-10-12,2020-05-11,100,0.01,0.0195013954179879,0.00198971688188246,6.14956805945198e-05,0.01,0.0195013954179879,0.00198971688188246,6.14956805945198e-05,0.00689553990610329,0.00196455822304454,0.01,0.0195013954179879,0.00198210887768315,6.12607386639825e-05,0.01,0.0195013954179879,0.00198210887768315,6.12607386639825e-05,0.00689651361561423,0.00196469369592848,,,,,
JE,JEY,Jersey,Saint Martin,2020-10-13,2020-05-11,100,0.01,0.0195013954179879,0.00198971688188246,6.14956805945198e-05,0.01,0.0195013954179879,0.00198971688188246,6.14956805945198e-05,0.00689553990610329,0.00196455822304454,0.01,0.0195013954179879,0.00197554744141537,6.10581353458373e-05,0.01,0.0195013954179879,0.00197554744141537,6.10581353458373e-05,0.00689720626771035,0.00196478991124509,,,,,
JE,JEY,Jersey,Saint Martin,2020-10-14,2020-05-11,100,0.01,0.0195013954179879,0.00198971688188246,6.14956805945198e-05,0.01,0.0195013954179879,0.00198971688188246,6.14956805945198e-05,0.00689553990610329,0.00196455822304454,0.01,0.0195013954179879,0.00196765032959967,6.08142869580769e-05,0.01,0.0195013954179879,0.00196765032959967,6.08142869580769e-05,0.00689828636066291,0.00196493993098665,-5.78241158658936e-19,-5.75880547451596e-06,-5.78241158658936e-19,-5.75880547451596e-06,4.51429946203621e-07
JE,JEY,Jersey,Saint Martin,2020-10-15,2020-05-11,100,0.01,0.0195013954179879,0.00198971688188246,6.14956805945198e-05,0.01,0.0195013954179879,0.00198971688188246,6.14956805945198e-05,0.00689553990610329,0.00196455822304454,0.01,0.0195013954179879,0.00195818453119799,6.05219978968904e-05,0.01,0.0195013954179879,0.00195818453119799,6.05219978968904e-05,0.00690000594021298,0.00196517816541197,-2.89120579329468e-19,-6.8535284924901e-06,-2.89120579329468e-19,-6.8535284924901e-06,7.30583244399249e-07
JE,JEY,Jersey,Saint Martin,2020-10-16,2020-05-12,100,0.01,0.0195013954179879,0.00195357639165835,6.03797887513128e-05,0.01,0.0195013954179879,0.00195357639165835,6.03797887513128e-05,0.00689553990610329,0.00196455822304454,0.01,0.0195013954179879,0.00194700331742018,6.01767368475892e-05,0.01,0.0195013954179879,0.00194700331742018,6.01767368475892e-05,0.00690262784336441,0.00196554099943972,-5.78241158658936e-19,-8.16276627941626e-06,-5.78241158658936e-19,-8.16276627941626e-06,1.14975508350966e-06
JE,JEY,Jersey,Saint Martin,2020-10-19,2020-05-13,100,0.01,0.0195013954179879,0.00194543752766435,6.01284835350067e-05,0.01,0.0195013954179879,0.00194543752766435,6.01284835350067e-05,0.00689553990610329,0.00196455822304454,0.01,0.0195013954179879,0.00190371543756622,5.88400466631787e-05,0.01,0.0195013954179879,0.00190371543756622,5.88400466631787e-05,0.00691962396455345,0.00196788775035534,0,-1.39733911852834e-05,0,-1.39733911852834e-05,3.91861807511312e-06
JE,JEY,Jersey,Saint Martin,2020-10-21,2020-05-14,100,0.01,0.0195013954179879,0.00190636012163735,5.89218546230603e-05,0.01,0.0195013954179879,0.00190636012163735,5.89218546230603e-05,0.00689553990610329,0.00196455822304454,0.01,0.0195013954179879,0.00187021044043565,5.78054287804982e-05,0.01,0.0195013954179879,0.00187021044043565,5.78054287804982e-05,0.00694289557554156,0.00197108740325042,2.89120579329468e-19,-1.86497395412491e-05,2.89120579329468e-19,-1.86497395412491e-05,7.73032665455633e-06
JE,JEY,Jersey,Saint Martin,2020-10-22,2020-05-14,100,0.01,0.0195013954179879,0.00190636012163735,5.89218546230603e-05,0.01,0.0195013954179879,0.00190636012163735,5.89218546230603e-05,0.00689553990610329,0.00196455822304454,0.01,0.0195013954179879,0.00185364492662627,5.72938896377455e-05,0.01,0.0195013954179879,0.00185364492662627,5.72938896377455e-05,0.00695937271049065,0.00197334490742567,2.89120579329468e-19,-2.03170857981832e-05,2.89120579329468e-19,-2.03170857981832e-05,1.03610737967164e-05
JE,JEY,Jersey,Saint Martin,2020-10-24,2020-05-15,100,0.01,0.0195013954179879,0.0017555257598287,5.42639599431068e-05,0.01,0.0195013954179879,0.0017555257598287,5.42639599431068e-05,0.00689553990610329,0.00196455822304454,0.01,0.0195013954179879,0.00182304122492401,5.63488456700796e-05,0.01,0.0195013954179879,0.00182304122492401,5.63488456700796e-05,0.0070038671169241,0.00197941153783077,5.78241158658936e-19,-2.41015174459444e-05,5.78241158658936e-19,-2.41015174459444e-05,1.75967927101973e-05
JE,JEY,Jersey,Saint Martin,2020-10-25,2020-05-15,100,0.01,0.0195013954179879,0.0017555257598287,5.42639599431068e-05,0.01,0.0195013954179879,0.0017555257598287,5.42639599431068e-05,0.00689553990610329,0.00196455822304454,0.01,0.0195013954179879,0.00180937042631279,5.59266855084174e-05,0.01,0.0195013954179879,0.00180937042631279,5.59266855084174e-05,0.00703263243187534,0.0019833125850515,-2.89120579329468e-19,-2.48023508141989e-05,-2.89120579329468e-19,-2.48023508141989e-05,2.21044152770604e-05
JE,JEY,Jersey,Saint Martin,2020-10-26,2020-05-15,100,0.01,0.0195013954179879,0.0017555257598287,5.42639599431068e-05,0.01,0.0195013954179879,0.0017555257598287,5.42639599431068e-05,0.00689553990610329,0.00196455822304454,0.01,0.0195013954179879,0.00179674458022268,5.55367896967082e-05,0.01,0.0195013954179879,0.00179674458022268,5.55367896967082e-05,0.00706626036581541,0.00198785418815038,8.67361737988404e-19,-2.50431228662511e-05,8.67361737988404e-19,-2.50431228662511e-05,2.72720870751672e-05
JE,JEY,Jersey,Saint Martin,2020-10-27,2020-05-15,100,0.01,0.0195013954179879,0.0017555257598287,5.42639599431068e-05,0.01,0.0195013954179879,0.0017555257598287,5.42639599431068e-05,0.00689553990610329,0.00196455822304454,0.01,0.0195013954179879,0.0017849566046781,5.51727629547775e-05,0.01,0.0195013954179879,0.0017849566046781,5.51727629547775e-05,0.00710511106334944,0.00199307822447281,5.78241158658936e-19,-1.9793138814687e-05,5.78241158658936e-19,-1.9793138814687e-05,3.09145164659974e-05
JE,JEY,Jersey,Saint Martin,2020-10-28,2020-05-17,100,0.01,0.0195013954179879,0.00175377392240784,5.4209857557976e-05,0.01,0.0195013954179879,0.00175377392240784,5.4209857557976e-05,0.00718896713615023,0.00200562551814684,0.01,0.0195013954179879,0.00177370652395585,5.48253411767366e-05,0.01,0.0195013954179879,0.00177370652395585,5.48253411767366e-05,0.00714943139673113,0.00199901126592304,5.78241158658936e-19,-1.60839860799669e-05,5.78241158658936e-19,-1.60839860799669e-05,3.44226368649279e-05
JE,JEY,Jersey,Saint Martin,2020-10-30,2020-05-17,100,0.01,0.0195013954179879,0.00175377392240784,5.4209857557976e-05,0.01,0.0195013954179879,0.00175377392240784,5.4209857557976e-05,0.00718896713615023,0.00200562551814684,0.01,0.0195013954179879,0.00175141572735963,5.41369427444778e-05,0.01,0.0195013954179879,0.00175141572735963,5.41369427444778e-05,0.00725406342259942,0.00201292845302376,-2.89120579329468e-19,-1.70381998777725e-05,-2.89120579329468e-19,-1.70381998777725e-05,4.91151186847947e-05
JE,JEY,Jersey,Saint Martin,2020-10-31,2020-05-17,100,0.01,0.0195013954179879,0.00175277834228931,5.41791107931337e-05,0.01,0.0195013954179879,0.00175277834228931,5.41791107931337e-05,0.00777582159624413,0.00208526544650757,0.01,0.0195013954179879,0.00173968606998233,5.37746891217266e-05,0.01,0.0195013954179879,0.00173968606998233,5.37746891217266e-05,0.00731304604332629,0.00202073302648758,-2.89120579329468e-19,-1.38925258236122e-05,-2.89120579329468e-19,-1.38925258236122e-05,5.15298210670322e-05
JE,JEY,Jersey,Saint Martin,2020-11-04,2020-05-17,100,0.01,0.0195013954179879,0.00175277834228931,5.41791107931337e-05,0.01,0.0195013954179879,0.00175277834228931,5.41791107931337e-05,0.00777582159624413,0.00208526544650757,0.01,0.0195013954179879,0.00168508466278263,5.20883347286332e-05,0.01,0.0195013954179879,0.00168508466278263,5.20883347286332e-05,0.00755173773006831,0.00205227103491343,2.89120579329468e-19,-2.07142939216933e-05,2.89120579329468e-19,-2.07142939216933e-05,8.65175496988283e-05
