date,ISO3,country,count,cli,count_local_com,cli_local_com,anosmia
2020-05-23,AFG,Afghanistan,224,25,221,1211,27
2020-05-23,ALA,Aland Islands,17,2,17,7,2
2020-05-23,ALB,Albania,220,7,219,137,5
2020-05-23,DZA,Algeria,1123,16,1115,540,32
2020-05-23,ASM,American Samoa,19,3,19,111,4
2020-05-23,AND,Andorra,23,1,23,107,2
2020-05-23,AGO,Angola,158,7,157,360,8
2020-05-23,AIA,Anguilla,11,0,11,0,0
2020-05-23,ATA,Antarctica,6,1,6,35,1
2020-05-23,ATG,Antigua,11,0,11,1,1
2020-05-23,ARG,Argentina,4556,20,4549,527,61
2020-05-23,ARM,Armenia,178,1,178,74,4
2020-05-23,ABW,Aruba,16,1,16,101,1
2020-05-23,AUS,Australia,2036,19,2027,474,35
2020-05-23,AUT,Austria,1126,4,1120,196,15
2020-05-23,AZE,Azerbaijan,170,0,169,14,3
2020-05-23,BHS,Bahamas,4,0,4,1,0
2020-05-23,BHR,Bahrain,3,0,3,0,0
2020-05-23,BGD,Bangladesh,1038,27,1035,1648,47
2020-05-23,BRB,Barbados,4,0,4,0,0
2020-05-23,BLR,Belarus,380,9,379,504,15
2020-05-23,BEL,Belgium,1053,8,1047,175,23
2020-05-23,BLZ,Belize,8,1,8,3,0
2020-05-23,BEN,Benin,25,0,23,1,0
2020-05-23,BMU,Bermuda,1,0,1,2,0
2020-05-23,BTN,Bhutan,2,0,2,0,0
2020-05-23,BOL,Bolivia,1795,51,1789,718,89
2020-05-23,BES,"Bonaire, Sint Eustatius and Saba",2,0,2,1,0
2020-05-23,BIH,Bosnia and Herzegovina,224,3,223,273,4
2020-05-23,BVT,Bouvet Island,1,0,1,0,0
2020-05-23,BRA,Brazil,16382,345,16335,17584,880
2020-05-23,IOT,British Indian Ocean Territory,3,0,3,0,0
2020-05-23,VGB,British Virgin Islands,1,0,1,0,0
2020-05-23,BRN,Brunei,4,1,4,15,1
2020-05-23,BGR,Bulgaria,860,7,854,149,15
2020-05-23,BFA,Burkina Faso,62,2,62,3,4
2020-05-23,CIV,Côte d'Ivoire,179,3,179,14,8
2020-05-23,KHM,Cambodia,140,3,140,76,7
2020-05-23,CMR,Cameroon,252,15,251,60,27
2020-05-23,CAN,Canada,2849,17,2841,694,44
2020-05-23,CPV,Cape Verde,2,0,2,0,0
2020-05-23,CAF,Central African Republic,4,0,4,0,0
2020-05-23,TCD,Chad,1,0,1,0,0
2020-05-23,CHL,Chile,2879,36,2863,1037,73
2020-05-23,CCK,Cocos (Keeling) Islands,1,0,1,0,0
2020-05-23,COL,Colombia,4563,28,4548,576,94
2020-05-23,COM,Comoros,4,1,4,3,1
2020-05-23,COK,Cook Islands,1,0,1,0,0
2020-05-23,CRI,Costa Rica,1214,9,1211,160,20
2020-05-23,HRV,Croatia,628,4,626,96,8
2020-05-23,CUW,Curaçao,2,1,2,100,1
2020-05-23,CYP,Cyprus,6,0,6,5,2
2020-05-23,CZE,Czech Republic,1688,6,1685,243,11
2020-05-23,COD,Democratic Republic of the Congo,48,3,48,14,5
2020-05-23,DNK,Denmark,2329,9,2322,447,40
2020-05-23,DJI,Djibouti,4,0,4,0,0
2020-05-23,DMA,Dominica,13,0,13,17,0
2020-05-23,DOM,Dominican Republic,856,6,852,477,24
2020-05-23,ECU,Ecuador,2239,94,2232,2363,146
2020-05-23,EGY,Egypt,3165,31,3154,2117,143
2020-05-23,SLV,El Salvador,1380,15,1372,294,25
2020-05-23,GNQ,Equatorial Guinea,1,0,1,0,0
2020-05-23,ERI,Eritrea,3,0,3,1,0
