date,ISO3,country,count,cli,count_local_com,cli_local_com,anosmia
2021-04-20,AFG,Afghanistan,151,32,124,757,34
2021-04-20,ALA,Aland Islands,9,4,9,109,3
2021-04-20,ALB,Albania,102,7,94,119,14
2021-04-20,DZA,Algeria,417,32,369,812,32
2021-04-20,ASM,American Samoa,18,5,15,420,6
2021-04-20,AND,Andorra,28,8,25,380,7
2021-04-20,AGO,Angola,73,9,64,157,11
2021-04-20,AIA,Anguilla,6,2,5,102,2
2021-04-20,ATG,Antigua,2,1,2,0,0
2021-04-20,ARG,Argentina,3725,81,3530,3846,152
2021-04-20,ARM,Armenia,50,4,45,134,6
2021-04-20,AUS,Australia,1169,17,1133,238,32
2021-04-20,AUT,Austria,779,3,759,178,13
2021-04-20,AZE,Azerbaijan,106,3,97,144,8
2021-04-20,BHS,Bahamas,4,1,3,2,2
2021-04-20,BHR,Bahrain,8,0,8,2,0
2021-04-20,BGD,Bangladesh,859,56,788,2668,83
2021-04-20,BRB,Barbados,2,0,1,2,0
2021-04-20,BLR,Belarus,179,11,170,273,13
2021-04-20,BEL,Belgium,820,7,774,227,19
2021-04-20,BLZ,Belize,5,0,5,4,0
2021-04-20,BEN,Benin,38,1,32,11,2
2021-04-20,BMU,Bermuda,2,0,1,1,0
2021-04-20,BTN,Bhutan,2,2,1,100,2
2021-04-20,BOL,Bolivia,506,33,467,455,42
2021-04-20,BES,"Bonaire, Sint Eustatius and Saba",2,0,1,0,0
2021-04-20,BIH,Bosnia and Herzegovina,123,5,114,272,9
2021-04-20,BWA,Botswana,2,0,2,0,1
2021-04-20,BRA,Brazil,13639,228,12974,14029,532
2021-04-20,IOT,British Indian Ocean Territory,2,1,1,0,1
2021-04-20,BRN,Brunei,2,0,0,0,0
2021-04-20,BGR,Bulgaria,481,9,463,625,25
2021-04-20,BFA,Burkina Faso,17,1,17,3,2
2021-04-20,BDI,Burundi,2,0,2,0,1
2021-04-20,CIV,Côte d'Ivoire,110,4,93,112,4
2021-04-20,KHM,Cambodia,110,6,107,146,6
2021-04-20,CMR,Cameroon,81,7,74,50,5
2021-04-20,CAN,Canada,2690,19,2622,1048,41
2021-04-20,CPV,Cape Verde,2,0,1,0,0
2021-04-20,CYM,Cayman Islands,1,1,0,0,0
2021-04-20,CAF,Central African Republic,1,0,1,0,0
2021-04-20,TCD,Chad,1,0,0,0,0
2021-04-20,CHL,Chile,1488,27,1389,1013,52
2021-04-20,COL,Colombia,2502,104,2362,1761,126
2021-04-20,CRI,Costa Rica,413,11,391,132,16
2021-04-20,HRV,Croatia,325,13,314,198,14
2021-04-20,CYP,Cyprus,4,0,3,0,0
2021-04-20,CZE,Czech Republic,803,13,778,243,34
2021-04-20,COD,Democratic Republic of the Congo,27,0,19,2,3
2021-04-20,DNK,Denmark,1216,11,1183,170,36
2021-04-20,DJI,Djibouti,1,0,1,0,0
2021-04-20,DMA,Dominica,3,1,3,0,1
2021-04-20,DOM,Dominican Republic,282,7,255,165,18
2021-04-20,ECU,Ecuador,1451,74,1367,1572,115
2021-04-20,EGY,Egypt,1243,55,1145,3052,117
2021-04-20,SLV,El Salvador,452,10,428,121,20
2021-04-20,ERI,Eritrea,2,0,2,14,0
2021-04-20,EST,Estonia,7,1,7,100,1
2021-04-20,SWZ,Eswatini,4,0,4,1,0
2021-04-20,ETH,Ethiopia,144,6,138,259,12
2021-04-20,FLK,Falkland Islands,1,1,1,100,1
2021-04-20,FRO,Faroe Islands,2,1,2,1,1
2021-04-20,FSM,Federated States of Micronesia,1,0,0,0,0
2021-04-20,FJI,Fiji,1,0,1,0,0
2021-04-20,FIN,Finland,505,5,491,58,10
2021-04-20,FRA,France,4846,52,4613,1177,119
2021-04-20,GUF,French Guiana,1,0,1,2,0
2021-04-20,GAB,Gabon,2,1,1,0,1
2021-04-20,GEO,Georgia,2,0,2,0,1
2021-04-20,DEU,Germany,4337,20,4249,884,75
2021-04-20,GHA,Ghana,140,5,126,25,8
2021-04-20,GIB,Gibraltar,1,0,1,0,0
2021-04-20,GRC,Greece,807,7,794,596,14
2021-04-20,GRL,Greenland,1,0,1,0,0
2021-04-20,GLP,Guadeloupe,3,0,3,0,0
2021-04-20,GUM,Guam,2,0,2,1,0
2021-04-20,GTM,Guatemala,468,11,454,357,20
2021-04-20,GIN,Guinea,34,2,30,2,2
2021-04-20,GNB,Guinea-Bissau,1,0,1,0,0
2021-04-20,GUY,Guyana,2,1,2,0,0
2021-04-20,HTI,Haiti,44,4,35,22,6
2021-04-20,HMD,Heard Island and McDonald Islands,1,0,0,0,0
2021-04-20,HND,Honduras,295,13,268,293,18
2021-04-20,HKG,Hong Kong,223,1,211,112,2
2021-04-20,HUN,Hungary,2074,17,2005,705,77
2021-04-20,ISL,Iceland,2,0,2,7,0
2021-04-20,IND,India,7901,341,7451,10617.4,469
2021-04-20,IDN,Indonesia,1687,51,1527,707,54
2021-04-20,IRQ,Iraq,668,37,607,1696,51
2021-04-20,IRL,Ireland,453,2,439,53,8
2021-04-20,ISR,Israel,632,10,609,144,18
2021-04-20,ITA,Italy,4435,20,4301,1793,76
2021-04-20,JAM,Jamaica,3,1,3,1,1
2021-04-20,JPN,Japan,7093,25,6820,493,37
2021-04-20,JEY,Jersey,1,0,0,0,0
2021-04-20,JOR,Jordan,420,13,387,668,35
2021-04-20,KAZ,Kazakhstan,227,6,216,122,16
2021-04-20,KEN,Kenya,551,22,514,284,31
2021-04-20,KWT,Kuwait,99,5,92,74,10
2021-04-20,KGZ,Kyrgyzstan,67,0,61,98,3
2021-04-20,LAO,Laos,110,6,107,26,0
2021-04-20,LVA,Latvia,2,0,2,0,0
2021-04-20,LBN,Lebanon,164,5,156,98,10
2021-04-20,LBR,Liberia,2,0,0,0,0
2021-04-20,LBY,Libya,234,8,215,157,13
2021-04-20,LUX,Luxembourg,4,0,4,0,0
2021-04-20,MAC,Macau,1,0,1,0,0
2021-04-20,MDG,Madagascar,51,2,45,76,2
2021-04-20,MWI,Malawi,3,0,3,100,0
2021-04-20,MYS,Malaysia,742,10,717,122,12
2021-04-20,MDV,Maldives,1,0,1,0,0
2021-04-20,MLI,Mali,42,2,36,3,2
2021-04-20,MLT,Malta,1,1,1,0,0
2021-04-20,MTQ,Martinique,1,0,1,0,0
2021-04-20,MRT,Mauritania,12,0,11,4,1
2021-04-20,MEX,Mexico,6543,80,6253,3753,233
2021-04-20,MDA,Moldova,132,3,119,179,4
2021-04-20,MNG,Mongolia,1,0,1,2,0
2021-04-20,MNE,Montenegro,2,0,2,0,0
2021-04-20,MSR,Montserrat,1,0,1,0,0
2021-04-20,MAR,Morocco,327,11,284,183,24
2021-04-20,MOZ,Mozambique,93,2,86,48,3
2021-04-20,MMR,Myanmar,73,3,65,106,4
2021-04-20,NPL,Nepal,419,18,395,418,26
2021-04-20,NLD,Netherlands,1410,18,1377,458,48
2021-04-20,NZL,New Zealand,468,9,454,169,10
2021-04-20,NIC,Nicaragua,205,14,191,297,20
2021-04-20,NGA,Nigeria,450,26,415,273,33
2021-04-20,NOR,Norway,1009,5,990,79,15
2021-04-20,OMN,Oman,59,3,58,81,3
2021-04-20,PAK,Pakistan,832,64,770,1998,77
2021-04-20,PSE,Palestine,136,13,126,284,20
2021-04-20,PAN,Panama,137,4,126,31,5
2021-04-20,PRY,Paraguay,352,17,333,728,31
2021-04-20,PER,Peru,1556,75,1429,2009,127
2021-04-20,PHL,Philippines,1649,19,1580,982,45
2021-04-20,POL,Poland,1511,30,1447,838,50
2021-04-20,PRT,Portugal,1176,7,1145,114,30
2021-04-20,PRI,"Puerto Rico, U.S.",677,11,653,83,15
2021-04-20,QAT,Qatar,83,3,77,40,3
2021-04-20,REU,Réunion,3,0,3,0,0
2021-04-20,MKD,Republic of North Macedonia,4,0,4,0,0
2021-04-20,COG,Republic of the Congo,1,0,1,4,0
2021-04-20,ROU,Romania,1374,7,1315,448,24
2021-04-20,RUS,Russia,1273,29,1211,789,52
2021-04-20,RWA,Rwanda,1,0,1,0,0
2021-04-20,SHN,Saint Helena,1,0,1,100,1
2021-04-20,LCA,Saint Lucia,1,0,1,0,0
2021-04-20,SPM,Saint Pierre and Miquelon,1,0,1,0,0
2021-04-20,WSM,Samoa,2,0,2,0,0
2021-04-20,SMR,San Marino,3,1,3,0,0
2021-04-20,SAU,Saudi Arabia,419,8,400,323,13
2021-04-20,SEN,Senegal,37,2,35,6,1
2021-04-20,SRB,Serbia,441,8,425,537,12
2021-04-20,SLE,Sierra Leone,4,1,4,1,1
2021-04-20,SGP,Singapore,172,1,169,23,0
2021-04-20,SVK,Slovakia,439,3,427,148,16
2021-04-20,SVN,Slovenia,192,1,186,194,4
2021-04-20,SOM,Somalia,2,0,2,0,0
2021-04-20,ZAF,South Africa,756,41,731,184,32
2021-04-20,KOR,South Korea,529,11,511,55,7
2021-04-20,SSD,South Sudan,3,0,3,2,1
2021-04-20,ESP,Spain,2377,13,2305,603,59
2021-04-20,LKA,Sri Lanka,121,1,117,73.3,3
2021-04-20,SDN,Sudan,251,11,215,253,19
2021-04-20,SWE,Sweden,3261,54,3187,1134,172
2021-04-20,CHE,Switzerland,631,9,614,241,15
2021-04-20,TWN,Taiwan,1208,6,1166,76,9
2021-04-20,TJK,Tajikistan,3,0,3,0,0
2021-04-20,TZA,Tanzania,81,2,73,16,6
2021-04-20,THA,Thailand,2948,50,2841,693,32
2021-04-20,TTO,Trinidad and Tobago,3,0,3,0,0
2021-04-20,TUN,Tunisia,439,23,396,455,24
2021-04-20,TUR,Turkey,1922,42,1839,1439,67
2021-04-20,TCA,Turks and Caicos Islands,2,0,2,0,0
2021-04-20,TUV,Tuvalu,1,0,0,0,0
2021-04-20,UGA,Uganda,5,1,5,3,2
2021-04-20,UKR,Ukraine,1893,83,1778,2045,137
2021-04-20,ARE,United Arab Emirates,320,4,313,131,10
2021-04-20,GBR,United Kingdom,2042,15,1975,164,36
2021-04-20,URY,Uruguay,824,8,795,825,21
2021-04-20,UZB,Uzbekistan,92,2,85,26,4
2021-04-20,VUT,Vanuatu,1,1,1,17,1
2021-04-20,VEN,Venezuela,1008,25,955,1102,44
2021-04-20,VNM,Vietnam,1256,9,1200,151,15
2021-04-20,VIR,"Virgin Islands, U.S.",1,0,1,0,0
2021-04-20,WLF,Wallis and Futuna,1,1,1,100,1
2021-04-20,ESH,Western Sahara,1,0,1,0,0
2021-04-20,YEM,Yemen,85,6,77,170,12
2021-04-20,ZMB,Zambia,2,0,2,0,0
2021-04-20,ZWE,Zimbabwe,5,3,5,102,3
