date,ISO3,country,count,cli,count_local_com,cli_local_com,anosmia
2021-01-13,AFG,Afghanistan,189,43,150,1653,53
2021-01-13,ALA,Aland Islands,31,9,23,218,10
2021-01-13,ALB,Albania,108,10,96,206,16
2021-01-13,DZA,Algeria,436,18,384,843,31
2021-01-13,ASM,American Samoa,26,7,23,164,9
2021-01-13,AND,Andorra,34,10,27,331,11
2021-01-13,AGO,Angola,81,7,71,305,9
2021-01-13,AIA,Anguilla,8,1,7,5,0
2021-01-13,ATA,Antarctica,17,8,17,408,8
2021-01-13,ATG,Antigua,14,2,13,41,1
2021-01-13,ARG,Argentina,3447,54,3264,3582,119
2021-01-13,ARM,Armenia,53,3,49,159,6
2021-01-13,ABW,Aruba,20,1,15,7,0
2021-01-13,AUS,Australia,1968,20,1911,400,40
2021-01-13,AUT,Austria,935,6,915,468,20
2021-01-13,AZE,Azerbaijan,98,1,92,63,4
2021-01-13,BHS,Bahamas,2,0,1,0,0
2021-01-13,BHR,Bahrain,7,1,4,3,0
2021-01-13,BGD,Bangladesh,632,52,567,1993,66
2021-01-13,BRB,Barbados,3,1,3,0,1
2021-01-13,BLR,Belarus,305,16,286,439,36
2021-01-13,BEL,Belgium,991,7,944,202,20
2021-01-13,BLZ,Belize,8,3,8,18,2
2021-01-13,BEN,Benin,24,0,20,3,3
2021-01-13,BMU,Bermuda,4,1,4,0,2
2021-01-13,BOL,Bolivia,936,73,878,1672,109
2021-01-13,BES,"Bonaire, Sint Eustatius and Saba",1,0,1,0,0
2021-01-13,BIH,Bosnia and Herzegovina,149,1,141,183,6
2021-01-13,BVT,Bouvet Island,3,2,3,6,2
2021-01-13,BRA,Brazil,16201,359,15363,16477,930
2021-01-13,IOT,British Indian Ocean Territory,5,0,3,1,0
2021-01-13,VGB,British Virgin Islands,2,0,2,0,0
2021-01-13,BRN,Brunei,6,1,5,101,1
2021-01-13,BGR,Bulgaria,444,5,432,343,17
2021-01-13,BFA,Burkina Faso,33,2,30,19,5
2021-01-13,BDI,Burundi,1,0,1,100,0
2021-01-13,CIV,Côte d'Ivoire,128,5,116,35,11
2021-01-13,KHM,Cambodia,79,8,69,105,6
2021-01-13,CMR,Cameroon,93,4,79,27,4
2021-01-13,CAN,Canada,3180,19,3099,628,45
2021-01-13,CYM,Cayman Islands,3,1,2,0,1
2021-01-13,CAF,Central African Republic,2,0,2,0,0
2021-01-13,TCD,Chad,2,1,2,2,1
2021-01-13,CHL,Chile,1676,16,1581,564,56
2021-01-13,CCK,Cocos (Keeling) Islands,1,0,1,0,0
2021-01-13,COL,Colombia,3549,107,3366,2262,230
2021-01-13,COM,Comoros,1,0,1,0,0
2021-01-13,CRI,Costa Rica,611,23,577,434,32
2021-01-13,HRV,Croatia,435,5,418,208,20
2021-01-13,CUW,Curaçao,1,0,1,0,0
2021-01-13,CYP,Cyprus,6,0,6,1,0
2021-01-13,CZE,Czech Republic,1268,19,1205,961,59
2021-01-13,COD,Democratic Republic of the Congo,56,3,50,116,4
2021-01-13,DNK,Denmark,1873,7,1832,408,46
2021-01-13,DMA,Dominica,5,1,5,0,1
2021-01-13,DOM,Dominican Republic,487,22,455,340,37
2021-01-13,ECU,Ecuador,1209,42,1134,900,83
2021-01-13,EGY,Egypt,1551,44,1447,3300,131
2021-01-13,SLV,El Salvador,545,18,508,372,44
2021-01-13,GNQ,Equatorial Guinea,3,0,3,2,0
2021-01-13,EST,Estonia,5,1,5,87,1
2021-01-13,SWZ,Eswatini,3,1,2,7,1
2021-01-13,ETH,Ethiopia,90,1,86,177,7
2021-01-13,FLK,Falkland Islands,1,0,1,0,0
2021-01-13,FRO,Faroe Islands,1,0,1,0,0
2021-01-13,FJI,Fiji,1,0,1,0,0
2021-01-13,FIN,Finland,435,7,426,125,12
2021-01-13,FRA,France,5394,51,5124,1241,102
2021-01-13,GUF,French Guiana,3,0,2,0,0
2021-01-13,ATF,French Southern Territories,3,0,3,0,0
2021-01-13,GAB,Gabon,3,0,3,0,0
2021-01-13,GMB,Gambia,1,0,1,2,0
2021-01-13,GEO,Georgia,3,0,3,8,0
2021-01-13,DEU,Germany,5624,42,5508,1811,120
2021-01-13,GHA,Ghana,198,11,192,148,15
2021-01-13,GIB,Gibraltar,4,1,4,1,1
2021-01-13,GRC,Greece,844,2,833,285,7
2021-01-13,GRL,Greenland,3,0,3,0,0
2021-01-13,GRD,Grenada,1,1,1,3,1
2021-01-13,GLP,Guadeloupe,7,0,7,0,0
2021-01-13,GUM,Guam,3,1,3,1,2
2021-01-13,GTM,Guatemala,464,10,433,248,21
2021-01-13,GIN,Guinea,24,1,22,6,2
2021-01-13,GNB,Guinea-Bissau,1,0,1,0,0
2021-01-13,HTI,Haiti,41,4,37,36,3
2021-01-13,HMD,Heard Island and McDonald Islands,2,0,1,0,0
2021-01-13,HND,Honduras,444,24,408,432,32
2021-01-13,HKG,Hong Kong,212,1,204,53,3
2021-01-13,HUN,Hungary,1880,8,1814,462,49
2021-01-13,IND,India,3409,111,3229,2447,175
2021-01-13,IDN,Indonesia,2905,90,2581,1120,118
2021-01-13,IRQ,Iraq,578,34,521,782,45
2021-01-13,IRL,Ireland,957,12,927,1038,37
2021-01-13,IMN,Isle Of Man,3,0,2,0,0
2021-01-13,ISR,Israel,1230,16,1181,562,35
2021-01-13,ITA,Italy,5879,22,5735,3002,104
2021-01-13,JAM,Jamaica,3,1,2,0,1
2021-01-13,JPN,Japan,10081,52,9716,984,46
2021-01-13,JEY,Jersey,5,1,4,7,1
2021-01-13,JOR,Jordan,384,14,358,391,27
2021-01-13,KAZ,Kazakhstan,170,4,156,54,5
2021-01-13,KEN,Kenya,480,19,450,242,34
2021-01-13,KIR,Kiribati,2,0,1,0,0
2021-01-13,RKS,Kosovo,9,1,8,7,2
2021-01-13,KWT,Kuwait,73,2,68,34,4
2021-01-13,KGZ,Kyrgyzstan,59,2,51,52,6
2021-01-13,LAO,Laos,49,2,43,34,4
2021-01-13,LVA,Latvia,1,0,1,1,0
2021-01-13,LBN,Lebanon,327,18,303,714,27
2021-01-13,LSO,Lesotho,1,0,1,0,0
2021-01-13,LBR,Liberia,2,0,2,100,0
2021-01-13,LBY,Libya,299,10,271,432,29
2021-01-13,LTU,Lithuania,2,0,2,0,0
2021-01-13,LUX,Luxembourg,2,0,2,3,0
2021-01-13,MAC,Macau,3,0,3,1,0
2021-01-13,MDG,Madagascar,31,1,28,6,2
2021-01-13,MWI,Malawi,2,0,2,0,0
2021-01-13,MYS,Malaysia,1280,17,1222,280,29
2021-01-13,MDV,Maldives,2,1,2,3,1
2021-01-13,MLI,Mali,46,2,40,6,3
2021-01-13,MLT,Malta,4,0,4,0,0
2021-01-13,MHL,Marshall Islands,1,1,0,0,1
2021-01-13,MTQ,Martinique,3,0,3,0,0
2021-01-13,MRT,Mauritania,14,1,14,8,1
2021-01-13,MUS,Mauritius,3,1,3,2,1
2021-01-13,MYT,Mayotte,1,0,1,0,0
2021-01-13,MEX,Mexico,11651,339,11096,15326,841
