date,ISO3,country,count,cli,count_local_com,cli_local_com,anosmia
2020-05-22,AFG,Afghanistan,241,25,235,1401,28
2020-05-22,ALA,Aland Islands,13,1,13,1,0
2020-05-22,ALB,Albania,177,1,177,179,2
2020-05-22,DZA,Algeria,1075,16,1069,638,26
2020-05-22,ASM,American Samoa,21,4,21,306,2
2020-05-22,AND,Andorra,24,5,24,60,5
2020-05-22,AGO,Angola,186,7,185,136,9
2020-05-22,AIA,Anguilla,5,0,5,3,1
2020-05-22,ATA,Antarctica,11,5,11,26,5
2020-05-22,ATG,Antigua,6,0,6,2,0
2020-05-22,ARG,Argentina,4324,25,4310,490,52
2020-05-22,ARM,Armenia,163,3,162,48,5
2020-05-22,ABW,Aruba,16,4,15,203,4
2020-05-22,AUS,Australia,1903,11,1900,167,26
2020-05-22,AUT,Austria,914,6,913,148,14
2020-05-22,AZE,Azerbaijan,160,1,160,18,3
2020-05-22,BHS,Bahamas,7,2,7,1,2
2020-05-22,BHR,Bahrain,2,0,1,0,0
2020-05-22,BGD,Bangladesh,906,33,900,1744,58
2020-05-22,BRB,Barbados,2,0,2,0,0
2020-05-22,BLR,Belarus,382,20,382,396,15
2020-05-22,BEL,Belgium,904,2,900,307,14
2020-05-22,BLZ,Belize,5,1,5,11,1
2020-05-22,BEN,Benin,35,0,34,0,0
2020-05-22,BMU,Bermuda,5,0,5,2,0
2020-05-22,BTN,Bhutan,4,0,4,0,0
2020-05-22,BOL,Bolivia,1552,43,1546,649,59
2020-05-22,BES,"Bonaire, Sint Eustatius and Saba",2,1,2,100,1
2020-05-22,BIH,Bosnia and Herzegovina,161,0,161,22,1
2020-05-22,BWA,Botswana,2,0,2,0,0
2020-05-22,BRA,Brazil,15301,315,15259,16131.345,784
2020-05-22,IOT,British Indian Ocean Territory,5,1,5,0,1
2020-05-22,VGB,British Virgin Islands,6,0,6,1,0
2020-05-22,BRN,Brunei,5,0,5,1,1
2020-05-22,BGR,Bulgaria,776,6,772,121,15
2020-05-22,BFA,Burkina Faso,64,1,64,103,2
