date,ISO3,country,count,cli,count_local_com,cli_local_com,anosmia
2020-05-12,AFG,Afghanistan,170,17,168,1289,21
2020-05-12,ALA,Aland Islands,20,2,20,17,2
2020-05-12,ALB,Albania,192,4,192,375,10
2020-05-12,DZA,Algeria,948,15,945,459,32
2020-05-12,ASM,American Samoa,31,5,31,313,6
2020-05-12,AND,Andorra,19,3,19,57,3
2020-05-12,AGO,Angola,179,2,179,144,4
2020-05-12,AIA,Anguilla,6,0,6,13,0
2020-05-12,ATA,Antarctica,10,4,9,218,5
2020-05-12,ATG,Antigua,1,0,1,0,0
2020-05-12,ARG,Argentina,4143,18,4132,362,43
2020-05-12,ARM,Armenia,124,1,122,21,2
2020-05-12,ABW,Aruba,11,0,11,2,0
2020-05-12,AUS,Australia,1779,19,1773,479,40
2020-05-12,AUT,Austria,980,4,978,333,14
2020-05-12,AZE,Azerbaijan,192,1,192,128,1
2020-05-12,BHS,Bahamas,5,0,5,0,0
2020-05-12,BHR,Bahrain,23,0,22,2,0
2020-05-12,BGD,Bangladesh,774,28,771,1623,47
2020-05-12,BRB,Barbados,2,0,2,0,0
2020-05-12,BLR,Belarus,463,18,457,460,14
2020-05-12,BEL,Belgium,826,3,820,198,14
2020-05-12,BLZ,Belize,21,0,21,13,3
2020-05-12,BEN,Benin,75,7,74,36,5
2020-05-12,BMU,Bermuda,4,0,4,5,0
2020-05-12,BOL,Bolivia,1665,30,1661,373,67
2020-05-12,BES,"Bonaire, Sint Eustatius and Saba",7,0,7,2,1
2020-05-12,BIH,Bosnia and Herzegovina,216,1,215,28,2
2020-05-12,BWA,Botswana,5,0,5,0,0
2020-05-12,BVT,Bouvet Island,1,0,1,0,0
2020-05-12,BRA,Brazil,16011,323,15965,13063,936
2020-05-12,IOT,British Indian Ocean Territory,2,0,2,1,0
2020-05-12,VGB,British Virgin Islands,4,0,4,0,0
2020-05-12,BRN,Brunei,1,0,1,0,0
2020-05-12,BGR,Bulgaria,793,4,790,143,14
2020-05-12,BFA,Burkina Faso,130,0,129,27,5
2020-05-12,BDI,Burundi,3,1,3,19,1
2020-05-12,CIV,Côte d'Ivoire,265,1,265,21,5
2020-05-12,KHM,Cambodia,135,4,134,291,4
2020-05-12,CMR,Cameroon,110,2,109,6,7
2020-05-12,CAN,Canada,2649,15,2638,603.5,31
2020-05-12,CPV,Cape Verde,1,0,1,0,0
2020-05-12,CYM,Cayman Islands,1,0,1,0,0
2020-05-12,CAF,Central African Republic,20,0,20,18,1
2020-05-12,TCD,Chad,1,0,1,0,0
2020-05-12,CHL,Chile,2343,19,2334,675,58
2020-05-12,CXR,Christmas Island,1,0,1,0,0
2020-05-12,COL,Colombia,4281,36,4267,507,80
2020-05-12,COM,Comoros,3,0,3,0,0
2020-05-12,COK,Cook Islands,2,0,2,0,0
2020-05-12,CRI,Costa Rica,1219,9,1214,120,15
2020-05-12,HRV,Croatia,554,1,550,61,5
2020-05-12,CUW,Curaçao,1,0,1,0,0
2020-05-12,CYP,Cyprus,5,1,5,114,0
2020-05-12,CZE,Czech Republic,1544,3,1541,77,16
2020-05-12,COD,Democratic Republic of the Congo,11,1,11,1,0
2020-05-12,DNK,Denmark,2187,20,2186,455,43
2020-05-12,DJI,Djibouti,1,0,1,0,0
2020-05-12,DMA,Dominica,10,0,10,1,0
2020-05-12,DOM,Dominican Republic,797,11,794,252,24
2020-05-12,ECU,Ecuador,2034,59,2030,2208,141
2020-05-12,EGY,Egypt,3067,42,3055,1642,139
2020-05-12,SLV,El Salvador,1572,13,1569,172,38
2020-05-12,GNQ,Equatorial Guinea,1,0,1,0,0
2020-05-12,ERI,Eritrea,2,1,2,1,1
2020-05-12,EST,Estonia,5,0,5,5,0
2020-05-12,SWZ,Eswatini,10,0,10,5,0
2020-05-12,ETH,Ethiopia,120,3,118,25,1
2020-05-12,FSM,Federated States of Micronesia,1,0,1,0,0
2020-05-12,FJI,Fiji,1,0,1,0,0
2020-05-12,FIN,Finland,1136,9,1131,397,23
2020-05-12,FRA,France,5134,35,5115,1146,67
2020-05-12,GUF,French Guiana,1,0,1,0,0
2020-05-12,PYF,French Polynesia,1,0,1,2,0
2020-05-12,ATF,French Southern Territories,4,1,4,100,1
2020-05-12,GAB,Gabon,2,0,2,0,0
2020-05-12,GEO,Georgia,4,0,4,0,0
2020-05-12,DEU,Germany,4993,20,4983,878,64
2020-05-12,GHA,Ghana,518,6,517,106,23
2020-05-12,GIB,Gibraltar,1,0,1,20,0
2020-05-12,GRC,Greece,1081,2,1079,113,12
2020-05-12,GRL,Greenland,2,1,2,1,1
2020-05-12,GRD,Grenada,6,0,6,2,0
2020-05-12,GLP,Guadeloupe,5,0,5,0,0
2020-05-12,GUM,Guam,2,1,2,1,1
2020-05-12,GTM,Guatemala,1315,8,1314,113,30
2020-05-12,GIN,Guinea,38,0,38,3,1
2020-05-12,GNB,Guinea-Bissau,2,0,2,0,0
2020-05-12,GUY,Guyana,1,0,1,0,0
2020-05-12,HTI,Haiti,37,1,37,1,1
2020-05-12,HMD,Heard Island and McDonald Islands,1,0,1,0,0
2020-05-12,HND,Honduras,958,5,955,112,22
2020-05-12,HKG,Hong Kong,200,1,200,8,2
2020-05-12,HUN,Hungary,3026,5,3019,143,37
2020-05-12,ISL,Iceland,3,0,3,0,0
2020-05-12,IND,India,5618,29,5598,2693,56
2020-05-12,IDN,Indonesia,4403,59,4387,1553.748,57
2020-05-12,IRQ,Iraq,677,11,671,499,15
2020-05-12,IRL,Ireland,1117,4,1115,226,15
2020-05-12,IMN,Isle Of Man,2,0,2,0,0
2020-05-12,ISR,Israel,1056,5,1051,130,17
2020-05-12,ITA,Italy,5561,13,5550,1207,64
2020-05-12,JPN,Japan,7941,35,7927,501,24
2020-05-12,JEY,Jersey,1,0,1,0,0
2020-05-12,JOR,Jordan,961,10,958,82,21
2020-05-12,KAZ,Kazakhstan,327,0,321,17,4
2020-05-12,KEN,Kenya,747,11,743,114,16
2020-05-12,KIR,Kiribati,1,0,1,0,0
2020-05-12,RKS,Kosovo,1,0,1,0,0
2020-05-12,KWT,Kuwait,260,3,260,84,7
2020-05-12,KGZ,Kyrgyzstan,141,2,141,22,1
2020-05-12,LAO,Laos,31,2,30,6,1
2020-05-12,LVA,Latvia,1,0,1,0,0
2020-05-12,LBN,Lebanon,187,0,186,24,9
2020-05-12,LSO,Lesotho,3,0,3,0,0
2020-05-12,LBR,Liberia,4,1,4,5,1
2020-05-12,LBY,Libya,517,2,515,295,24
2020-05-12,LTU,Lithuania,1,0,1,0,0
2020-05-12,LUX,Luxembourg,2,0,2,5,0
2020-05-12,MAC,Macau,1,0,1,8,0
2020-05-12,MDG,Madagascar,32,2,32,13,0
2020-05-12,MWI,Malawi,1,0,1,0,0
2020-05-12,MYS,Malaysia,1652,8,1648,214,15
2020-05-12,MDV,Maldives,5,0,5,1,0
2020-05-12,MLI,Mali,77,2,77,13,3
2020-05-12,MTQ,Martinique,2,0,2,0,0
2020-05-12,MRT,Mauritania,25,0,25,3,1
2020-05-12,MUS,Mauritius,1,0,1,0,0
2020-05-12,MEX,Mexico,12084,124,12056,3804,407
2020-05-12,MDA,Moldova,276,0,276,106,2
2020-05-12,MCO,Monaco,1,0,1,0,0
2020-05-12,MNG,Mongolia,1,0,1,0,0
2020-05-12,MAR,Morocco,749,10,747,233,25
2020-05-12,MOZ,Mozambique,256,6,254,66,9
2020-05-12,MMR,Myanmar,519,8,518,824,9
2020-05-12,NAM,Namibia,4,1,4,25,0
2020-05-12,NPL,Nepal,716,6,713,400,24
2020-05-12,NLD,Netherlands,2658,9,2650,866,65
2020-05-12,NZL,New Zealand,1033,9,1030,82,8
2020-05-12,NIC,Nicaragua,1218,44,1215,1271,112
2020-05-12,NER,Niger,2,0,2,0,0
2020-05-12,NGA,Nigeria,1049,29,1044,443,40
2020-05-12,NOR,Norway,1244,8,1242,87,15
2020-05-12,OMN,Oman,113,0,112,10,1
2020-05-12,PAK,Pakistan,972,21,967,1147,25
2020-05-12,PSE,Palestine,202,10,202,123,11
2020-05-12,PAN,Panama,353,4,351,75,6
2020-05-12,PRY,Paraguay,639,2,637,58,9
2020-05-12,PER,Peru,2367,77,2358,2184,160
2020-05-12,PHL,Philippines,1999,9,1994,226,29
2020-05-12,PCN,Pitcairn,1,0,1,0,0
2020-05-12,POL,Poland,3149,12,3140,565,37
2020-05-12,PRT,Portugal,2372,5,2368,535,40
2020-05-12,PRI,"Puerto Rico, U.S.",898,5,896,52,10
2020-05-12,QAT,Qatar,212,3,211,201,12
2020-05-12,REU,Réunion,1,0,1,0,0
2020-05-12,MKD,Republic of North Macedonia,4,0,4,0,0
2020-05-12,ROU,Romania,3181,9,3175,356,21
2020-05-12,RUS,Russia,1793,24,1789,860,46
2020-05-12,RWA,Rwanda,1,0,1,0,0
2020-05-12,SHN,Saint Helena,2,0,2,0,0
2020-05-12,MAF,Saint Martin,2,0,2,0,0
2020-05-12,VCT,Saint Vincent and the Grenadines,1,0,1,1,0
2020-05-12,SMR,San Marino,1,0,1,0,0
2020-05-12,SAU,Saudi Arabia,813,4,812,361,16
2020-05-12,SEN,Senegal,99,1,97,14,2
2020-05-12,SRB,Serbia,709,5,706,295,6
2020-05-12,SLE,Sierra Leone,1,0,1,0,0
2020-05-12,SGP,Singapore,377,1,376,32,3
2020-05-12,ANT,Sint Maarten,2,0,2,0,0
2020-05-12,SVK,Slovakia,647,3,645,122,7
2020-05-12,SVN,Slovenia,318,1,316,49,3
2020-05-12,SOM,Somalia,1,0,1,0,0
2020-05-12,ZAF,South Africa,2091,32,2086,411,54
2020-05-12,KOR,South Korea,1300,7,1293,234,6
2020-05-12,SSD,South Sudan,5,0,5,1,0
2020-05-12,ESP,Spain,4147,24,4139,2313,77
2020-05-12,LKA,Sri Lanka,386,1,384,64,3
2020-05-12,SDN,Sudan,238,6,236,106,20
2020-05-12,SUR,Suriname,2,0,2,0,0
2020-05-12,SWE,Sweden,3336,82,3329,1733,165
2020-05-12,CHE,Switzerland,1045,7,1041,256,20
2020-05-12,TWN,Taiwan,2888,5,2878,175,12
2020-05-12,TJK,Tajikistan,2,1,2,0,2
2020-05-12,TZA,Tanzania,87,9,87,209,9
2020-05-12,THA,Thailand,973,5,971,171,6
2020-05-12,TLS,Timor-Leste,2,1,2,5,1
2020-05-12,TGO,Togo,1,0,1,0,0
2020-05-12,TTO,Trinidad and Tobago,3,0,3,0,1
2020-05-12,TUN,Tunisia,641,4,638,62,13
2020-05-12,TUR,Turkey,3081,20,3067,534.2,81
2020-05-12,UGA,Uganda,4,0,4,0,0
2020-05-12,UKR,Ukraine,3151,27,3140,554,44
2020-05-12,ARE,United Arab Emirates,784,3,783,650,28
2020-05-12,GBR,United Kingdom,3134,18,3130,1070,92
2020-05-12,UMI,"United States Minor Outlying Islands, U.S.",3,1,3,8,1
2020-05-12,URY,Uruguay,950,6,946,123,17
2020-05-12,UZB,Uzbekistan,227,1,226,6,2
2020-05-12,VUT,Vanuatu,1,0,1,0,0
2020-05-12,VAT,Vatican City,3,1,3,0,1
2020-05-12,VEN,Venezuela,777,5,776,68,15
2020-05-12,VNM,Vietnam,2933,10,2919,112,23
2020-05-12,VIR,"Virgin Islands, U.S.",3,0,3,0,0
2020-05-12,ESH,Western Sahara,7,0,7,0,0
2020-05-12,YEM,Yemen,130,5,130,210,7
2020-05-12,ZMB,Zambia,1,0,1,0,0
2020-05-12,ZWE,Zimbabwe,13,3,13,102,2
