date,ISO3,country,count,cli,count_local_com,cli_local_com,anosmia
2020-09-17,AFG,Afghanistan,134,25,128,1182,26
2020-09-17,ALA,Aland Islands,16,3,16,107,2
2020-09-17,ALB,Albania,105,3,105,104,5
2020-09-17,DZA,Algeria,84,8,82,370,10
2020-09-17,ASM,American Samoa,17,3,17,203,4
2020-09-17,AND,Andorra,23,3,23,303,4
2020-09-17,AGO,Angola,67,9,66,290,10
2020-09-17,AIA,Anguilla,4,1,4,90,1
2020-09-17,ATA,Antarctica,9,3,9,211,4
2020-09-17,ATG,Antigua,2,0,2,1,0
2020-09-17,ARG,Argentina,2830,46,2810,3224,128
2020-09-17,ARM,Armenia,52,3,50,36,4
2020-09-17,ABW,Aruba,9,0,9,59,0
2020-09-17,AUS,Australia,1279,13,1273,251,19
2020-09-17,AUT,Austria,645,5,642,426,10
2020-09-17,AZE,Azerbaijan,95,0,93,163,1
2020-09-17,BHS,Bahamas,6,2,6,201,2
2020-09-17,BHR,Bahrain,5,2,5,102,2
2020-09-17,BGD,Bangladesh,398,35,388,1952,39
2020-09-17,BRB,Barbados,3,2,3,6,3
2020-09-17,BLR,Belarus,181,8,177,138,6
2020-09-17,BEL,Belgium,564,4,562,123,12
2020-09-17,BLZ,Belize,2,0,2,4,0
2020-09-17,BEN,Benin,25,2,25,9,1
2020-09-17,BMU,Bermuda,1,0,1,0,0
2020-09-17,BTN,Bhutan,1,0,1,0,1
2020-09-17,BOL,Bolivia,481,21,473,917,39
2020-09-17,BES,"Bonaire, Sint Eustatius and Saba",2,1,2,1,1
2020-09-17,BIH,Bosnia and Herzegovina,93,2,92,118,4
2020-09-17,BWA,Botswana,1,1,1,80,1
2020-09-17,BRA,Brazil,7548,144,7470,5817,328
2020-09-17,IOT,British Indian Ocean Territory,5,0,5,2,1
2020-09-17,VGB,British Virgin Islands,4,1,4,100,1
2020-09-17,BRN,Brunei,1,0,1,0,0
2020-09-17,BGR,Bulgaria,259,1,258,52,5
2020-09-17,BFA,Burkina Faso,21,0,21,0,0
2020-09-17,CIV,Côte d'Ivoire,65,0,64,5,1
2020-09-17,KHM,Cambodia,54,6,54,15,5
2020-09-17,CMR,Cameroon,69,1,69,15,2
2020-09-17,CAN,Canada,1827,15,1819,597,31
2020-09-17,CPV,Cape Verde,3,0,3,10,0
2020-09-17,CYM,Cayman Islands,2,0,2,0,0
2020-09-17,TCD,Chad,2,0,2,1,0
2020-09-17,CHL,Chile,1037,8,1023,278,22
2020-09-17,CXR,Christmas Island,1,1,1,1,1
2020-09-17,CCK,Cocos (Keeling) Islands,1,0,1,0,0
2020-09-17,COL,Colombia,1833,51,1809,965,109
2020-09-17,COK,Cook Islands,2,1,2,17,2
2020-09-17,CRI,Costa Rica,544,17,538,527,24
2020-09-17,HRV,Croatia,246,7,245,72,7
2020-09-17,CYP,Cyprus,4,0,4,0,0
2020-09-17,CZE,Czech Republic,1120,17,1107,557,28
2020-09-17,COD,Democratic Republic of the Congo,33,1,33,206,4
2020-09-17,DNK,Denmark,1739,19,1732,514,42
2020-09-17,DJI,Djibouti,3,0,3,0,0
2020-09-17,DMA,Dominica,4,0,3,0,0
2020-09-17,DOM,Dominican Republic,318,14,312,177,22
2020-09-17,ECU,Ecuador,715,16,705,616,32
2020-09-17,EGY,Egypt,831,21,823,1044,47
2020-09-17,SLV,El Salvador,414,13,412,235,24
2020-09-17,GNQ,Equatorial Guinea,1,0,1,2,0
2020-09-17,ERI,Eritrea,3,0,3,3,1
2020-09-17,EST,Estonia,4,0,4,0,0
2020-09-17,ETH,Ethiopia,108,2,108,82,7
2020-09-17,FLK,Falkland Islands,1,0,1,1,0
2020-09-17,FRO,Faroe Islands,1,0,1,0,0
2020-09-17,FJI,Fiji,4,0,3,0,1
2020-09-17,FIN,Finland,665,11,663,192,13
2020-09-17,FRA,France,3212,64,3192,748,76
2020-09-17,PYF,French Polynesia,1,0,1,1,0
2020-09-17,GAB,Gabon,2,1,2,100,1
2020-09-17,GEO,Georgia,1,0,1,0,0
2020-09-17,DEU,Germany,2813,17,2802,955.3,44
2020-09-17,GHA,Ghana,119,3,118,22,4
2020-09-17,GIB,Gibraltar,1,0,1,0,0
2020-09-17,GRC,Greece,929,6,926,248,15
2020-09-17,GLP,Guadeloupe,1,0,1,0,0
2020-09-17,GTM,Guatemala,554,14,545,438,25
2020-09-17,GIN,Guinea,20,2,20,8,1
2020-09-17,HTI,Haiti,18,2,17,2,2
2020-09-17,HMD,Heard Island and McDonald Islands,2,0,2,1,0
2020-09-17,HND,Honduras,229,13,227,268,10
2020-09-17,HKG,Hong Kong,254,1,252,57,1
2020-09-17,HUN,Hungary,1512,10,1504,531,32
2020-09-17,ISL,Iceland,1,1,1,0,1
2020-09-17,IND,India,4672,85,4614,4917,150
2020-09-17,IDN,Indonesia,2506,47,2481,722,63
2020-09-17,IRQ,Iraq,483,25,477,1959,36
2020-09-17,IRL,Ireland,632,6,629,96,10
2020-09-17,ISR,Israel,744,6,741,388,13
2020-09-17,ITA,Italy,4145,16,4124,455,26
2020-09-17,JAM,Jamaica,2,0,2,0,0
2020-09-17,JPN,Japan,5581,16,5561,249,18
2020-09-17,JEY,Jersey,1,0,1,0,0
2020-09-17,JOR,Jordan,474,8,466,231,24
2020-09-17,KAZ,Kazakhstan,197,3,195,173,7
2020-09-17,KEN,Kenya,342,13,338,138,10
2020-09-17,KIR,Kiribati,1,0,1,0,0
2020-09-17,RKS,Kosovo,3,0,3,0,0
2020-09-17,KWT,Kuwait,82,4,81,122,4
2020-09-17,KGZ,Kyrgyzstan,127,6,124,90,14
2020-09-17,LAO,Laos,33,1,32,5,2
2020-09-17,LVA,Latvia,3,0,3,1,0
2020-09-17,LBN,Lebanon,111,3,110,45,3
2020-09-17,LBR,Liberia,1,1,1,31,1
2020-09-17,LBY,Libya,227,7,224,505,18
2020-09-17,LIE,Liechtenstein,3,0,3,0,0
2020-09-17,LTU,Lithuania,4,1,4,2,1
2020-09-17,LUX,Luxembourg,1,0,1,0,0
2020-09-17,MAC,Macau,3,0,3,0,0
2020-09-17,MDG,Madagascar,11,0,11,1,0
2020-09-17,MWI,Malawi,1,1,1,5,1
2020-09-17,MYS,Malaysia,714,6,710,205,7
2020-09-17,MDV,Maldives,1,0,1,0,0
2020-09-17,MLI,Mali,30,1,30,8,2
2020-09-17,MLT,Malta,2,0,2,0,0
2020-09-17,MHL,Marshall Islands,1,0,1,0,0
2020-09-17,MTQ,Martinique,2,0,2,0,0
2020-09-17,MRT,Mauritania,11,0,10,8,0
2020-09-17,MUS,Mauritius,4,0,4,0,0
2020-09-17,MYT,Mayotte,3,0,3,0,0
2020-09-17,MEX,Mexico,7383,140,7331,8045,367
2020-09-17,MDA,Moldova,120,5,118,63,10
2020-09-17,MCO,Monaco,1,0,1,0,0
2020-09-17,MNG,Mongolia,1,0,1,0,0
2020-09-17,MNE,Montenegro,3,0,3,0,0
2020-09-17,MSR,Montserrat,2,0,2,0,1
2020-09-17,MAR,Morocco,275,9,270,167,8
2020-09-17,MOZ,Mozambique,66,0,65,24,3
2020-09-17,MMR,Myanmar,489,11,487,1137,11
2020-09-17,NPL,Nepal,367,5,364,273,16
2020-09-17,NLD,Netherlands,1547,20,1541,336,31
2020-09-17,NCL,New Caledonia,2,0,2,0,1
2020-09-17,NZL,New Zealand,642,6,639,77,9
2020-09-17,NIC,Nicaragua,192,8,191,193,22
2020-09-17,NER,Niger,2,2,2,19,2
2020-09-17,NGA,Nigeria,394,13,394,162,26
2020-09-17,NOR,Norway,933,9,932,177,12
2020-09-17,OMN,Oman,42,2,42,20,2
2020-09-17,PAK,Pakistan,822,38,813,1809,46
2020-09-17,PSE,Palestine,141,12,140,296,12
2020-09-17,PAN,Panama,178,0,176,71,3
2020-09-17,PRY,Paraguay,253,6,250,397,18
2020-09-17,PER,Peru,1103,33,1088,1268,61
2020-09-17,PHL,Philippines,1362,12,1355,548,22
2020-09-17,POL,Poland,1019,23,1011,492,25
2020-09-17,PRT,Portugal,1556,2,1545,324,20
2020-09-17,PRI,"Puerto Rico, U.S.",516,2,513,87,8
2020-09-17,QAT,Qatar,48,2,48,54,2
2020-09-17,REU,Réunion,1,0,1,0,0
2020-09-17,MKD,Republic of North Macedonia,4,0,4,0,0
2020-09-17,COG,Republic of the Congo,1,0,1,0,0
2020-09-17,ROU,Romania,1113,4,1103,456,14
2020-09-17,RUS,Russia,982,37,970,640.4,49
2020-09-17,SHN,Saint Helena,1,0,1,0,0
2020-09-17,SMR,San Marino,1,0,1,0,0
2020-09-17,SAU,Saudi Arabia,248,10,246,307,12
2020-09-17,SEN,Senegal,33,2,32,6,1
2020-09-17,SRB,Serbia,280,3,276,211,10
2020-09-17,SLE,Sierra Leone,2,1,2,100,1
2020-09-17,SGP,Singapore,215,1,214,14,1
2020-09-17,SVK,Slovakia,292,2,289,66,6
2020-09-17,SVN,Slovenia,186,1,183,28,2
2020-09-17,SLB,Solomon Islands,1,0,1,0,0
2020-09-17,SOM,Somalia,1,0,1,0,0
2020-09-17,ZAF,South Africa,674,6,670,205,18
2020-09-17,KOR,South Korea,624,4,615,54,7
2020-09-17,SSD,South Sudan,4,0,4,1,1
2020-09-17,ESP,Spain,3378,15,3363,939,53
2020-09-17,LKA,Sri Lanka,123,1,123,28,1
2020-09-17,SDN,Sudan,157,4,155,92,9
