date,ISO3,country,count,cli,count_local_com,cli_local_com,anosmia
2021-01-09,-99,-99,3597,100,3073,1346,173
2021-01-09,AFG,Afghanistan,205,40,165,1593,54
2021-01-09,ALA,Aland Islands,28,8,21,232,10
2021-01-09,ALB,Albania,127,10,116,254,14
2021-01-09,DZA,Algeria,481,25,419,923,44
2021-01-09,ASM,American Samoa,39,5,30,106,7
2021-01-09,AND,Andorra,37,10,29,245,6
2021-01-09,AGO,Angola,80,9,70,316,15
2021-01-09,AIA,Anguilla,12,3,10,160,5
2021-01-09,ATA,Antarctica,17,6,14,232,7
2021-01-09,ATG,Antigua,8,0,8,2,1
2021-01-09,ARG,Argentina,3559,47,3352,3142,111
2021-01-09,ARM,Armenia,69,3,63,112,7
2021-01-09,ABW,Aruba,20,5,16,32,5
2021-01-09,AUS,Australia,2332,28,2256,338,40
2021-01-09,AUT,Austria,898,5,880,210,16
2021-01-09,AZE,Azerbaijan,123,4,110,348,10
2021-01-09,BHS,Bahamas,5,1,5,4,1
2021-01-09,BHR,Bahrain,8,3,6,8,3
2021-01-09,BGD,Bangladesh,591,45,527,1205,66
2021-01-09,BRB,Barbados,3,1,2,0,2
2021-01-09,BLR,Belarus,312,17,287,558,37
2021-01-09,BEL,Belgium,972,6,925,299,14
2021-01-09,BLZ,Belize,8,1,6,0,1
2021-01-09,BEN,Benin,28,0,24,5,1
2021-01-09,BMU,Bermuda,2,0,2,0,0
2021-01-09,BTN,Bhutan,3,2,3,101,2
2021-01-09,BOL,Bolivia,883,61,820,1314,112
2021-01-09,BES,"Bonaire, Sint Eustatius and Saba",4,0,4,10,2
2021-01-09,BIH,Bosnia and Herzegovina,151,8,143,581,17
2021-01-09,BWA,Botswana,2,1,2,1,1
2021-01-09,BRA,Brazil,16022,375,15191,17051,892
2021-01-09,IOT,British Indian Ocean Territory,6,0,4,1,0
2021-01-09,VGB,British Virgin Islands,4,0,3,1,0
2021-01-09,BRN,Brunei,1,0,1,0,0
2021-01-09,BGR,Bulgaria,476,1,464,417,17
2021-01-09,BFA,Burkina Faso,61,2,52,27,4
2021-01-09,BDI,Burundi,3,0,1,0,0
2021-01-09,CIV,Côte d'Ivoire,122,5,106,13,7
2021-01-09,KHM,Cambodia,85,10,80,225,12
2021-01-09,CMR,Cameroon,78,5,67,13,10
2021-01-09,CAN,Canada,3076,23,3002,1243,49
2021-01-09,CPV,Cape Verde,3,0,3,0,0
2021-01-09,CYM,Cayman Islands,3,0,2,0,0
2021-01-09,CAF,Central African Republic,1,0,1,1,0
2021-01-09,TCD,Chad,2,0,2,4,0
2021-01-09,CHL,Chile,1596,16,1503,684,37
2021-01-09,CCK,Cocos (Keeling) Islands,2,1,1,0,1
2021-01-09,COL,Colombia,3762,104,3584,2409,253
2021-01-09,COM,Comoros,3,0,2,0,0
2021-01-09,COK,Cook Islands,1,0,0,0,0
2021-01-09,CRI,Costa Rica,597,17,565,411,35
2021-01-09,HRV,Croatia,491,5,475,330,19
2021-01-09,CYP,Cyprus,4,0,4,0,0
2021-01-09,CZE,Czech Republic,1290,29,1238,1198,77
2021-01-09,COD,Democratic Republic of the Congo,68,8,60,32,8
2021-01-09,DNK,Denmark,1775,7,1735,563,41
2021-01-09,DJI,Djibouti,1,0,1,0,0
2021-01-09,DMA,Dominica,11,0,9,1,0
2021-01-09,DOM,Dominican Republic,569,31,529,465,52
2021-01-09,ECU,Ecuador,1128,35,1047,821,67
2021-01-09,EGY,Egypt,1901,44,1758,5453,148
2021-01-09,SLV,El Salvador,545,23,497,362,32
2021-01-09,GNQ,Equatorial Guinea,3,0,3,0,0
2021-01-09,ERI,Eritrea,2,0,1,0,0
2021-01-09,EST,Estonia,5,1,5,4,1
2021-01-09,SWZ,Eswatini,5,0,4,12,1
2021-01-09,ETH,Ethiopia,80,5,73,135,5
2021-01-09,FLK,Falkland Islands,2,2,2,1,2
2021-01-09,FRO,Faroe Islands,1,0,1,0,0
2021-01-09,FSM,Federated States of Micronesia,1,0,1,0,0
2021-01-09,FJI,Fiji,5,1,5,20,1
2021-01-09,FIN,Finland,419,3,407,185,8
2021-01-09,FRA,France,5413,52,5165,1479,98
2021-01-09,GUF,French Guiana,2,0,1,0,0
2021-01-09,ATF,French Southern Territories,2,0,2,0,0
2021-01-09,GAB,Gabon,9,0,9,0,1
2021-01-09,GMB,Gambia,2,0,2,0,0
2021-01-09,GEO,Georgia,1,0,1,0,0
2021-01-09,DEU,Germany,5904,30,5778,2131,110
2021-01-09,GHA,Ghana,181,7,169,40,16
2021-01-09,GIB,Gibraltar,1,0,0,0,0
2021-01-09,GRC,Greece,889,1,865,205,5
2021-01-09,GRL,Greenland,3,0,2,0,0
2021-01-09,GRD,Grenada,2,2,1,100,2
2021-01-09,GLP,Guadeloupe,4,0,4,0,0
2021-01-09,GTM,Guatemala,442,9,418,222,16
2021-01-09,GGY,Guernsey,1,0,1,0,0
2021-01-09,GIN,Guinea,25,1,17,101,4
2021-01-09,GNB,Guinea-Bissau,1,0,1,0,0
2021-01-09,GUY,Guyana,2,0,2,1,0
2021-01-09,HTI,Haiti,59,3,53,106,4
2021-01-09,HMD,Heard Island and McDonald Islands,2,0,2,0,0
2021-01-09,HND,Honduras,436,25,401,494,30
2021-01-09,HKG,Hong Kong,298,0,286,125,4
2021-01-09,HUN,Hungary,2114,8,2047,588,59
2021-01-09,ISL,Iceland,3,0,3,1,0
2021-01-09,IND,India,3806,100,3611,3074,169
2021-01-09,IDN,Indonesia,2904,97,2620,1321,122
2021-01-09,IRQ,Iraq,590,24,521,509,39
2021-01-09,IRL,Ireland,1105,12,1065,1248,39
2021-01-09,IMN,Isle Of Man,1,0,1,0,0
2021-01-09,ISR,Israel,1451,18,1382,865,37
2021-01-09,ITA,Italy,6675,36,6479,4869.9,118
2021-01-09,JAM,Jamaica,5,0,5,0,0
2021-01-09,JPN,Japan,11442,53,11024,990,70
2021-01-09,JEY,Jersey,2,1,2,1,1
2021-01-09,JOR,Jordan,406,11,381,516,27
