date,ISO3,country,count,cli,count_local_com,cli_local_com,anosmia
2020-09-10,AFG,Afghanistan,109,13,105,855,18
2020-09-10,ALA,Aland Islands,15,2,13,35,3
2020-09-10,ALB,Albania,98,7,96,309,9
2020-09-10,DZA,Algeria,135,6,132,352,9
2020-09-10,ASM,American Samoa,11,0,10,1,1
2020-09-10,AND,Andorra,18,1,18,105,3
2020-09-10,AGO,Angola,55,4,55,124,4
2020-09-10,AIA,Anguilla,4,1,4,100,0
2020-09-10,ATA,Antarctica,12,4,12,302,6
2020-09-10,ATG,Antigua,8,0,8,15,1
2020-09-10,ARG,Argentina,2846,39,2817,3064,99
2020-09-10,ARM,Armenia,53,3,53,129,2
2020-09-10,ABW,Aruba,9,2,9,254,1
2020-09-10,AUS,Australia,1467,19,1463,370,20
2020-09-10,AUT,Austria,587,4,582,196,8
2020-09-10,AZE,Azerbaijan,66,0,66,156,2
2020-09-10,BHS,Bahamas,1,0,1,15,0
2020-09-10,BHR,Bahrain,2,0,2,0,0
2020-09-10,BGD,Bangladesh,393,30,385,1040,32
2020-09-10,BRB,Barbados,1,0,1,0,0
2020-09-10,BLR,Belarus,185,4,183,80,6
2020-09-10,BEL,Belgium,513,14,510,93,14
2020-09-10,BLZ,Belize,4,0,4,0,0
2020-09-10,BEN,Benin,27,0,27,5,0
2020-09-10,BMU,Bermuda,2,0,2,1,0
2020-09-10,BTN,Bhutan,2,0,2,1,0
2020-09-10,BOL,Bolivia,510,24,502,1100,42
2020-09-10,BES,"Bonaire, Sint Eustatius and Saba",3,0,3,1,0
2020-09-10,BIH,Bosnia and Herzegovina,113,0,113,107,2
2020-09-10,BWA,Botswana,1,0,1,0,0
2020-09-10,BVT,Bouvet Island,1,0,0,0,0
2020-09-10,BRA,Brazil,8395,127,8336,7197,329
2020-09-10,IOT,British Indian Ocean Territory,3,1,3,0,1
2020-09-10,VGB,British Virgin Islands,1,0,1,0,0
2020-09-10,BRN,Brunei,1,0,1,0,0
2020-09-10,BGR,Bulgaria,287,0,286,48,4
2020-09-10,BFA,Burkina Faso,16,2,16,1,2
2020-09-10,CIV,Côte d'Ivoire,69,0,69,13,0
2020-09-10,KHM,Cambodia,51,2,51,108,2
2020-09-10,CMR,Cameroon,49,3,49,17,0
2020-09-10,CAN,Canada,1780,21,1771,431,24
2020-09-10,CYM,Cayman Islands,1,0,1,0,0
2020-09-10,CAF,Central African Republic,1,0,1,0,0
2020-09-10,TCD,Chad,2,0,1,0,1
2020-09-10,CHL,Chile,1073,10,1065,328,23
2020-09-10,COL,Colombia,1688,34,1678,1109,72
2020-09-10,CRI,Costa Rica,563,10,561,370,14
2020-09-10,HRV,Croatia,313,7,310,138,3
2020-09-10,CUW,Curaçao,3,0,3,0,0
2020-09-10,CYP,Cyprus,9,0,9,0,0
2020-09-10,CZE,Czech Republic,1080,13,1073,538,21
2020-09-10,COD,Democratic Republic of the Congo,17,1,17,9,0
2020-09-10,DNK,Denmark,1544,30,1532,397,37
2020-09-10,DJI,Djibouti,3,0,3,0,1
2020-09-10,DMA,Dominica,8,0,8,8,0
2020-09-10,DOM,Dominican Republic,351,9,349,248,24
2020-09-10,ECU,Ecuador,764,20,753,1006,46
2020-09-10,EGY,Egypt,939,31,925,1644,62
2020-09-10,SLV,El Salvador,422,20,417,407,29
2020-09-10,GNQ,Equatorial Guinea,1,1,1,1,1
2020-09-10,ERI,Eritrea,4,1,4,101,1
2020-09-10,EST,Estonia,4,0,4,0,0
2020-09-10,SWZ,Eswatini,2,0,2,0,0
2020-09-10,ETH,Ethiopia,114,6,113,367,12
2020-09-10,FLK,Falkland Islands,1,0,1,1,0
2020-09-10,FRO,Faroe Islands,1,0,1,0,0
2020-09-10,FSM,Federated States of Micronesia,2,1,2,1,1
2020-09-10,FJI,Fiji,2,0,2,10,1
2020-09-10,FIN,Finland,618,6,614,193,12
2020-09-10,FRA,France,3449,43,3425,968,55
2020-09-10,GUF,French Guiana,1,0,1,15,0
2020-09-10,ATF,French Southern Territories,1,0,1,0,0
2020-09-10,GAB,Gabon,6,0,6,0,0
2020-09-10,GEO,Georgia,4,0,4,0,0
2020-09-10,DEU,Germany,3358,30,3333,923,58
2020-09-10,GHA,Ghana,135,7,134,59,9
2020-09-10,GIB,Gibraltar,3,0,3,0,0
2020-09-10,GRC,Greece,947,8,940,251,11
2020-09-10,GRL,Greenland,2,0,2,0,0
2020-09-10,GRD,Grenada,1,0,1,0,0
2020-09-10,GLP,Guadeloupe,1,0,1,1,0
2020-09-10,GTM,Guatemala,493,10,491,371,21
2020-09-10,GGY,Guernsey,1,1,1,1,0
2020-09-10,GIN,Guinea,23,0,23,2,1
2020-09-10,GUY,Guyana,1,0,1,1,0
2020-09-10,HTI,Haiti,35,2,35,15,2
2020-09-10,HND,Honduras,219,9,216,321,14
2020-09-10,HKG,Hong Kong,230,1,228,39,0
2020-09-10,HUN,Hungary,1436,13,1428,488,38
2020-09-10,ISL,Iceland,5,0,5,0,0
2020-09-10,IND,India,5023,110,4975,5337,184
2020-09-10,IDN,Indonesia,2417,52,2385,1265,42
2020-09-10,IRQ,Iraq,474,38,469,1923,41
2020-09-10,IRL,Ireland,685,9,680,188,20
2020-09-10,ISR,Israel,879,3,874,455,8
2020-09-10,ITA,Italy,4292,9,4279,706,33
2020-09-10,JAM,Jamaica,2,0,2,0,0
2020-09-10,JPN,Japan,6197,16,6178,303,12
2020-09-10,JEY,Jersey,2,0,2,0,0
2020-09-10,JOR,Jordan,433,6,430,246,15
2020-09-10,KAZ,Kazakhstan,181,6,179,321,8
2020-09-10,KEN,Kenya,300,12,296,72,18
2020-09-10,KIR,Kiribati,2,1,2,1,1
2020-09-10,RKS,Kosovo,1,0,1,0,0
2020-09-10,KWT,Kuwait,71,1,69,56,0
2020-09-10,KGZ,Kyrgyzstan,39,1,38,15,1
2020-09-10,LAO,Laos,32,0,32,5,0
2020-09-10,LVA,Latvia,1,0,1,0,0
2020-09-10,LBN,Lebanon,98,4,97,53,3
2020-09-10,LSO,Lesotho,1,0,1,0,0
2020-09-10,LBR,Liberia,1,0,1,0,0
2020-09-10,LBY,Libya,260,6,252,565,18
2020-09-10,LTU,Lithuania,3,0,3,0,0
2020-09-10,LUX,Luxembourg,3,0,3,0,0
2020-09-10,MAC,Macau,4,0,4,1,0
2020-09-10,MDG,Madagascar,17,1,17,22,1
2020-09-10,MWI,Malawi,1,0,1,0,0
2020-09-10,MYS,Malaysia,768,5,763,97,4
2020-09-10,MDV,Maldives,4,0,3,0,0
2020-09-10,MLI,Mali,39,1,39,3,1
2020-09-10,MLT,Malta,5,0,5,0,0
2020-09-10,MHL,Marshall Islands,1,0,1,0,0
2020-09-10,MRT,Mauritania,5,0,5,0,0
2020-09-10,MUS,Mauritius,1,0,1,0,0
2020-09-10,MYT,Mayotte,1,0,1,0,0
2020-09-10,MEX,Mexico,6994,150,6943,7473,394
2020-09-10,MDA,Moldova,131,3,130,237,5
2020-09-10,MCO,Monaco,4,0,4,0,0
2020-09-10,MNG,Mongolia,2,0,1,2,0
2020-09-10,MNE,Montenegro,7,1,7,6,1
2020-09-10,MAR,Morocco,294,8,289,117,11
2020-09-10,MOZ,Mozambique,87,2,86,23,7
2020-09-10,MMR,Myanmar,529,10,522,1005,13
2020-09-10,NAM,Namibia,1,0,1,0,0
2020-09-10,NPL,Nepal,452,10,444,537,25
2020-09-10,NLD,Netherlands,1536,18,1529,383,39
2020-09-10,NCL,New Caledonia,2,0,2,0,0
2020-09-10,NZL,New Zealand,478,8,475,71,16
2020-09-10,NIC,Nicaragua,201,4,199,333,13
2020-09-10,NER,Niger,1,0,1,1,0
2020-09-10,NGA,Nigeria,426,24,423,216,19
2020-09-10,NOR,Norway,1136,17,1129,255,20
2020-09-10,OMN,Oman,41,2,41,53,2
2020-09-10,PAK,Pakistan,436,25,431,553,26
2020-09-10,PLW,Palau,4,1,4,101,0
2020-09-10,PSE,Palestine,173,5,171,492,12
2020-09-10,PAN,Panama,194,2,193,100,7
2020-09-10,PRY,Paraguay,295,9,289,253,20
2020-09-10,PER,Peru,1021,32,1006,1466,70
2020-09-10,PHL,Philippines,1415,14,1408,556,30
2020-09-10,PCN,Pitcairn,1,0,1,0,0
2020-09-10,POL,Poland,999,16,991,288,21
2020-09-10,PRT,Portugal,1644,5,1635,281,33
