date,ISO3,country,count,cli,count_local_com,cli_local_com,anosmia
2021-03-11,AFG,Afghanistan,131,26,110,737,32
2021-03-11,ALA,Aland Islands,18,5,15,326,7
2021-03-11,ALB,Albania,113,2,102,248,8
2021-03-11,DZA,Algeria,443,20,393,329,25
2021-03-11,ASM,American Samoa,23,6,18,205,7
2021-03-11,AND,Andorra,13,3,11,209,5
2021-03-11,AGO,Angola,67,8,61,436,10
2021-03-11,AIA,Anguilla,3,1,3,100,1
2021-03-11,ATG,Antigua,4,1,3,11,0
2021-03-11,ARG,Argentina,2613,38,2481,1437,62
2021-03-11,ARM,Armenia,36,2,34,60,2
2021-03-11,AUS,Australia,1147,20,1123,633,24
2021-03-11,AUT,Austria,774,9,757,276,17
2021-03-11,AZE,Azerbaijan,70,4,66,168,7
2021-03-11,BHS,Bahamas,2,0,2,81,0
2021-03-11,BHR,Bahrain,3,1,3,10,1
2021-03-11,BGD,Bangladesh,625,50,551,1107,58
2021-03-11,BRB,Barbados,3,2,2,100,2
2021-03-11,BLR,Belarus,176,7,165,247,14
2021-03-11,BEL,Belgium,773,5,734,135,15
2021-03-11,BLZ,Belize,4,0,4,10,0
2021-03-11,BEN,Benin,26,1,25,107,2
2021-03-11,BMU,Bermuda,1,1,0,0,1
2021-03-11,BTN,Bhutan,5,0,5,100,0
2021-03-11,BOL,Bolivia,517,27,493,452,33
2021-03-11,BES,"Bonaire, Sint Eustatius and Saba",2,0,2,1,0
2021-03-11,BIH,Bosnia and Herzegovina,142,5,130,268,11
2021-03-11,BWA,Botswana,5,2,4,107,3
2021-03-11,BRA,Brazil,15869,366,15091,19859.4,805
2021-03-11,IOT,British Indian Ocean Territory,3,1,2,100,1
2021-03-11,VGB,British Virgin Islands,3,0,3,1,0
2021-03-11,BRN,Brunei,2,0,2,0,0
2021-03-11,BGR,Bulgaria,627,13,605,355,33
2021-03-11,BFA,Burkina Faso,33,2,26,10,1
2021-03-11,BDI,Burundi,1,0,1,0,0
2021-03-11,CIV,Côte d'Ivoire,102,4,85,43,7
2021-03-11,KHM,Cambodia,155,11,141,169,9
2021-03-11,CMR,Cameroon,122,9,103,28,12
2021-03-11,CAN,Canada,2317,18,2259,537,35
2021-03-11,CPV,Cape Verde,1,0,1,0,0
2021-03-11,CYM,Cayman Islands,1,1,0,0,0
2021-03-11,CAF,Central African Republic,2,2,0,0,2
2021-03-11,TCD,Chad,2,1,2,0,1
2021-03-11,CHL,Chile,1453,19,1372,695,55
2021-03-11,CXR,Christmas Island,1,0,0,0,0
2021-03-11,COL,Colombia,1927,44,1811,710,79
2021-03-11,CRI,Costa Rica,329,7,310,89,15
2021-03-11,HRV,Croatia,284,3,276,197,7
2021-03-11,CYP,Cyprus,3,0,3,0,0
