date,ISO3,country,count,cli,count_local_com,cli_local_com,anosmia
2021-03-31,AFG,Afghanistan,131,33,97,784,45
2021-03-31,ALA,Aland Islands,16,5,14,143,5
2021-03-31,ALB,Albania,120,9,107,595,11
2021-03-31,DZA,Algeria,410,21,366,528,31
2021-03-31,ASM,American Samoa,23,6,20,238,7
2021-03-31,AND,Andorra,20,4,18,64,2
2021-03-31,AGO,Angola,62,6,56,121,7
2021-03-31,AIA,Anguilla,7,2,7,116,2
2021-03-31,ATG,Antigua,5,0,5,1,0
2021-03-31,ARG,Argentina,3176,61,3006,2213,90
2021-03-31,ARM,Armenia,39,4,35,19,3
2021-03-31,AUS,Australia,1376,22,1326,938,38
2021-03-31,AUT,Austria,772,6,759,298,13
2021-03-31,AZE,Azerbaijan,115,3,107,89,5
2021-03-31,BHS,Bahamas,6,0,5,2,1
2021-03-31,BHR,Bahrain,14,0,14,204,0
2021-03-31,BGD,Bangladesh,795,62,713,1400,74
2021-03-31,BRB,Barbados,2,0,1,2,0
2021-03-31,BLR,Belarus,178,5,169,190,10
2021-03-31,BEL,Belgium,802,7,771,359,21
2021-03-31,BLZ,Belize,6,0,6,12,0
2021-03-31,BEN,Benin,27,1,24,101,2
2021-03-31,BMU,Bermuda,1,0,1,1,0
2021-03-31,BTN,Bhutan,2,0,2,1,0
2021-03-31,BOL,Bolivia,584,26,551,670,32
2021-03-31,BIH,Bosnia and Herzegovina,197,9,188,531,17
2021-03-31,BWA,Botswana,1,0,0,0,0
2021-03-31,BRA,Brazil,16370,325,15523,21175,737
2021-03-31,IOT,British Indian Ocean Territory,2,0,2,0,0
2021-03-31,VGB,British Virgin Islands,2,0,2,0,0
2021-03-31,BRN,Brunei,2,0,1,0,0
2021-03-31,BGR,Bulgaria,658,18,631,870,34
2021-03-31,BFA,Burkina Faso,25,2,24,31,2
2021-03-31,BDI,Burundi,3,1,3,2,1
2021-03-31,CIV,Côte d'Ivoire,100,4,88,29,8
2021-03-31,KHM,Cambodia,96,7,88,123,9
2021-03-31,CMR,Cameroon,100,10,91,164,11
2021-03-31,CAN,Canada,2321,22,2266,679,29
2021-03-31,CPV,Cape Verde,3,1,3,8,1
2021-03-31,CYM,Cayman Islands,1,1,1,12,1
2021-03-31,CAF,Central African Republic,2,0,1,100,0
2021-03-31,CHL,Chile,1617,28,1532,923,61
2021-03-31,COL,Colombia,2072,76,1962,1169,103
2021-03-31,CRI,Costa Rica,343,8,321,177,9
2021-03-31,HRV,Croatia,335,8,322,251,13
2021-03-31,CYP,Cyprus,6,0,6,0,0
2021-03-31,CZE,Czech Republic,939,25,905,490,36
2021-03-31,COD,Democratic Republic of the Congo,42,2,37,128,5
2021-03-31,DNK,Denmark,1348,13,1313,200,34
2021-03-31,DJI,Djibouti,1,0,1,0,0
2021-03-31,DMA,Dominica,5,0,5,0,0
2021-03-31,DOM,Dominican Republic,275,9,257,67,11
2021-03-31,ECU,Ecuador,1288,58,1212,1433,87
2021-03-31,EGY,Egypt,991,33,936,1842,70
2021-03-31,SLV,El Salvador,428,9,398,114,29
2021-03-31,ERI,Eritrea,3,2,2,100,2
2021-03-31,EST,Estonia,2,0,2,0,0
2021-03-31,SWZ,Eswatini,1,0,1,0,0
2021-03-31,ETH,Ethiopia,168,8,159,287,11
2021-03-31,FJI,Fiji,3,2,3,101,1
2021-03-31,FIN,Finland,619,2,606,304,11
2021-03-31,FRA,France,5812,70,5514,1607,107
2021-03-31,ATF,French Southern Territories,1,0,1,0,0
2021-03-31,GAB,Gabon,1,0,1,0,0
2021-03-31,GMB,Gambia,1,0,1,0,0
2021-03-31,GEO,Georgia,4,0,4,0,0
2021-03-31,DEU,Germany,4562,29,4455,1207,56
2021-03-31,GHA,Ghana,157,6,150,126,12
2021-03-31,GIB,Gibraltar,1,0,1,0,0
2021-03-31,GRC,Greece,958,6,920,458,24
2021-03-31,GRL,Greenland,1,1,1,100,1
2021-03-31,GRD,Grenada,3,0,3,100,0
2021-03-31,GLP,Guadeloupe,4,0,4,1,0
2021-03-31,GUM,Guam,2,0,2,0,0
2021-03-31,GTM,Guatemala,372,18,349,309,26
2021-03-31,GIN,Guinea,39,1,29,2,2
2021-03-31,GUY,Guyana,1,0,1,0,0
2021-03-31,HTI,Haiti,36,0,30,6,1
2021-03-31,HMD,Heard Island and McDonald Islands,1,0,1,0,0
2021-03-31,HND,Honduras,279,10,256,168,16
2021-03-31,HKG,Hong Kong,191,4,185,135,4
2021-03-31,HUN,Hungary,2155,32,2095,1669,81
2021-03-31,IND,India,4942,157,4646,3288,240
2021-03-31,IDN,Indonesia,1603,53,1431,644,41
2021-03-31,IRQ,Iraq,599,37,539,951,34
2021-03-31,IRL,Ireland,523,2,504,266,7
2021-03-31,ISR,Israel,822,5,791,250,14
2021-03-31,ITA,Italy,5143,34,4992,3342,73
2021-03-31,JAM,Jamaica,1,0,1,0,0
2021-03-31,JPN,Japan,6369,27,6079,693,39
2021-03-31,JEY,Jersey,1,0,1,0,0
2021-03-31,JOR,Jordan,550,40,509,1288,53
2021-03-31,KAZ,Kazakhstan,200,4,187,82,6
2021-03-31,KEN,Kenya,841,65,806,797,59
2021-03-31,KWT,Kuwait,98,3,90,104,3
2021-03-31,KGZ,Kyrgyzstan,46,1,44,16,4
2021-03-31,LAO,Laos,34,0,31,103,1
2021-03-31,LVA,Latvia,1,0,1,0,0
2021-03-31,LBN,Lebanon,189,7,179,467,8
2021-03-31,LSO,Lesotho,2,0,2,57,1
2021-03-31,LBR,Liberia,1,0,1,0,0
2021-03-31,LBY,Libya,186,6,172,337,17
2021-03-31,LTU,Lithuania,4,0,4,0,0
2021-03-31,LUX,Luxembourg,2,0,2,0,0
2021-03-31,MAC,Macau,1,0,1,0,0
2021-03-31,MDG,Madagascar,55,4,54,62,4
2021-03-31,MWI,Malawi,1,0,1,0,0
2021-03-31,MYS,Malaysia,650,13,622,117,13
2021-03-31,MDV,Maldives,1,0,1,0,0
2021-03-31,MLI,Mali,35,2,32,80,3
2021-03-31,MLT,Malta,3,0,3,0,0
2021-03-31,MTQ,Martinique,3,1,2,0,1
2021-03-31,MRT,Mauritania,12,1,11,18,0
2021-03-31,MUS,Mauritius,1,0,1,0,0
2021-03-31,MYT,Mayotte,2,0,2,0,0
2021-03-31,MEX,Mexico,7244,105,6917,4411,287
2021-03-31,MDA,Moldova,158,5,151,100,9
2021-03-31,MAR,Morocco,307,8,286,107,13
2021-03-31,MOZ,Mozambique,92,7,88,42,8
2021-03-31,MMR,Myanmar,50,3,44,8,2
2021-03-31,NAM,Namibia,1,0,1,0,0
2021-03-31,NPL,Nepal,296,9,276,129,12
2021-03-31,NLD,Netherlands,1369,17,1335,457,43
2021-03-31,NZL,New Zealand,408,8,391,166,6
2021-03-31,NIC,Nicaragua,208,6,188,136,10
