date,ISO3,country,count,cli,count_local_com,cli_local_com,anosmia
2020-06-25,AFG,Afghanistan,250,42,248,2110,57
2020-06-25,ALA,Aland Islands,17,1,17,13,2
2020-06-25,ALB,Albania,165,3,164,155,10
2020-06-25,DZA,Algeria,740,21,737,1175,47
2020-06-25,ASM,American Samoa,22,2,21,204,2
2020-06-25,AND,Andorra,27,2,27,92,4
2020-06-25,AGO,Angola,116,3,116,18,5
2020-06-25,AIA,Anguilla,7,2,7,2,2
2020-06-25,ATA,Antarctica,11,6,11,304,6
2020-06-25,ATG,Antigua,5,0,5,0,0
2020-06-25,ARG,Argentina,3963,20,3960,785,49
2020-06-25,ARM,Armenia,166,4,165,135,5
2020-06-25,ABW,Aruba,25,1,24,12,1
2020-06-25,AUS,Australia,2133,24,2125,385,59
2020-06-25,AUT,Austria,800,4,800,135,11
2020-06-25,AZE,Azerbaijan,238,3,236,225,6
2020-06-25,BHS,Bahamas,6,1,6,14,1
2020-06-25,BHR,Bahrain,7,1,7,3,1
2020-06-25,BGD,Bangladesh,972,31,969,2790,65
2020-06-25,BRB,Barbados,1,0,1,0,1
2020-06-25,BLR,Belarus,369,10,368,449,12
2020-06-25,BEL,Belgium,726,3,723,133,12
2020-06-25,BLZ,Belize,7,0,6,2,0
2020-06-25,BEN,Benin,31,0,31,5,2
2020-06-25,BMU,Bermuda,2,0,2,0,0
2020-06-25,BTN,Bhutan,3,0,3,1,0
2020-06-25,BOL,Bolivia,1490,66,1488,2030,140
2020-06-25,BES,"Bonaire, Sint Eustatius and Saba",3,0,3,3,1
2020-06-25,BIH,Bosnia and Herzegovina,202,0,202,56,2
2020-06-25,BWA,Botswana,2,0,2,0,0
2020-06-25,BVT,Bouvet Island,1,0,1,0,0
2020-06-25,BRA,Brazil,14620,302,14568,18916,826
2020-06-25,IOT,British Indian Ocean Territory,2,0,2,0,0
2020-06-25,BRN,Brunei,2,0,2,0,0
2020-06-25,BGR,Bulgaria,704,6,704,120,12
2020-06-25,BFA,Burkina Faso,40,0,40,39,0
2020-06-25,BDI,Burundi,2,1,2,101,1
2020-06-25,CIV,Côte d'Ivoire,185,4,185,49,17
2020-06-25,KHM,Cambodia,109,4,107,333,6
