date,ISO3,country,count,cli,count_local_com,cli_local_com,anosmia
2020-08-10,AFG,Afghanistan,142,20,138,928,27
2020-08-10,ALA,Aland Islands,16,3,16,110,5
2020-08-10,ALB,Albania,136,7,134,170,13
2020-08-10,DZA,Algeria,588,19,579,1111,38
2020-08-10,ASM,American Samoa,14,2,12,9,3
2020-08-10,AND,Andorra,22,0,21,22,1
2020-08-10,AGO,Angola,96,3,95,280.7,7
2020-08-10,AIA,Anguilla,9,1,9,3,1
2020-08-10,ATA,Antarctica,18,4,17,207,2
2020-08-10,ATG,Antigua,3,1,3,103,1
2020-08-10,ARG,Argentina,3708,26,3683,1933,86
2020-08-10,ARM,Armenia,69,2,65,128,3
2020-08-10,ABW,Aruba,9,0,8,103,0
2020-08-10,AUS,Australia,2017,22,2008,732,37
2020-08-10,AUT,Austria,628,2,624,82,6
2020-08-10,AZE,Azerbaijan,99,4,99,163,4
2020-08-10,BHS,Bahamas,7,3,7,121,3
2020-08-10,BHR,Bahrain,4,2,3,13,2
2020-08-10,BGD,Bangladesh,566,24,559,1489,44
2020-08-10,BRB,Barbados,2,0,2,0,0
2020-08-10,BLR,Belarus,10,1,10,100,2
2020-08-10,BEL,Belgium,791,3,785,230,7
2020-08-10,BLZ,Belize,4,0,4,1,0
2020-08-10,BEN,Benin,20,1,19,2,2
2020-08-10,BTN,Bhutan,2,0,2,50,0
2020-08-10,BOL,Bolivia,1019,65,1004,2197,108
2020-08-10,BES,"Bonaire, Sint Eustatius and Saba",2,1,2,100,1
2020-08-10,BIH,Bosnia and Herzegovina,172,2,168,185,4
2020-08-10,BWA,Botswana,1,0,1,1,0
2020-08-10,BVT,Bouvet Island,3,0,3,0,0
2020-08-10,BRA,Brazil,12972,240,12860,12523,606
2020-08-10,IOT,British Indian Ocean Territory,2,0,2,0,0
2020-08-10,VGB,British Virgin Islands,4,1,4,0,2
2020-08-10,BRN,Brunei,1,0,1,0,0
2020-08-10,BGR,Bulgaria,417,2,413,63,9
2020-08-10,BFA,Burkina Faso,29,1,28,2,2
2020-08-10,BDI,Burundi,1,0,1,0,0
2020-08-10,CIV,Côte d'Ivoire,87,1,86,18,2
2020-08-10,KHM,Cambodia,74,3,74,119,5
2020-08-10,CMR,Cameroon,76,2,76,10,3
2020-08-10,CAN,Canada,2021,13,2010,240,29
2020-08-10,TCD,Chad,2,0,2,0,0
2020-08-10,CHL,Chile,1531,12,1519,569,43
2020-08-10,CXR,Christmas Island,1,0,0,0,0
2020-08-10,CCK,Cocos (Keeling) Islands,1,0,1,0,0
2020-08-10,COL,Colombia,3187,77,3143,1853,184
2020-08-10,COM,Comoros,2,0,2,0,1
2020-08-10,CRI,Costa Rica,722,7,714,319,18
2020-08-10,HRV,Croatia,378,1,374,54,7
2020-08-10,CYP,Cyprus,12,1,12,1,1
2020-08-10,CZE,Czech Republic,877,5,871,117,5
2020-08-10,COD,Democratic Republic of the Congo,33,2,33,113,3
2020-08-10,DNK,Denmark,1882,8,1874,251,23
2020-08-10,DJI,Djibouti,1,1,1,15,1
2020-08-10,DMA,Dominica,6,0,6,8,1
2020-08-10,DOM,Dominican Republic,579,23,572,594.5,56
2020-08-10,ECU,Ecuador,1588,62,1571,1918,113
2020-08-10,EGY,Egypt,1306,29,1292,2133,68
2020-08-10,SLV,El Salvador,879,48,872,1181,90
2020-08-10,ERI,Eritrea,2,0,1,0,0
2020-08-10,EST,Estonia,2,0,2,0,0
2020-08-10,ETH,Ethiopia,113,1,111,66,1
2020-08-10,FRO,Faroe Islands,3,1,3,11,1
2020-08-10,FJI,Fiji,1,0,1,0,0
2020-08-10,FIN,Finland,885,7,879,261,19
2020-08-10,FRA,France,3918,25,3894,638,39
2020-08-10,GUF,French Guiana,1,0,1,0,0
2020-08-10,PYF,French Polynesia,1,0,1,0,0
2020-08-10,GAB,Gabon,2,0,2,0,0
2020-08-10,GEO,Georgia,2,0,2,0,0
2020-08-10,DEU,Germany,4467,19,4440,564,39
2020-08-10,GHA,Ghana,163,6,159,34,12
2020-08-10,GIB,Gibraltar,4,0,3,0,0
2020-08-10,GRC,Greece,1211,8,1207,137,16
2020-08-10,GRL,Greenland,1,0,1,0,0
2020-08-10,GRD,Grenada,1,0,1,0,0
2020-08-10,GLP,Guadeloupe,3,0,3,0,0
2020-08-10,GTM,Guatemala,898,25,892,1031,48
2020-08-10,GIN,Guinea,29,2,29,3,2
2020-08-10,GUY,Guyana,2,0,2,0,0
2020-08-10,HTI,Haiti,47,2,46,226,4
2020-08-10,HND,Honduras,457,16,452,599,42
2020-08-10,HKG,Hong Kong,472,2,470,61,3
2020-08-10,HUN,Hungary,1477,7,1470,91,19
2020-08-10,ISL,Iceland,5,0,5,1,1
2020-08-10,IND,India,5889,77,5833,4002,162
2020-08-10,IDN,Indonesia,2443,40,2414,1349,61
2020-08-10,IRQ,Iraq,848,42,836,2764,64
2020-08-10,IRL,Ireland,804,5,797,118,16
2020-08-10,ISR,Israel,916,12,907,441,24
2020-08-10,ITA,Italy,5210,12,5184,382,34
2020-08-10,JAM,Jamaica,3,1,2,0,1
2020-08-10,JPN,Japan,9014,22,8982,481,23
2020-08-10,JEY,Jersey,1,0,1,0,0
2020-08-10,JOR,Jordan,491,8,485,86,22
2020-08-10,KAZ,Kazakhstan,339,8,337,784,24
2020-08-10,KEN,Kenya,549,19,544,144,30
2020-08-10,KIR,Kiribati,2,0,2,0,0
2020-08-10,RKS,Kosovo,5,1,5,4,0
2020-08-10,KWT,Kuwait,100,0,99,22,2
2020-08-10,KGZ,Kyrgyzstan,130,2,128,283.3,8
2020-08-10,LAO,Laos,52,0,51,40,3
2020-08-10,LVA,Latvia,4,0,4,0,0
2020-08-10,LBN,Lebanon,163,3,160,133,4
2020-08-10,LSO,Lesotho,1,1,1,0,1
2020-08-10,LBY,Libya,312,12,303,339,23
2020-08-10,LTU,Lithuania,2,0,2,1,0
2020-08-10,LUX,Luxembourg,5,0,5,0,0
2020-08-10,MAC,Macau,4,0,4,0,0
2020-08-10,MDG,Madagascar,25,0,25,33,0
2020-08-10,MWI,Malawi,2,0,2,5,0
2020-08-10,MYS,Malaysia,1166,11,1153,365,19
2020-08-10,MDV,Maldives,7,0,6,3,0
2020-08-10,MLI,Mali,43,2,42,20,2
2020-08-10,MLT,Malta,2,0,2,0,0
2020-08-10,MHL,Marshall Islands,1,0,1,1,0
2020-08-10,MTQ,Martinique,1,0,1,0,0
2020-08-10,MRT,Mauritania,14,0,14,0,0
2020-08-10,MUS,Mauritius,1,0,1,0,0
2020-08-10,MYT,Mayotte,1,0,1,0,0
2020-08-10,MEX,Mexico,9900,212,9812,13269.2,602
2020-08-10,MDA,Moldova,185,6,184,103,8
2020-08-10,MCO,Monaco,1,0,1,0,0
2020-08-10,MAR,Morocco,437,11,432,105,18
2020-08-10,MOZ,Mozambique,121,1,120,29,3
2020-08-10,MMR,Myanmar,275,11,275,464,12
2020-08-10,NAM,Namibia,1,0,1,0,0
2020-08-10,NPL,Nepal,622,10,619,281,19
2020-08-10,NLD,Netherlands,2109,7,2102,235,22
2020-08-10,NZL,New Zealand,527,5,519,94,10
2020-08-10,NIC,Nicaragua,368,19,363,775,37
2020-08-10,NGA,Nigeria,526,27,517,263,37
2020-08-10,NFK,Norfolk Island,1,0,1,0,0
2020-08-10,NOR,Norway,1468,13,1464,220,23
2020-08-10,OMN,Oman,53,1,53,136,1
2020-08-10,PAK,Pakistan,651,24,645,991,32
2020-08-10,PLW,Palau,1,0,1,0,0
2020-08-10,PSE,Palestine,149,3,148,166,5
2020-08-10,PAN,Panama,348,8,346,185,12
2020-08-10,PNG,Papua New Guinea,1,0,1,0,0
2020-08-10,PRY,Paraguay,481,14,478,219,22
2020-08-10,PER,Peru,1852,90,1820,2998,148
2020-08-10,PHL,Philippines,2078,20,2063,941,39
2020-08-10,PCN,Pitcairn,1,0,1,0,0
2020-08-10,POL,Poland,2037,22,2021,701,36
2020-08-10,PRT,Portugal,1694,6,1683,433,23
2020-08-10,PRI,"Puerto Rico, U.S.",645,3,639,77,7
2020-08-10,QAT,Qatar,89,1,89,54,0
2020-08-10,REU,Réunion,2,0,2,0,0
2020-08-10,MKD,Republic of North Macedonia,1,0,1,4,0
2020-08-10,COG,Republic of the Congo,7,0,7,0,0
2020-08-10,ROU,Romania,1791,7,1784,482,22
2020-08-10,RUS,Russia,1416,34,1409,735,35
2020-08-10,RWA,Rwanda,1,0,1,0,0
2020-08-10,MAF,Saint Martin,1,1,1,0,0
2020-08-10,WSM,Samoa,1,0,1,0,0
2020-08-10,SMR,San Marino,3,0,3,10,0
2020-08-10,SAU,Saudi Arabia,397,4,392,384,13
2020-08-10,SEN,Senegal,62,3,62,214,6
2020-08-10,SRB,Serbia,499,12,496,713,15
2020-08-10,SGP,Singapore,267,1,266,19,1
2020-08-10,SVK,Slovakia,355,2,353,32,6
2020-08-10,SVN,Slovenia,146,1,146,12,2
2020-08-10,SOM,Somalia,1,0,1,0,1
2020-08-10,ZAF,South Africa,1171,29,1162,710,59
2020-08-10,SGS,South Georgia and the South Sandwich Islands,1,0,1,1,0
2020-08-10,KOR,South Korea,661,3,654,142,3
2020-08-10,SSD,South Sudan,2,0,2,0,0
2020-08-10,ESP,Spain,3786,17,3759,624,52
2020-08-10,LKA,Sri Lanka,156,4,155,15,8
2020-08-10,SDN,Sudan,182,12,180,119,14
2020-08-10,SWE,Sweden,2482,18,2474,432,50
2020-08-10,CHE,Switzerland,732,0,732,62,7
2020-08-10,TWN,Taiwan,2180,2,2164,163,8
2020-08-10,TZA,Tanzania,42,1,42,12,3
2020-08-10,THA,Thailand,1648,28,1637,372,22
2020-08-10,TLS,Timor-Leste,4,0,4,0,1
2020-08-10,TTO,Trinidad and Tobago,5,0,5,1,0
2020-08-10,TUN,Tunisia,380,11,375,130,16
2020-08-10,TUR,Turkey,2768,40,2745,1181,99
2020-08-10,TCA,Turks and Caicos Islands,1,0,0,0,0
2020-08-10,TUV,Tuvalu,1,0,1,0,0
2020-08-10,UGA,Uganda,5,1,5,5,1
2020-08-10,UKR,Ukraine,2172,29,2155,727,47
2020-08-10,ARE,United Arab Emirates,333,5,332,200,7
2020-08-10,GBR,United Kingdom,2573,23,2556,185,40
2020-08-10,UMI,"United States Minor Outlying Islands, U.S.",1,0,1,0,0
2020-08-10,URY,Uruguay,651,5,647,49,9
2020-08-10,UZB,Uzbekistan,99,3,98,213,10
2020-08-10,VUT,Vanuatu,1,0,1,0,0
2020-08-10,VAT,Vatican City,1,0,1,0,0
2020-08-10,VEN,Venezuela,921,27,911,941,67
2020-08-10,VNM,Vietnam,3511,15,3480,531,26
2020-08-10,ESH,Western Sahara,1,0,1,0,0
2020-08-10,YEM,Yemen,66,4,65,158,6
2020-08-10,ZWE,Zimbabwe,11,2,11,111,2
