date,Unvaccinated,Vacc 1 dose,Vacc 2 doses
2021-05-18,0.934409052808047,0.0557418273260687,0.00209555741827326
2021-05-19,0.93140086651537,0.0580771611305963,0.00226944501753662
2021-05-20,0.930445393532642,0.0586739882041896,0.00223713646532438
2021-05-21,0.930958575145087,0.0580348208925355,0.00240144086451871
2021-05-22,0.928965517241379,0.0602955665024631,0.00216748768472906
2021-05-23,0.928355590213471,0.0612145433278097,0.0022419339116873
2021-05-24,0.925456830706758,0.0641013245673402,0.00222372619162719
2021-05-25,0.923468407912426,0.065968888035337,0.00230458997503361
2021-05-26,0.919805473443311,0.0694192810145895,0.0022885477257557
2021-05-27,0.914484999044525,0.0743359449646474,0.00238868717752723
2021-05-28,0.912062703116039,0.0768495507551138,0.00248518447715542
2021-05-29,0.908750360195947,0.0801075785227164,0.00259341081548362
2021-05-30,0.905449643751204,0.0832851916040824,0.00269593683805122
2021-05-31,0.902931283037001,0.0857280153772225,0.00269101393560788
2021-06-01,0.900172446828895,0.0878520789423261,0.00335313278405825
2021-06-02,0.896478737733308,0.0916875120261689,0.00317490860111603
2021-06-03,0.892673459485687,0.096166909267346,0.00329936923823387
2021-06-04,0.886560764058084,0.102134294903031,0.00360588636585128
2021-06-05,0.883333333333333,0.105360623781676,0.00380116959064328
2021-06-06,0.87870541354845,0.109728836621635,0.00388764700165225
2021-06-07,0.873890568614064,0.114112942553399,0.00438895932897689
2021-06-08,0.872261707720767,0.115762827378055,0.00438126764677247
2021-06-09,0.870772238514174,0.117693059628544,0.00459433040078201
2021-06-10,0.868887590103254,0.119033703487239,0.00496785505552309
2021-06-11,0.866348681008469,0.121191472792758,0.00506181251825173
2021-06-12,0.862402164460334,0.124939607691564,0.00521789544883564
2021-06-13,0.857334869431644,0.129320276497696,0.00518433179723502
2021-06-14,0.853130929791271,0.132637571157495,0.0055977229601518
2021-06-15,0.851963178658651,0.134322750328762,0.00497839564155551
2021-06-16,0.851512628365251,0.135072624664631,0.00490332130631881
2021-06-17,0.848922177566679,0.136645962732919,0.00538911216660577
2021-06-18,0.848984074684239,0.136097382390628,0.00530843858685704
2021-06-19,0.849056603773585,0.135905099943957,0.00532411731739212
2021-06-20,0.847329702875705,0.137670774816089,0.00535014808445591
2021-06-21,0.848470131131617,0.135891209324915,0.00543953375424964
2021-06-22,0.845605700712589,0.138657957244656,0.00564133016627078
2021-06-23,0.843893205817892,0.139071528192867,0.00597728631201435
2021-06-24,0.843515323726406,0.139943170286178,0.00578445301400447
2021-06-25,0.842434176826145,0.140969162995595,0.00594201413789571
2021-06-26,0.841922998574048,0.141474842126706,0.00621307801996333
2021-06-27,0.842015798420158,0.140885911408859,0.0066993300669933
