ISO2,ISO_3,country_agg,region_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
ZA,ZAF,South Africa,Free State,2021-10-04,2021-10-01,25,7093824.29420806,88,158,36,284,0,6,112,54,28,78,77,32,45,32,6,441430.964610216,4,2,4,0,2,239736.149720049,36,111,1492.11925688213,6,3,3,3,0,12,10,2,7,3,8,7,1,4,3,17,14,0,0,0,1,1,0,1,0,1,2,4,2,0,6,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,3,4,3,4,4,2,3,2,2,5,3,1,1,2,1,1,2,1,2,2,1,2,2,1,4,0.0535714285714286,0.0417013020087397,0.0535714285714286,0.0417013020087397,0.0622275018808449,0.000177765634263237,0.0178571428571429,0.0245263204027614,0.0337950504237591,0.000132974711180779,0.0241267578539427,0.00778560759921318
ZA,ZAF,South Africa,Free State,2021-10-05,2021-10-03,42,5563990.4807237,83,225,22,254,0,6,106,57,28,75,72,31,33,39,5,217073.47472993,3,2,3,0,1,39820.4926036152,22,105,1411.46416191552,3,1,1,1,0,7,5,2,4,1,7,3,3,2,1,7,5,0,0,0,1,1,0,1,0,1,2,3,2,0,6,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,2,3,2,4,4,4,4,3,1,4,5,1,1,2,0,2,2,1,2,1,0,1,2,1,3,0.0566037735849057,0.043991109789338,0.0471698113207547,0.040358496811933,0.0390139910343081,0.00016088798932702,0.00943396226415094,0.0184028015418055,0.00715682256135633,7.00414865200566e-05,0.0155866515024678,0.00646216916791152
ZA,ZAF,South Africa,Free State,2021-10-06,2021-10-03,30,6967640.61096439,101,341,29,305,0,8,136,74,37,93,95,37,44,50,6,324958.011399967,4,2,4,0,1,39820.4926036152,29,134,1801.29712092076,5,1,3,1,0,8,6,2,5,1,9,3,5,2,1,13,9,0,0,0,2,1,1,1,0,2,2,5,2,0,8,0,1,0,2,1,1,2,1,1,2,2,0,0,1,0,1,1,0,1,1,0,1,1,0,3,3,2,5,4,6,6,3,2,6,6,2,1,2,0,2,2,1,2,1,0,1,2,1,4,0.0588235294117647,0.0395448294445757,0.0441176470588235,0.0345133431783723,0.0466381705865551,0.000156568666711712,0.00735294117647059,0.0143584186750738,0.00571506121325388,5.59720345803387e-05,0.0160995094386073,0.00581215682005367
ZA,ZAF,South Africa,Free State,2021-10-07,2021-10-05,37,4943463.1176005,76,460,17,229,0,5,109,64,17,52,69,33,28,40,4,238980.320041045,2,2,2,0,1,39820.4926036152,17,106,1424.90667774329,4,1,2,1,0,9,5,4,3,2,10,3,6,1,2,13,9,0,0,0,1,0,1,0,0,1,1,3,1,0,5,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,2,5,4,2,1,3,4,2,1,1,0,1,1,1,1,0,0,0,1,1,3,0.0458715596330275,0.0392744413219453,0.036697247706422,0.0352966094275844,0.0483426930384468,0.000189076761528888,0.0091743119266055,0.0178986477811282,0.00805518149044947,7.87977584643426e-05,0.011930605888467,0.00563741301061976
ZA,ZAF,South Africa,Free State,2021-10-08,2021-10-05,23,6785737.38128082,92,518,27,287,0,6,132,80,17,52,79,42,32,46,6,554282.206987173,3,3,2,1,2,160268.817367105,27,128,1720.64202595416,5,1,3,1,0,10,5,5,3,2,12,4,7,1,3,13,9,0,0,0,1,0,1,0,0,1,1,4,1,0,6,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4,3,6,4,2,1,4,4,2,1,1,0,1,1,1,1,0,0,0,1,1,4,0.0454545454545455,0.0355343267870044,0.0454545454545455,0.0355343267870044,0.0816834156470922,0.000206069029521458,0.0151515151515152,0.0208388557396111,0.0236184821725084,0.000114257662346116,0.0156918171198495,0.00587225619482831
ZA,ZAF,South Africa,Free State,2021-10-09,2021-10-06,31,6743880.87373578,83,429,28,292,0,3,121,74,9,19,76,33,39,36,5,552879.197457691,2,3,1,1,2,190170.198460441,28,116,1559.33183602096,4,1,3,1,0,11,4,6,2,2,12,3,8,0,3,14,10,0,0,0,1,0,1,0,0,1,0,3,0,0,3,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,3,2,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0247933884297521,0.0277058619900296,0.0413223140495868,0.0354636990095652,0.0819823493043737,0.000207051719419634,0.0165289256198347,0.0227173941974505,0.028198926111086,0.000124939026603413,0.0179564088625608,0.00659103994726403
ZA,ZAF,South Africa,Free State,2021-10-10,2021-10-07,25,7057051.56488141,85,423,24,299,0,3,116,68,0,1,67,34,35,32,4,444994.660787655,1,3,0,1,2,190170.198460441,24,111,1492.11925688213,3,2,1,2,0,12,5,6,2,3,12,5,6,1,4,11,8,0,0,0,0,0,0,0,0,0,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,3,1,1,1,2,2,1,0,1,2,2,1,2,1,1,1,1,2,1,4,0.0258620689655172,0.0288842407567345,0.0344827586206897,0.0332047423094912,0.0630567393048562,0.000179332435317638,0.0172413793103448,0.0236880074342301,0.0269475427112933,0.000119471456135515,0.0160845052359618,0.00638306220138889
ZA,ZAF,South Africa,Free State,2021-10-11,2021-10-08,25,6850562.21881528,75,427,27,251,0,6,104,57,0,0,65,29,32,33,4,482859.487685764,2,2,1,1,3,288005.925503126,27,101,1357.69409860446,3,2,1,2,0,9,4,4,2,2,10,5,4,2,3,9,6,0,0,0,1,0,1,0,0,1,3,3,2,1,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,3,4,2,2,1,2,3,1,0,2,2,3,2,2,1,1,1,1,3,1,4,0.0576923076923077,0.0448112176503365,0.0384615384615385,0.0369596693901953,0.0704846510786481,0.000191672824805895,0.0288461538461538,0.0321676545583471,0.0420412100939846,0.000150278205653174,0.0198866593202053,0.00742619233558531
ZA,ZAF,South Africa,Free State,2021-10-12,2021-10-09,21,6590187.8348751,74,436,20,243,0,7,102,55,0,0,66,27,33,33,4,322190.361085382,2,2,1,1,3,207138.141301615,20,100,1344.25158277669,2,2,0,2,0,11,5,4,2,3,11,5,4,2,3,12,6,0,0,0,1,0,1,0,0,1,4,2,2,2,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,3,5,2,3,1,1,4,2,1,3,2,4,3,3,1,1,1,1,3,2,4,0.0686274509803922,0.0490635147054161,0.0392156862745098,0.0376695877073438,0.0488894048482744,0.000164634966450646,0.0294117647058824,0.032788840416564,0.0314312955095824,0.000133212675687925,0.0148781673432647,0.00647183601434334
ZA,ZAF,South Africa,Free State,2021-10-13,2021-10-09,26,8233312.24180454,92,583,31,286,0,7,128,69,0,0,85,32,40,45,4,322190.361085382,2,2,1,1,3,207138.141301615,31,125,1680.31447847086,2,2,0,2,0,11,5,4,2,3,11,5,4,2,3,14,7,0,0,0,1,0,1,0,0,1,4,2,2,2,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,3,5,2,3,1,1,4,2,1,3,2,4,3,3,1,1,1,1,3,2,5,0.0546875,0.0393889897100669,0.03125,0.0301421325137655,0.0391325327672457,0.000132452915274832,0.0234375,0.0262088985896068,0.0251585431498484,0.000106972103904075,0.0184489275056482,0.00643420389710159
ZA,ZAF,South Africa,Free State,2021-10-14,2021-10-11,33,6599345.55749076,74,467,24,212,0,5,105,59,0,0,70,25,30,40,3,252468.487388431,2,1,1,1,2,137416.267604664,24,103,1384.57913025999,1,1,0,1,0,4,2,1,1,1,4,2,1,1,1,10,5,0,0,0,1,0,1,0,0,1,2,2,0,2,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,2,3,1,2,0,0,2,1,1,2,0,2,2,1,0,0,0,0,1,1,4,0.0476190476190476,0.0407332576804628,0.0285714285714286,0.0318658021730655,0.0382565945651777,0.000146345852525868,0.0190476190476191,0.0261455482229834,0.0208227113442613,0.000108942405743106,0.0173337871960365,0.00687446559240427
ZA,ZAF,South Africa,Free State,2021-10-15,2021-10-12,21,6241319.47502174,70,343,27,218,0,4,101,54,0,0,69,19,27,41,3,220218.506036088,1,2,0,1,2,105166.286252321,27,99,1330.80906694892,1,1,0,0,0,5,2,2,0,1,5,2,2,0,1,9,5,0,0,0,0,0,0,0,0,0,2,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,3,4,1,2,0,1,3,1,1,2,1,2,2,2,0,1,0,1,1,1,4,0.0396039603960396,0.0380348662281565,0.0297029702970297,0.0331085145091172,0.0352839663019047,0.000144743254025021,0.0198019801980198,0.0271705622473482,0.0168500085075288,0.000100976389126104,0.0202884100135427,0.00757466350982679
ZA,ZAF,South Africa,Free State,2021-10-16,2021-10-13,34,6151976.60996293,83,417,37,263,0,5,114,53,0,0,78,23,32,45,1,65585.7456903432,0,1,0,0,1,65585.7456903432,37,112,1505.56177270989,1,1,0,0,0,4,2,2,0,1,4,2,2,0,1,14,8,0,0,0,3,2,1,2,0,1,3,2,2,0,3,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,2,2,3,3,3,1,2,0,1,2,1,0,1,1,2,2,2,0,2,0,1,1,1,4,0.043859649122807,0.0375914488963139,0.0087719298245614,0.0171170940046306,0.0106609224723204,8.11541489066826e-05,0.0087719298245614,0.0171170940046306,0.0106609224723204,8.11541489066826e-05,0.0245755442723568,0.007820728219739
ZA,ZAF,South Africa,Free State,2021-10-17,2021-10-14,32,6040115.85270558,90,441,51,345,0,6,120,60,0,0,78,27,32,45,2,130933.708499028,0,2,0,0,2,130933.708499028,51,119,1599.65938350426,2,1,1,0,0,7,3,3,1,1,7,3,3,1,1,15,7,0,0,0,3,2,1,2,0,1,3,3,2,0,4,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,2,3,3,4,4,4,1,3,1,2,2,2,0,1,1,2,2,2,0,2,0,1,1,1,4,0.05,0.0389945823141894,0.0166666666666667,0.0229051016485408,0.0216773505164439,0.00011613673457485,0.0166666666666667,0.0229051016485408,0.0216773505164439,0.00011613673457485,0.0318817871641386,0.00860933994186564
ZA,ZAF,South Africa,Free State,2021-10-18,2021-10-15,31,6101973.76617727,88,560,52,349,0,9,118,63,0,0,77,30,32,44,5,307737.398490854,2,3,1,1,3,173399.921264443,52,118,1586.21686767649,4,3,1,0,2,11,6,4,2,3,11,7,3,1,5,16,6,0,0,0,3,2,1,2,0,1,6,3,2,3,7,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,3,4,4,7,5,7,3,4,1,3,5,3,1,2,2,5,3,5,2,3,0,2,4,2,4,0.076271186440678,0.0478916261589332,0.0423728813559322,0.036345387540049,0.0504324355172775,0.000173632424543622,0.0254237288135593,0.0284010651185517,0.0284170217554169,0.000131838469159773,0.0327824026207527,0.0087629290163009
ZA,ZAF,South Africa,Free State,2021-10-19,2021-10-16,28,6346202.73408123,101,660,59,431,0,8,125,70,0,0,77,37,32,44,4,242151.652800511,2,2,1,1,2,107814.1755741,59,125,1680.31447847086,3,2,1,0,2,11,7,3,2,5,11,8,2,1,7,20,8,0,0,0,3,2,1,2,0,1,5,3,2,3,6,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,2,2,2,6,3,6,2,3,1,2,4,3,1,1,1,4,2,4,2,2,0,1,3,2,4,0.064,0.0429062931696376,0.032,0.0308535934282957,0.0381569361943128,0.000149049312359147,0.016,0.0219963501832478,0.0169887695196218,0.000100542880200064,0.0351124749301046,0.00880079435430096
ZA,ZAF,South Africa,Free State,2021-10-20,2021-10-17,24,6437771.41885015,89,575,63,381,0,7,115,70,0,0,68,34,27,40,8,537218.538159226,5,2,4,1,4,263185.125434253,63,115,1545.88932019319,3,2,1,0,2,15,11,2,6,5,12,10,1,3,7,15,7,0,0,0,0,0,0,0,0,0,4,2,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,4,6,4,3,1,2,6,2,2,2,2,4,2,4,3,2,0,1,4,1,4,0.0608695652173913,0.0436980672032989,0.0695652173913044,0.0464984218053319,0.0834479050601612,0.000213632149940848,0.0347826086956522,0.0334882779444762,0.0408814026331585,0.000152960524737431,0.040753240983725,0.00985610086146503
ZA,ZAF,South Africa,Free State,2021-10-21,2021-10-18,30,6652800.22104074,87,523,57,321,0,6,113,61,0,0,69,35,32,36,7,471870.575350541,5,1,4,1,3,197837.162625568,57,113,1519.00428853766,3,2,1,0,2,13,11,1,6,5,11,10,1,3,7,16,9,0,0,0,0,0,0,0,0,0,4,1,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,6,3,5,4,2,0,1,6,1,2,2,2,4,2,4,3,2,0,1,4,1,4,0.0530973451327434,0.0413426146865413,0.0619469026548673,0.0444459689401226,0.0709281144288928,0.000195065163631546,0.0265486725663717,0.0296406276500937,0.0297374272565514,0.000129075015495228,0.0375245813524817,0.00955699463366793
ZA,ZAF,South Africa,Free State,2021-10-22,2021-10-19,24,6832660.36809895,79,382,57,300,0,3,106,51,0,0,65,31,28,36,4,295066.885358715,3,0,3,0,2,155370.949860154,57,105,1411.46416191552,1,0,1,0,0,11,9,1,6,3,9,7,2,4,3,14,8,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,2,2,2,1,0,0,3,0,1,1,1,1,1,1,1,1,0,0,1,0,4,0.0283018867924528,0.0315695602813257,0.0377358490566038,0.0362759984499167,0.043184772762357,0.000152416692360183,0.0188679245283019,0.0259012641269205,0.0227394516176402,0.000111775945218121,0.0403835970745756,0.0102698593242213
ZA,ZAF,South Africa,Free State,2021-10-23,2021-10-20,25,6945143.07772542,73,250,52,211,0,3,103,51,0,0,66,27,30,35,5,355746.598960269,4,0,3,1,3,216050.663461707,52,101,1357.69409860446,1,0,1,0,0,12,10,1,7,3,11,9,2,6,3,12,7,0,0,0,0,0,0,0,0,0,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,2,3,1,0,0,3,0,2,2,2,2,2,2,2,1,0,0,2,0,4,0.029126213592233,0.0324752782875229,0.0485436893203884,0.0415040324517794,0.0512223571176273,0.000163953047460524,0.029126213592233,0.0324752782875229,0.0311081659576789,0.00012911667804898,0.0383002327648398,0.0102086329245591
ZA,ZAF,South Africa,Free State,2021-10-24,2021-10-21,23,6923995.62345407,73,288,36,222,0,1,102,48,0,0,70,25,31,38,3,152018.840230845,1,1,0,1,3,152018.840230845,36,100,1344.25158277669,2,0,2,0,0,9,6,2,4,2,12,8,3,6,2,10,6,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,4,0.00980392156862745,0.0191209083686488,0.0294117647058824,0.032788840416564,0.0219553634199165,0.00010914889709645,0.0294117647058824,0.032788840416564,0.0219553634199165,0.00010914889709645,0.0267807012178764,0.00863026519365276
ZA,ZAF,South Africa,Free State,2021-10-25,2021-10-21,22,8458542.00719724,90,461,42,274,0,4,124,61,0,0,84,31,39,44,5,423369.223427216,3,1,2,1,5,423369.223427216,42,122,1639.98693098756,4,2,2,1,1,13,9,3,6,3,14,9,4,7,2,13,8,0,0,0,1,0,1,0,0,1,3,1,1,2,4,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,3,3,3,1,1,1,3,2,2,3,3,3,2,2,3,1,1,1,2,1,5,0.032258064516129,0.0310982665709861,0.0403225806451613,0.0346237454439829,0.0500522694179419,0.000146947457871257,0.0403225806451613,0.0346237454439829,0.0500522694179419,0.000146947457871257,0.0256099601810294,0.00764537455863857
ZA,ZAF,South Africa,Free State,2021-10-26,2021-10-22,21,8298890.40171107,80,451,27,241,0,4,115,59,7,11,81,24,39,41,6,550757.450874215,4,1,3,1,5,423369.223427216,27,112,1505.56177270989,3,2,1,1,1,13,9,3,6,3,15,10,4,8,2,12,9,0,0,0,1,0,1,0,0,1,3,1,1,2,4,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,3,3,3,1,1,1,3,2,2,3,3,3,2,2,3,1,1,1,2,1,5,0.0347826086956522,0.0334882779444762,0.0521739130434783,0.0406434162092685,0.066365191515321,0.000169354511299981,0.0434782608695652,0.0372719980944675,0.0510151602122526,0.000149698462938115,0.017933505279828,0.00670350351027226
ZA,ZAF,South Africa,Free State,2021-10-27,2021-10-23,23,7591405.23717079,82,526,19,244,0,4,114,56,10,30,78,28,39,38,6,550757.450874215,4,1,3,1,5,423369.223427216,19,112,1505.56177270989,3,2,1,1,1,12,9,2,6,3,14,10,3,8,2,11,8,0,0,0,1,0,1,0,0,1,3,1,1,2,4,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,3,3,3,1,1,1,3,2,2,3,3,3,2,2,3,1,1,1,2,1,5,0.0350877192982456,0.0337766950017001,0.0526315789473684,0.0409900376242963,0.072550131848774,0.00018452334906652,0.043859649122807,0.0375914488963139,0.0557695459800008,0.000163239238315785,0.0126198740858049,0.00563856385495559
ZA,ZAF,South Africa,Free State,2021-10-28,2021-10-24,27,7505275.41960349,81,621,18,245,0,4,116,53,18,47,79,31,37,41,7,613640.832401325,4,2,3,1,4,362689.509825662,18,113,1519.00428853766,5,2,3,1,1,12,7,4,5,2,12,7,4,6,1,10,8,0,0,0,1,0,1,0,0,1,2,2,1,1,4,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,3,3,3,1,1,2,3,2,1,2,2,2,1,1,2,1,1,1,1,1,5,0.0344827586206897,0.0332047423094912,0.0603448275862069,0.0433334609075599,0.0817612676542846,0.000196027222311709,0.0344827586206897,0.0332047423094912,0.0483246102972225,0.00015342402551385,0.0118498677955205,0.00544172774899031
ZA,ZAF,South Africa,Free State,2021-10-29,2021-10-25,25,7682983.44369685,83,562,24,326,0,6,118,56,26,64,80,34,37,42,5,522301.705772033,4,1,3,1,2,271350.383196371,24,115,1545.88932019319,6,3,3,1,2,14,8,6,4,4,12,7,5,4,3,11,8,0,0,0,2,1,1,0,1,1,4,2,1,3,5,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,4,4,4,4,1,1,3,4,3,1,3,3,3,2,2,3,1,1,2,2,2,5,0.0508474576271187,0.039637815932733,0.0423728813559322,0.036345387540049,0.0679816258357984,0.000177988176187654,0.0169491525423729,0.0232899776895759,0.0353183610487912,0.000130519505466737,0.0155250441842762,0.00616279400304062
ZA,ZAF,South Africa,Free State,2021-10-30,2021-10-26,20,7712502.14271632,85,445,27,324,0,3,116,53,30,79,80,34,33,46,3,250951.322575663,2,1,1,1,0,0,27,113,1519.00428853766,4,1,3,0,1,14,8,6,2,6,14,9,5,3,6,12,10,0,0,0,1,1,0,0,1,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,2,0,0,2,2,1,0,1,1,1,1,1,1,0,0,1,1,1,5,0.0258620689655172,0.0288842407567345,0.0258620689655172,0.0288842407567345,0.0325382499650468,0.000125217330123337,0,0,0,0,0.0177748016932808,0.00664471730400403
ZA,ZAF,South Africa,Free State,2021-10-31,2021-10-27,24,7994958.37957657,90,500,40,348,0,4,119,54,28,87,82,36,27,54,2,123563.095128664,1,1,0,1,0,0,40,117,1572.77435184873,4,1,3,0,1,14,7,7,1,6,13,8,5,2,6,16,11,0,0,0,2,1,1,0,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,2,0,0,2,2,1,0,1,1,1,1,1,1,0,0,1,1,1,5,0.0336134453781513,0.032382215957275,0.0168067226890756,0.0230959365431803,0.0154551267514175,8.55054959872347e-05,0,0,0,0,0.0254327646893413,0.00778068031198529
ZA,ZAF,South Africa,Free State,2021-11-01,2021-10-28,20,8176408.42671444,86,477,46,335,0,4,116,57,32,81,80,35,25,54,3,195409.770859373,2,1,0,2,0,0,46,114,1532.44680436543,4,1,3,0,1,14,7,7,0,7,12,7,5,1,6,17,12,0,0,0,2,1,1,0,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,2,0,0,2,2,1,0,1,1,1,1,1,1,0,0,1,1,1,5,0.0344827586206897,0.0332047423094912,0.0258620689655172,0.0288842407567345,0.0238992184173333,0.000104690188523697,0,0,0,0,0.0300173551662358,0.00854325916074012
ZA,ZAF,South Africa,Free State,2021-11-02,2021-10-29,25,8171991.75680059,86,362,46,366,0,4,114,56,30,83,77,37,26,51,4,371801.660084536,2,2,1,1,0,0,46,114,1532.44680436543,3,1,2,0,1,15,8,7,2,6,12,8,4,3,5,16,10,0,0,0,2,1,1,0,1,0,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,0,0,1,2,2,0,2,1,2,2,2,2,0,0,1,2,2,5,0.0350877192982456,0.0337766950017001,0.0350877192982456,0.0337766950017001,0.0454970674407655,0.000142877705417063,0,0,0,0,0.0300173551662358,0.00854325916074012
ZA,ZAF,South Africa,Free State,2021-11-03,2021-10-30,20,7882840.75317424,83,366,41,298,0,2,109,52,27,81,80,29,27,53,5,431615.612909946,3,2,1,2,0,0,41,109,1465.23422522659,1,0,1,0,0,11,7,4,2,5,8,6,2,3,3,15,10,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,5,0.018348623853211,0.0251950503612202,0.0458715596330275,0.0392744413219453,0.0547538160955673,0.000158813119784335,0,0,0,0,0.0279818743611859,0.00844442624154575
ZA,ZAF,South Africa,Free State,2021-11-04,2021-10-31,25,8062757.62442867,85,348,38,310,0,3,114,56,26,86,85,29,29,56,7,615502.06772218,5,2,2,3,1,99426.8263155334,38,114,1532.44680436543,1,0,1,0,0,9,6,3,3,3,5,4,1,3,1,13,7,0,0,0,1,0,1,0,0,0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,1,0,0,2,2,1,2,0,2,2,2,2,1,0,0,2,2,5,0.0263157894736842,0.0293841363627093,0.0614035087719298,0.0440688505430878,0.0763389024441616,0.00018328864929656,0.0087719298245614,0.0171170940046306,0.0123316154282362,7.6176646686621e-05,0.0247969455721078,0.00778577784990548
ZA,ZAF,South Africa,Free State,2021-11-05,2021-11-01,28,7980075.05398576,86,264,53,310,0,3,118,61,29,86,84,33,31,53,8,649983.302644511,6,2,2,4,1,99426.8263155334,53,118,1586.21686767649,2,1,1,1,0,11,9,2,5,4,5,5,0,3,2,7,3,0,0,0,0,0,0,0,0,0,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,3,3,3,1,1,0,3,2,1,2,0,2,2,2,2,1,0,0,2,2,5,0.0254237288135593,0.0284010651185517,0.0677966101694915,0.0453593075594475,0.0814507756189421,0.000189776936872007,0.00847457627118644,0.0165393337479136,0.0124593848607819,7.69609440929844e-05,0.0334128334403825,0.00884390307665153
