"date","region","population","sample_size","reach","p_cases","p_cases_error"
"2020/04/13","PT20",245766,9,875,0.024,0.0101408554959453
"2020/04/14","PT20",245766,9,875,0.024,0.0101408554959453
"2020/04/15","PT20",245766,9,875,0.024,0.0101408554959453
"2020/04/16","PT20",245766,9,875,0.024,0.0101408554959453
"2020/04/17","PT20",245766,9,875,0.024,0.0101408554959453
"2020/04/18","PT20",245766,9,875,0.024,0.0101408554959453
"2020/04/19","PT20",245766,9,875,0.024,0.0101408554959453
"2020/04/20","PT20",245766,9,875,0.024,0.0101408554959453
"2020/04/21","PT20",245766,9,875,0.024,0.0101408554959453
"2020/04/22","PT20",245766,9,875,0.024,0.0101408554959453
"2020/04/23","PT20",245766,9,875,0.024,0.0101408554959453
"2020/04/24","PT20",245766,9,875,0.024,0.0101408554959453
"2020/04/25","PT20",245766,9,875,0.024,0.0101408554959453
"2020/04/26","PT20",245766,9,875,0.024,0.0101408554959453
"2020/04/27","PT20",245766,9,875,0.024,0.0101408554959453
"2020/04/13","PT30",267785,13,1150,0.00260869565217391,0.00294810988390363
"2020/04/14","PT30",267785,13,1150,0.00260869565217391,0.00294810988390363
"2020/04/15","PT30",267785,14,1180,0.00254237288135593,0.00287325346321354
"2020/04/16","PT30",267785,14,1180,0.00254237288135593,0.00287325346321354
"2020/04/17","PT30",267785,15,1230,0.0024390243902439,0.00275659733900757
"2020/04/18","PT30",267785,15,1230,0.0024390243902439,0.00275659733900757
"2020/04/19","PT30",267785,15,1230,0.0024390243902439,0.00275659733900757
"2020/04/20","PT30",267785,15,1230,0.0024390243902439,0.00275659733900757
"2020/04/21","PT30",267785,15,1230,0.0024390243902439,0.00275659733900757
"2020/04/22","PT30",267785,15,1230,0.0024390243902439,0.00275659733900757
"2020/04/23","PT30",267785,15,1230,0.0024390243902439,0.00275659733900757
"2020/04/24","PT30",267785,15,1230,0.0024390243902439,0.00275659733900757
"2020/04/25","PT30",267785,15,1230,0.0024390243902439,0.00275659733900757
"2020/04/26","PT30",267785,15,1230,0.0024390243902439,0.00275659733900757
"2020/04/27","PT30",267785,15,1230,0.0024390243902439,0.00275659733900757
"2020/04/13","PT01",714200,50,3950,0.04,0.00611104040769405
"2020/04/14","PT01",714200,50,3950,0.04,0.00611104040769405
"2020/04/15","PT01",714200,50,3950,0.04,0.00611104040769405
"2020/04/16","PT01",714200,50,3950,0.04,0.00611104040769405
"2020/04/17","PT01",714200,50,3950,0.04,0.00611104040769405
"2020/04/18","PT01",714200,50,3950,0.04,0.00611104040769405
"2020/04/19","PT01",714200,50,3950,0.04,0.00611104040769405
"2020/04/20","PT01",714200,50,3950,0.04,0.00611104040769405
"2020/04/21","PT01",714200,50,3950,0.04,0.00611104040769405
"2020/04/22","PT01",714200,50,3950,0.04,0.00611104040769405
"2020/04/23","PT01",714200,50,3950,0.04,0.00611104040769405
"2020/04/24","PT01",714200,50,3950,0.04,0.00611104040769405
"2020/04/25","PT01",714200,50,3950,0.04,0.00611104040769405
"2020/04/26","PT01",714200,50,3950,0.04,0.00611104040769405
"2020/04/27","PT01",714200,50,3950,0.04,0.00611104040769405
"2020/04/13","PT02",152758,15,1201,0.00249791840133222,0.00282307630136165
"2020/04/14","PT02",152758,15,1201,0.00249791840133222,0.00282307630136165
"2020/04/15","PT02",152758,15,1201,0.00249791840133222,0.00282307630136165
"2020/04/16","PT02",152758,15,1201,0.00249791840133222,0.00282307630136165
"2020/04/17","PT02",152758,15,1201,0.00249791840133222,0.00282307630136165
"2020/04/18","PT02",152758,15,1201,0.00249791840133222,0.00282307630136165
"2020/04/19","PT02",152758,15,1201,0.00249791840133222,0.00282307630136165
"2020/04/20","PT02",152758,15,1201,0.00249791840133222,0.00282307630136165
"2020/04/21","PT02",152758,15,1201,0.00249791840133222,0.00282307630136165
"2020/04/22","PT02",152758,15,1201,0.00249791840133222,0.00282307630136165
"2020/04/23","PT02",152758,15,1201,0.00249791840133222,0.00282307630136165
"2020/04/24","PT02",152758,15,1201,0.00249791840133222,0.00282307630136165
"2020/04/25","PT02",152758,15,1201,0.00249791840133222,0.00282307630136165
"2020/04/26","PT02",152758,15,1201,0.00249791840133222,0.00282307630136165
"2020/04/27","PT02",152758,15,1201,0.00249791840133222,0.00282307630136165
"2020/04/13","PT03",848185,50,4172,0.0208533077660594,0.00433598027764944
"2020/04/14","PT03",848185,50,4026,0.0206159960258321,0.00438924547333104
"2020/04/15","PT03",848185,50,4026,0.0206159960258321,0.00438924547333104
"2020/04/16","PT03",848185,50,3991,0.0207967927837635,0.00442732927469775
"2020/04/17","PT03",848185,50,4001,0.0207448137965509,0.00441638093048048
"2020/04/18","PT03",848185,50,4021,0.0206416314349664,0.00439464586005227
"2020/04/19","PT03",848185,50,4021,0.0206416314349664,0.00439464586005227
"2020/04/20","PT03",848185,50,4021,0.0206416314349664,0.00439464586005227
"2020/04/21","PT03",848185,50,4021,0.0206416314349664,0.00439464586005227
"2020/04/22","PT03",848185,50,4021,0.0206416314349664,0.00439464586005227
"2020/04/23","PT03",848185,50,4021,0.0206416314349664,0.00439464586005227
"2020/04/24","PT03",848185,50,4021,0.0206416314349664,0.00439464586005227
"2020/04/25","PT03",848185,50,4021,0.0206416314349664,0.00439464586005227
"2020/04/26","PT03",848185,50,3921,0.0211680693700587,0.00450551416023087
"2020/04/27","PT03",848185,50,3921,0.0211680693700587,0.00450551416023087
"2020/04/13","PT04",136252,2,50,0,0
"2020/04/14","PT04",136252,2,50,0,0
"2020/04/15","PT04",136252,2,50,0,0
"2020/04/16","PT04",136252,2,50,0,0
"2020/04/17","PT04",136252,2,50,0,0
"2020/04/18","PT04",136252,2,50,0,0
"2020/04/19","PT04",136252,2,50,0,0
"2020/04/20","PT04",136252,2,50,0,0
"2020/04/21","PT04",136252,2,50,0,0
"2020/04/22","PT04",136252,2,50,0,0
"2020/04/23","PT04",136252,2,50,0,0
"2020/04/24","PT04",136252,2,50,0,0
"2020/04/25","PT04",136252,2,50,0,0
"2020/04/26","PT04",136252,2,50,0,0
