"country","region","date","Confirmed","Deaths","Recovered","Active","ISO2","ISO3"
"Kosovo",NA,2020-03-15,2,0,0,NA,"XK","RKS"
"Kosovo",NA,2020-03-16,2,0,0,NA,"XK","RKS"
"Kosovo",NA,2020-03-17,2,0,0,NA,"XK","RKS"
"Kosovo",NA,2020-03-18,2,0,0,NA,"XK","RKS"
"Kosovo",NA,2020-03-19,2,0,0,NA,"XK","RKS"
"Kosovo",NA,2020-03-20,2,0,0,NA,"XK","RKS"
"Kosovo",NA,2020-03-21,2,0,0,NA,"XK","RKS"
"Kosovo",NA,2020-03-26,71,1,0,70,"XK","RKS"
"Kosovo",NA,2020-03-27,86,1,1,84,"XK","RKS"
"Kosovo",NA,2020-03-28,91,1,1,89,"XK","RKS"
"Kosovo",NA,2020-03-29,94,1,1,92,"XK","RKS"
"Kosovo",NA,2020-03-30,94,1,1,92,"XK","RKS"
"Kosovo",NA,2020-03-31,112,1,6,105,"XK","RKS"
"Kosovo",NA,2020-04-01,125,1,10,114,"XK","RKS"
"Kosovo",NA,2020-04-02,125,1,10,114,"XK","RKS"
"Kosovo",NA,2020-04-03,126,1,10,115,"XK","RKS"
"Kosovo",NA,2020-04-04,135,1,16,118,"XK","RKS"
"Kosovo",NA,2020-04-05,145,1,23,121,"XK","RKS"
"Kosovo",NA,2020-04-06,145,1,23,121,"XK","RKS"
"Kosovo",NA,2020-04-07,170,4,24,142,"XK","RKS"
"Kosovo",NA,2020-04-08,184,5,30,149,"XK","RKS"
"Kosovo",NA,2020-04-09,184,5,30,149,"XK","RKS"
"Kosovo",NA,2020-04-10,250,7,52,191,"XK","RKS"
"Kosovo",NA,2020-04-11,283,7,58,218,"XK","RKS"
"Kosovo",NA,2020-04-12,283,7,58,218,"XK","RKS"
"Kosovo",NA,2020-04-13,283,7,58,218,"XK","RKS"
"Kosovo",NA,2020-04-14,387,8,66,313,"XK","RKS"
"Kosovo",NA,2020-04-15,387,8,66,313,"XK","RKS"
"Kosovo",NA,2020-04-16,449,11,79,359,"XK","RKS"
"Kosovo",NA,2020-04-17,480,12,84,384,"XK","RKS"
"Kosovo",NA,2020-04-18,510,12,93,405,"XK","RKS"
"Kosovo",NA,2020-04-19,510,12,93,405,"XK","RKS"
"Kosovo",NA,2020-04-20,510,12,93,405,"XK","RKS"
"Kosovo",NA,2020-04-21,510,12,93,405,"XK","RKS"
"Kosovo",NA,2020-04-22,510,12,93,405,"XK","RKS"
"Kosovo",NA,2020-04-23,510,12,93,405,"XK","RKS"
"Kosovo",NA,2020-04-24,510,12,93,405,"XK","RKS"
"Kosovo",NA,2020-04-25,510,12,93,405,"XK","RKS"
"Kosovo",NA,2020-04-26,510,12,93,405,"XK","RKS"
"Kosovo",NA,2020-04-27,510,12,93,405,"XK","RKS"
"Kosovo",NA,2020-04-28,510,12,93,405,"XK","RKS"
"Kosovo",NA,2020-04-29,510,12,93,405,"XK","RKS"
"Kosovo",NA,2020-04-30,799,22,249,528,"XK","RKS"
"Kosovo",NA,2020-05-01,806,22,271,513,"XK","RKS"
"Kosovo",NA,2020-05-02,823,22,336,465,"XK","RKS"
"Kosovo",NA,2020-05-03,851,22,381,448,"XK","RKS"
"Kosovo",NA,2020-05-04,855,26,403,426,"XK","RKS"
"Kosovo",NA,2020-05-05,856,26,490,340,"XK","RKS"
"Kosovo",NA,2020-05-06,856,26,490,340,"XK","RKS"
"Kosovo",NA,2020-05-07,861,27,562,272,"XK","RKS"
"Kosovo",NA,2020-05-08,861,27,562,272,"XK","RKS"
"Kosovo",NA,2020-05-09,862,28,622,212,"XK","RKS"
"Kosovo",NA,2020-05-10,870,28,653,189,"XK","RKS"
"Kosovo",NA,2020-05-11,884,28,655,201,"XK","RKS"
"Kosovo",NA,2020-05-12,919,29,671,219,"XK","RKS"
"Kosovo",NA,2020-05-13,919,29,671,219,"XK","RKS"
"Kosovo",NA,2020-05-14,944,29,690,225,"XK","RKS"
"Kosovo",NA,2020-05-15,944,29,690,225,"XK","RKS"
"Kosovo",NA,2020-05-16,944,29,690,225,"XK","RKS"
"Kosovo",NA,2020-05-17,955,29,691,235,"XK","RKS"
"Kosovo",NA,2020-05-18,955,29,691,235,"XK","RKS"
"Kosovo",NA,2020-05-19,989,29,769,191,"XK","RKS"
"Kosovo",NA,2020-05-20,989,29,769,191,"XK","RKS"
"Kosovo",NA,2020-05-21,1003,29,772,202,"XK","RKS"
"Kosovo",NA,2020-05-22,1004,29,772,203,"XK","RKS"
"Kosovo",NA,2020-05-23,1025,29,782,214,"XK","RKS"
"Kosovo",NA,2020-05-24,1032,29,785,218,"XK","RKS"
"Kosovo",NA,2020-05-25,1038,30,791,217,"XK","RKS"
"Kosovo",NA,2020-05-26,1038,30,791,217,"XK","RKS"
"Kosovo",NA,2020-05-27,1047,30,794,223,"XK","RKS"
"Kosovo",NA,2020-05-28,1048,30,801,217,"XK","RKS"
"Kosovo",NA,2020-05-29,1048,30,801,217,"XK","RKS"
"Kosovo",NA,2020-05-30,1064,30,829,205,"XK","RKS"
"Kosovo",NA,2020-05-31,1064,30,829,205,"XK","RKS"
"Kosovo",NA,2020-06-01,1064,30,829,205,"XK","RKS"
"Kosovo",NA,2020-06-02,1064,30,829,205,"XK","RKS"
"Kosovo",NA,2020-06-03,1142,30,871,241,"XK","RKS"
"Kosovo",NA,2020-06-04,1142,30,871,241,"XK","RKS"
"Kosovo",NA,2020-06-05,1142,30,871,241,"XK","RKS"
"Kosovo",NA,2020-06-06,1142,30,871,241,"XK","RKS"
"Kosovo",NA,2020-06-07,1142,30,871,241,"XK","RKS"
"Kosovo",NA,2020-06-08,1263,31,912,320,"XK","RKS"
"Kosovo",NA,2020-06-09,1263,31,912,320,"XK","RKS"
"Kosovo",NA,2020-06-10,1298,31,913,354,"XK","RKS"
"Kosovo",NA,2020-06-11,1326,31,921,374,"XK","RKS"
"Kosovo",NA,2020-06-12,1326,31,921,374,"XK","RKS"
"Kosovo",NA,2020-06-13,1437,32,928,477,"XK","RKS"
"Kosovo",NA,2020-06-14,1437,32,928,477,"XK","RKS"
"Kosovo",NA,2020-06-15,1486,33,953,500,"XK","RKS"
"Kosovo",NA,2020-06-16,1486,33,953,500,"XK","RKS"
"Kosovo",NA,2020-06-17,1486,33,953,500,"XK","RKS"
"Kosovo",NA,2020-06-18,1486,33,953,500,"XK","RKS"
"Kosovo",NA,2020-06-19,1486,33,953,500,"XK","RKS"
"Kosovo",NA,2020-06-20,1486,33,953,500,"XK","RKS"
"Kosovo",NA,2020-06-21,1486,33,953,500,"XK","RKS"
"Kosovo",NA,2020-06-22,2169,37,1047,1085,"XK","RKS"
"Kosovo",NA,2020-06-23,2169,37,1047,1085,"XK","RKS"
"Kosovo",NA,2020-06-24,2169,37,1047,1085,"XK","RKS"
"Kosovo",NA,2020-06-25,2169,37,1047,1085,"XK","RKS"
"Kosovo",NA,2020-06-26,2169,37,1047,1085,"XK","RKS"
"Kosovo",NA,2020-06-27,2169,37,1047,1085,"XK","RKS"
"Kosovo",NA,2020-06-28,2169,37,1047,1085,"XK","RKS"
"Kosovo",NA,2020-06-29,2677,49,1425,1203,"XK","RKS"
"Kosovo",NA,2020-06-30,2878,51,1577,1250,"XK","RKS"
"Kosovo",NA,2020-07-01,2991,54,1644,1293,"XK","RKS"
"Kosovo",NA,2020-07-02,3064,55,1707,1302,"XK","RKS"
"Kosovo",NA,2020-07-03,3064,55,1707,1302,"XK","RKS"
"Kosovo",NA,2020-07-04,3064,55,1707,1302,"XK","RKS"
"Kosovo",NA,2020-07-05,3356,66,1874,1416,"XK","RKS"
"Kosovo",NA,2020-07-06,3508,75,1902,1531,"XK","RKS"
"Kosovo",NA,2020-07-07,3703,79,1946,1678,"XK","RKS"
"Kosovo",NA,2020-07-08,3886,82,2003,1801,"XK","RKS"
"Kosovo",NA,2020-07-09,4100,86,2063,1951,"XK","RKS"
"Kosovo",NA,2020-07-10,4307,94,2095,2118,"XK","RKS"
"Kosovo",NA,2020-07-11,4715,101,2227,2387,"XK","RKS"
"Kosovo",NA,2020-07-12,4931,102,2267,2562,"XK","RKS"
"Kosovo",NA,2020-07-13,5118,108,2370,2640,"XK","RKS"
"Kosovo",NA,2020-07-14,5118,108,2370,2640,"XK","RKS"
"Kosovo",NA,2020-07-15,5237,112,2462,2663,"XK","RKS"
"Kosovo",NA,2020-07-16,5237,112,2462,2663,"XK","RKS"
"Kosovo",NA,2020-07-17,5472,124,2640,2708,"XK","RKS"
"Kosovo",NA,2020-07-18,5617,130,2811,2676,"XK","RKS"
"Kosovo",NA,2020-07-19,5735,135,2968,2632,"XK","RKS"
"Kosovo",NA,2020-07-20,5877,139,3069,2669,"XK","RKS"
"Kosovo",NA,2020-07-21,6045,144,3226,2675,"XK","RKS"
"Kosovo",NA,2020-07-22,6286,150,3369,2767,"XK","RKS"
