"country","region","date","Confirmed","Deaths","Recovered","Active","ISO2","ISO3"
"Uzbekistan",NA,2020-03-15,1,0,0,NA,"UZ","UZB"
"Uzbekistan",NA,2020-03-16,6,0,0,NA,"UZ","UZB"
"Uzbekistan",NA,2020-03-17,10,0,0,NA,"UZ","UZB"
"Uzbekistan",NA,2020-03-18,15,0,0,NA,"UZ","UZB"
"Uzbekistan",NA,2020-03-19,23,0,0,NA,"UZ","UZB"
"Uzbekistan",NA,2020-03-20,33,0,0,NA,"UZ","UZB"
"Uzbekistan",NA,2020-03-21,43,0,0,NA,"UZ","UZB"
"Uzbekistan",NA,2020-03-22,43,0,0,43,"UZ","UZB"
"Uzbekistan",NA,2020-03-23,46,0,0,46,"UZ","UZB"
"Uzbekistan",NA,2020-03-24,50,0,0,50,"UZ","UZB"
"Uzbekistan",NA,2020-03-25,60,0,0,60,"UZ","UZB"
"Uzbekistan",NA,2020-03-26,75,0,0,75,"UZ","UZB"
"Uzbekistan",NA,2020-03-27,88,1,5,82,"UZ","UZB"
"Uzbekistan",NA,2020-03-28,104,2,5,97,"UZ","UZB"
"Uzbekistan",NA,2020-03-29,144,2,7,135,"UZ","UZB"
"Uzbekistan",NA,2020-03-30,149,2,7,140,"UZ","UZB"
"Uzbekistan",NA,2020-03-31,172,2,7,163,"UZ","UZB"
"Uzbekistan",NA,2020-04-01,181,2,12,167,"UZ","UZB"
"Uzbekistan",NA,2020-04-02,205,2,25,178,"UZ","UZB"
"Uzbekistan",NA,2020-04-03,227,2,25,200,"UZ","UZB"
"Uzbekistan",NA,2020-04-04,266,2,25,239,"UZ","UZB"
"Uzbekistan",NA,2020-04-05,342,2,30,310,"UZ","UZB"
"Uzbekistan",NA,2020-04-06,457,2,30,425,"UZ","UZB"
"Uzbekistan",NA,2020-04-07,520,2,30,488,"UZ","UZB"
"Uzbekistan",NA,2020-04-08,545,3,30,512,"UZ","UZB"
"Uzbekistan",NA,2020-04-09,582,3,38,541,"UZ","UZB"
"Uzbekistan",NA,2020-04-10,624,3,42,579,"UZ","UZB"
"Uzbekistan",NA,2020-04-11,767,4,42,721,"UZ","UZB"
"Uzbekistan",NA,2020-04-12,865,4,66,795,"UZ","UZB"
"Uzbekistan",NA,2020-04-13,998,4,85,909,"UZ","UZB"
"Uzbekistan",NA,2020-04-14,1165,4,99,1062,"UZ","UZB"
"Uzbekistan",NA,2020-04-15,1302,4,107,1191,"UZ","UZB"
