"country","region","date","Confirmed","Deaths","Recovered","Active","ISO2","ISO3"
"Liberia",NA,2020-03-16,1,0,0,NA,"LR","LBR"
"Liberia",NA,2020-03-17,1,0,0,NA,"LR","LBR"
"Liberia",NA,2020-03-18,2,0,0,NA,"LR","LBR"
"Liberia",NA,2020-03-19,2,0,0,NA,"LR","LBR"
"Liberia",NA,2020-03-20,2,0,0,NA,"LR","LBR"
"Liberia",NA,2020-03-21,3,0,0,NA,"LR","LBR"
"Liberia",NA,2020-03-22,3,0,0,3,"LR","LBR"
"Liberia",NA,2020-03-23,3,0,0,3,"LR","LBR"
"Liberia",NA,2020-03-24,3,0,0,3,"LR","LBR"
"Liberia",NA,2020-03-25,3,0,0,3,"LR","LBR"
"Liberia",NA,2020-03-26,3,0,0,3,"LR","LBR"
"Liberia",NA,2020-03-27,3,0,0,3,"LR","LBR"
"Liberia",NA,2020-03-28,3,0,0,3,"LR","LBR"
"Liberia",NA,2020-03-29,3,0,0,3,"LR","LBR"
"Liberia",NA,2020-03-30,3,0,0,3,"LR","LBR"
"Liberia",NA,2020-03-31,3,0,0,3,"LR","LBR"
"Liberia",NA,2020-04-01,6,0,0,6,"LR","LBR"
"Liberia",NA,2020-04-02,6,0,0,6,"LR","LBR"
"Liberia",NA,2020-04-03,7,0,0,7,"LR","LBR"
"Liberia",NA,2020-04-04,10,1,3,6,"LR","LBR"
"Liberia",NA,2020-04-05,13,3,3,7,"LR","LBR"
"Liberia",NA,2020-04-06,14,3,3,8,"LR","LBR"
"Liberia",NA,2020-04-07,14,3,3,8,"LR","LBR"
"Liberia",NA,2020-04-08,31,4,3,24,"LR","LBR"
"Liberia",NA,2020-04-09,31,4,3,24,"LR","LBR"
"Liberia",NA,2020-04-10,37,5,3,29,"LR","LBR"
"Liberia",NA,2020-04-11,48,5,3,40,"LR","LBR"
"Liberia",NA,2020-04-12,50,5,3,42,"LR","LBR"
"Liberia",NA,2020-04-13,59,6,4,49,"LR","LBR"
"Liberia",NA,2020-04-14,59,6,4,49,"LR","LBR"
"Liberia",NA,2020-04-15,59,6,4,49,"LR","LBR"
"Liberia",NA,2020-04-16,59,6,4,49,"LR","LBR"
"Liberia",NA,2020-04-17,76,7,7,62,"LR","LBR"
"Liberia",NA,2020-04-18,76,7,7,62,"LR","LBR"
"Liberia",NA,2020-04-19,91,8,7,76,"LR","LBR"
