"country","region","date","Confirmed","Deaths","Recovered","Active","ISO2","ISO3"
"Central African Republic",NA,2020-03-15,1,0,0,NA,"CF","CAF"
"Central African Republic",NA,2020-03-16,1,0,0,NA,"CF","CAF"
"Central African Republic",NA,2020-03-17,1,0,0,NA,"CF","CAF"
"Central African Republic",NA,2020-03-18,1,0,0,NA,"CF","CAF"
"Central African Republic",NA,2020-03-19,1,0,0,NA,"CF","CAF"
"Central African Republic",NA,2020-03-20,3,0,0,NA,"CF","CAF"
"Central African Republic",NA,2020-03-21,3,0,0,NA,"CF","CAF"
"Central African Republic",NA,2020-03-22,3,0,0,3,"CF","CAF"
"Central African Republic",NA,2020-03-23,3,0,0,3,"CF","CAF"
"Central African Republic",NA,2020-03-24,3,0,0,3,"CF","CAF"
"Central African Republic",NA,2020-03-25,3,0,0,3,"CF","CAF"
"Central African Republic",NA,2020-03-26,3,0,0,3,"CF","CAF"
"Central African Republic",NA,2020-03-27,3,0,0,3,"CF","CAF"
"Central African Republic",NA,2020-03-28,3,0,0,3,"CF","CAF"
"Central African Republic",NA,2020-03-29,3,0,0,3,"CF","CAF"
"Central African Republic",NA,2020-03-30,3,0,0,3,"CF","CAF"
"Central African Republic",NA,2020-03-31,3,0,0,3,"CF","CAF"
"Central African Republic",NA,2020-04-01,3,0,0,3,"CF","CAF"
"Central African Republic",NA,2020-04-02,3,0,0,3,"CF","CAF"
"Central African Republic",NA,2020-04-03,8,0,0,8,"CF","CAF"
"Central African Republic",NA,2020-04-04,8,0,0,8,"CF","CAF"
"Central African Republic",NA,2020-04-05,8,0,0,8,"CF","CAF"
"Central African Republic",NA,2020-04-06,8,0,0,8,"CF","CAF"
"Central African Republic",NA,2020-04-07,8,0,0,8,"CF","CAF"
"Central African Republic",NA,2020-04-08,8,0,0,8,"CF","CAF"
"Central African Republic",NA,2020-04-09,8,0,0,8,"CF","CAF"
"Central African Republic",NA,2020-04-10,8,0,0,8,"CF","CAF"
"Central African Republic",NA,2020-04-11,8,0,0,8,"CF","CAF"
"Central African Republic",NA,2020-04-12,8,0,0,8,"CF","CAF"
"Central African Republic",NA,2020-04-13,11,0,3,8,"CF","CAF"
"Central African Republic",NA,2020-04-14,11,0,4,7,"CF","CAF"
"Central African Republic",NA,2020-04-15,12,0,4,8,"CF","CAF"
"Central African Republic",NA,2020-04-16,12,0,4,8,"CF","CAF"
"Central African Republic",NA,2020-04-17,12,0,4,8,"CF","CAF"
"Central African Republic",NA,2020-04-18,12,0,4,8,"CF","CAF"
"Central African Republic",NA,2020-04-19,12,0,4,8,"CF","CAF"
"Central African Republic",NA,2020-04-20,12,0,4,8,"CF","CAF"
"Central African Republic",NA,2020-04-21,14,0,10,4,"CF","CAF"
"Central African Republic",NA,2020-04-22,14,0,10,4,"CF","CAF"
"Central African Republic",NA,2020-04-23,16,0,10,6,"CF","CAF"
"Central African Republic",NA,2020-04-24,16,0,10,6,"CF","CAF"
"Central African Republic",NA,2020-04-25,16,0,10,6,"CF","CAF"
"Central African Republic",NA,2020-04-26,19,0,10,9,"CF","CAF"
"Central African Republic",NA,2020-04-27,19,0,10,9,"CF","CAF"
"Central African Republic",NA,2020-04-28,50,0,10,40,"CF","CAF"
"Central African Republic",NA,2020-04-29,50,0,10,40,"CF","CAF"
"Central African Republic",NA,2020-04-30,50,0,10,40,"CF","CAF"
"Central African Republic",NA,2020-05-01,72,0,10,62,"CF","CAF"
"Central African Republic",NA,2020-05-02,72,0,10,62,"CF","CAF"
"Central African Republic",NA,2020-05-03,72,0,10,62,"CF","CAF"
"Central African Republic",NA,2020-05-04,85,0,10,75,"CF","CAF"
"Central African Republic",NA,2020-05-05,85,0,10,75,"CF","CAF"
"Central African Republic",NA,2020-05-06,94,0,10,84,"CF","CAF"
"Central African Republic",NA,2020-05-07,94,0,10,84,"CF","CAF"
"Central African Republic",NA,2020-05-08,143,0,10,133,"CF","CAF"
"Central African Republic",NA,2020-05-09,143,0,10,133,"CF","CAF"
"Central African Republic",NA,2020-05-10,143,0,10,133,"CF","CAF"
"Central African Republic",NA,2020-05-11,143,0,10,133,"CF","CAF"
"Central African Republic",NA,2020-05-12,143,0,10,133,"CF","CAF"
"Central African Republic",NA,2020-05-13,143,0,10,133,"CF","CAF"
"Central African Republic",NA,2020-05-14,143,0,10,133,"CF","CAF"
"Central African Republic",NA,2020-05-15,301,0,13,288,"CF","CAF"
"Central African Republic",NA,2020-05-16,327,0,13,314,"CF","CAF"
"Central African Republic",NA,2020-05-17,327,0,13,314,"CF","CAF"
"Central African Republic",NA,2020-05-18,327,0,13,314,"CF","CAF"
"Central African Republic",NA,2020-05-19,366,0,18,348,"CF","CAF"
"Central African Republic",NA,2020-05-20,418,0,18,400,"CF","CAF"
"Central African Republic",NA,2020-05-21,436,0,18,418,"CF","CAF"
"Central African Republic",NA,2020-05-22,479,0,18,461,"CF","CAF"
"Central African Republic",NA,2020-05-23,552,1,18,533,"CF","CAF"
"Central African Republic",NA,2020-05-24,604,1,22,581,"CF","CAF"
"Central African Republic",NA,2020-05-25,652,1,22,629,"CF","CAF"
"Central African Republic",NA,2020-05-26,671,1,22,648,"CF","CAF"
"Central African Republic",NA,2020-05-27,702,1,23,678,"CF","CAF"
"Central African Republic",NA,2020-05-28,755,1,23,731,"CF","CAF"
"Central African Republic",NA,2020-05-29,874,1,23,850,"CF","CAF"
"Central African Republic",NA,2020-05-30,962,1,23,938,"CF","CAF"
"Central African Republic",NA,2020-05-31,1011,2,23,986,"CF","CAF"
"Central African Republic",NA,2020-06-01,1069,4,23,1042,"CF","CAF"
"Central African Republic",NA,2020-06-02,1069,4,23,1042,"CF","CAF"
"Central African Republic",NA,2020-06-03,1173,4,23,1146,"CF","CAF"
"Central African Republic",NA,2020-06-04,1288,4,23,1261,"CF","CAF"
"Central African Republic",NA,2020-06-05,1451,4,29,1418,"CF","CAF"
"Central African Republic",NA,2020-06-06,1570,5,37,1528,"CF","CAF"
"Central African Republic",NA,2020-06-07,1634,5,38,1591,"CF","CAF"
"Central African Republic",NA,2020-06-08,1850,5,38,1807,"CF","CAF"
