ISO2,ISO_3,country_agg,age,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cases_active
MC,MCO,Monaco,2,2020-11-18,2020-05-03,100,1,79,0,0,0,0,0,0,0,0,0.0106327580509763,0.0057491165073419,9,1,0.014448724098464,0.0208217613092429,0.0351996025240052,0.000176333215370573,0.014448724098464,0.0208217613092429,0.0351996025240052,0.000176333215370573,0.0124928556677387,0.00618726641455901,0.014448724098464
MC,MCO,Monaco,2,2020-11-23,2020-05-07,100,1,79,0.01,0.0195013954179879,0.0339047620739346,0.000196802512920375,0.01,0.0195013954179879,0.0339047620739346,0.000196802512920375,0.0113338190213703,0.00590316858338213,9,1,0.0158940579004886,0.0226504540241027,0.0381755513655196,0.000189915156422796,0.0158940579004886,0.0226504540241027,0.0381755513655196,0.000189915156422796,0.0127929879360093,0.00625859759033617,0.0158940579004886
MC,MCO,Monaco,2,2020-11-25,2020-05-13,100,2,78,0.02,0.0274394957835608,0.0474528721808039,0.000230029565778057,0.02,0.0274394957835608,0.0474528721808039,0.000230029565778057,0.0113338190213703,0.00590316858338213,9,1,0.0164266499200891,0.0233097083543837,0.0392366689607453,0.000194667260292415,0.0164266499200891,0.0233097083543837,0.0392366689607453,0.000194667260292415,0.0129156601113542,0.00628763708051581,0.0164266499200891
MC,MCO,Monaco,2,2020-11-27,2020-05-14,100,1,78,0.02,0.0274394957835608,0.0457283178535343,0.000221870296452101,0.02,0.0274394957835608,0.0457283178535343,0.000221870296452101,0.0145720530274761,0.00668259311381573,10,1,0.0169264039358968,0.0239203441143343,0.0402122631483229,0.000198985022403386,0.0169264039358968,0.0239203441143343,0.0402122631483229,0.000198985022403386,0.0130386647054251,0.00631665005997052,0.0169264039358968
MC,MCO,Monaco,2,2020-11-29,2020-05-15,100,1,78,0.02,0.0274394957835608,0.0456179849721448,0.000221347764764202,0.02,0.0274394957835608,0.0456179849721448,0.000221347764764202,0.0137624945259497,0.00649698025173847,10,1,0.0173889549476614,0.0244780586496361,0.0410958695508874,0.000202846473634946,0.0173889549476614,0.0244780586496361,0.0410958695508874,0.000202846473634946,0.0131610017169444,0.00634537145356692,0.0173889549476614
MC,MCO,Monaco,2,2020-11-30,2020-05-17,100,1,78,0.02,0.0274394957835608,0.0458582234996489,0.000222485443606299,0.02,0.0274394957835608,0.0458582234996489,0.000222485443606299,0.0137624945259497,0.00649698025173847,10,1,0.0176050355911134,0.0247359410297227,0.0415015794440992,0.00020460153868588,0.0176050355911134,0.0247359410297227,0.0415015794440992,0.00020460153868588,0.0132215671064287,0.00635953097949068,0.0176050355911134
MC,MCO,Monaco,2,2020-12-07,2020-05-18,100,1,78,0.02,0.0274394957835608,0.0457114472272239,0.000221790401962073,0.02,0.0274394957835608,0.0457114472272239,0.000221790401962073,0.0137624945259497,0.00649698025173847,10,1,0.0188038864668898,0.026130043374562,0.0436487769013561,0.00021363604470033,0.0188038864668898,0.026130043374562,0.0436487769013561,0.00021363604470033,0.0136200735516767,0.00645132838156307,0.0188038864668898
MC,MCO,Monaco,2,2020-12-08,2020-05-19,100,2,78,0.02,0.0274394957835608,0.0456444009339593,0.000221472875303611,0.02,0.0274394957835608,0.0456444009339593,0.000221472875303611,0.0137624945259497,0.00649698025173847,11,1,0.0189292306733452,0.0262713755980539,0.043859905715836,0.000214491865820477,0.0189292306733452,0.0262713755980539,0.043859905715836,0.000214491865820477,0.013671676744086,0.0064629890677805,0.0189292306733452
MC,MCO,Monaco,2,2020-12-13,2020-05-20,100,1,78,0.02,0.0274394957835608,0.0454843613869313,0.000220714845467511,0.02,0.0274394957835608,0.0454843613869313,0.000220714845467511,0.0137624945259497,0.00649698025173847,11,1,0.0193991365191883,0.0267899817262179,0.044613456228705,0.000217456311702698,0.0193991365191883,0.0267899817262179,0.044613456228705,0.000217456311702698,0.0139036635078272,0.00651451121378741,0.0193991365191883
MC,MCO,Monaco,2,2020-12-14,2020-05-21,100,1,78,0.02,0.0274394957835608,0.0454607567703393,0.000220603030678735,0.02,0.0274394957835608,0.0454607567703393,0.000220603030678735,0.0137624945259497,0.00649698025173847,11,1,0.0194653421566255,0.0268611422364485,0.0447127204988468,0.000217830440716789,0.0194653421566255,0.0268611422364485,0.0447127204988468,0.000217830440716789,0.0139446700907668,0.00652343862284438,0.0194653421566255
MC,MCO,Monaco,2,2020-12-16,2020-05-22,102,3,78,0.0196078431372549,0.0269068483623884,0.0444543062954276,0.000215832820896205,0.0196078431372549,0.0269068483623884,0.0444543062954276,0.000215832820896205,0.0158673466299184,0.00689865177235013,12,1,0.0195748326654869,0.0269772591101293,0.0448707127941411,0.000218411105344958,0.0195748326654869,0.0269772591101293,0.0448707127941411,0.000218411105344958,0.0140214231463972,0.00653997748299913,0.0195748326654869
MC,MCO,Monaco,3,2020-12-16,2020-04-27,100,1,72,0.06,0.046546565661405,0.063947814605703,0.000291782187898263,0.04,0.0384072934108425,0.0213133309539299,0.000172243718537786,0.0671933556266954,0.013961471384192,8,3,0.0599296663650888,0.0464937263723456,0.0636965533091554,0.000290673864243981,0.0399531109100592,0.0383631999123875,0.0212295874327126,0.000171574123577667,0.0671129985143631,0.0139453699169152,0.0599296663650888
MC,MCO,Monaco,3,2020-12-17,2020-04-29,100,1,72,0.06,0.046546565661405,0.0640072910972652,0.00029204428960848,0.04,0.0384072934108425,0.0213331540261718,0.000172402172718534,0.0671933556266954,0.013961471384192,9,3,0.0599256474023114,0.0464907070610846,0.0637028803840486,0.000290701747239016,0.0399504316015409,0.0383606803478969,0.0212316961997127,0.000171590979985008,0.0671084067959944,0.0139444498564387,0.0599256474023114
