ISO2,ISO_3,country_agg,age,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cases_active
RK,RKS,Kosovo,1,2020-11-21,2020-04-24,100,1,86,0.04,0.0384072934108425,0.0299572550200247,0.000219769602291001,0.01,0.0195013954179879,0.0010680136154329,4.21092525405553e-05,0.0144173303464173,0.00443557037459945,6,0,0.0399307728461258,0.0383497493474098,0.0295112477545969,0.000216557519672292,0.00998695619822325,0.0194760853800755,0.00105222131195378,4.1486921745133e-05,0.0152773184271845,0.00455564347411456,0.0399307728461258
RK,RKS,Kosovo,1,2020-11-24,2020-05-10,100,1,86,0.04,0.0384072934108425,0.0300446999835063,0.000220401173068087,0.01,0.0195013954179879,0.0010711311377672,4.22321031774419e-05,0.0144173303464173,0.00443557037459945,6,0,0.039912584147543,0.0383396060685256,0.0294443705495767,0.000216084272540896,0.00998633648107835,0.0194748828882943,0.00104993693643167,4.13969005101464e-05,0.0154612506639256,0.00458070399705166,0.039912584147543
RK,RKS,Kosovo,1,2020-11-25,2020-05-14,100,1,86,0.04,0.0384072934108425,0.0296917894417074,0.000217851921608597,0.01,0.0195013954179879,0.00105854943549111,4.17363000043027e-05,0.0151381968637381,0.00454344464885022,6,0,0.039904352200561,0.0383352848877634,0.0294196115815286,0.000215910288039362,0.00998620807369024,0.0194746337281248,0.00104910332003195,4.13640498600035e-05,0.0155330241920879,0.00459047113333187,0.039904352200561
RK,RKS,Kosovo,1,2020-11-27,2020-05-21,100,1,86,0.04,0.0384072934108425,0.029464089705501,0.000216206627487936,0.01,0.0195013954179879,0.00105043165506241,4.141640187442e-05,0.0151381968637381,0.00454344464885022,6,0,0.0398832352651417,0.0383245849639842,0.0293660629602502,0.00021553654258997,0.00998609587046018,0.019474416010311,0.00104732564919478,4.1293996449786e-05,0.0156936742656571,0.00461231075240833,0.0398832352651417
RK,RKS,Kosovo,1,2020-11-30,2020-05-23,101,2,86,0.0396039603960396,0.0380348662281565,0.0288101269960447,0.000211479081292553,0.0099009900990099,0.0193092777830645,0.00102711706641877,4.04976272409607e-05,0.0153337510785433,0.00454785697402463,6,0,0.0398352763010195,0.0383011835668109,0.0292750560330906,0.000214910230119956,0.00998634846517473,0.0194749061420925,0.0010443924773634,4.11784076274354e-05,0.0159788028717901,0.00465100259529403,0.0398352763010195
RK,RKS,Kosovo,1,2020-12-05,2020-05-26,100,2,85,0.04,0.0384072934108425,0.0290535088093076,0.000213238887469349,0.01,0.0195013954179879,0.00103579393251146,4.08395652025746e-05,0.0154986301223986,0.00459637378993468,6,0,0.0396864213552657,0.0382301178736107,0.0290947662256134,0.000213706999863717,0.00998801687920534,0.0194781435128446,0.0010389537452644,4.0964080689198e-05,0.0165580479230144,0.00472934624977912,0.0396864213552657
RK,RKS,Kosovo,1,2020-12-10,2020-05-27,100,1,85,0.04,0.0384072934108425,0.0288364673296311,0.00021166956051829,0.01,0.0195013954179879,0.00102805613226063,4.05346340935403e-05,0.0173007964157007,0.00485181094701599,6,0,0.0394125080205343,0.0380991065875688,0.028887346373278,0.000212391173837606,0.00999095115409919,0.0194838371449681,0.00103337508616577,4.07442390027809e-05,0.017191019179452,0.00481454269616766,0.0394125080205343
RK,RKS,Kosovo,1,2020-12-11,2020-05-28,100,1,85,0.04,0.0384072934108425,0.0289336019739865,0.00021237194072933,0.01,0.0195013954179879,0.00103151910383905,4.0671103114561e-05,0.0203261351506271,0.00522283412785158,6,0,0.0393408434650504,0.0380646392013939,0.0288443798092164,0.000212128314786487,0.00999161130988819,0.0194851181034136,0.00103231569441577,4.07024908182788e-05,0.0173124166638948,0.00483082584745801,0.0393408434650504
RK,RKS,Kosovo,1,2020-12-18,2020-05-29,100,1,85,0.04,0.0384072934108425,0.028708247390525,0.00021074229266162,0.01,0.0195013954179879,0.0010234849310393,4.03544911579357e-05,0.0185431408391686,0.00499304319717886,6,0,0.0387120412535193,0.0377594780601951,0.0285541534209033,0.000210445141661648,0.00999586004044212,0.0194933622896746,0.00102607463172984,4.04565443256139e-05,0.018002064223371,0.00492283794215065,0.0387120412535193
RK,RKS,Kosovo,1,2020-12-21,2020-05-30,100,1,85,0.04,0.0384072934108425,0.0285561278078498,0.000209642023734829,0.01,0.0195013954179879,0.00101806167762831,4.01407692862561e-05,0.0185431408391686,0.00499304319717886,6,0,0.0384028578156291,0.0376080744618932,0.0284436817664481,0.000209848546203452,0.0099971845386294,0.0194959323302125,0.00102413559985418,4.03801310965291e-05,0.0181929451284515,0.00494807423059968,0.0384028578156291
RK,RKS,Kosovo,1,2020-12-24,2020-06-02,100,1,85,0.04,0.0384072934108425,0.0285512797481963,0.000209606955205549,0.01,0.0195013954179879,0.00101788883823716,4.01339579390956e-05,0.0185431408391686,0.00499304319717886,7,0,0.0380905704399902,0.0374545068141176,0.0283443956000689,0.000209333901511756,0.00999815893351142,0.0194978230344587,0.00102260617534703,4.03198595269981e-05,0.0183268147150816,0.00496565225613364,0.0380905704399902
RK,RKS,Kosovo,1,2020-12-25,2020-06-05,100,1,85,0.03,0.0334344809563718,0.0267138901736422,0.000202749753239955,0.01,0.0195013954179879,0.00101596194352803,4.00580217620384e-05,0.0185431408391686,0.00499304319717886,7,0,0.0379876985151711,0.0374038022840291,0.0283138017095339,0.000209179470933313,0.0099984138147274,0.0194983176029404,0.00102217598949142,4.03029067388313e-05,0.0183608206994586,0.00497009238140399,0.0379876985151711
RK,RKS,Kosovo,2,2020-09-19,2020-05-04,100,1,73,0.04,0.0384072934108425,0.0644319816029957,0.000308965804138148,0.01,0.0195013954179879,0.00217423988532074,5.86142310873293e-05,0.0573646252288634,0.00847247067809608,7,0,0.0399977951170764,0.0384052199860457,0.0570600830904588,0.000274647995797711,0.0099994487792691,0.0195003258358342,0.00192547715324687,5.19141729153102e-05,0.0570693458884033,0.00845164920668142,0.0399977951170764
RK,RKS,Kosovo,2,2020-09-23,2020-05-05,100,1,73,0.04,0.0384072934108425,0.0584394667902208,0.000281126386832528,0.01,0.0195013954179879,0.00197202408510539,5.31681844377344e-05,0.0573646252288634,0.00847247067809608,7,0,0.0399957379867258,0.0384032855046119,0.0564579921242171,0.000271840032600196,0.00999893449668144,0.0194993279280145,0.00190515975556912,5.13669234666283e-05,0.0570085349818467,0.00844718555113723,0.0399957379867258
RK,RKS,Kosovo,2,2020-09-27,2020-05-06,100,1,73,0.04,0.0384072934108425,0.0583647891875592,0.00028077827993102,0.01,0.0195013954179879,0.00196950410949378,5.3100309846892e-05,0.0573646252288634,0.00847247067809608,7,0,0.039992026404873,0.0383997952123307,0.0558799745009507,0.00026914323978583,0.00999800660121825,0.0194975274506879,0.00188565470637371,5.08415481100312e-05,0.0569385956237677,0.00844190500217455,0.039992026404873
RK,RKS,Kosovo,2,2020-09-28,2020-05-13,100,1,73,0.04,0.0384072934108425,0.0581195781300887,0.000279635034126148,0.01,0.0195013954179879,0.00196122952832757,5.2877435922939e-05,0.0573646252288634,0.00847247067809608,7,0,0.0399907277504312,0.0383985739854377,0.0557385705844116,0.000268483316368197,0.0099976819376078,0.0194968974772775,0.00188088306925141,5.07130212543125e-05,0.0569194017751197,0.00844042528407608,0.0399907277504312
RK,RKS,Kosovo,2,2020-09-29,2020-05-14,100,1,73,0.04,0.0384072934108425,0.0534630778652106,0.000257865938639523,0.01,0.0195013954179879,0.00180409717960847,4.86447613445678e-05,0.0573646252288634,0.00847247067809608,7,0,0.0399892448424248,0.038397179490429,0.0555979991643898,0.000267827194983783,0.00999731121060621,0.0194961781230106,0.00187613952450013,5.0585250589451e-05,0.0568994213727579,0.00843887063848797,0.0399892448424248
RK,RKS,Kosovo,2,2020-09-30,2020-05-17,100,1,73,0.04,0.0384072934108425,0.0525756926259953,0.000253704696765975,0.01,0.0195013954179879,0.00177415260344077,4.78380685038561e-05,0.056673485165865,0.00842436370672285,7,0,0.0399875588582421,0.0383955940269224,0.0554577732175912,0.000267172595527315,0.00999688971456051,0.0194953602570939,0.00187140763764982,5.0457793400525e-05,0.0568785735902823,0.00843723337828743,0.0399875588582421
RK,RKS,Kosovo,2,2020-10-01,2020-05-18,100,1,73,0.04,0.0384072934108425,0.0530346652211956,0.000255857478421234,0.01,0.0195013954179879,0.00178964051019028,4.82553084746866e-05,0.0563279151343658,0.00840017860029511,7,0,0.0399856494790516,0.0383937984875231,0.0553180060227836,0.0002665200494106,0.0099964123697629,0.019494434022923,0.00186669123126204,5.0330752666794e-05,0.0568568442765417,0.00843551030409999,0.0399856494790516
RK,RKS,Kosovo,2,2020-10-04,2020-05-21,100,1,73,0.04,0.0384072934108425,0.053004304537118,0.000255715107178051,0.01,0.0195013954179879,0.00178861599707389,4.82277085718256e-05,0.0563279151343658,0.00840017860029511,7,0,0.0399783682490191,0.0383869513743547,0.0548965765264322,0.000264551876914644,0.00999459206225479,0.0194909019198727,0.00185247020628311,4.99476927515046e-05,0.0567857046279192,0.00842975983432264,0.0399783682490191
RK,RKS,Kosovo,2,2020-10-07,2020-05-23,100,1,73,0.04,0.0384072934108425,0.052719813756507,0.000254380804908119,0.01,0.0195013954179879,0.00177901593221757,4.79690859488251e-05,0.0563279151343658,0.00840017860029511,7,0,0.0399685007627754,0.0383776722010973,0.0544653821284097,0.00026253710575173,0.00999212519069385,0.0194861152316203,0.00183791966732431,4.95557510871467e-05,0.0567053017154344,0.00842309200810534,0.0399685007627754
RK,RKS,Kosovo,2,2020-10-18,2020-05-24,101,2,73,0.0396039603960396,0.0380348662281565,0.052291583223102,0.00025237155462625,0.0099009900990099,0.0193092777830645,0.00176456540807292,4.75797888351327e-05,0.0557531404901376,0.00831699420564769,7,0,0.0399095836310777,0.0383267621328815,0.0527314951431144,0.000254429160350036,0.00997993194124232,0.0194624555705873,0.0017794795484334,4.79815083484806e-05,0.0563979069288056,0.00839724583667489,0.0399095836310777
RK,RKS,Kosovo,2,2020-10-22,2020-05-27,100,1,73,0.04,0.0384072934108425,0.0519717971214787,0.000250870506248939,0.01,0.0195013954179879,0.00175377431210439,4.72890730343764e-05,0.0563279151343658,0.00840017860029511,7,0,0.0398675315938201,0.0383004873449259,0.0520856012132544,0.00025141632236871,0.00997690690564114,0.0194565857744309,0.00175788898841485,4.73998782101949e-05,0.0563633058522309,0.00839528798188252,0.0398675315938201
RK,RKS,Kosovo,2,2020-10-28,2020-05-31,100,1,73,0.04,0.0384072934108425,0.051224344587418,0.000247359970088614,0.01,0.0195013954179879,0.00172855172742661,4.66095557391175e-05,0.0563279151343658,0.00840017860029511,7,0,0.0396895626806821,0.0382055495236947,0.0511810666473729,0.000247249271050583,0.00997746143339919,0.0194528670037374,0.00172971614357192,4.66198836387321e-05,0.0564802028596761,0.00840859433584915,0.0396895626806821
