ISO2,ISO_3,country_agg,date,weight,Finished,B2,B4,E5,E6,E7,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,C0_1.0,C0_1.1,C0_1.NA,C0_2.0,C0_2.1,C0_2.NA,C0_3.0,C0_3.1,C0_3.NA,C0_4.0,C0_4.1,C0_4.NA,C0_5.0,C0_5.1,C0_5.NA,C0_6.0,C0_6.1,C0_6.NA,C0a_7.0,C0a_7.1,C0a_7.NA,I6_1.1,I6_1.2,I6_1.3,I6_1.NA,I6_2.1,I6_2.2,I6_2.3,I6_2.NA,I6_3.1,I6_3.2,I6_3.3,I6_3.NA,I6_4.1,I6_4.2,I6_4.3,I6_4.NA,I6_5.1,I6_5.2,I6_5.3,I6_5.NA,I6_6.1,I6_6.2,I6_6.3,I6_6.NA,I6_7.1,I6_7.2,I6_7.3,I6_7.NA,I6_8.1,I6_8.2,I6_8.3,I6_8.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D10.1,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,D5.1,D5.2,D5.3,D5.4,D5.NA,first_date,day_count,days_aggregated,p_infected,p_infected_CI,p_rf,p_rf_CI,p_rf_symp,p_rf_symp_CI,p_XGB,p_XGB_CI,p_XGB_symp,p_XGB_symp_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
JP,JPN,Japan,2021-10-29,101209170.114153,3842,7582,161,7892,0,9675,4,2,4,4,4448,1355,529,3756,4051,302,119,3880,21,817431.040663899,18,3,2,16,10,395774.997365194,166,4375,46131.7894433323,181,161,0,0,0,2,2,0,0,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2103,1772,573,1077,2798,573,2594,1281,573,2510,1365,573,3600,275,573,2579,1296,573,3648,227,573,103,1253,523,2569,128,1205,535,2580,424,1062,373,2589,199,1237,426,2586,1184,633,38,2593,845,939,71,2593,450,1202,204,2592,1562,243,32,2611,21,27,200,342,1486,2372,54,147,404,171,34,181,473,315,160,230,49,139,211,418,2,1460,20,44,210,372,1428,2374,14,95,569,1377,2393,112,392,642,914,2388,2021-10-29,4448,1,0.123453908984831,0.00984946132987716,0.000899280575539568,0.000880882422460283,0.000449640287769784,0.000623018080134879,0.000899280575539568,0.000880882422460283,0.000899280575539568,0.000880882422460283,0.00472122302158273,0.00201449100024933,0.00807664996898919,1.74378463552341e-05,0.00224820143884892,0.00139185685304585,0.00391046578999512,1.21591045595361e-05,0.00359838631891599,0.000546410510962382
JP,JPN,Japan,2021-10-30,102607958.55231,4227,8264.8,221,8421.3,0,10518,5,4,5,5,4884,1508,564,4173,4450,351,124,4284,25,505086.053265583,19,4,0,18,17,337213.601948472,225,4821,50834.5958642982,211,188,0,0,0,4,3,1,2,1,3,3,2,2,1,4,0,1,0,2,2,0,1,0,0,1,1,0,0,1,0,1,2,0,1,0,0,1,0,0,0,1,0,3,2,0,1,0,0,2,1,0,0,1,0,1,2,0,1,0,0,1,0,0,2595,1667,622,1129,3133,622,2707,1555,622,2735,1527,622,3888,374,622,2871,1391,622,3967,295,622,129,1384,567,2804,133,1372,574,2805,476,1179,413,2816,221,1384,459,2820,1275,721,68,2820,890,1087,86,2821,469,1388,199,2828,1744,267,30,2843,41,42,204,356,1636,2605,46,143,472,158,30,192,576,319,211,263,50,149,227,445,3,1600,37,53,221,379,1583,2611,24,142,570,1517,2631,149,467,684,959,2625,2021-10-30,4884,1,0.11906269791007,0.00922267189047895,0.00102375102375102,0.00089688140383081,0.000819000819000819,0.000802277319445002,0.00102375102375102,0.00089688140383081,0.00102375102375102,0.00089688140383081,0.00511875511875512,0.00200137311725168,0.00492248418535767,1.35418559230433e-05,0.00348075348075348,0.00165173260549938,0.00328642735618366,1.10740064486678e-05,0.00442611957810449,0.00057705435350593
JP,JPN,Japan,2021-10-31,102095339.858113,3912,7812.92,150,7731,0,9575,5,2,5,3,4529,1418,544,3880,4146,308,105,3998,18,331399.968395339,15,0,0,14,14,263915.985107526,157,4466,47091.3306637536,192,175,0,0,0,5,3,1,0,3,2,3,2,0,3,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,2535,1401,593,1014,2922,593,2418,1518,593,2501,1435,593,3493,443,593,2678,1258,593,3671,265,593,103,1347,507,2572,104,1307,538,2580,432,1130,373,2594,184,1337,409,2599,1209,663,55,2602,858,986,86,2599,451,1303,181,2594,1646,246,28,2609,28,30,223,329,1468,2451,37,143,484,140,43,168,490,282,194,236,45,158,247,351,2,1509,27,39,226,354,1433,2450,29,145,562,1319,2474,138,399,669,854,2469,2021-10-31,4529,1,0.122965641952984,0.00967699966958502,0.00110399646721131,0.000967143484289684,0.000441598586884522,0.000611878023393244,0.00110399646721131,0.000967143484289684,0.000662397880326783,0.000749311697060991,0.0039743872819607,0.00183238731270528,0.00324598526099136,1.10334771511971e-05,0.00309119010819165,0.00161673002982582,0.00258499541187975,9.84947241787284e-06,0.00333394698741957,0.000520633114705621
JP,JPN,Japan,2021-11-01,101763567.536863,3621,7912.7,180,7088,0,8745,2,2,3,2,4202,1283,475,3612,3837,295,110,3690,20,527476.297195461,16,2,3,13,17,403370.717475108,183,4139,43643.3089156462,183,161,0,0,0,2,1,1,0,1,2,1,1,0,1,2,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2073,1565,564,1044,2594,564,2413,1225,564,2299,1339,564,3339,299,564,2476,1162,564,3411,227,564,95,1129,544,2434,93,1148,518,2443,400,997,361,2444,157,1176,418,2451,1083,612,45,2462,763,901,81,2457,388,1164,196,2454,1485,214,32,2471,31,30,173,294,1465,2209,53,137,417,121,34,148,483,311,165,221,43,104,202,346,2,1415,31,39,177,352,1392,2211,32,118,525,1300,2227,140,411,587,837,2227,2021-11-01,4202,1,0.116222167849278,0.00982566176556068,0.000475963826749167,0.000659483086649624,0.000475963826749167,0.000659483086649624,0.000713945740123751,0.00080760236783277,0.000475963826749167,0.000659483086649624,0.00475963826749167,0.0020809949724629,0.00518335107507298,1.39517525255361e-05,0.00404569252736792,0.00191927060033759,0.00396380283473248,1.22080278647755e-05,0.00419308261785793,0.000606238530332027
JP,JPN,Japan,2021-11-02,99779757.3116693,4178,7594.9,205,8207,0,9840,1,1,3,2,4742,1368,571,4026,4330,322,125,4161,9,363247.519707233,6,1,0,6,1,8474.1723627949,217,4683,49379.4674201429,188,166,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2239,1918,585,1137,3020,585,2733,1424,585,2637,1520,585,3881,276,585,2750,1407,585,3926,231,585,93,1442,499,2708,125,1360,537,2720,491,1155,361,2735,195,1410,406,2731,1221,720,54,2747,882,1048,68,2744,456,1322,225,2739,1708,241,26,2767,29,33,216,351,1644,2469,59,172,464,176,36,173,491,342,215,278,71,169,243,414,2,1437,28,42,226,365,1611,2470,21,118,582,1536,2485,134,432,699,991,2486,2021-11-02,4742,1,0.124211442244942,0.00953435404457948,0.000210881484605652,0.000413276531755861,0.000210881484605652,0.000413276531755861,0.000632644453816955,0.000715664950480276,0.000421762969211303,0.000584399633939651,0.00189793336145086,0.00123878310460188,0.00364049311698166,1.18172115704083e-05,0.000210881484605652,0.000413276531755861,8.49287730408605e-05,1.8081558112394e-06,0.00439453909362096,0.000583411776574388
JP,JPN,Japan,2021-11-03,101999347.413356,4266,8617.4,203,8297,0,10249,4,3,3,5,4905,1439,533,4225,4446,380,109,4288,24,529106.019917401,20,3,2,18,16,313636.608236472,213,4852,51161.4725437824,207,187,0,0,0,4,2,1,0,2,2,2,1,1,1,3,2,0,1,2,1,2,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,2,3,3,2,0,1,3,3,1,1,1,1,1,1,1,1,0,1,1,1,2586,1728,591,1180,3134,591,2736,1578,591,2708,1606,591,3954,360,591,2909,1405,591,4031,283,591,123,1414,574,2794,123,1430,537,2815,517,1202,362,2824,234,1430,412,2829,1287,731,57,2830,927,1056,94,2828,497,1359,209,2840,1767,261,23,2854,39,35,214,330,1699,2588,59,137,497,188,34,187,570,329,214,252,42,155,269,409,1,1562,36,53,192,395,1633,2596,21,162,584,1525,2613,134,468,690,1002,2611,2021-11-03,4905,1,0.112021857923497,0.00896165860934103,0.000815494393476045,0.000798843894688504,0.000611620795107034,0.000691889682240876,0.000611620795107034,0.000691889682240876,0.00101936799184506,0.00089304350372781,0.00489296636085627,0.00195276327177603,0.00518734710892982,1.39409605874819e-05,0.00326197757390418,0.00159573063740994,0.00307488838105452,1.0744725873336e-05,0.00416328908081606,0.000557941830439294
JP,JPN,Japan,2021-11-04,100057152.152614,3734,7224,92,7633,0,9210,3,5,4,4,4267,1273,515,3633,3878,318,100,3735,27,702149.566569223,19,6,2,17,22,573063.9261355,101,4206,44349.7843196927,183,169,0,0,0,1,0,1,0,0,1,0,3,0,0,3,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,3,1,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2144,1593,530,1071,2666,530,2440,1297,530,2391,1346,530,3460,277,530,2499,1238,530,3515,222,530,108,1183,515,2461,102,1188,508,2469,407,1033,345,2482,187,1175,422,2483,1104,626,49,2488,754,949,79,2485,391,1192,199,2485,1472,251,39,2505,25,30,203,299,1494,2216,41,160,403,142,34,158,484,333,201,208,45,108,242,329,1,1378,36,39,215,358,1401,2218,21,121,552,1337,2236,131,433,629,845,2229,2021-11-04,4267,1,0.124156219864995,0.0100352057897659,0.000703070072650574,0.000795304339419168,0.00117178345441762,0.00102649266784811,0.000937426763534099,0.000918230657509873,0.000937426763534099,0.000918230657509873,0.00632763065385517,0.00237918896632019,0.00701748502194281,1.63563189196793e-05,0.00515584719943754,0.00214889064109795,0.00572736594842738,1.47861201818283e-05,0.00227735042118689,0.000443631301697359
JP,JPN,Japan,2021-11-05,101197928.053,3766,6796.8,124,7998,0,8982,0,1,2,1,4331,1324,481,3720,3979,277,91,3837,17,451834.088980304,16,1,0,16,11,282604.851327045,128,4269,45014.0820876767,156,143,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2061,1761,509,1142,2680,509,2520,1302,509,2374,1448,509,3532,290,509,2498,1324,509,3579,243,509,106,1216,479,2530,115,1185,495,2536,388,1042,362,2539,182,1204,404,2541,1090,643,43,2555,782,921,76,2552,417,1178,185,2551,1537,197,34,2563,27,35,203,318,1528,2220,44,136,438,142,40,149,499,284,179,244,57,157,209,369,3,1381,28,44,219,343,1470,2227,29,132,564,1367,2239,140,426,666,864,2235,2021-11-05,4331,1,0.114496548440847,0.00962859848384107,0,0,0.00023089355806973,0.000452490810424462,0.00046178711613946,0.0006398447430771,0.00023089355806973,0.000452490810424462,0.00392519048718541,0.00186221725528007,0.0044648551375841,1.29895547615849e-05,0.00253982913876703,0.00149900827884536,0.00279259523158455,1.02815602315058e-05,0.00284355459588594,0.000491910765985195
JP,JPN,Japan,2021-11-06,100104001.783016,4138,7938.5,138,8499,0,10066,3,3,4,2,4730,1443,519,4098,4348,296,110,4201,19,559578.990429624,14,4,1,13,11,269084.438844369,144,4669,49231.8456939242,203,187,0,0,0,3,2,1,0,2,3,2,1,0,2,3,1,2,2,2,1,1,2,2,1,0,2,1,1,1,1,1,1,0,1,1,1,0,1,1,1,2,2,2,1,1,2,2,1,0,2,1,1,1,1,1,1,0,1,1,1,0,1,1,2542,1610,578,1144,3008,578,2597,1555,578,2599,1553,578,3781,371,578,2799,1353,578,3857,295,578,107,1355,558,2710,132,1306,576,2716,450,1163,388,2729,206,1362,433,2729,1257,680,48,2745,871,1025,97,2737,461,1317,212,2740,1721,223,32,2754,28,44,221,348,1601,2488,51,153,463,180,38,196,514,340,189,264,55,143,263,441,3,1437,32,59,224,375,1550,2490,25,150,580,1473,2502,147,440,695,946,2502,2021-11-06,4730,1,0.112410656270305,0.00911124941076334,0.000634249471458774,0.000717480014797378,0.000634249471458774,0.000717480014797378,0.000845665961945032,0.000828386922555177,0.000422832980972516,0.000585881940992646,0.0040169133192389,0.00180256001225945,0.00558997622934756,1.46052871064132e-05,0.00232558139534884,0.0013727065664346,0.00268804876979477,1.01427671420059e-05,0.00292493604434927,0.000477031597714978
JP,JPN,Japan,2021-11-07,100932542.821085,4271,7363.54,94,8793,0,10350,1,1,4,4,4907,1445,564,4189,4478,333,92,4336,20,349353.785442324,14,4,2,11,13,183975.942215122,100,4844,51077.1172716575,176,158,0,0,0,2,2,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,2798,1474,635,1086,3186,635,2574,1698,635,2710,1562,635,3817,455,635,2919,1353,635,3984,288,635,129,1427,554,2797,124,1413,555,2815,466,1210,408,2823,200,1431,453,2823,1209,797,71,2830,873,1113,95,2826,489,1380,207,2831,1758,267,31,2851,30,32,221,352,1666,2606,47,143,500,150,34,202,549,351,194,294,43,163,278,424,7,1528,26,54,236,398,1584,2609,21,139,584,1537,2626,127,459,706,991,2624,2021-11-07,4907,1,0.11866189774879,0.00919371637626519,0.000203790503362543,0.00039938134569813,0.000203790503362543,0.00039938134569813,0.000815162013450173,0.000798518433903755,0.000815162013450173,0.000798518433903755,0.00407581006725087,0.00178262573270091,0.00346126012163981,1.14576801972303e-05,0.00264927654371306,0.00143822774563664,0.0018227613916479,8.32149248766938e-06,0.00195782388164435,0.000383350611188888
JP,JPN,Japan,2021-11-08,99878355.9030529,3785,7305.5,170,7691,0,9130,2,2,4,5,4379,1438,466,3801,3990,321,81,3872,17,493674.279578279,14,3,0,14,11,325900.271202019,174,4337,45731.1019007387,173,152,0,0,0,3,2,0,0,2,1,0,1,0,0,2,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2187,1650,542,1131,2706,542,2519,1318,542,2379,1458,542,3499,338,542,2552,1285,542,3569,268,542,121,1258,496,2504,125,1205,540,2509,425,1076,366,2512,205,1250,412,2512,1168,651,39,2521,806,969,83,2521,446,1211,193,2529,1587,220,27,2545,30,36,192,308,1486,2327,49,163,418,138,39,158,498,303,166,214,49,122,220,333,1,1508,35,48,212,332,1425,2327,25,139,539,1332,2344,165,395,648,832,2339,2021-11-08,4379,1,0.109210217951723,0.00935849515566454,0.000456725279744234,0.000632832746996297,0.000456725279744234,0.000632832746996297,0.000913450559488468,0.00089475616118988,0.00114181319936058,0.00100025346557135,0.00388216487782599,0.00184184451264962,0.00494275536591196,1.37537456854789e-05,0.00251198903859329,0.00148259772938508,0.0032629719247517,1.11843143058505e-05,0.00380485037027261,0.00056426519203873
JP,JPN,Japan,2021-11-09,101574820.680547,3696,8557.5,200.6,7340,0,9341,3,3,4,4,4268,1317,495,3630,3909,283,64,3815,25,605151.49376074,21,4,1,20,20,471076.754541196,209.6,4213,44423.595182802,168,155,0,0,0,2,1,1,0,1,2,1,2,0,1,3,0,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2,1,1,2,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,2135,1585,548,1137,2583,548,2491,1229,548,2386,1334,548,3438,282,548,2467,1253,548,3460,260,548,111,1243,513,2401,110,1244,505,2409,401,1068,373,2426,189,1244,417,2418,1121,669,50,2428,788,977,80,2423,411,1259,173,2425,1572,233,30,2433,33,26,192,288,1394,2335,49,148,441,132,41,127,506,348,162,217,36,111,231,288,2,1429,25,36,187,341,1345,2334,27,139,502,1253,2347,128,412,614,769,2345,2021-11-09,4268,1,0.12,0.00991672051687298,0.0007029053420806,0.000795118063732443,0.0007029053420806,0.000795118063732443,0.000937207122774133,0.000918015615343135,0.000937207122774133,0.000918015615343135,0.00585754451733833,0.00228938058304363,0.00595769197234363,1.49656821116987e-05,0.00468603561387067,0.0020488903961223,0.0046377315892364,1.32129092081534e-05,0.00471821335345555,0.000637240039121294
JP,JPN,Japan,2021-11-10,101051758.584823,3533,7545.3,152,7043,0,8693,2,2,3,4,4040,1274,441,3480,3649,316,71,3547,21,573768.076159202,17,4,0,17,19,479356.954404029,160,3983,41998.3811092097,167,148,0,0,0,1,1,0,0,1,1,1,1,0,1,2,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,1,2,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2024,1484,532,997,2511,532,2342,1166,532,2281,1227,532,3223,285,532,2361,1147,532,3270,238,532,105,1198,453,2284,96,1199,451,2294,375,1028,335,2302,169,1192,372,2307,1087,595,45,2313,718,933,81,2308,383,1162,175,2320,1472,209,30,2329,33,32,194,298,1345,2138,49,133,356,125,33,150,456,303,184,211,42,122,235,321,1,1319,35,39,216,317,1294,2139,20,136,527,1193,2164,141,409,648,687,2155,2021-11-10,4040,1,0.112471308339709,0.0098892133001429,0.000495049504950495,0.000685921156624734,0.000495049504950495,0.000685921156624734,0.000742574257425743,0.000839974390716993,0.00099009900990099,0.000969798745075593,0.0051980198019802,0.00221740332193039,0.00567796230559988,1.46499431072817e-05,0.0047029702970297,0.00210969600451783,0.00474367750860721,1.33968040126565e-05,0.00380967065335083,0.000589178232032087
JP,JPN,Japan,2021-11-11,102205511.229332,3398,6386.1,246,6998,0,8635,4,4,6,6,3895,1161,485,3305,3590,244,58,3487,17,426501.15452289,11,6,0,11,12,319140.317830383,250,3850,40595.9747101324,131,118,0,0,0,3,1,2,0,1,3,1,3,0,1,4,1,2,0,0,3,1,1,1,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,3,1,1,4,2,1,1,1,3,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1859,1540,496,991,2408,496,2266,1133,496,2164,1235,496,3169,230,496,2281,1118,496,3191,208,496,86,1194,438,2177,102,1147,459,2187,363,978,360,2194,148,1159,389,2199,1050,600,41,2204,690,926,77,2202,374,1145,170,2206,1426,220,28,2221,18,20,163,250,1350,2094,56,122,375,123,29,138,474,259,163,209,51,117,186,319,1,1273,20,31,171,284,1295,2094,26,114,473,1177,2105,141,344,593,719,2098,2021-11-11,3895,1,0.127968337730871,0.010635205285832,0.00102695763799743,0.00100588309424015,0.00102695763799743,0.00100588309424015,0.00154043645699615,0.00123163350488672,0.00154043645699615,0.00123163350488672,0.00436456996148909,0.00207021409464383,0.0041729760889889,1.24975774111161e-05,0.0030808729139923,0.00174044865749415,0.00312253531137167,1.08164688018963e-05,0.00615824602771768,0.00076101591887969
JP,JPN,Japan,2021-11-12,100071317.549973,3378,6068.35,110,6871,0,8209,2,2,4,4,3866,1140,422,3314,3512,271,54,3418,16,503423.199754243,12,0,1,11,9,326320.434590089,115,3816,40237.4648036014,132,125,0,0,0,2,2,0,0,2,2,2,0,0,2,2,0,1,1,1,1,2,1,1,0,2,1,1,0,1,1,1,1,2,1,1,0,2,1,1,0,1,1,1,1,2,1,1,0,2,1,1,0,1,1,1,1,2,1,1,0,2,1,1,1858,1505,503,965,2398,503,2174,1189,503,2055,1308,503,3112,251,503,2209,1154,503,3150,213,503,86,1090,450,2240,91,1065,463,2247,381,938,296,2251,139,1107,366,2254,999,563,42,2262,689,844,75,2258,353,1086,168,2259,1377,203,17,2269,28,32,164,302,1319,2021,39,114,351,138,28,137,454,252,171,199,43,124,210,356,2,1248,26,41,153,326,1298,2022,22,121,461,1228,2034,114,382,555,786,2029,2021-11-12,3866,1,0.112955032119914,0.0101500987429429,0.000517330574236937,0.00071678494193647,0.000517330574236937,0.00071678494193647,0.00103466114847387,0.00101342461088318,0.00103466114847387,0.00101342461088318,0.0041386445938955,0.00202369786061427,0.00503064426530456,1.3861490721403e-05,0.00232798758406622,0.001519152562847,0.00326087876705664,1.11699533859042e-05,0.00285803294420545,0.000521608786959402
JP,JPN,Japan,2021-11-13,100641965.502072,3692,5635.3,111,7558,0,9558,1,1,3,1,4247,1227,484,3635,3907,268,58,3809,11,390277.732770306,10,1,0,10,8,275981.580547426,117,4191,44191.6181844584,133,121,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2265,1465,517,992,2738,517,2278,1452,517,2251,1479,517,3372,358,517,2487,1243,517,3513,217,517,96,1265,485,2401,113,1219,497,2418,384,1102,338,2423,178,1259,390,2420,1083,686,45,2433,738,1004,74,2431,393,1252,170,2432,1542,228,23,2454,27,24,182,293,1443,2278,40,134,398,143,27,172,492,277,156,251,47,122,256,410,3,1319,30,37,187,323,1390,2280,18,143,471,1322,2293,125,371,618,847,2286,2021-11-13,4247,1,0.11750424860403,0.00983411520125782,0.000235460324935248,0.000461439421727617,0.000235460324935248,0.000461439421727617,0.000706380974805745,0.000799048268063538,0.000235460324935248,0.000461439421727617,0.00259006357428773,0.00152861817101086,0.00387788265882257,1.21426131592029e-05,0.00188368259948199,0.00130407149292903,0.00274221175203243,1.02167495726609e-05,0.00264756089065658,0.000479099198527011
JP,JPN,Japan,2021-11-14,100756740.545336,3714,7579,99,7714,0,8954,1,2,6,3,4271,1262,474,3682,3907,278,56,3796,13,293634.793996349,6,5,0,6,7,140332.094756442,107,4211,44402.5063647708,145,127,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2505,1239,527,941,2803,527,2244,1500,527,2355,1389,527,3303,441,527,2500,1244,527,3525,219,527,116,1236,496,2423,121,1242,476,2432,410,1081,332,2448,181,1247,397,2446,1115,642,58,2456,742,983,90,2456,406,1260,150,2455,1544,226,30,2471,32,29,194,281,1464,2271,52,146,384,134,24,161,467,304,169,214,42,152,255,383,10,1374,29,35,215,324,1395,2273,27,144,494,1307,2299,158,380,630,811,2292,2021-11-14,4271,1,0.114051973051011,0.00966419858800145,0.000234137204401779,0.000458846762084696,0.000468274408803559,0.000648831325078901,0.00140482322641068,0.00112328219973434,0.000702411613205338,0.000794559759857054,0.00304378365722313,0.00165206921515776,0.00291429429343467,1.05255302615785e-05,0.00163896043081246,0.00121314119904905,0.00139278120745975,7.28198593704156e-06,0.00240977387900099,0.000456045933372567
JP,JPN,Japan,2021-11-15,103317326.577919,3593,6922.7,133,7135,0,8859,5,4,8,6,4119,1269,455,3546,3768,276,34,3699,9,264547.154283701,5,2,0,5,7,197769.385368727,137,4054,42747.0341493186,136,120,0,0,0,5,4,1,0,3,4,4,1,0,3,4,0,1,0,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2065,1547,507,991,2621,507,2390,1222,507,2278,1334,507,3293,319,507,2431,1181,507,3419,193,507,125,1191,473,2330,144,1163,466,2346,403,1015,346,2355,201,1201,362,2355,1099,608,47,2365,769,915,77,2358,384,1168,211,2356,1505,213,22,2379,34,27,170,283,1405,2200,50,131,432,107,30,153,487,303,172,208,33,119,231,304,0,1359,28,36,185,312,1354,2204,25,128,496,1254,2216,135,397,625,748,2214,2021-11-15,4119,1,0.113721569607598,0.00983717342584327,0.00121388686574411,0.00106335321611061,0.00097110949259529,0.000951207615231191,0.00194221898519058,0.00134455674276651,0.00145666423889294,0.00116470350664877,0.0021849963583394,0.00142594432375555,0.00256053038774854,9.7447287108085e-06,0.00169944161204176,0.00125787062762246,0.00191419379419941,8.42826928158708e-06,0.00320490070776486,0.00053580323761983
