ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,E7,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,C0_1.0,C0_1.1,C0_1.NA,C0_2.0,C0_2.1,C0_2.NA,C0_3.0,C0_3.1,C0_3.NA,C0_4.0,C0_4.1,C0_4.NA,C0_5.0,C0_5.1,C0_5.NA,C0_6.0,C0_6.1,C0_6.NA,C0a_7.0,C0a_7.1,C0a_7.NA,I6_1.1,I6_1.2,I6_1.3,I6_1.NA,I6_2.1,I6_2.2,I6_2.3,I6_2.NA,I6_3.1,I6_3.2,I6_3.3,I6_3.NA,I6_4.1,I6_4.2,I6_4.3,I6_4.NA,I6_5.1,I6_5.2,I6_5.3,I6_5.NA,I6_6.1,I6_6.2,I6_6.3,I6_6.NA,I6_7.1,I6_7.2,I6_7.3,I6_7.NA,I6_8.1,I6_8.2,I6_8.3,I6_8.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D10.1,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,D5.1,D5.2,D5.3,D5.4,D5.NA,days_aggregated,p_infected,p_infected_CI,p_rf,p_rf_CI,p_rf_symp,p_rf_symp_CI,p_XGB,p_XGB_CI,p_XGB_symp,p_XGB_symp_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
CA,CAN,Canada,2021-10-01,2021-10-01,1767,28315638.8647018,1512,6120,668,4158,0,3692,17,13,16,16,1767,759,158,1557,1531,188,49,1463,15,168507.17500352,10,4,1,9,12,128312.629102725,673,1723,66963.0773793152,169,142,0,0,0,11,8,3,1,6,9,12,5,3,8,13,3,6,2,8,7,6,3,1,1,6,5,4,2,4,1,5,4,4,2,1,1,5,3,3,5,9,2,12,11,9,3,4,3,8,7,6,3,5,1,7,6,5,2,2,2,5,4,4,1037,623,107,508,1152,107,1214,446,107,940,720,107,1461,199,107,1528,132,107,1407,253,107,47,267,418,1035,42,180,501,1044,92,259,372,1044,114,306,303,1044,350,309,55,1053,201,426,92,1048,115,474,129,1049,470,198,36,1063,16,28,90,137,559,937,24,34,102,41,20,47,206,68,58,78,14,45,103,36,8,883,24,42,109,157,497,938,17,54,120,629,947,72,157,175,417,946,1,0.0921282798833819,0.013687519604275,0.00962082625919638,0.00455131350549483,0.00735710243350311,0.00398455418830416,0.00905489530277306,0.00441668403232845,0.00905489530277306,0.00441668403232845,0.00848896434634975,0.00427765689240877,0.00595102853969439,2.83292329310798e-05,0.0067911714770798,0.00382932696725481,0.00453151100407202,2.47383190742035e-05,0.010050314685924,0.000755486624975293
CA,CAN,Canada,2021-10-02,2021-10-02,1825,28070165.1509201,1551,6063.5,622,4495,0,3896,16,14,18,23,1825,733,150,1632,1581,191,56,1511,15,199517.530889096,12,2,3,9,13,173395.226053153,624,1791,69605.8453780346,156,128,0,0,0,13,7,6,2,5,11,9,7,4,5,14,3,9,1,10,7,6,5,2,2,7,9,3,1,4,1,5,4,4,2,1,1,2,5,2,4,12,2,13,10,8,7,3,3,8,11,3,2,6,2,7,6,6,4,2,2,3,7,2,1055,657,113,534,1178,113,1229,483,113,928,784,113,1463,249,113,1573,139,113,1461,251,113,45,235,463,1082,33,181,523,1088,101,233,395,1096,114,288,333,1090,332,334,57,1102,195,420,104,1106,109,469,142,1105,460,215,34,1116,11,39,114,146,561,954,17,41,95,47,12,56,194,58,57,93,15,50,140,48,14,888,26,63,121,167,493,955,25,77,115,647,961,98,178,173,417,959,1,0.0841750841750842,0.0128911674052131,0.00876712328767123,0.0042769390633161,0.00767123287671233,0.00400292110779236,0.00986301369863014,0.00453387055594398,0.0126027397260274,0.00511793892781955,0.00821917808219178,0.00414227287360888,0.00710781464292724,3.10774016182038e-05,0.00712328767123288,0.00385837611679317,0.00617720719208055,2.8985191080916e-05,0.00896476433280868,0.0007002275944082
CA,CAN,Canada,2021-10-03,2021-10-03,2005,28754236.2885074,1732,6552,818,5067,0,4284,12,10,14,15,2005,827,157,1796,1762,186,59,1679,13,164730.819897827,7,4,1,6,10,102737.593518462,819,1971,76601.4077275858,209,191,0,0,0,9,4,5,0,4,7,5,7,0,5,10,4,7,2,5,5,4,4,1,1,3,4,5,1,3,1,2,2,2,2,0,0,1,1,2,4,10,3,7,5,4,5,2,1,5,5,6,1,4,1,3,2,2,2,0,0,2,2,2,1273,608,124,570,1311,124,1335,546,124,947,934,124,1572,309,124,1728,153,124,1600,281,124,51,272,535,1147,40,193,615,1157,111,255,475,1164,124,324,399,1158,375,375,84,1171,214,487,127,1177,119,559,155,1172,546,225,45,1189,8,23,105,151,645,1073,27,49,116,42,21,58,230,78,88,88,16,69,144,60,9,910,11,45,128,184,564,1073,27,68,128,701,1081,94,174,208,449,1080,1,0.0803891449052739,0.0120586230233412,0.00598503740648379,0.00337614272502638,0.00498753117206983,0.00308352856234506,0.00698254364089776,0.00364482073816574,0.00748129675810474,0.00377180032258061,0.00648379052369077,0.00351311906366306,0.00572892349652377,2.75858319836936e-05,0.00498753117206983,0.00308352856234506,0.00357295504174196,2.18088970043128e-05,0.010691709516783,0.000728314766456019
CA,CAN,Canada,2021-10-04,2021-10-04,1540,28689953.7076725,1328,4629,384,3950,0,3508,6,3,5,10,1540,639,114,1382,1352,144,42,1290,13,232069.859354181,10,3,1,9,9,111486.446343696,385,1514,58840.4522067807,157,134,0,0,0,6,2,2,0,2,4,3,3,0,3,4,0,2,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,3,4,2,2,1,1,4,1,2,0,2,0,1,2,1,1,0,1,2,0,1,900,551,89,489,962,89,1079,372,89,770,681,89,1240,211,89,1349,102,89,1217,234,89,36,225,376,903,30,148,463,899,79,210,345,906,102,264,269,905,284,290,48,918,169,354,98,919,86,425,108,921,392,184,35,929,10,23,91,110,490,816,13,39,66,34,18,33,178,52,54,76,15,51,133,42,13,723,17,36,96,140,434,817,23,51,107,536,823,68,146,154,349,823,1,0.0762032085561497,0.0134448867352213,0.0038961038961039,0.0031113961842321,0.00194805194805195,0.00220223961598661,0.00324675324675325,0.00284122875819159,0.00649350649350649,0.00401155476211544,0.00844155844155844,0.00456938976360227,0.00808888929270452,3.2776606749174e-05,0.00584415584415585,0.00380693849005992,0.00388590541064141,2.27658475006245e-05,0.00654311762674783,0.000651443815436949
CA,CAN,Canada,2021-10-05,2021-10-05,2026,27930860.3428455,1745,6964.25,640,5042,0,4654,14,13,13,16,2026,862,150,1840,1756,230,73,1662,12,118942.581838688,11,0,1,10,10,89907.2391498845,644,1992,77417.5566683667,183,158,0,0,0,11,10,1,1,9,10,13,1,1,12,12,0,7,1,6,9,5,3,0,1,4,5,2,0,6,1,5,8,4,3,0,1,4,5,1,0,9,3,8,11,6,5,1,1,5,6,3,0,8,3,7,10,5,5,1,1,5,6,2,1178,755,93,640,1293,93,1501,432,93,1063,870,93,1668,265,93,1775,158,93,1631,302,93,58,306,507,1155,45,206,618,1157,115,269,480,1162,154,332,378,1162,427,376,59,1164,232,512,115,1167,154,545,162,1165,555,250,38,1183,16,32,122,157,613,1086,25,44,97,49,31,48,223,76,63,97,13,73,122,50,20,995,20,59,123,212,527,1085,24,71,114,725,1092,88,207,199,444,1088,1,0.0753768844221106,0.0115990659415831,0.0069101678183613,0.00360717270045599,0.00641658440276407,0.00347682228858029,0.00641658440276407,0.00347682228858029,0.00789733464955577,0.00385431273111283,0.00592300098716683,0.00334125241462331,0.00425846466520158,2.41493680242668e-05,0.00493583415597236,0.00305164628539283,0.00321892122356031,2.10068532372135e-05,0.00831852654248312,0.000639790318531002
CA,CAN,Canada,2021-10-06,2021-10-06,1828,28270802.0522508,1571,6254.01,567,4370,0,3727,9,9,4,8,1828,735,155,1621,1597,187,64,1500,9,214970.778103059,8,1,0,8,7,166906.302055247,567,1794,69722.4380838604,176,155,0,0,0,6,5,1,0,5,5,8,1,0,7,9,0,4,1,3,3,2,2,0,0,0,3,0,0,3,1,3,2,2,1,0,0,0,2,0,1,8,1,7,7,5,5,1,1,1,5,1,1,7,1,7,6,5,4,1,1,1,4,1,1045,682,101,562,1165,101,1336,391,101,952,775,101,1513,214,101,1585,142,101,1459,268,101,39,256,447,1086,38,182,524,1084,102,215,420,1091,118,292,328,1090,352,319,58,1099,207,414,103,1104,112,482,132,1102,461,208,42,1117,17,25,94,150,590,952,26,50,100,50,15,57,198,65,63,75,17,50,118,34,6,904,28,48,118,151,531,952,21,75,132,628,972,96,180,193,397,962,1,0.0872747747747748,0.0131262600912324,0.00492341356673961,0.00320864306545165,0.00492341356673961,0.00320864306545165,0.00218818380743982,0.00214203329261814,0.00437636761487965,0.00302596911773693,0.00492341356673961,0.00320864306545165,0.00760398582628624,3.20215375443841e-05,0.00382932166301969,0.00283131243808102,0.00590384035609483,2.82397291375945e-05,0.00813224573871078,0.000666643948195228
CA,CAN,Canada,2021-10-07,2021-10-07,1814,28195723.795174,1528,6237.5,610,4287,0,3616,8,6,6,9,1814,754,132,1627,1544,205,66,1460,25,395893.503203392,17,6,3,13,20,291440.45426623,610,1767,68673.1037314277,171,149,0,0,0,5,4,1,0,4,4,5,3,0,5,7,0,3,1,3,3,2,1,0,1,2,3,0,0,3,1,3,3,2,1,0,1,2,3,0,0,5,3,4,5,3,2,1,1,3,4,1,0,4,2,4,4,3,2,1,1,2,3,1,1003,683,128,573,1113,128,1284,402,128,937,749,128,1460,226,128,1545,141,128,1409,277,128,56,277,442,1039,42,195,529,1048,99,249,415,1051,143,270,353,1048,357,331,66,1060,197,445,113,1059,117,497,142,1058,484,210,43,1077,12,24,95,122,556,1005,22,30,99,47,16,42,205,55,57,73,20,57,111,35,13,932,21,51,107,163,470,1002,26,73,101,606,1008,88,169,164,387,1006,1,0.0750426378624218,0.0123120415910018,0.00441014332965821,0.00304927107007201,0.00330760749724366,0.00264220801231565,0.00330760749724366,0.00264220801231565,0.00496141124586549,0.00323334483761465,0.0137816979051819,0.00536497054040581,0.0140409058508068,4.34293650035413e-05,0.0110253583241455,0.0048052765187569,0.0103363352678364,3.73321991392114e-05,0.00888266245232831,0.000701760418630386
CA,CAN,Canada,2021-10-08,2021-10-08,1587,27481299.6762447,1365,5660,504,3806,0,3330,6,6,7,9,1587,683,130,1411,1383,159,49,1326,12,193776.621313509,9,3,2,7,11,166440.097707897,505,1561,60667.0712647191,149,126,0,0,0,6,4,2,1,3,5,4,2,1,3,5,2,4,0,3,5,4,3,1,2,3,3,2,1,2,0,2,3,2,2,1,1,1,2,1,2,4,0,3,5,4,3,1,2,3,3,2,1,2,0,2,3,2,2,1,1,1,2,1,902,598,87,459,1041,87,1117,383,87,803,697,87,1294,206,87,1367,133,87,1288,212,87,44,232,398,913,38,154,479,916,93,207,372,915,122,236,311,918,308,295,51,933,176,379,100,932,98,444,110,935,408,195,42,942,16,27,76,127,486,855,15,21,75,51,18,36,177,43,47,77,12,53,129,38,8,787,19,40,104,133,437,854,19,59,104,542,863,73,137,163,353,861,1,0.0843608046722907,0.0138764800608402,0.00378071833648393,0.00301942510067461,0.00378071833648393,0.00301942510067461,0.00441083805923125,0.00326032027223389,0.0056710775047259,0.00369451517761319,0.00756143667296786,0.00426200154659014,0.00705121750413474,3.12841915573565e-05,0.00693131695022054,0.00408185102299286,0.00605648567093684,2.90081916572275e-05,0.00832412030896376,0.000722978904671894
CA,CAN,Canada,2021-10-09,2021-10-09,1635,28445279.943764,1389,5117,498,4084,0,3512,13,11,11,14,1635,647,126,1454,1436,149,52,1364,11,146572.509501756,5,5,1,4,9,123275.22652868,499,1596,62027.3194993541,170,155,0,0,0,9,5,4,1,3,6,6,5,1,5,11,1,5,1,5,5,3,2,0,2,3,4,1,0,3,0,3,4,2,1,0,0,3,3,0,2,9,2,9,7,6,3,1,3,5,7,2,1,4,0,5,5,3,1,0,1,3,4,0,917,607,111,462,1062,111,1101,423,111,828,696,111,1300,224,111,1375,149,111,1308,216,111,44,249,389,953,38,179,461,957,88,216,372,959,107,264,305,959,306,300,61,968,172,399,93,971,103,423,139,970,425,188,46,976,4,30,76,111,537,877,21,32,87,43,13,42,167,60,38,92,14,43,149,52,3,779,12,40,98,146,461,878,24,36,95,597,883,78,136,169,371,881,1,0.079746835443038,0.0133576462048119,0.00795107033639144,0.00430495441034647,0.00672782874617737,0.00396242276917341,0.00672782874617737,0.00396242276917341,0.00856269113149847,0.00446608496235632,0.00672782874617737,0.00396242276917341,0.00515278843419817,2.63113016756757e-05,0.0055045871559633,0.00358635255829181,0.00433376738679999,2.41397446987773e-05,0.00804484224092896,0.000703009785484536
CA,CAN,Canada,2021-10-10,2021-10-10,1678,27872280.5664205,1421,5384.5,588,4203,0,3608,8,8,5,7,1678,671,130,1508,1465,166,47,1406,7,86488.526721385,4,1,2,2,7,86488.526721385,589,1648,64048.2597336689,163,145,0,0,0,4,3,0,2,1,4,6,1,3,3,8,2,3,0,3,3,2,3,2,3,2,3,2,1,2,0,2,2,1,2,1,2,1,2,1,2,6,3,6,6,5,5,2,4,3,6,4,1,4,2,4,4,3,4,1,3,1,4,2,1075,509,94,491,1093,94,1166,418,94,810,774,94,1295,289,94,1452,132,94,1364,220,94,52,238,405,983,44,173,468,993,97,198,384,999,125,255,305,993,336,284,57,1001,189,391,95,1003,95,469,116,998,430,200,33,1015,6,22,86,125,555,884,4,34,99,45,14,53,173,53,55,81,15,41,117,45,8,841,19,37,120,161,457,884,18,51,114,596,899,72,146,183,381,896,1,0.0793650793650794,0.0130902997617027,0.00476758045292014,0.00329581924499427,0.00476758045292014,0.00329581924499427,0.00297973778307509,0.00260791317832525,0.00417163289630513,0.00308387950863768,0.00417163289630513,0.00308387950863768,0.00310303014191035,2.06480942341187e-05,0.00417163289630513,0.00308387950863768,0.00310303014191035,2.06480942341187e-05,0.00919619053584331,0.00073925154067722
