ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,E7,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,C0_1.0,C0_1.1,C0_1.NA,C0_2.0,C0_2.1,C0_2.NA,C0_3.0,C0_3.1,C0_3.NA,C0_4.0,C0_4.1,C0_4.NA,C0_5.0,C0_5.1,C0_5.NA,C0_6.0,C0_6.1,C0_6.NA,C0a_7.0,C0a_7.1,C0a_7.NA,I6_1.1,I6_1.2,I6_1.3,I6_1.NA,I6_2.1,I6_2.2,I6_2.3,I6_2.NA,I6_3.1,I6_3.2,I6_3.3,I6_3.NA,I6_4.1,I6_4.2,I6_4.3,I6_4.NA,I6_5.1,I6_5.2,I6_5.3,I6_5.NA,I6_6.1,I6_6.2,I6_6.3,I6_6.NA,I6_7.1,I6_7.2,I6_7.3,I6_7.NA,I6_8.1,I6_8.2,I6_8.3,I6_8.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D10.1,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,D5.1,D5.2,D5.3,D5.4,D5.NA,days_aggregated,p_infected,p_infected_CI,p_rf,p_rf_CI,p_rf_symp,p_rf_symp_CI,p_XGB,p_XGB_CI,p_XGB_symp,p_XGB_symp_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
ZA,ZAF,South Africa,2021-10-01,2021-10-01,583,35627528.2789648,460,2195,291,1592,0,1283,11,13,22,15,583,266,121,433,424,136,170,248,17,1407749.54446484,8,8,5,3,9,775151.422556751,291,569,7668.52504049613,72,51,0,0,0,6,2,4,2,0,5,3,8,2,1,10,1,3,2,2,3,3,1,1,1,0,3,1,0,1,0,1,1,1,1,0,0,0,1,0,2,7,5,6,8,7,4,5,4,4,7,2,0,1,0,2,2,2,2,1,1,1,2,1,302,234,47,230,306,47,410,126,47,349,187,47,462,74,47,462,74,47,454,82,47,20,87,121,355,12,86,128,357,28,86,112,357,53,93,81,356,116,88,22,357,60,130,34,359,39,134,51,359,79,100,43,361,8,17,28,32,178,320,7,12,28,16,6,12,42,24,11,30,10,30,25,17,7,306,8,17,28,49,159,322,25,32,48,149,329,61,69,47,77,329,1,0.21841155234657,0.0344048823641842,0.0188679245283019,0.0110443361327506,0.0222984562607204,0.0119854505072872,0.0377358490566038,0.0154681377120745,0.0257289879931389,0.0128518324875248,0.0291595197255575,0.0136577115172155,0.0395129724813384,6.39691893401439e-05,0.0154373927958834,0.0100074276684395,0.0217570923384661,4.79047993769877e-05,0.0379473234374642,0.0042764379171093
ZA,ZAF,South Africa,2021-10-02,2021-10-02,601,35039035.1046815,482,2067,330,1589,0,1214.5,12,14,21,18,601,271,136,442,457,125,183,265,15,1631370.94893915,7,8,2,2,2,254658.286672821,333,591,7965.0233724661,49,39,0,0,0,4,2,2,1,1,4,5,7,3,1,12,1,2,0,2,2,2,1,0,0,0,3,0,1,0,0,1,1,1,0,0,0,0,2,0,3,7,5,9,7,7,4,1,2,4,8,2,1,1,0,3,2,2,0,0,0,2,3,0,313,240,48,182,371,48,417,136,48,356,197,48,461,92,48,475,78,48,473,80,48,23,108,118,352,15,91,142,353,26,77,145,353,51,110,83,357,139,83,20,359,75,122,43,361,43,137,62,359,77,121,43,360,4,7,24,32,182,352,7,13,16,4,8,11,60,29,12,35,7,24,38,20,6,311,4,8,30,48,157,354,27,28,64,128,354,59,71,57,61,353,1,0.235294117647059,0.0345809501837675,0.0199667221297837,0.0111836779752981,0.0232945091514143,0.0120592264776049,0.0349417637271215,0.0146811483506819,0.0299500831946755,0.0136272088813521,0.0249584026622296,0.0124718483239714,0.0465586721799081,6.9762060809139e-05,0.00332778702163062,0.00460431250018217,0.00726784530201852,2.81248946106309e-05,0.0418077869239067,0.00439551201808176
ZA,ZAF,South Africa,2021-10-03,2021-10-03,642,35874192.9975049,512,2027,295,1686,0,1377,11,15,23,18,642,304,152,466,473,145,232,239,12,759391.032059437,6,6,4,2,8,461770.046749741,295,628,8463.67965805197,55,48,0,0,0,6,6,0,5,1,5,8,3,7,1,10,1,3,2,3,2,1,1,3,0,2,2,2,1,3,2,3,2,1,1,3,0,2,2,2,2,7,3,8,6,4,4,7,1,5,6,3,1,4,2,5,4,2,3,5,0,4,3,2,393,203,46,254,342,46,421,175,46,361,235,46,465,131,46,508,88,46,498,98,46,19,104,109,410,15,93,125,409,30,89,112,411,52,98,81,411,136,70,22,414,66,125,34,417,36,142,50,414,85,96,41,420,6,9,31,58,198,340,10,13,39,9,4,13,53,31,14,35,7,22,35,18,8,331,10,21,52,54,163,342,32,38,65,164,343,74,77,64,85,342,1,0.245954692556634,0.0339531545807813,0.0171339563862928,0.0100382168002864,0.0233644859813084,0.0116848986232829,0.0358255451713396,0.0143765537182859,0.0280373831775701,0.0127695059941176,0.0186915887850467,0.0104762643047209,0.0211681704481061,4.71034507699551e-05,0.0124610591900312,0.00858094604730094,0.012871928485802,3.68863413711973e-05,0.0348548163350382,0.00390747497682682
ZA,ZAF,South Africa,2021-10-04,2021-10-04,463,35012302.666818,368,1608,272,1260,0,956,8,9,19,17,463,216,123,327,334,112,163,169,21,1448080.41345385,11,10,10,1,9,717294.477873386,272,457,6159.07898683081,49,31,0,0,0,4,0,4,0,0,4,3,5,1,2,8,3,3,3,3,2,4,0,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,6,4,5,3,4,3,5,5,4,0,2,1,2,1,1,3,0,0,2,3,0,272,155,36,182,245,36,321,106,36,267,160,36,333,94,36,356,71,36,348,79,36,26,89,76,272,22,85,82,274,32,75,85,271,49,89,51,274,110,60,14,279,53,108,23,279,28,125,33,277,65,87,32,279,4,6,21,20,140,272,8,13,23,12,2,9,49,22,9,22,7,17,10,11,9,240,8,8,30,31,114,272,25,22,37,101,278,53,39,44,53,274,1,0.273333333333333,0.0411770995563047,0.0172786177105832,0.0118693598371293,0.019438444924406,0.012575515175541,0.041036717062635,0.0180694481847223,0.0367170626349892,0.0171304390714033,0.0453563714902808,0.0189538476965841,0.0413591881469206,6.5955605796236e-05,0.019438444924406,0.012575515175541,0.0204869266868638,4.69225146968437e-05,0.0441624471096383,0.00513108033014307
ZA,ZAF,South Africa,2021-10-05,2021-10-05,774,36303994.5096671,599,2524.79,183,1981,0,1730,24,21,37,22,774,373,180,567,554,192,226,321,23,1386808.90625294,10,8,7,3,12,697669.12618623,184,762,10269.6240436873,67,49,0,0,0,6,3,3,3,0,4,13,10,7,6,22,0,2,1,3,0,2,1,2,1,0,3,0,0,1,0,0,0,0,1,1,0,0,1,0,7,15,10,13,11,15,9,7,7,9,15,6,4,8,5,7,6,8,5,4,3,4,8,4,441,267,66,301,407,66,552,156,66,439,269,66,599,109,66,603,105,66,578,130,66,20,134,148,472,17,108,170,479,34,98,163,479,58,121,114,481,175,89,28,482,78,160,55,481,51,174,69,480,92,134,64,484,10,11,37,47,222,447,9,12,34,10,6,14,80,42,18,27,9,24,30,30,3,426,14,15,41,64,191,449,40,41,74,165,454,79,82,75,84,454,1,0.240963855421687,0.0306686719657573,0.0310077519379845,0.0122116093444052,0.0271317829457364,0.0114457376058754,0.0478036175710594,0.0150304248302822,0.0284237726098191,0.011707304404607,0.0297157622739018,0.0119624610442306,0.0381998985231131,6.23511400214786e-05,0.0155038759689922,0.00870371694234279,0.0192174204411708,4.46585689362909e-05,0.0179169168430372,0.00256552689976471
ZA,ZAF,South Africa,2021-10-06,2021-10-06,739,35748574.0926005,551,2548.2,255,1828,0,1615,19,20,40,23,739,350,174,533,523,191,218,302,24,1368345.43545164,12,10,8,4,13,678758.707007024,255,729,9824.8765457323,78,49,0,0,0,5,2,3,1,1,3,9,9,4,5,17,0,1,0,3,0,3,1,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,14,8,15,8,11,10,6,3,7,9,6,1,7,3,5,4,4,5,3,1,2,4,0,432,249,58,275,406,58,539,142,58,429,252,58,566,115,58,584,97,58,556,125,58,28,104,136,471,25,94,152,468,42,90,140,467,53,120,96,470,162,75,26,476,72,151,41,475,41,161,61,476,83,125,54,477,6,12,35,53,219,414,7,13,35,12,5,13,81,27,12,35,6,33,20,17,7,416,7,19,50,58,192,413,40,48,57,172,422,82,62,78,97,420,1,0.246110325318246,0.0317509847201745,0.0257104194857916,0.0114110204089854,0.027063599458728,0.011699326909383,0.054127198917456,0.0163136077948526,0.0311231393775372,0.0125199289012717,0.0324763193504736,0.012780271360242,0.0382769234909111,6.28944407408092e-05,0.0175913396481732,0.00947810291264989,0.01898701484565,4.47388124641657e-05,0.0259545246001861,0.0031439866692828
ZA,ZAF,South Africa,2021-10-07,2021-10-07,710,36418331.2096045,545,2728,195,1877,0,1531,14,13,33,21,710,363,166,517,500,175,237,254,15,927111.293726774,9,5,5,4,5,373328.070151959,196,694,9353.17465396189,82,64,0,0,0,6,5,0,2,3,4,10,3,4,6,12,0,2,2,4,2,1,2,3,0,1,3,0,0,1,1,3,2,0,2,2,0,1,3,0,3,6,5,9,6,5,6,5,1,6,7,1,2,3,3,7,5,4,4,4,1,5,7,1,388,259,63,278,369,63,506,141,63,431,216,63,550,97,63,525,122,63,522,125,63,36,111,116,447,24,84,150,452,39,88,136,447,74,103,83,450,152,86,21,451,88,132,39,451,48,147,63,452,94,124,37,455,8,11,40,38,206,407,12,12,31,15,9,8,76,31,13,26,7,21,14,19,11,405,8,13,45,65,172,407,44,36,60,162,408,88,72,69,71,410,1,0.243045387994144,0.0321674290006274,0.0197183098591549,0.0102265514016555,0.0183098591549296,0.00986162838787817,0.0464788732394366,0.0154850236228847,0.0295774647887324,0.0124617727202977,0.0211267605633803,0.0105778791201487,0.0254572700871661,5.11557467222887e-05,0.00704225352112676,0.00615092070898487,0.0102511031601992,3.2714168445617e-05,0.0209554517317793,0.00290280798665521
ZA,ZAF,South Africa,2021-10-08,2021-10-08,539,34569022.4163665,416,1667.3,161,1539,0,1159,11,14,31,24,539,250,140,383,386,127,173,205,20,1787132.3365695,9,10,5,3,7,568663.171626169,162,534,7196.82314872572,57,40,0,0,0,2,1,1,1,0,2,5,6,3,2,11,1,2,2,2,1,1,2,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,6,6,5,8,8,8,7,5,6,5,9,5,2,2,1,3,3,3,3,2,3,1,5,2,295,188,56,197,286,56,354,129,56,303,180,56,424,59,56,409,74,56,396,87,56,22,86,101,330,16,77,110,336,24,79,100,336,45,88,70,336,126,59,15,339,58,111,30,340,36,117,49,337,54,101,42,342,8,12,29,30,144,316,6,9,25,6,2,11,52,19,18,26,3,17,23,4,4,314,4,16,39,40,122,318,26,33,47,112,321,50,69,36,64,320,1,0.267686424474187,0.0379453849070311,0.0204081632653061,0.0119365342106002,0.025974025974026,0.013427915906651,0.0575139146567718,0.0196552081006856,0.0445269016697588,0.0174130231987663,0.0371057513914657,0.0159574546914469,0.051697508684058,7.38095903707914e-05,0.012987012987013,0.00955806059313389,0.0164500796342143,4.24020396723614e-05,0.0225099320425407,0.00342705397340916
ZA,ZAF,South Africa,2021-10-09,2021-10-09,556,35160521.1052044,450,2174,158,1512,0,1188,12,10,28,18,556,271,146,399,424,109,164,254,10,947960.765063556,7,3,4,3,6,389951.714158814,158,554,7466.36708688024,57,42,0,0,0,3,1,1,1,0,1,5,5,3,2,10,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,6,3,5,6,7,4,2,4,2,5,1,1,3,2,4,3,5,2,1,2,1,3,0,306,211,39,198,319,39,380,137,39,315,202,39,437,80,39,435,82,39,432,85,39,25,77,104,350,18,58,127,353,25,63,115,353,42,86,71,357,118,59,18,361,63,100,34,359,32,118,49,357,73,86,36,361,6,16,27,27,180,300,8,13,29,8,13,11,50,23,13,27,5,26,22,9,7,292,8,9,45,35,158,301,25,38,58,131,304,61,73,60,60,302,1,0.267889908256881,0.037180584542309,0.0215827338129496,0.0120788608041457,0.0179856115107914,0.0110466914828585,0.0503597122302158,0.0181774048745531,0.0323741007194245,0.0147117146954831,0.0179856115107914,0.0110466914828585,0.0269609418537099,5.35368859321765e-05,0.0107913669064748,0.00858801656760726,0.0110906124796055,3.46159659243023e-05,0.0211615633361551,0.00326454608235177
ZA,ZAF,South Africa,2021-10-10,2021-10-10,557,33976915.1670633,433,1870,128,1428,0,1310,10,11,13,10,557,257,118,420,397,134,149,242,12,973674.381006526,7,5,7,0,2,69934.4081466,128,544,7331.59511780298,45,33,0,0,0,3,2,1,1,1,3,6,4,5,1,9,1,3,1,2,1,2,0,1,1,1,1,1,0,2,1,1,0,1,0,1,0,0,1,0,4,7,4,7,6,5,3,3,6,4,6,4,1,3,3,4,2,2,0,2,2,2,4,0,322,183,52,205,300,52,356,149,52,290,215,52,398,107,52,423,82,52,438,67,52,22,85,96,354,15,68,118,356,28,63,106,360,49,85,64,359,114,58,21,364,65,99,29,364,37,109,47,364,62,86,42,367,2,13,27,31,172,312,11,12,25,11,6,8,56,26,9,28,6,27,15,17,2,298,6,15,31,56,136,313,25,39,45,132,316,50,69,54,69,315,1,0.219330855018587,0.0349655469720565,0.0179533213644524,0.0110270402912056,0.0197486535008977,0.0115546810572305,0.0233393177737882,0.0125382355440533,0.0179533213644524,0.0110270402912056,0.0215439856373429,0.0120574139844503,0.0286569388721431,5.60992865116103e-05,0.00359066427289048,0.00496737317458573,0.00205829186677881,1.52392005358343e-05,0.0174586836756961,0.00299798885037578
