ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,E7,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,C0_1.0,C0_1.1,C0_1.NA,C0_2.0,C0_2.1,C0_2.NA,C0_3.0,C0_3.1,C0_3.NA,C0_4.0,C0_4.1,C0_4.NA,C0_5.0,C0_5.1,C0_5.NA,C0_6.0,C0_6.1,C0_6.NA,C0a_7.0,C0a_7.1,C0a_7.NA,I6_1.1,I6_1.2,I6_1.3,I6_1.NA,I6_2.1,I6_2.2,I6_2.3,I6_2.NA,I6_3.1,I6_3.2,I6_3.3,I6_3.NA,I6_4.1,I6_4.2,I6_4.3,I6_4.NA,I6_5.1,I6_5.2,I6_5.3,I6_5.NA,I6_6.1,I6_6.2,I6_6.3,I6_6.NA,I6_7.1,I6_7.2,I6_7.3,I6_7.NA,I6_8.1,I6_8.2,I6_8.3,I6_8.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D10.1,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,D5.1,D5.2,D5.3,D5.4,D5.NA,days_aggregated,p_infected,p_infected_CI,p_rf,p_rf_CI,p_rf_symp,p_rf_symp_CI,p_XGB,p_XGB_CI,p_XGB_symp,p_XGB_symp_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
BR,BRA,Brazil,2021-10-01,2021-10-01,6148,143470165.448232,4878,15331.6,2249,13866,0,10459,222,156,255,225,6148,2915,1859,4126,5686,306,1604,3986,68,1588358.33801277,57,7,22,33,40,861750.890672737,2259,6050,181209.297230042,621,578,0,0,0,108,98,9,34,60,79,203,16,77,116,161,18,48,17,45,54,46,28,18,20,36,45,17,15,45,17,42,51,44,28,18,19,34,41,17,32,80,35,84,91,97,47,35,43,75,92,36,27,72,34,77,85,91,45,34,38,69,83,34,3441,2254,453,2059,3636,453,4682,1013,453,3531,2164,453,4917,778,453,4606,1089,453,4694,1001,453,107,1133,1170,3738,76,716,1574,3782,242,682,1425,3799,533,1272,528,3815,1741,478,89,3840,513,1275,526,3834,390,1435,476,3847,1233,834,208,3873,86,159,285,616,1597,3405,90,148,199,162,37,113,800,375,104,369,53,112,346,211,8,3021,111,209,316,661,1443,3408,414,585,595,1115,3439,828,876,513,496,3435,1,0.310609857978279,0.0117234697080465,0.0361093038386467,0.0046634208874316,0.0253741054001301,0.00393093175692645,0.041476903057905,0.00498408698823736,0.0365972674040338,0.00469363623681828,0.011060507482108,0.00261428871838783,0.01107100095027,1.71215584023215e-05,0.00650618087182824,0.00200967954710456,0.00600648147285842,1.26435531523036e-05,0.0124662477838112,0.000510859771041037
BR,BRA,Brazil,2021-10-02,2021-10-02,6069,142738733.221855,4845,16090,2128,13903.5,0,10484,184,149,245,219,6069,2888,1835,4069,5631,261,1525,4039,79,1858376.50218066,69,5,20,46,39,894340.514839041,2139,5968,178753.237333701,609,571,0,0,0,91,79,5,28,49,68,160,16,55,102,139,10,38,13,34,38,34,17,13,17,33,42,16,9,32,10,30,32,31,15,12,14,28,38,12,28,70,41,72,72,79,39,30,38,72,84,46,25,60,37,66,63,70,34,27,32,62,77,39,3292,2337,440,1990,3639,440,4469,1160,440,3409,2220,440,4790,839,440,4530,1099,440,4641,988,440,137,1086,1073,3773,99,715,1448,3807,257,676,1307,3829,512,1229,481,3847,1673,444,78,3874,510,1230,463,3866,348,1429,426,3866,1143,818,220,3888,59,176,270,588,1707,3269,79,118,197,195,35,126,772,322,133,400,37,145,368,217,10,2915,103,206,291,671,1525,3273,404,568,592,1196,3309,841,859,530,536,3303,1,0.310806233062331,0.0118056647713504,0.0303180095567639,0.0043137456055372,0.024550996869336,0.00389337622349151,0.0403690888119954,0.00495183437270898,0.0360850222441918,0.00469215527162787,0.0130169714944801,0.0028516704912661,0.0130194268943962,1.85963370015829e-05,0.00642609985170539,0.00201031144130849,0.00626557693663283,1.29447263092738e-05,0.0119662168467856,0.000504063748313785
BR,BRA,Brazil,2021-10-03,2021-10-03,6775,143452457.147778,5457,16578.15,2227,15675,0,11795,217,156,274,202,6775,3158,2040,4540,6278,320,1606,4580,70,1621311.15509407,57,8,22,35,44,841405.99837154,2233,6674,199899.314002198,706,642,0,0,0,120,102,13,33,68,78,189,20,80,106,162,14,44,19,43,45,46,23,20,17,43,42,22,11,35,14,35,39,38,17,16,13,37,35,18,25,82,45,87,83,100,44,43,40,78,92,52,20,68,37,75,72,85,35,34,34,68,77,45,4112,2224,439,2219,4117,439,4895,1441,439,4030,2306,439,5228,1108,439,5248,1088,439,5187,1149,439,131,1172,1314,4158,108,764,1684,4219,299,773,1472,4231,567,1373,576,4259,1916,497,89,4273,626,1330,558,4261,388,1606,512,4269,1261,965,255,4294,62,176,332,682,1844,3679,99,141,253,241,44,139,863,430,154,459,45,165,393,258,18,3073,97,223,365,760,1641,3689,405,635,649,1366,3720,898,917,637,601,3722,1,0.310030395136778,0.0111751216827703,0.032029520295203,0.00419275721339,0.0230258302583026,0.00357143402168473,0.0404428044280443,0.00469082797081116,0.0298154981549816,0.00404987522107053,0.0103321033210332,0.00240786732197693,0.0113020800572546,1.7298366534589e-05,0.00649446494464945,0.0019127150506161,0.00586539969479062,1.24958411609922e-05,0.0111706236269297,0.000460725053179192
BR,BRA,Brazil,2021-10-04,2021-10-04,4928,142281841.909313,3994,12042.15,1401,11450,0,8550.2,143,101,193,167,4928,2342,1511,3292,4544,259,1278,3203,54,1604284.21170237,48,4,13,34,34,981881.539789127,1412,4846,145147.149483766,502,459,0,0,0,82,68,10,22,46,57,126,14,39,85,103,7,32,14,31,36,37,16,9,14,31,31,21,5,27,9,24,30,29,12,6,11,24,25,18,18,53,28,56,61,71,38,27,33,55,65,38,16,45,21,45,52,59,32,22,28,45,56,33,2947,1671,310,1720,2898,310,3615,1003,310,2808,1810,310,3754,864,310,3818,800,310,3803,815,310,110,845,909,3064,67,575,1197,3089,204,554,1067,3103,437,990,383,3118,1353,372,64,3139,438,975,386,3129,291,1130,372,3135,911,664,203,3150,46,159,237,507,1347,2632,71,131,180,161,27,84,691,348,91,291,30,101,258,153,7,2304,82,168,264,563,1218,2633,299,492,516,961,2660,700,740,438,400,2650,1,0.314595044763689,0.0131323169672236,0.0290178571428571,0.00468652601422499,0.0204951298701299,0.00395586423830975,0.039163961038961,0.00541602535047919,0.033887987012987,0.00505183745612361,0.0109577922077922,0.00290657600950457,0.0112753967068047,1.73490994952172e-05,0.00689935064935065,0.00231107203965682,0.00690096168712068,1.36026787151465e-05,0.00972805876672023,0.000504933476682867
BR,BRA,Brazil,2021-10-05,2021-10-05,7727,144267783.168625,6171,19274.8012,2686,17733.1,0,13368,256,185,306,278,7727,3651,2420,5091,7139,410,1932,5107,79,1669408.84795363,63,12,18,44,48,936930.747480744,2700,7601,227664.771610835,814,748,0,0,0,138,121,13,50,70,102,226,26,81,139,203,18,61,21,62,59,60,36,28,13,43,60,25,16,54,18,57,53,55,30,25,11,37,56,22,31,100,48,107,99,125,59,52,39,92,123,47,26,86,39,96,85,112,50,43,30,77,112,40,4346,2852,529,2579,4619,529,5832,1366,529,4397,2801,529,6070,1128,529,5779,1419,529,5917,1281,529,136,1341,1487,4763,100,893,1917,4817,316,841,1708,4862,673,1528,634,4892,2125,584,99,4919,649,1550,635,4893,468,1775,578,4906,1388,1101,299,4939,80,209,369,778,2109,4182,120,168,249,241,38,154,1010,490,147,403,48,167,429,269,13,3781,119,262,387,850,1921,4188,538,776,830,1355,4228,1148,1100,650,609,4220,1,0.322194115297564,0.010568434973021,0.0331305810793322,0.00399062642030203,0.0239420214831112,0.00340848079161702,0.0396013976963893,0.00434834157326483,0.0359777403908373,0.00415243753170843,0.0102238902549502,0.00224294801455051,0.0115715983935399,1.74514973660302e-05,0.00621198395237479,0.00175188129292674,0.00649438652831884,1.3107432835253e-05,0.0118595423477082,0.000444675784249075
BR,BRA,Brazil,2021-10-06,2021-10-06,7065,142147049.89218,5610,19020.7,2287,16341.1,0,12149.3,243,191,301,277,7065,3537,2184,4696,6558,335,1766,4706,74,1440893.44050007,68,4,26,41,41,721856.600758211,2303,6968,208705.18728908,702,658,0,0,0,124,106,12,38,65,99,216,20,83,130,196,17,55,25,55,61,60,29,25,22,45,72,25,14,49,23,47,55,53,28,22,18,39,65,21,30,91,51,105,105,121,61,50,42,94,137,55,27,83,47,95,95,109,57,44,37,83,122,48,3891,2700,474,2279,4312,474,5337,1254,474,4030,2561,474,5602,989,474,5280,1311,474,5477,1114,474,139,1280,1333,4313,88,848,1760,4369,289,803,1588,4385,625,1456,576,4408,2002,530,97,4436,608,1443,588,4426,446,1632,550,4437,1354,952,297,4462,78,199,309,679,1893,3907,98,171,234,240,36,99,887,431,154,421,54,137,392,211,9,3491,119,254,361,756,1660,3915,456,653,713,1282,3961,962,975,602,576,3950,1,0.317441860465116,0.010999065664681,0.0343949044585987,0.0042495098093283,0.027034677990092,0.00378182378799901,0.0426043878273178,0.00470939251275749,0.0392073602264685,0.00452575086505167,0.0104741684359519,0.00237391602791494,0.0101366397796718,1.64669738915989e-05,0.00580325548478415,0.00177118539152239,0.00507823835461762,1.16850391373072e-05,0.0110347041677028,0.00044817986608944
BR,BRA,Brazil,2021-10-07,2021-10-07,6699,140566123.672448,5334,17242.45,2396,15684.1,0,11766,233,179,289,247,6699,3238,2063,4445,6209,307,1563,4577,77,1469675.29407632,70,2,28,41,37,637221.604579553,2408,6597,197593.013855634,709,664,0,0,0,121,110,8,33,74,96,211,19,80,128,188,19,56,22,47,54,46,34,26,19,42,58,17,18,50,21,44,49,42,33,24,19,39,55,16,28,96,46,89,99,98,61,47,30,82,110,33,25,85,42,82,88,86,56,42,28,72,100,28,3655,2579,465,2098,4136,465,5088,1146,465,3709,2525,465,5307,927,465,4954,1280,465,5229,1005,465,129,1211,1236,4123,93,830,1596,4180,252,844,1406,4197,543,1405,524,4227,1828,550,78,4243,566,1361,548,4224,395,1550,527,4227,1234,953,265,4247,75,193,294,668,1809,3660,89,159,264,208,35,125,880,419,127,372,49,139,362,206,10,3255,111,218,337,726,1640,3667,440,634,658,1259,3708,947,891,592,572,3697,1,0.31699446834665,0.0113047840663015,0.0347813106433796,0.00438761926787692,0.0267204060307509,0.00386174361972685,0.0431407672786983,0.00486531608656561,0.0368711748022093,0.00451262017099223,0.0114942528735632,0.00255254304823064,0.0104554017403297,1.68149587146527e-05,0.00552321241976414,0.00177474638629364,0.00453325159669641,1.11051913775273e-05,0.0121866656771546,0.000483773626930014
BR,BRA,Brazil,2021-10-08,2021-10-08,5830,143634762.99976,4651,15517.3,1879,13257,0,9946,188,130,219,206,5830,2819,1741,3923,5428,271,1338,4013,77,2097415.19715355,67,5,22,45,43,1125493.76756445,1891,5745,172073.952493651,603,561,0,0,0,98,95,3,39,53,71,180,7,67,108,143,15,41,23,44,39,41,26,21,17,37,46,22,14,40,21,42,37,39,25,20,17,36,45,21,27,74,41,87,68,87,45,36,38,65,88,44,24,70,35,82,64,81,42,33,37,63,84,41,3264,2178,388,1864,3578,388,4402,1040,388,3236,2206,388,4626,816,388,4296,1146,388,4488,954,388,122,1050,1046,3612,89,689,1401,3651,260,629,1267,3674,475,1177,485,3693,1605,462,65,3698,504,1164,464,3698,341,1369,409,3711,1066,801,233,3730,62,155,294,573,1565,3181,79,128,197,171,25,106,729,396,104,343,42,132,377,188,12,2801,99,197,298,670,1382,3184,351,591,593,1083,3212,790,809,544,481,3206,1,0.307379943502825,0.0120163277015501,0.0322469982847341,0.00453461817557391,0.0222984562607204,0.00379013223862481,0.0375643224699828,0.00488075997629846,0.0353344768439108,0.00473916167828689,0.0132075471698113,0.00293047356767855,0.0146024204262937,1.96171756034487e-05,0.00737564322469983,0.00219637366535566,0.00783580342292438,1.44195547905912e-05,0.010989461057854,0.000492582729287943
BR,BRA,Brazil,2021-10-09,2021-10-09,6000,143076995.986274,4727,17307.51,2003.2,13373.7,0,10121,206,132,217,191,6000,2913,1777,4050,5548,294,1260,4208,52,1502220.88229232,46,4,22,22,39,1096189.52536309,2013,5904,176836.312536557,653,607,0,0,0,106,99,7,33,63,81,187,16,59,122,162,13,43,23,45,44,43,24,24,19,30,48,21,11,38,21,42,40,39,21,22,18,27,43,19,21,73,42,82,85,96,43,40,34,64,85,43,18,60,35,74,75,83,36,36,29,55,73,38,3211,2367,422,1852,3726,422,4404,1174,422,3394,2184,422,4730,848,422,4413,1165,422,4721,857,422,148,1112,1051,3689,90,742,1432,3736,274,670,1307,3749,553,1188,478,3781,1672,461,83,3784,538,1212,474,3776,368,1388,455,3789,1089,850,251,3810,77,156,277,576,1581,3333,78,135,187,184,39,102,795,337,131,388,52,129,363,224,12,2844,111,182,306,627,1428,3346,378,522,551,1175,3374,808,817,468,540,3367,1,0.304959670499399,0.0118209339144804,0.0343333333333333,0.00460727431867408,0.022,0.00371153220799835,0.0361666666666667,0.00472419350854573,0.0318333333333333,0.00444210262050536,0.00866666666666667,0.00234535380672698,0.0104993879130398,1.67014127386202e-05,0.0065,0.00203335440013694,0.00766153578922121,1.42873279780629e-05,0.0113834085947922,0.000494438722416083
BR,BRA,Brazil,2021-10-10,2021-10-10,6615,143083692.12393,5365,16649,2072,15715.4,0,11630,199,132,225,217,6615,3175,2011,4393,6108,318,1420,4600,75,2102673.26964458,64,9,17,45,47,1316477.52289333,2083,6510,194987.194209516,671,623,0,0,0,97,90,4,33,52,70,182,14,73,104,149,11,41,17,37,40,39,17,14,18,34,43,20,10,38,15,31,38,34,16,12,17,33,38,18,25,79,46,78,81,80,42,38,44,70,88,46,21,70,40,68,74,71,38,32,39,66,76,40,3844,2328,443,2070,4102,443,4738,1434,443,3776,2396,443,4992,1180,443,4979,1193,443,5166,1006,443,134,1216,1176,4089,95,815,1571,4134,293,735,1438,4149,571,1326,532,4186,1821,507,93,4194,577,1360,485,4193,432,1489,491,4203,1228,894,266,4227,59,209,311,634,1861,3541,101,147,213,210,30,142,909,429,136,441,56,151,398,254,9,2989,105,222,329,755,1658,3546,438,631,650,1320,3576,950,930,605,559,3571,1,0.314022485946284,0.0113673110260153,0.0300831443688587,0.00411634753333022,0.0199546485260771,0.00336998753612489,0.0340136054421769,0.00436812448253547,0.0328042328042328,0.00429245057314702,0.0113378684807256,0.00255136635457635,0.0146954082497632,1.9716467313403e-05,0.00710506424792139,0.00202403873364532,0.00920075169539987,1.56443495604796e-05,0.0106827528261255,0.000456304157955112
